Dates,BEN
2018-06-20,33.20000076293945
2018-06-21,32.84000015258789
2018-06-25,32.849998474121094
2018-06-22,32.29999923706055
2018-06-26,32.41999816894531
2018-06-27,32.09000015258789
2018-06-28,31.559999465942383
2018-06-29,32.02000045776367
2018-07-02,31.280000686645508
2018-07-03,31.389999389648438
2018-07-05,31.450000762939453
2018-07-16,31.520000457763672
2018-09-18,31.81999969482422
2019-01-24,32.04999923706055
2019-09-05,31.889999389648438
2018-11-21,31.90999984741211
2020-01-13,32.189998626708984
2020-04-01,31.969999313354492
2020-06-19,32.029998779296875
2019-10-29,32.20000076293945
2020-01-16,32.060001373291016
2020-06-22,31.920000076293945
2018-10-03,32.0099983215332
2018-07-31,32.5
2019-03-12,32.290000915527344
2019-02-08,32.689998626708984
2019-01-07,32.290000915527344
2018-12-06,32.38999938964844
2019-08-19,34.119998931884766
2019-07-18,32.439998626708984
2019-05-15,31.290000915527344
2019-09-20,31.84000015258789
2019-11-01,32.11000061035156
2020-04-07,32.70000076293945
2020-06-25,32.810001373291016
2020-06-16,32.77000045776367
2019-11-04,31.6299991607666
2020-01-22,31.700000762939453
2019-11-07,32.060001373291016
2020-04-13,31.719999313354492
2019-07-01,32.130001068115234
2019-05-30,32.22999954223633
2018-08-15,32.689998626708984
2018-10-18,32.9900016784668
2019-03-27,32.97999954223633
2019-01-22,32.5099983215332
2018-12-21,32.439998626708984
2019-09-03,32.900001525878906
2018-11-19,33.099998474121094
2019-08-02,32.83000183105469
2020-01-28,32.25
2020-04-16,31.520000457763672
2019-11-13,31.149999618530273
2020-01-31,31.059999465942383
2018-12-04,30.139999389648438
2018-11-02,29.950000762939453
2019-07-16,30.360000610351562
2018-08-30,30.6200008392334
2018-10-01,30.940000534057617
2019-06-14,31.1200008392334
2019-05-13,31.450000762939453
2019-04-11,31.6200008392334
2019-02-06,31.559999465942383
2019-09-18,31.65999984741211
2020-02-03,32.630001068115234
2020-04-22,32.689998626708984
2019-11-19,32.220001220703125
2020-02-06,31.579999923706055
2019-11-22,31.34000015258789
2019-03-25,30.940000534057617
2019-02-21,30.389999389648438
2018-12-19,30.229999542236328
2018-07-12,30.239999771118164
2018-09-14,30.290000915527344
2018-08-13,30.209999084472656
2018-10-16,30.350000381469727
2019-07-31,30.329999923706055
2019-05-28,30.299999237060547
2019-04-26,29.56999969482422
2020-04-28,28.520000457763672
2019-11-25,28.1200008392334
2020-02-12,28.389999389648438
2020-05-01,28.739999771118164
2020-05-04,29.40999984741211
2019-06-12,29.040000915527344
2019-04-09,29.0
2019-03-08,29.040000915527344
2019-02-04,28.219999313354492
2018-07-27,28.25
2018-08-28,28.219999313354492
2019-01-03,28.690000534057617
2019-08-15,29.280000686645508
2018-10-31,29.770000457763672
2019-09-16,30.479999542236328
2020-02-18,30.6299991607666
2020-05-07,30.450000762939453
2018-08-17,30.559999465942383
2019-12-04,30.770000457763672
2020-02-21,30.65999984741211
2018-12-17,31.299999237060547
2019-08-30,30.40999984741211
2018-11-15,30.790000915527344
2019-07-29,30.8799991607666
2019-06-27,30.329999923706055
2019-04-24,30.350000381469727
2018-07-10,31.229999542236328
2018-09-12,31.809999465942383
2019-02-19,31.540000915527344
2019-01-18,31.799999237060547
2020-02-24,31.959999084472656
2020-05-13,32.83000183105469
2019-12-10,33.0
2020-02-27,32.65999984741211
2019-12-13,33.22999954223633
2020-05-19,33.29999923706055
