Dates,FTV
2018-06-20,79.20999908447266
2018-06-21,78.80000305175781
2018-06-25,78.8499984741211
2018-06-22,77.8499984741211
2018-06-26,77.25
2018-06-27,76.01499938964844
2018-06-28,76.16000366210938
2018-06-29,77.61000061035156
2018-07-02,76.79000091552734
2018-07-03,77.77999877929688
2018-07-05,77.30999755859375
2018-07-16,77.66999816894531
2018-09-18,78.0999984741211
2019-01-24,78.05999755859375
2019-09-05,77.05999755859375
2018-11-21,77.19999694824219
2020-01-13,77.4000015258789
2020-04-01,77.08000183105469
2020-06-19,77.68000030517578
2019-10-29,78.0
2020-01-16,77.8499984741211
2020-06-22,78.19999694824219
2018-10-03,77.55999755859375
2018-07-31,77.45999908447266
2019-03-12,79.08999633789062
2019-02-08,81.30999755859375
2019-01-07,80.97000122070312
2018-12-06,81.66000366210938
2019-08-19,82.25
2019-07-18,82.62999725341797
2019-05-15,81.13999938964844
2019-09-20,81.4800033569336
2019-11-01,81.25
2020-04-07,81.63999938964844
2020-06-25,81.27999877929688
2020-06-16,81.05000305175781
2019-11-04,80.2300033569336
2020-01-22,80.41000366210938
2019-11-07,79.9739990234375
2020-04-13,79.80999755859375
2019-07-01,81.0199966430664
2019-05-30,80.58000183105469
2018-08-15,80.98999786376953
2018-10-18,80.79000091552734
2019-03-27,80.38999938964844
2019-01-22,80.13999938964844
2018-12-21,80.2699966430664
2019-09-03,81.79000091552734
2018-11-19,82.38999938964844
2019-08-02,84.20999908447266
2020-01-28,85.12000274658203
2020-04-16,84.45999908447266
2019-11-13,83.80000305175781
2020-01-31,84.76000213623047
2018-12-04,84.69999694824219
2018-11-02,84.9800033569336
2019-07-16,85.2699966430664
2018-08-30,85.12000274658203
2018-10-01,85.62000274658203
2019-06-14,86.73999786376953
2019-05-13,87.63999938964844
2019-04-11,87.72000122070312
2019-02-06,87.86000061035156
2019-09-18,87.77999877929688
2020-02-03,87.76000213623047
2020-04-22,88.33999633789062
2019-11-19,87.33000183105469
2020-02-06,86.9000015258789
2019-11-22,86.62999725341797
2019-03-25,85.51000213623047
2019-02-21,84.69999694824219
2018-12-19,84.98999786376953
2018-07-12,84.33000183105469
2018-09-14,84.43000030517578
2018-08-13,84.30000305175781
2018-10-16,84.41000366210938
2019-07-31,84.22000122070312
2019-05-28,83.2699966430664
2019-04-26,82.11000061035156
2020-04-28,80.43000030517578
2019-11-25,80.08000183105469
2020-02-12,79.5999984741211
2020-05-01,80.06999969482422
2020-05-04,80.30999755859375
2019-06-12,80.8499984741211
2019-04-09,80.9000015258789
2019-03-08,80.17500305175781
2019-02-04,77.24500274658203
2018-07-27,77.37000274658203
2018-08-28,76.69499969482422
2019-01-03,75.48999786376953
2019-08-15,74.20999908447266
2018-10-31,72.5999984741211
2019-09-16,75.13999938964844
2020-02-18,75.16000366210938
2020-05-07,76.27999877929688
2018-08-17,75.37000274658203
2019-12-04,76.08999633789062
2020-02-21,76.61000061035156
2018-12-17,77.79000091552734
2019-08-30,76.66999816894531
2018-11-15,75.58000183105469
2019-07-29,76.91999816894531
2019-06-27,75.87000274658203
2019-04-24,75.80999755859375
2018-07-10,76.37999725341797
2018-09-12,75.56999969482422
2019-02-19,73.56999969482422
2019-01-18,74.30999755859375
2020-02-24,73.52999877929688
2020-05-13,74.0
2019-12-10,73.94999694824219
2020-02-27,75.0199966430664
2019-12-13,75.01499938964844
2020-05-19,76.44999694824219
2019-03-06,77.5199966430664
2018-11-30,76.12000274658203
2019-08-13,72.30000305175781
2019-07-12,72.75
2019-06-10,71.0
2019-05-09,72.08000183105469
2018-07-25,72.30000305175781
2018-09-27,71.19999694824219
2018-10-29,70.02999877929688
2019-10-16,69.12999725341797
2019-12-16,68.75
2020-03-04,68.9800033569336
2020-05-22,66.58999633789062
2019-10-01,66.62000274658203
2019-12-19,64.95999908447266
2018-09-10,65.76000213623047
2019-05-24,66.88999938964844
2018-08-09,67.4800033569336
2019-04-22,67.70999908447266
2019-03-21,67.44999694824219
2019-01-16,66.43000030517578
2019-08-28,67.47000122070312
2018-11-13,68.2300033569336
2018-10-12,68.75
2019-06-25,69.44999694824219
2020-03-10,69.9800033569336
2020-05-28,69.56999969482422
2019-10-07,69.88999938964844
2020-03-13,70.0
2019-10-10,70.47000122070312
2020-03-16,71.55000305175781
2020-06-03,73.2300033569336
2018-11-28,72.44000244140625
2018-09-25,72.63999938964844
2018-07-23,71.61000061035156
2018-08-24,72.33999633789062
2019-07-10,71.91000366210938
2019-05-07,74.08000183105469
2019-04-05,75.19000244140625
2019-03-04,75.19000244140625
2019-01-31,75.47000122070312
2019-09-12,74.55000305175781
2019-12-31,74.97000122070312
2020-03-19,75.20500183105469
2020-01-03,74.56999969482422
2020-06-09,77.48999786376953
2019-02-15,77.2699966430664
2019-01-14,79.11000061035156
2018-07-06,80.48999786376953
2018-08-07,80.98999786376953
2018-10-10,81.83000183105469
2018-12-13,81.52999877929688
2019-08-26,81.72000122070312
2019-07-25,81.18000030517578
2019-05-22,81.41000366210938
2019-03-19,82.2699966430664
2020-01-06,82.02999877929688
2020-03-25,81.80999755859375
2020-06-12,82.06999969482422
2019-10-22,82.79000091552734
2020-01-09,83.52999877929688
2020-06-15,83.04000091552734
2019-10-25,82.71499633789062
2020-03-31,81.98999786376953
2020-06-18,81.01000213623047
2019-04-03,82.20999908447266
2018-08-22,82.60099792480469
2018-10-25,83.69999694824219
2019-01-29,83.34500122070312
2018-12-28,83.1500015258789
2018-11-26,83.66000366210938
2019-08-09,83.78500366210938
2019-07-08,83.56999969482422
2019-06-06,84.44999694824219
2019-09-10,83.97000122070312
2020-01-15,82.94000244140625
2020-04-03,83.94999694824219
2019-10-31,83.94000244140625
2020-04-06,83.41999816894531
2020-06-24,84.05000305175781
2018-11-09,85.19999694824219
2019-07-23,85.80999755859375
2019-06-21,86.94999694824219
2019-05-20,87.1500015258789
2019-04-18,86.94000244140625
2018-09-06,86.94499969482422
2018-10-08,86.62000274658203
2019-02-13,86.27999877929688
2018-12-11,87.06999969482422
2019-09-25,87.83000183105469
2020-01-21,88.36000061035156
2020-04-09,88.19999694824219
2019-11-06,88.62000274658203
2020-01-24,88.69999694824219
2020-01-27,88.51499938964844
2020-04-15,89.23999786376953
2018-12-26,89.4800033569336
2019-08-07,89.01000213623047
2019-06-04,85.58200073242188
2018-09-21,86.43299865722656
2018-07-19,86.52999877929688
2018-08-20,86.7699966430664
2018-10-23,85.9800033569336
2019-05-03,86.66000366210938
2019-04-01,85.19000244140625
2019-02-28,84.0999984741211
2019-11-12,83.04000091552734
2020-01-30,82.31999969482422
2019-11-15,82.70999908447266
2020-04-21,80.9800033569336
2019-04-16,81.80000305175781
2019-03-15,81.80000305175781
2019-02-11,82.2300033569336
2019-01-10,81.31999969482422
2019-08-22,79.95999908447266
2018-11-07,80.23999786376953
2018-08-03,80.24500274658203
2018-09-04,79.2300033569336
2019-06-19,79.26000213623047
2019-09-23,78.37999725341797
2019-11-18,76.91999816894531
2020-02-05,77.3499984741211
2020-04-24,76.4000015258789
2019-03-29,76.0999984741211
2019-11-21,77.8499984741211
2020-04-27,78.87000274658203
2020-02-11,79.62999725341797
