Dates,FTV
2018-06-20,79.0999984741211
2018-06-21,78.51000213623047
2018-06-25,78.83000183105469
2018-06-22,77.43000030517578
2018-06-26,77.25
2018-06-27,75.5
2018-06-28,75.06999969482422
2018-06-29,76.22000122070312
2018-07-02,76.51000213623047
2018-07-03,77.11000061035156
2018-07-05,77.04000091552734
2018-07-16,77.19999694824219
2018-09-18,77.1500015258789
2019-01-24,77.79000091552734
2019-09-05,76.80999755859375
2018-11-21,76.58999633789062
2020-01-13,77.05999755859375
2020-04-01,77.02999877929688
2020-06-19,76.56999969482422
2019-10-29,78.0
2020-01-16,77.48999786376953
2020-06-22,77.12000274658203
2018-10-03,77.43000030517578
2018-07-31,76.5
2019-03-12,77.48999786376953
2019-02-08,79.5
2019-01-07,80.75
2018-12-06,80.0
2019-08-19,80.52999877929688
2019-07-18,82.27999877929688
2019-05-15,80.5
2019-09-20,80.5
2019-11-01,81.08000183105469
2020-04-07,81.16999816894531
2020-06-25,81.16999816894531
2020-06-16,80.72000122070312
2019-11-04,80.04000091552734
2020-01-22,79.61000061035156
2019-11-07,79.18000030517578
2020-04-13,79.37999725341797
2019-07-01,80.16000366210938
2019-05-30,80.58000183105469
2018-08-15,80.58999633789062
2018-10-18,80.66000366210938
2019-03-27,80.38999938964844
2019-01-22,80.05999755859375
2018-12-21,80.22000122070312
2019-09-03,80.52999877929688
2018-11-19,82.0
2019-08-02,82.19999694824219
2020-01-28,84.0
2020-04-16,83.54000091552734
2019-11-13,83.5
2020-01-31,83.16000366210938
2018-12-04,84.36000061035156
2018-11-02,84.04000091552734
2019-07-16,85.0
2018-08-30,84.77999877929688
2018-10-01,85.08000183105469
2019-06-14,85.83999633789062
2019-05-13,86.37000274658203
2019-04-11,87.0
2019-02-06,87.12000274658203
2019-09-18,87.56999969482422
2020-02-03,86.73999786376953
2020-04-22,87.94999694824219
2019-11-19,86.79000091552734
2020-02-06,86.47000122070312
2019-11-22,85.83000183105469
2019-03-25,85.30999755859375
2019-02-21,84.66000366210938
2018-12-19,84.72000122070312
2018-07-12,84.33000183105469
2018-09-14,84.20999908447266
2018-08-13,83.7300033569336
2018-10-16,83.80999755859375
2019-07-31,83.69000244140625
2019-05-28,83.26000213623047
2019-04-26,81.83999633789062
2020-04-28,80.02999877929688
2019-11-25,79.83000183105469
2020-02-12,78.9800033569336
2020-05-01,79.54000091552734
2020-05-04,79.66999816894531
2019-06-12,79.91999816894531
2019-04-09,80.05000305175781
2019-03-08,80.06999969482422
2019-02-04,76.33000183105469
2018-07-27,77.20999908447266
2018-08-28,74.5199966430664
2019-01-03,73.22000122070312
2019-08-15,73.8499984741211
2018-10-31,72.19999694824219
2019-09-16,72.62000274658203
2020-02-18,74.54000091552734
2020-05-07,75.55999755859375
2018-08-17,74.9800033569336
2019-12-04,75.08999633789062
2020-02-21,76.61000061035156
2018-12-17,76.11000061035156
2019-08-30,76.47000122070312
2018-11-15,75.19000244140625
2019-07-29,74.88999938964844
2019-06-27,75.37000274658203
2019-04-24,73.18000030517578
2018-07-10,75.26000213623047
2018-09-12,75.51000213623047
2019-02-19,73.06999969482422
2019-01-18,73.13999938964844
2020-02-24,73.12000274658203
2020-05-13,73.47000122070312
2019-12-10,72.73999786376953
2020-02-27,74.0
2019-12-13,74.83999633789062
2020-05-19,73.9800033569336
2019-03-06,77.08999633789062
2018-11-30,75.94999694824219
2019-08-13,71.72000122070312
2019-07-12,72.16999816894531
2019-06-10,69.72000122070312
2019-05-09,71.76000213623047
2018-07-25,71.16999816894531
2018-09-27,70.97000122070312
2018-10-29,69.38999938964844
2019-10-16,68.37999725341797
2019-12-16,68.75
2020-03-04,68.0
2020-05-22,65.94999694824219
2019-10-01,65.16000366210938
2019-12-19,64.83000183105469
2018-09-10,63.84000015258789
2019-05-24,64.9000015258789
2018-08-09,67.19000244140625
2019-04-22,66.91000366210938
2019-03-21,66.62000274658203
2019-01-16,66.23999786376953
2019-08-28,65.73999786376953
2018-11-13,67.3499984741211
2018-10-12,68.66999816894531
2019-06-25,68.11000061035156
2020-03-10,68.75
2020-05-28,69.2300033569336
2019-10-07,69.0999984741211
2020-03-13,69.72000122070312
2019-10-10,69.87000274658203
2020-03-16,69.66000366210938
2020-06-03,71.80000305175781
2018-11-28,72.44000244140625
2018-09-25,71.95999908447266
2018-07-23,71.16999816894531
2018-08-24,71.77999877929688
2019-07-10,71.20999908447266
2019-05-07,72.06999969482422
2019-04-05,74.19000244140625
2019-03-04,74.70999908447266
2019-01-31,75.11000061035156
2019-09-12,74.55000305175781
2019-12-31,74.47000122070312
2020-03-19,74.25
2020-01-03,74.19999694824219
2020-06-09,75.4000015258789
2019-02-15,76.76000213623047
2019-01-14,77.69000244140625
2018-07-06,79.0999984741211
2018-08-07,80.18000030517578
2018-10-10,81.30000305175781
2018-12-13,81.16999816894531
2019-08-26,80.66000366210938
2019-07-25,80.8499984741211
2019-05-22,81.05999755859375
2019-03-19,81.87000274658203
2020-01-06,81.37999725341797
2020-03-25,81.63999938964844
2020-06-12,81.58999633789062
2019-10-22,82.05999755859375
2020-01-09,82.88999938964844
2020-06-15,82.70999908447266
2019-10-25,82.29000091552734
2020-03-31,81.98999786376953
2020-06-18,80.23999786376953
2019-04-03,80.52999877929688
2018-08-22,82.33999633789062
2018-10-25,82.62000274658203
2019-01-29,82.88999938964844
2018-12-28,82.58000183105469
2018-11-26,82.61000061035156
2019-08-09,83.56999969482422
2019-07-08,83.16999816894531
2019-06-06,82.87000274658203
2019-09-10,83.80000305175781
2020-01-15,82.2300033569336
2020-04-03,83.01000213623047
2019-10-31,83.83999633789062
2020-04-06,82.55999755859375
2020-06-24,83.5999984741211
2018-11-09,84.63999938964844
2019-07-23,85.38999938964844
2019-06-21,86.27999877929688
2019-05-20,86.6500015258789
2019-04-18,86.62000274658203
2018-09-06,86.48999786376953
2018-10-08,86.33999633789062
2019-02-13,86.25
2018-12-11,86.29000091552734
2019-09-25,87.31999969482422
2020-01-21,87.83999633789062
2020-04-09,88.0
2019-11-06,88.37000274658203
2020-01-24,88.04000091552734
2020-01-27,87.93000030517578
2020-04-15,88.37000274658203
2018-12-26,89.25
2019-08-07,88.44999694824219
2019-06-04,81.36000061035156
2018-09-21,85.58000183105469
2018-07-19,85.87999725341797
2018-08-20,86.41999816894531
2018-10-23,85.36000061035156
2019-05-03,86.1500015258789
2019-04-01,85.0999984741211
2019-02-28,83.87000274658203
2019-11-12,82.58999633789062
2020-01-30,81.66000366210938
2019-11-15,81.75
2020-04-21,80.7699966430664
2019-04-16,80.73999786376953
2019-03-15,80.19999694824219
2019-02-11,82.1500015258789
2019-01-10,80.55000305175781
2019-08-22,79.76000213623047
2018-11-07,79.91000366210938
2018-08-03,79.81999969482422
2018-09-04,78.7699966430664
2019-06-19,78.97000122070312
2019-09-23,78.1500015258789
2019-11-18,76.16000366210938
2020-02-05,76.68000030517578
2020-04-24,76.02999877929688
2019-03-29,74.66000366210938
2019-11-21,76.56999969482422
2020-04-27,78.2300033569336
2020-02-11,78.93000030517578
2020-04-30,79.83000183105469
2019-05-01,79.2699966430664
2019-02-26,79.66999816894531
2019-01-25,79.0
2018-12-24,78.5199966430664
2019-09-06,78.3499984741211
2018-07-17,77.23999786376953
2018-09-19,77.26000213623047
2019-08-05,78.38999938964844
2019-10-08,79.81999969482422
2019-12-11,80.5999984741211
2019-11-27,80.43000030517578
2020-02-14,80.72000122070312
2020-05-06,80.58000183105469
2019-01-08,80.1500015258789
2018-12-07,80.54000091552734
2019-08-20,82.54000091552734
2018-11-05,82.8499984741211
2019-07-19,82.01000213623047
2018-10-04,81.80999755859375
2019-06-17,80.77999877929688
2019-05-16,80.23999786376953
2018-08-01,80.38999938964844
2019-03-13,79.38999938964844
2019-12-03,80.25
2020-02-20,81.4000015258789
2019-12-06,80.69999694824219
2020-05-12,81.26000213623047
2019-12-09,79.5199966430664
2020-02-26,79.41000366210938
2020-05-15,78.4000015258789
2019-03-28,79.48999786376953
2018-09-17,81.12000274658203
2018-08-16,82.29000091552734
2018-10-19,74.19000244140625
2019-04-29,78.18000030517578
2019-01-23,76.37999725341797
2019-09-04,76.6500015258789
2018-11-20,75.87999725341797
2019-07-02,73.69999694824219
2019-05-31,70.8499984741211
2019-12-12,70.7300033569336
2020-05-18,70.37000274658203
2019-09-27,71.56999969482422
2020-03-03,71.66000366210938
2020-05-21,69.95999908447266
2019-05-14,69.33999633789062
2018-08-31,68.87000274658203
2018-07-30,67.5199966430664
2018-10-02,67.95999908447266
2019-04-12,69.91000366210938
2019-03-11,69.87000274658203
2019-02-07,70.87000274658203
2019-07-17,70.63999938964844
2019-09-19,69.33999633789062
2019-10-21,69.0199966430664
2019-12-18,69.7300033569336
2020-03-06,68.55999755859375
2019-10-03,70.4800033569336
2020-03-09,71.23999786376953
2020-05-27,70.1500015258789
2019-12-24,68.97000122070312
2020-03-12,67.7300033569336
2018-12-20,68.5
2019-08-01,68.47000122070312
2018-08-14,68.0999984741211
2018-07-13,68.87000274658203
2018-10-17,70.75
2019-05-29,69.9800033569336
2019-03-26,69.72000122070312
2019-02-22,69.33000183105469
2019-10-04,68.66999816894531
2019-11-05,69.68000030517578
2019-12-27,68.8499984741211
2020-06-02,67.80000305175781
2019-12-30,67.91000366210938
2020-03-18,67.0
2020-06-05,67.83000183105469
2019-07-15,68.4000015258789
2018-12-03,68.97000122070312
2019-06-13,68.95999908447266
2019-01-04,65.44999694824219
2018-08-29,64.22000122070312
2019-02-05,65.69999694824219
2018-11-01,66.25
2019-08-16,64.83999633789062
2019-04-10,65.01000213623047
2019-09-17,64.69000244140625
2019-10-15,66.26000213623047
2020-01-02,67.58999633789062
2020-06-08,67.91000366210938
2019-10-18,69.3499984741211
2020-03-24,69.77999877929688
2020-06-11,70.44000244140625
2020-01-08,71.4000015258789
2019-04-25,71.5999984741211
2019-07-30,72.18000030517578
2019-02-20,72.31999969482422
2018-07-11,71.3499984741211
2018-09-13,68.37999725341797
2018-10-15,68.41000366210938
2019-06-28,68.30999755859375
2018-12-18,69.20999908447266
2018-11-16,69.62999725341797
2019-10-02,72.30000305175781
2020-03-27,73.91000366210938
2020-01-10,73.37999725341797
2019-10-24,73.55000305175781
2020-03-30,72.2300033569336
2020-06-17,72.22000122070312
2020-01-14,72.0199966430664
2020-04-02,71.4800033569336
2019-01-02,71.3499984741211
2019-08-14,71.45999908447266
2018-10-30,71.43000030517578
2019-06-11,71.3499984741211
2019-05-10,70.81999969482422
2019-04-08,70.27999877929688
2018-08-27,71.27999877929688
2018-07-26,70.7300033569336
2018-09-28,71.6500015258789
2019-03-07,72.0999984741211
2019-10-30,72.36000061035156
2020-01-17,72.63999938964844
2020-06-23,71.08999633789062
2020-04-08,71.37999725341797
2020-06-26,71.44999694824219
2019-03-22,72.95999908447266
2019-01-17,75.08000183105469
2019-08-29,74.1500015258789
2018-11-14,74.70999908447266
2019-06-26,74.97000122070312
2018-09-11,76.05999755859375
2018-07-09,75.83000183105469
2018-08-10,76.08000183105469
2019-04-23,76.63999938964844
2019-09-30,76.7300033569336
2020-01-23,77.29000091552734
2019-11-08,75.93000030517578
2020-04-14,77.06999969482422
2019-11-11,76.63999938964844
2020-01-29,76.48999786376953
2020-04-17,76.62999725341797
2018-07-24,76.19999694824219
2018-09-26,77.0
2019-05-08,76.19999694824219
2019-03-05,76.30999755859375
2019-02-01,76.81999969482422
2018-12-31,77.05999755859375
2018-11-29,77.44000244140625
2019-08-12,78.11000061035156
2019-07-11,78.0
2019-09-13,78.80000305175781
2019-11-14,78.58000183105469
2020-04-20,78.47000122070312
2020-02-04,78.16000366210938
2020-04-23,78.37999725341797
2018-12-14,78.6500015258789
2019-08-27,77.36000061035156
2018-08-08,77.79000091552734
2018-10-11,75.48999786376953
2018-11-12,74.70999908447266
2019-07-26,75.58000183105469
2019-06-24,74.94000244140625
2019-05-23,75.80000305175781
2019-03-20,75.4800033569336
2019-01-15,75.66999816894531
2019-11-20,77.55000305175781
2020-02-07,77.76000213623047
2020-02-10,77.16000366210938
2020-04-29,78.56999969482422
2019-11-26,79.47000122070312
2020-02-13,80.0
2019-01-30,78.45999908447266
2018-08-23,77.37000274658203
2018-09-24,77.55999755859375
2018-11-27,77.97000122070312
2018-10-26,76.76000213623047
2019-07-09,76.2699966430664
2019-06-07,73.76000213623047
2019-05-06,72.87999725341797
2019-04-04,70.95999908447266
2019-09-11,69.55000305175781
2019-11-29,68.29000091552734
2020-05-05,69.25
2019-12-02,70.30999755859375
2020-02-19,70.08999633789062
2020-05-08,70.29000091552734
2019-05-21,66.13999938964844
2019-03-18,63.099998474121094
2018-09-07,63.47999954223633
2018-08-06,60.5099983215332
2018-10-09,55.650001525878906
2019-02-14,58.060001373291016
2018-12-12,53.34000015258789
2019-07-24,52.86000061035156
2019-09-26,49.150001525878906
2019-10-28,44.66999816894531
2019-12-05,47.25
2020-05-11,44.34000015258789
2019-07-03,44.36000061035156
2020-02-25,50.439998626708984
2020-05-14,50.72999954223633
2020-02-28,49.29999923706055
2019-08-08,49.0
2019-06-05,51.56999969482422
2018-07-20,53.439998626708984
2018-08-21,54.689998626708984
2018-10-24,56.209999084472656
2019-04-02,55.790000915527344
2019-03-01,59.75
2019-01-28,58.5099983215332
2018-12-27,61.349998474121094
2019-09-09,60.91999816894531
2020-03-02,60.58000183105469
2020-05-20,59.43000030517578
2019-12-17,56.869998931884766
2020-03-05,58.310001373291016
2019-02-12,59.4900016784668
2019-01-11,56.7400016784668
2018-12-10,57.16999816894531
2019-08-23,58.2400016784668
2018-11-08,59.0
2019-07-22,60.849998474121094
2019-06-20,65.16000366210938
2018-09-05,66.4000015258789
2019-04-17,64.33000183105469
2019-09-24,63.75
2019-12-20,59.56999969482422
2020-05-26,60.119998931884766
2019-04-30,58.380001068115234
2019-12-23,58.66999816894531
2020-03-11,58.54999923706055
2020-05-29,58.59000015258789
2019-12-26,59.08000183105469
2020-06-01,56.0
2019-05-02,53.66999816894531
2019-02-27,55.18000030517578
2018-11-23,56.81999969482422
2019-08-06,59.08000183105469
2018-07-18,59.0099983215332
2018-09-20,59.0
2018-10-22,58.45000076293945
2019-07-05,60.36000061035156
2019-06-03,62.90999984741211
2019-10-09,64.08000183105469
2019-10-11,61.2400016784668
2020-03-17,60.97999954223633
2020-06-04,62.7599983215332
2019-10-14,65.0
