Dates,FTV
2019-11-21,1952100.0
2020-04-27,1661400.0
2020-02-11,1078700.0
2020-04-30,1102100.0
2019-05-01,1126000.0
2019-02-26,1306000.0
2019-01-25,1143700.0
2018-12-24,1010000.0
2019-09-06,1651100.0
2018-07-17,1600600.0
2018-09-19,1771200.0
2019-08-05,1380800.0
2019-10-08,1260600.0
2019-12-11,1971200.0
2019-11-27,1001900.0
2020-02-14,1806100.0
2020-05-06,2126000.0
2019-01-08,1708500.0
2018-12-07,4831400.0
2019-08-20,1466200.0
2018-11-05,935900.0
2019-07-19,826500.0
2018-10-04,1058000.0
2019-06-17,1106100.0
2019-05-16,1403600.0
2018-08-01,1094000.0
2019-03-13,1594100.0
2019-12-03,852000.0
2020-02-20,768900.0
2019-12-06,956800.0
2020-05-12,1169200.0
2019-12-09,1879600.0
2020-02-26,2866000.0
2020-05-15,1514200.0
2019-03-28,1821000.0
2018-09-17,1311900.0
2018-08-16,1651400.0
2018-10-19,5223900.0
2019-04-29,3040300.0
2019-01-23,1842200.0
2019-09-04,2104300.0
2018-11-20,1995000.0
2019-07-02,2103300.0
2019-05-31,2497200.0
2019-12-12,1976500.0
2020-05-18,1942400.0
2019-09-27,1463800.0
2020-03-03,1314000.0
2020-05-21,1255800.0
2019-05-14,1152200.0
2018-08-31,2245800.0
2018-07-30,1353400.0
2018-10-02,2405400.0
2019-04-12,1081100.0
2019-03-11,1800800.0
2019-02-07,1321500.0
2019-07-17,1159000.0
2019-09-19,1642000.0
2019-10-21,2003200.0
2019-12-18,1179700.0
2020-03-06,1486000.0
2019-10-03,1079900.0
2020-03-09,1610700.0
2020-05-27,1480700.0
2019-12-24,7384600.0
2020-03-12,4264800.0
2018-12-20,3043400.0
2019-08-01,3339400.0
2018-08-14,2494100.0
2018-07-13,2322700.0
2018-10-17,1593300.0
2019-05-29,1556000.0
2019-03-26,1510400.0
2019-02-22,1354700.0
2019-10-04,1423400.0
2019-11-05,1494200.0
2019-12-27,5981400.0
2020-06-02,1978500.0
2019-12-30,3026300.0
2020-03-18,2266300.0
2020-06-05,2472000.0
2019-07-15,2142600.0
2018-12-03,2229800.0
2019-06-13,3189600.0
2019-01-04,4360200.0
2018-08-29,2463700.0
2019-02-05,1428900.0
2018-11-01,1405000.0
2019-08-16,1462000.0
2019-04-10,1669500.0
2019-09-17,1283700.0
2019-10-15,3217100.0
2020-01-02,1521100.0
2020-06-08,2312400.0
2019-10-18,2122000.0
2020-03-24,1696300.0
2020-06-11,1680600.0
2020-01-08,1771500.0
2019-04-25,1346700.0
2019-07-30,1508000.0
2019-02-20,2113700.0
2018-07-11,4163700.0
2018-09-13,3127600.0
2018-10-15,4458000.0
2019-06-28,1749200.0
2018-12-18,1355800.0
2018-11-16,2128400.0
2019-10-02,2442600.0
2020-03-27,1571900.0
2020-01-10,1274100.0
2019-10-24,1366600.0
2020-03-30,860700.0
2020-06-17,1206400.0
2020-01-14,1575900.0
2020-04-02,1256600.0
2019-01-02,1432300.0
2019-08-14,1894700.0
2018-10-30,1224300.0
2019-06-11,1599600.0
2019-05-10,2629800.0
2019-04-08,1805300.0
2018-08-27,1318800.0
2018-07-26,1831300.0
2018-09-28,1111100.0
2019-03-07,968400.0
2019-10-30,762000.0
2020-01-17,1976500.0
2020-06-23,1894100.0
2020-04-08,2008400.0
2020-06-26,1997700.0
2019-03-22,1711200.0
2019-01-17,2938700.0
2019-08-29,1776100.0
2018-11-14,2535900.0
2019-06-26,2222000.0
2018-09-11,1537000.0
2018-07-09,1826000.0
2018-08-10,1722700.0
2019-04-23,1954700.0
2019-09-30,1586500.0
2020-01-23,3584900.0
2019-11-08,1503800.0
2020-04-14,270100.0
2019-11-11,830600.0
2020-01-29,781300.0
2020-04-17,646900.0
2018-07-24,865500.0
2018-09-26,1622600.0
2019-05-08,1143500.0
2019-03-05,1986100.0
2019-02-01,1677200.0
2018-12-31,2287200.0
2018-11-29,2785100.0
2019-08-12,2112000.0
2019-07-11,2350600.0
2019-09-13,1917100.0
2019-11-14,1192700.0
2020-04-20,1071300.0
2020-02-04,1451200.0
2020-04-23,1480300.0
2018-12-14,1403200.0
2019-08-27,936900.0
2018-08-08,1153500.0
2018-10-11,1397700.0
2018-11-12,1824200.0
2019-07-26,1396500.0
2019-06-24,1608100.0
2019-05-23,2004500.0
2019-03-20,1618600.0
2019-01-15,2095100.0
2019-11-20,1165200.0
2020-02-07,1979200.0
2020-02-10,3676900.0
2020-04-29,1514900.0
2019-11-26,1839700.0
2020-02-13,1746500.0
2019-01-30,2093500.0
2018-08-23,1168700.0
2018-09-24,1110000.0
2018-11-27,1326500.0
2018-10-26,1417400.0
2019-07-09,1128400.0
2019-06-07,1808300.0
2019-05-06,2618200.0
2019-04-04,3169800.0
2019-09-11,4059900.0
2019-11-29,3845700.0
2020-05-05,2548200.0
2019-12-02,2231300.0
2020-02-19,5390100.0
2020-05-08,2517900.0
2019-05-21,2727300.0
2019-03-18,3301000.0
2018-09-07,5852200.0
2018-08-06,3531900.0
2018-10-09,5198100.0
2019-02-14,3340200.0
2018-12-12,3044100.0
2019-07-24,3610200.0
2019-09-26,5951000.0
2019-10-28,4527100.0
2019-12-05,4091300.0
2020-05-11,3677000.0
2019-07-03,3345500.0
2020-02-25,3886200.0
2020-05-14,3996200.0
2020-02-28,3945300.0
2019-08-08,3703700.0
2019-06-05,3168300.0
2018-07-20,3819100.0
2018-08-21,2357900.0
2018-10-24,2324000.0
2019-04-02,2683400.0
2019-03-01,2360700.0
2019-01-28,2320600.0
2018-12-27,1419600.0
2019-09-09,1626100.0
2020-03-02,2089600.0
2020-05-20,2698800.0
2019-12-17,2144800.0
2020-03-05,1823200.0
2019-02-12,2010900.0
2019-01-11,2167700.0
2018-12-10,1226400.0
2019-08-23,1857900.0
2018-11-08,1645800.0
2019-07-22,1718700.0
2019-06-20,1951800.0
2018-09-05,1972800.0
2019-04-17,1720000.0
2019-09-24,2919300.0
2019-12-20,2696300.0
2020-05-26,4542400.0
2019-04-30,1976700.0
2019-12-23,2469900.0
2020-03-11,3084600.0
2020-05-29,2186400.0
2019-12-26,2111400.0
2020-06-01,2074700.0
2019-05-02,2145800.0
2019-02-27,1908300.0
2018-11-23,2962300.0
2019-08-06,2505200.0
2018-07-18,2901200.0
2018-09-20,1928200.0
2018-10-22,1556100.0
2019-07-05,1569400.0
2019-06-03,1734000.0
2019-10-09,1843100.0
2019-10-11,2403800.0
2020-03-17,2301500.0
2020-06-04,2195500.0
2019-10-14,2838200.0
2020-03-20,2008300.0
2018-11-06,3884600.0
2019-06-18,3699900.0
2019-05-17,3057100.0
2019-04-15,1624000.0
2019-03-14,2720800.0
2019-01-09,2070000.0
2018-08-02,1992100.0
2018-10-05,3427800.0
2019-08-21,3106500.0
2019-10-17,2544000.0
2020-03-23,4712300.0
2020-06-10,2318400.0
2019-02-25,1906600.0
2020-01-07,2509400.0
2020-03-26,1866700.0
2019-10-23,3093200.0
