Dates,TPR
2018-06-20,43.42863464355469
2018-06-21,44.35186004638672
2018-06-25,43.64097595214844
2018-06-22,43.44709396362305
2018-06-26,43.520957946777344
2018-06-27,42.67158889770508
2018-06-28,43.22552490234375
2018-06-29,43.12397384643555
2018-07-02,42.8100700378418
2018-07-03,42.88393020629883
2018-07-05,42.70851516723633
2018-07-16,43.20705795288086
2018-09-18,42.84700012207031
2019-01-24,42.930091857910156
2019-09-05,42.00686264038086
2018-11-21,42.12688446044922
2020-01-13,42.957786560058594
2020-04-01,43.41939926147461
2020-06-19,43.75177001953125
2019-10-29,43.66867446899414
2020-01-16,44.333404541015625
2020-06-22,44.61037063598633
2018-10-03,44.53650665283203
2018-07-31,44.28723907470703
2019-03-12,44.361087799072266
2019-02-08,44.30569839477539
2019-01-07,43.917945861816406
2018-12-06,43.881011962890625
2019-08-19,43.50248336791992
2019-07-18,42.90239715576172
2019-05-15,42.957786560058594
2019-09-20,42.957786560058594
2019-11-01,41.923770904541016
2020-04-07,42.24689865112305
2020-06-25,43.4378662109375
2020-06-16,43.8902473449707
2019-11-04,44.25030517578125
2020-01-22,43.81639099121094
2019-11-07,49.07878875732422
2020-04-13,48.07246780395508
2019-07-01,47.43544006347656
2019-05-30,47.463138580322266
2018-08-15,48.18325424194336
2018-10-18,48.03554153442383
2019-03-27,47.68471908569336
2019-01-22,47.44467544555664
2018-12-21,47.112308502197266
2019-09-03,46.844581604003906
2018-11-19,47.41697692871094
2019-08-02,47.38005065917969
2020-01-28,46.72456359863281
2020-04-16,46.79841232299805
2019-11-13,46.95536422729492
2020-01-31,46.558380126953125
2018-12-04,46.43568801879883
2018-11-02,45.710716247558594
2019-07-16,46.240501403808594
2018-08-30,46.58440399169922
2018-10-01,46.96548080444336
2019-06-14,46.43568801879883
2019-05-13,46.41709899902344
2019-04-11,46.94689178466797
2019-02-06,47.23501968383789
2019-09-18,46.872535705566406
2020-02-03,46.78887939453125
2020-04-22,46.65876007080078
2019-11-19,45.85013198852539
2020-02-06,45.77577590942383
2019-11-22,46.18473815917969
2019-03-25,46.602989196777344
2019-02-21,46.72382354736328
2018-12-19,46.78887939453125
2018-07-12,46.31486129760742
2018-09-14,46.602989196777344
2018-08-13,45.01361846923828
2018-10-16,44.57677459716797
2019-07-31,44.855613708496094
2019-05-28,44.40947341918945
2019-04-26,40.68234634399414
2020-04-28,39.66923904418945
2019-11-25,40.72882080078125
2020-02-12,40.02243423461914
2020-05-01,41.33296585083008
2020-05-04,40.8868293762207
2019-06-12,40.37562561035156
2019-04-09,39.51123046875
2019-03-08,39.61347198486328
2019-02-04,39.446163177490234
2018-07-27,38.75837326049805
2018-08-28,38.591068267822266
2019-01-03,38.33082580566406
2019-08-15,37.92185974121094
2018-10-31,37.47571563720703
2019-09-16,39.32533645629883
2020-02-18,39.9109001159668
2020-05-07,39.790069580078125
2018-08-17,39.73429870605469
2019-12-04,39.45545959472656
2020-02-21,39.43687438964844
2018-12-17,39.994544982910156
2019-08-30,39.037208557128906
2018-11-15,38.358707427978516
2019-07-29,38.2006950378418
2019-06-27,38.191402435302734
2019-04-24,38.11704635620117
2018-07-10,37.763851165771484
2018-09-12,36.378963470458984
2019-02-19,35.384437561035156
2019-01-18,35.19854736328125
2020-02-24,35.012657165527344
2020-05-13,35.997886657714844
2019-12-10,34.705936431884766
2020-02-27,35.78410339355469
2019-12-13,35.32867431640625
2020-05-19,36.18376922607422
2019-03-06,36.7507438659668
2018-11-30,35.52385711669922
2019-08-13,35.24066162109375
2019-07-12,33.14009475708008
2019-06-10,33.60897445678711
2019-05-09,32.78375244140625
2018-07-25,33.7965202331543
2018-09-27,32.66184616088867
2018-10-29,32.446163177490234
2019-10-16,32.56806945800781
2019-12-16,32.521183013916016
2020-03-04,31.836626052856445
2020-05-22,31.330242156982422
2019-10-01,30.767589569091797
2019-12-19,30.289335250854492
2018-09-10,31.78035545349121
2019-05-24,32.02417755126953
2018-08-09,31.705339431762695
2019-04-22,31.649076461791992
2019-03-21,32.26799011230469
2019-01-16,30.964515686035156
2019-08-28,32.13670349121094
2018-11-13,32.45553970336914
2018-10-12,33.21511459350586
2019-06-25,34.69676208496094
2020-03-10,33.86216354370117
2020-05-28,34.08722686767578
2019-10-07,33.890296936035156
2020-03-13,33.66523742675781
2019-10-10,33.10258483886719
2020-03-16,33.871543884277344
2020-06-03,34.77178955078125
2018-11-28,34.08722686767578
2018-09-25,34.23726272583008
2018-07-23,33.871543884277344
2018-08-24,35.1656379699707
2019-07-10,35.5219841003418
2019-05-07,35.437583923339844
2019-04-05,35.99085998535156
2019-03-04,36.30031967163086
2019-01-31,36.22529983520508
2019-09-12,36.084632873535156
2019-12-31,36.32844924926758
2020-03-19,36.86296844482422
2020-01-03,31.3958797454834
2020-06-09,31.752227783203125
2019-02-15,32.49304962158203
2019-01-14,33.149471282958984
2018-07-06,32.91503143310547
2018-08-07,32.9619255065918
2018-10-10,33.674617767333984
2018-12-13,33.31827163696289
2019-08-26,32.811885833740234
2019-07-25,32.66184616088867
2019-05-22,33.25262451171875
2019-03-19,33.90904998779297
2020-01-06,33.44017791748047
2020-03-25,33.243255615234375
2020-06-12,32.76499557495117
2019-10-22,33.15885543823242
2020-01-09,32.446163177490234
2020-06-15,32.45553970336914
2019-10-25,32.37114334106445
2020-03-31,32.36924743652344
2020-06-18,31.763154983520508
2019-04-03,32.066200256347656
2018-08-22,31.99043846130371
2018-10-25,32.066200256347656
2019-01-29,31.34646224975586
2018-12-28,30.494144439697266
2018-11-26,31.19493865966797
2019-08-09,31.185470581054688
2019-07-08,30.16268539428711
2019-06-06,30.257389068603516
2019-09-10,29.291423797607422
2020-01-15,29.897520065307617
2020-04-03,30.257389068603516
2019-10-31,30.759307861328125
2020-04-06,30.97712516784668
2020-06-24,30.768783569335938
2018-11-09,31.6210994720459
2019-07-23,31.479047775268555
2019-06-21,32.094608306884766
2019-05-20,32.62494659423828
2019-04-18,32.435543060302734
2018-09-06,32.01884841918945
2018-10-08,31.782094955444336
2019-02-13,31.640043258666992
2018-12-11,31.157058715820312
2019-09-25,30.844541549682617
2020-01-21,30.588844299316406
2020-04-09,30.550962448120117
2019-11-06,30.588844299316406
2020-01-24,30.825599670410156
2020-01-27,29.073610305786133
2020-04-15,29.20619010925293
2018-12-26,29.859638214111328
2019-08-07,29.16830825805664
2019-06-04,29.97327995300293
2018-09-21,30.617258071899414
2018-07-19,30.560434341430664
2018-08-20,29.376657485961914
2018-10-23,29.727052688598633
2019-05-03,29.547121047973633
2019-04-01,29.850168228149414
2019-02-28,29.092546463012695
2019-11-12,29.12095832824707
2020-01-30,31.59269142150879
2019-11-15,30.541494369506836
2020-04-21,28.619035720825195
2019-04-16,29.149372100830078
2019-03-15,29.4334774017334
2019-02-11,29.679702758789062
2019-01-10,29.149372100830078
2019-08-22,29.092546463012695
2018-11-07,29.71758460998535
2018-08-03,29.225133895874023
2018-09-04,28.628507614135742
2019-06-19,28.13605308532715
2019-09-23,27.842477798461914
2019-11-18,27.463668823242188
2020-02-05,26.857576370239258
2020-04-24,27.046977996826172
2019-03-29,27.29320526123047
2019-11-21,28.45804214477539
2020-04-27,28.571685791015625
2020-02-11,28.359066009521484
2020-04-30,28.97202491760254
2019-05-01,28.703855514526367
2019-02-26,28.464418411254883
2019-01-25,27.612016677856445
2018-12-24,28.67512321472168
2019-09-06,28.292022705078125
2018-07-17,28.406953811645508
2018-09-19,29.029491424560547
2019-08-05,29.192310333251953
2019-10-08,29.575410842895508
2019-12-11,30.00640106201172
2019-11-27,30.073442459106445
2020-02-14,28.92413902282715
2020-05-06,29.479637145996094
2019-01-08,29.72865104675293
2018-12-07,30.389501571655273
2019-08-20,29.977664947509766
2018-11-05,29.058223724365234
2019-07-19,29.096532821655273
2018-10-04,28.96245002746582
2019-06-17,28.981603622436523
2019-05-16,28.38779640197754
2018-08-01,27.640750885009766
2019-03-13,28.464418411254883
2019-12-03,29.058223724365234
2020-02-20,29.45090103149414
2019-12-06,29.881893157958984
2020-05-12,28.991182327270508
2019-12-09,29.115690231323242
2020-02-26,29.019912719726562
2020-05-15,28.148357391357422
2019-03-28,28.770898818969727
2018-09-17,29.498788833618164
2018-08-16,29.517946243286133
