Dates,TPR
2018-11-20,4887100.0
2019-07-02,4255000.0
2019-05-31,4657200.0
2019-12-12,3424400.0
2020-05-18,3092300.0
2019-09-27,2418700.0
2020-03-03,2731700.0
2020-05-21,4151400.0
2019-05-14,4580200.0
2018-08-31,6490600.0
2018-07-30,26322000.0
2018-10-02,13902900.0
2019-04-12,10607300.0
2019-03-11,6774000.0
2019-02-07,7477700.0
2019-07-17,5733300.0
2019-09-19,7299900.0
2019-10-21,4876600.0
2019-12-18,5395100.0
2020-03-06,4619000.0
2019-10-03,6441200.0
2020-03-09,6482600.0
2020-05-27,6255100.0
2019-12-24,7774300.0
2020-03-12,10712400.0
2018-12-20,8111700.0
2019-08-01,8353300.0
2018-08-14,7388900.0
2018-07-13,7387400.0
2018-10-17,6635700.0
2019-05-29,7301200.0
2019-03-26,5982200.0
2019-02-22,6125500.0
2019-10-04,7621900.0
2019-11-05,4176400.0
2019-12-27,8857200.0
2020-06-02,7332700.0
2019-12-30,6467200.0
2020-03-18,6777700.0
2020-06-05,4612100.0
2019-07-15,4749300.0
2018-12-03,5369900.0
2019-06-13,5622200.0
2019-01-04,5473400.0
2018-08-29,3977400.0
2019-02-05,3038100.0
2018-11-01,4024800.0
2019-08-16,6045600.0
2019-04-10,4464400.0
2019-09-17,4189400.0
2019-10-15,5382000.0
2020-01-02,5363300.0
2020-06-08,3870200.0
2019-10-18,4171300.0
2020-03-24,3938500.0
2020-06-11,5067400.0
2020-01-08,4066700.0
2019-04-25,3801500.0
2019-07-30,3141100.0
2019-02-20,3251000.0
2018-07-11,2825900.0
2018-09-13,3274600.0
2018-10-15,3886100.0
2019-06-28,3557500.0
2018-12-18,5120600.0
2018-11-16,4141300.0
2019-10-02,6803700.0
2020-03-27,9374000.0
2020-01-10,8786500.0
2019-10-24,4708400.0
2020-03-30,5149500.0
2020-06-17,4262700.0
2020-01-14,3959000.0
2020-04-02,2451800.0
2019-01-02,2157800.0
2019-08-14,3142800.0
2018-10-30,3561000.0
2019-06-11,3000500.0
2019-05-10,4351300.0
2019-04-08,3171300.0
2018-08-27,2794500.0
2018-07-26,2567400.0
2018-09-28,4303600.0
2019-03-07,3441400.0
2019-10-30,1661400.0
2020-01-17,4009500.0
2020-06-23,5791400.0
2020-04-08,5547300.0
2020-06-26,3877800.0
2019-03-22,3334300.0
2019-01-17,7762000.0
2019-08-29,4838000.0
2018-11-14,3376700.0
2019-06-26,4058600.0
2018-09-11,4145700.0
2018-07-09,4976600.0
2018-08-10,4389500.0
2019-04-23,4698800.0
2019-09-30,4595500.0
2020-01-23,8201400.0
2019-11-08,3766100.0
2020-04-14,1412000.0
2019-11-11,1996500.0
2020-01-29,2049000.0
2020-04-17,2264200.0
2018-07-24,2586200.0
2018-09-26,3823600.0
2019-05-08,3511200.0
2019-03-05,4040500.0
2019-02-01,2752900.0
2018-12-31,3624100.0
2018-11-29,2983500.0
2019-08-12,2324100.0
2019-07-11,2693900.0
2019-09-13,4262200.0
2019-11-14,3603600.0
2020-04-20,2607400.0
2020-02-04,2475900.0
2020-04-23,3559000.0
2018-12-14,3386000.0
2019-08-27,2696100.0
2018-08-08,3258800.0
2018-10-11,3976200.0
2018-11-12,3629500.0
2019-07-26,3691500.0
2019-06-24,4661200.0
2019-05-23,4950200.0
2019-03-20,5261500.0
2019-01-15,4588300.0
2019-11-20,4885800.0
2020-02-07,8871700.0
2020-02-10,6067800.0
2020-04-29,3914500.0
2019-11-26,3518400.0
2020-02-13,3721100.0
2019-01-30,3771200.0
2018-08-23,2763300.0
2018-09-24,4149800.0
2018-11-27,3176200.0
2018-10-26,3213700.0
2019-07-09,4309700.0
2019-06-07,6669900.0
2019-05-06,5950900.0
2019-04-04,4868100.0
2019-09-11,6576800.0
2019-11-29,6564400.0
2020-05-05,5852700.0
2019-12-02,7162400.0
2020-02-19,4956100.0
2020-05-08,5737500.0
2019-05-21,4719400.0
2019-03-18,5948800.0
2018-09-07,5497100.0
2018-08-06,5920500.0
2018-10-09,5996300.0
2019-02-14,9506100.0
2018-12-12,7939900.0
2019-07-24,9038500.0
2019-09-26,7852500.0
2019-10-28,8261000.0
2019-12-05,10161100.0
2020-05-11,7546300.0
2019-07-03,5540800.0
2020-02-25,7120600.0
2020-05-14,6986500.0
2020-02-28,5186100.0
2019-08-08,5773300.0
2019-06-05,5512000.0
2018-07-20,5569400.0
2018-08-21,8042900.0
2018-10-24,4702000.0
2019-04-02,6567400.0
2019-03-01,8662400.0
2019-01-28,5924300.0
2018-12-27,7291400.0
2019-09-09,3925800.0
2020-03-02,3227600.0
2020-05-20,4336300.0
2019-12-17,3710000.0
2020-03-05,3880200.0
2019-02-12,3808200.0
2019-01-11,4890800.0
2018-12-10,3426000.0
2019-08-23,3235600.0
2018-11-08,6277800.0
2019-07-22,6168900.0
2019-06-20,5123000.0
2018-09-05,6275200.0
2019-04-17,12074600.0
2019-09-24,5154000.0
2019-12-20,5409800.0
2020-05-26,4548700.0
2019-04-30,4827000.0
2019-12-23,5377300.0
2020-03-11,4614700.0
2020-05-29,4120300.0
2019-12-26,4467900.0
2020-06-01,9159600.0
2019-05-02,6308000.0
2019-02-27,7955500.0
2018-11-23,6576800.0
2019-08-06,6535000.0
2018-07-18,6053100.0
2018-09-20,7686500.0
2018-10-22,5172800.0
2019-07-05,5864400.0
2019-06-03,6959800.0
2019-10-09,6313600.0
2019-10-11,18881900.0
2020-03-17,7297100.0
2020-06-04,6322500.0
2019-10-14,9876300.0
2020-03-20,6864500.0
2018-11-06,9222000.0
2019-06-18,6207900.0
2019-05-17,6813900.0
2019-04-15,5964300.0
2019-03-14,6201800.0
2019-01-09,4181300.0
2018-08-02,5334200.0
2018-10-05,6053100.0
2019-08-21,3326600.0
2019-10-17,3540400.0
2020-03-23,9439700.0
2020-06-10,5504500.0
2019-02-25,3698700.0
2020-01-07,4421100.0
2020-03-26,4918200.0
2019-10-23,9181300.0
