Dates,TPR
2018-06-20,47.040000915527344
2018-06-21,48.040000915527344
2018-06-25,47.27000045776367
2018-06-22,47.060001373291016
2018-06-26,47.13999938964844
2018-06-27,46.220001220703125
2018-06-28,46.81999969482422
2018-06-29,46.709999084472656
2018-07-02,46.369998931884766
2018-07-03,46.45000076293945
2018-07-05,46.2599983215332
2018-07-16,46.79999923706055
2018-09-18,46.40999984741211
2019-01-24,46.5
2019-09-05,45.5
2018-11-21,45.630001068115234
2020-01-13,46.529998779296875
2020-04-01,47.029998779296875
2020-06-19,47.38999938964844
2019-10-29,47.29999923706055
2020-01-16,48.02000045776367
2020-06-22,48.31999969482422
2018-10-03,48.2400016784668
2018-07-31,47.970001220703125
2019-03-12,48.04999923706055
2019-02-08,47.9900016784668
2019-01-07,47.56999969482422
2018-12-06,47.529998779296875
2019-08-19,47.119998931884766
2019-07-18,46.470001220703125
2019-05-15,46.529998779296875
2019-09-20,46.529998779296875
2019-11-01,45.40999984741211
2020-04-07,45.7599983215332
2020-06-25,47.04999923706055
2020-06-16,47.540000915527344
2019-11-04,47.93000030517578
2020-01-22,47.459999084472656
2019-11-07,53.15999984741211
2020-04-13,52.06999969482422
2019-07-01,51.380001068115234
2019-05-30,51.40999984741211
2018-08-15,52.189998626708984
2018-10-18,52.029998779296875
2019-03-27,51.650001525878906
2019-01-22,51.38999938964844
2018-12-21,51.029998779296875
2019-09-03,50.7400016784668
2018-11-19,51.36000061035156
2019-08-02,51.31999969482422
2020-01-28,50.61000061035156
2020-04-16,50.689998626708984
2019-11-13,50.86000061035156
2020-01-31,50.43000030517578
2018-12-04,49.959999084472656
2018-11-02,49.18000030517578
2019-07-16,49.75
2018-08-30,50.119998931884766
2018-10-01,50.529998779296875
2019-06-14,49.959999084472656
2019-05-13,49.939998626708984
2019-04-11,50.5099983215332
2019-02-06,50.81999969482422
2019-09-18,50.43000030517578
2020-02-03,50.34000015258789
2020-04-22,50.20000076293945
2019-11-19,49.33000183105469
2020-02-06,49.25
2019-11-22,49.689998626708984
2019-03-25,50.13999938964844
2019-02-21,50.27000045776367
2018-12-19,50.34000015258789
2018-07-12,49.83000183105469
2018-09-14,50.13999938964844
2018-08-13,48.43000030517578
2018-10-16,47.959999084472656
2019-07-31,48.2599983215332
2019-05-28,47.779998779296875
