Dates,TPR
2018-06-20,46.7599983215332
2018-06-21,47.59000015258789
2018-06-25,48.29999923706055
2018-06-22,47.70000076293945
2018-06-26,47.150001525878906
2018-06-27,47.220001220703125
2018-06-28,46.099998474121094
2018-06-29,47.189998626708984
2018-07-02,46.02000045776367
2018-07-03,46.61000061035156
2018-07-05,46.619998931884766
2018-07-16,46.5099983215332
2018-09-18,46.619998931884766
2019-01-24,46.45000076293945
2019-09-05,45.709999084472656
2018-11-21,45.709999084472656
2020-01-13,45.650001525878906
2020-04-01,46.439998626708984
2020-06-19,47.029998779296875
2019-10-29,46.97999954223633
2020-01-16,47.290000915527344
2020-06-22,47.9900016784668
2018-10-03,48.31999969482422
2018-07-31,48.459999084472656
2019-03-12,47.900001525878906
2019-02-08,48.04999923706055
2019-01-07,48.0
2018-12-06,47.470001220703125
2019-08-19,47.529998779296875
2019-07-18,46.63999938964844
2019-05-15,45.83000183105469
2019-09-20,46.5
2019-11-01,46.439998626708984
2020-04-07,45.5
2020-06-25,45.9900016784668
2020-06-16,47.08000183105469
2019-11-04,47.310001373291016
2020-01-22,47.9900016784668
2019-11-07,50.849998474121094
2020-04-13,52.43000030517578
2019-07-01,51.75
2019-05-30,51.47999954223633
2018-08-15,51.79999923706055
2018-10-18,52.09000015258789
2019-03-27,51.81999969482422
2019-01-22,51.689998626708984
2018-12-21,51.349998474121094
2019-09-03,51.209999084472656
2018-11-19,50.63999938964844
2019-08-02,51.209999084472656
2020-01-28,51.119998931884766
2020-04-16,50.709999084472656
2019-11-13,50.380001068115234
2020-01-31,50.619998931884766
2018-12-04,50.47999954223633
2018-11-02,49.650001525878906
2019-07-16,49.29999923706055
2018-08-30,49.81999969482422
2018-10-01,50.2400016784668
2019-06-14,50.34000015258789
2019-05-13,50.11000061035156
2019-04-11,50.29999923706055
2019-02-06,50.380001068115234
2019-09-18,50.7400016784668
2020-02-03,50.65999984741211
2020-04-22,50.31999969482422
2019-11-19,50.15999984741211
