Dates,TPR
2018-06-20,47.11000061035156
2018-06-21,48.43000030517578
2018-06-25,48.33000183105469
2018-06-22,48.2400016784668
2018-06-26,47.439998626708984
2018-06-27,47.41999816894531
2018-06-28,47.119998931884766
2018-06-29,47.529998779296875
2018-07-02,46.38999938964844
2018-07-03,46.91999816894531
2018-07-05,46.689998626708984
2018-07-16,47.029998779296875
2018-09-18,46.79999923706055
2019-01-24,46.560001373291016
2019-09-05,45.959999084472656
2018-11-21,45.81999969482422
2020-01-13,46.869998931884766
2020-04-01,47.09000015258789
2020-06-19,47.709999084472656
2019-10-29,47.68000030517578
2020-01-16,48.16999816894531
2020-06-22,48.7599983215332
2018-10-03,48.40999984741211
2018-07-31,48.72999954223633
2019-03-12,48.130001068115234
2019-02-08,48.43000030517578
2019-01-07,48.060001373291016
2018-12-06,47.79999923706055
2019-08-19,47.70000076293945
2019-07-18,47.52000045776367
2019-05-15,46.63999938964844
2019-09-20,47.150001525878906
2019-11-01,46.81999969482422
2020-04-07,46.0099983215332
2020-06-25,47.209999084472656
2020-06-16,47.75
2019-11-04,48.060001373291016
2020-01-22,48.47999954223633
2019-11-07,54.349998474121094
2020-04-13,52.83000183105469
2019-07-01,51.9900016784668
2019-05-30,52.0099983215332
2018-08-15,52.369998931884766
2018-10-18,52.4900016784668
2019-03-27,52.349998474121094
2019-01-22,52.02000045776367
2018-12-21,51.43000030517578
2019-09-03,51.470001220703125
2018-11-19,51.439998626708984
2019-08-02,51.5
2020-01-28,51.349998474121094
2020-04-16,50.810001373291016
2019-11-13,51.0
2020-01-31,51.0
2018-12-04,51.13999938964844
2018-11-02,50.119998931884766
2019-07-16,49.97999954223633
2018-08-30,50.459999084472656
2018-10-01,50.650001525878906
2019-06-14,50.90999984741211
2019-05-13,50.40999984741211
2019-04-11,50.720001220703125
2019-02-06,51.02000045776367
2019-09-18,50.849998474121094
2020-02-03,50.7400016784668
2020-04-22,50.75
2019-11-19,50.209999084472656
2020-02-06,49.54999923706055
2019-11-22,50.060001373291016
2019-03-25,50.40999984741211
2019-02-21,50.75
2018-12-19,50.970001220703125
2018-07-12,51.290000915527344
2018-09-14,50.38999938964844
2018-08-13,49.9900016784668
2018-10-16,48.63999938964844
2019-07-31,48.34000015258789
2019-05-28,48.689998626708984
2019-04-26,47.25
2020-04-28,44.22999954223633
2019-11-25,43.959999084472656
2020-02-12,43.380001068115234
2020-05-01,44.79999923706055
2020-05-04,44.88999938964844
2019-06-12,44.220001220703125
2019-04-09,43.540000915527344
2019-03-08,43.06999969482422
2019-02-04,42.560001373291016
2018-07-27,43.43000030517578
2018-08-28,41.91999816894531
2019-01-03,41.95000076293945
2019-08-15,42.38999938964844
2018-10-31,43.0
2019-09-16,43.380001068115234
2020-02-18,43.060001373291016
2020-05-07,43.709999084472656
2018-08-17,43.08000183105469
2019-12-04,42.5
2020-02-21,42.5
2018-12-17,43.36000061035156
2019-08-30,42.75
2018-11-15,42.369998931884766
2019-07-29,41.79999923706055
2019-06-27,42.43000030517578
2019-04-24,41.54999923706055
2018-07-10,40.790000915527344
2018-09-12,40.810001373291016
2019-02-19,38.90999984741211
2019-01-18,38.540000915527344
2020-02-24,38.040000915527344
2020-05-13,38.7599983215332
2019-12-10,38.689998626708984
2020-02-27,38.540000915527344
2019-12-13,38.459999084472656
2020-05-19,38.93000030517578
2019-03-06,41.060001373291016
2018-11-30,39.70000076293945
2019-08-13,37.63999938964844
2019-07-12,37.86000061035156
2019-06-10,35.91999816894531
2019-05-09,36.41999816894531
2018-07-25,36.4900016784668
2018-09-27,36.189998626708984
2018-10-29,35.38999938964844
2019-10-16,35.130001068115234
2019-12-16,35.13999938964844
2020-03-04,35.27000045776367
2020-05-22,34.31999969482422
2019-10-01,34.150001525878906
2019-12-19,32.84000015258789
2018-09-10,33.900001525878906
2019-05-24,34.150001525878906
2018-08-09,34.470001220703125
2019-04-22,34.09000015258789
2019-03-21,34.58000183105469
2019-01-16,34.11000061035156
2019-08-28,34.4900016784668
2018-11-13,35.380001068115234
2018-10-12,35.869998931884766
2019-06-25,37.11000061035156
2020-03-10,36.4900016784668
2020-05-28,36.95000076293945
2019-10-07,36.4900016784668
2020-03-13,36.439998626708984
2019-10-10,35.97999954223633
2020-03-16,36.349998474121094
2020-06-03,37.27000045776367
2018-11-28,37.0
2018-09-25,36.75
2018-07-23,36.36000061035156
2018-08-24,37.79999923706055
2019-07-10,37.959999084472656
2019-05-07,38.45000076293945
2019-04-05,38.380001068115234
2019-03-04,38.869998931884766
2019-01-31,39.0
2019-09-12,38.619998931884766
2019-12-31,39.150001525878906
2020-03-19,39.630001068115234
2020-01-03,34.18000030517578
2020-06-09,34.58000183105469
2019-02-15,35.04999923706055
2019-01-14,35.439998626708984
2018-07-06,35.560001373291016
2018-08-07,35.189998626708984
2018-10-10,36.2400016784668
2018-12-13,35.900001525878906
2019-08-26,35.810001373291016
2019-07-25,35.290000915527344
2019-05-22,35.540000915527344
2019-03-19,36.2599983215332
2020-01-06,36.54999923706055
2020-03-25,35.720001220703125
2020-06-12,35.560001373291016
2019-10-22,35.70000076293945
2020-01-09,35.529998779296875
2020-06-15,35.18000030517578
2019-10-25,34.93000030517578
2020-03-31,34.38999938964844
2020-06-18,33.86000061035156
2019-04-03,34.029998779296875
2018-08-22,34.09000015258789
2018-10-25,34.380001068115234
2019-01-29,33.86000061035156
2018-12-28,33.15999984741211
2018-11-26,33.0
2019-08-09,33.529998779296875
2019-07-08,32.86000061035156
2019-06-06,32.16999816894531
2019-09-10,31.790000915527344
2020-01-15,31.799999237060547
2020-04-03,32.279998779296875
2019-10-31,32.599998474121094
2020-04-06,33.18000030517578
2020-06-24,33.09000015258789
2018-11-09,33.5099983215332
2019-07-23,33.630001068115234
2019-06-21,33.95000076293945
2019-05-20,34.459999084472656
2019-04-18,34.72999954223633
2018-09-06,34.150001525878906
2018-10-08,33.560001373291016
2019-02-13,33.7599983215332
2018-12-11,33.810001373291016
2019-09-25,33.34000015258789
2020-01-21,32.7599983215332
2020-04-09,32.36000061035156
2019-11-06,33.20000076293945
2020-01-24,32.689998626708984
2020-01-27,32.54999923706055
2020-04-15,30.969999313354492
2018-12-26,31.90999984741211
