Dates,ABT
2018-06-20,62.13999938964844
2018-06-21,61.75
2018-06-25,61.939998626708984
2018-06-22,60.77000045776367
2018-06-26,60.810001373291016
2018-06-27,60.4900016784668
2018-06-28,61.27000045776367
2018-06-29,60.9900016784668
2018-07-02,61.0
2018-07-03,60.810001373291016
2018-07-05,61.33000183105469
2018-07-16,62.15999984741211
2018-09-18,62.439998626708984
2019-01-24,62.810001373291016
2019-09-05,62.56999969482422
2018-11-21,62.7400016784668
2020-01-13,63.060001373291016
2020-04-01,61.779998779296875
2020-06-19,62.79999923706055
2019-10-29,64.75
2020-01-16,63.779998779296875
2020-06-22,63.31999969482422
2018-10-03,63.20000076293945
2018-07-31,64.4000015258789
2019-03-12,65.2300033569336
2019-02-08,65.66000366210938
2019-01-07,65.26000213623047
2018-12-06,65.16999816894531
2019-08-19,65.54000091552734
2019-07-18,64.77999877929688
2019-05-15,64.58000183105469
2019-09-20,65.2300033569336
2019-11-01,65.23999786376953
2020-04-07,64.73999786376953
2020-06-25,64.83999633789062
2020-06-16,64.63999938964844
2019-11-04,64.02999877929688
2020-01-22,63.43000030517578
2019-11-07,63.630001068115234
2020-04-13,63.470001220703125
2019-07-01,64.16000366210938
2019-05-30,64.72000122070312
2018-08-15,64.63999938964844
2018-10-18,64.75
2019-03-27,65.66999816894531
2019-01-22,65.83000183105469
2018-12-21,66.0999984741211
2019-09-03,66.83999633789062
2018-11-19,66.79000091552734
2019-08-02,67.12999725341797
2020-01-28,67.0199966430664
2020-04-16,66.83999633789062
2019-11-13,67.11000061035156
2020-01-31,66.0
2018-12-04,65.83000183105469
2018-11-02,66.20999908447266
2019-07-16,66.55000305175781
2018-08-30,66.5999984741211
2018-10-01,66.97000122070312
2019-06-14,68.5
2019-05-13,68.41999816894531
2019-04-11,67.66999816894531
2019-02-06,68.41000366210938
2019-09-18,68.5
2020-02-03,68.79000091552734
2020-04-22,69.05000305175781
2019-11-19,71.44000244140625
2020-02-06,72.19999694824219
2019-11-22,72.83999633789062
2019-03-25,73.0199966430664
2019-02-21,73.36000061035156
2018-12-19,74.12000274658203
2018-07-12,73.80999755859375
2018-09-14,72.04000091552734
2018-08-13,71.81999969482422
2018-10-16,71.58000183105469
2019-07-31,71.44000244140625
2019-05-28,71.29000091552734
2019-04-26,68.91999816894531
2020-04-28,68.37999725341797
2019-11-25,69.33000183105469
2020-02-12,68.69999694824219
2020-05-01,70.94999694824219
2020-05-04,70.2300033569336
2019-06-12,68.13999938964844
2019-04-09,67.58999633789062
2019-03-08,68.5199966430664
2019-02-04,68.56999969482422
2018-07-27,66.94000244140625
2018-08-28,67.66999816894531
2019-01-03,66.98999786376953
2019-08-15,67.30999755859375
2018-10-31,68.0
2019-09-16,68.94000244140625
2020-02-18,70.1500015258789
2020-05-07,70.19000244140625
2018-08-17,70.38999938964844
2019-12-04,70.95999908447266
2020-02-21,72.5
2018-12-17,72.95999908447266
2019-08-30,72.79000091552734
2018-11-15,70.55999755859375
2019-07-29,69.48999786376953
2019-06-27,69.41000366210938
2019-04-24,70.7300033569336
2018-07-10,72.04000091552734
2018-09-12,70.54000091552734
2019-02-19,69.05999755859375
2019-01-18,68.52999877929688
