Dates,ABT
2018-06-20,62.209999084472656
2018-06-21,61.970001220703125
2018-06-25,62.22999954223633
2018-06-22,61.70000076293945
2018-06-26,60.63999938964844
2018-06-27,61.209999084472656
2018-06-28,60.459999084472656
2018-06-29,61.4900016784668
2018-07-02,60.630001068115234
2018-07-03,60.970001220703125
2018-07-05,61.189998626708984
2018-07-16,61.56999969482422
2018-09-18,62.22999954223633
2019-01-24,62.560001373291016
2019-09-05,62.560001373291016
2018-11-21,62.5
2020-01-13,62.75
2020-04-01,62.95000076293945
2020-06-19,61.84000015258789
2019-10-29,64.30999755859375
2020-01-16,64.68000030517578
2020-06-22,63.61000061035156
2018-10-03,63.2599983215332
2018-07-31,63.54999923706055
2019-03-12,64.16000366210938
2019-02-08,65.36000061035156
2019-01-07,65.51000213623047
2018-12-06,64.97000122070312
2019-08-19,65.37000274658203
2019-07-18,65.3499984741211
2019-05-15,64.5
2019-09-20,64.7699966430664
2019-11-01,65.08999633789062
2020-04-07,65.18000030517578
2020-06-25,64.73999786376953
2020-06-16,64.79000091552734
2019-11-04,64.44000244140625
2020-01-22,64.0199966430664
2019-11-07,63.45000076293945
2020-04-13,63.45000076293945
2019-07-01,63.790000915527344
2019-05-30,64.23999786376953
2018-08-15,65.0
2018-10-18,64.91000366210938
2019-03-27,64.51000213623047
2019-01-22,65.66999816894531
2018-12-21,65.9000015258789
2019-09-03,66.44999694824219
2018-11-19,67.02999877929688
2019-08-02,66.72000122070312
2020-01-28,66.94000244140625
2020-04-16,66.95999908447266
2019-11-13,66.73999786376953
2020-01-31,66.95999908447266
2018-12-04,66.01000213623047
2018-11-02,65.79000091552734
2019-07-16,66.44999694824219
2018-08-30,66.37999725341797
2018-10-01,66.5999984741211
2019-06-14,67.2300033569336
2019-05-13,68.51000213623047
2019-04-11,68.41999816894531
2019-02-06,67.76000213623047
2019-09-18,68.5199966430664
2020-02-03,68.62999725341797
2020-04-22,68.9000015258789
2019-11-19,70.79000091552734
2020-02-06,71.73999786376953
2019-11-22,72.05999755859375
2019-03-25,73.0199966430664
2019-02-21,72.77999877929688
2018-12-19,73.80999755859375
2018-07-12,74.0
2018-09-14,73.80999755859375
2018-08-13,71.7699966430664
2018-10-16,71.81999969482422
2019-07-31,71.58000183105469
2019-05-28,71.23999786376953
2019-04-26,71.05000305175781
2020-04-28,68.91999816894531
2019-11-25,69.37000274658203
2020-02-12,69.33999633789062
2020-05-01,69.55000305175781
2020-05-04,70.4000015258789
2019-06-12,69.58000183105469
2019-04-09,68.12999725341797
2019-03-08,67.73999786376953
2019-02-04,67.58000183105469
2018-07-27,68.7300033569336
2018-08-28,67.19999694824219
2019-01-03,66.75
2019-08-15,68.0
2018-10-31,67.7699966430664
