Dates,ABT
2018-06-20,59.86170959472656
2018-06-21,59.48600769042969
2018-06-25,59.66904830932617
2018-06-22,58.54194259643555
2018-06-26,58.580474853515625
2018-06-27,58.27220153808594
2018-06-28,59.02360916137695
2018-06-29,58.75387954711914
2018-07-02,58.76350784301758
2018-07-03,58.580474853515625
2018-07-05,59.08141326904297
2018-07-16,59.880977630615234
2018-09-18,60.15071487426758
2019-01-24,60.50715255737305
2019-09-05,60.275943756103516
2018-11-21,60.711402893066406
2020-01-13,61.02104568481445
2020-04-01,59.78242874145508
2020-06-19,60.76946258544922
2019-10-29,62.65640640258789
2020-01-16,61.71776580810547
2020-06-22,61.27264404296875
2018-10-03,61.156524658203125
2018-07-31,62.317726135253906
2019-03-12,63.12089538574219
2019-02-08,63.53697967529297
2019-01-07,63.1499137878418
2018-12-06,63.062835693359375
2019-08-19,63.420875549316406
2019-07-18,62.6854362487793
2019-05-15,62.491905212402344
2019-09-20,63.12089538574219
2019-11-01,63.13056182861328
2020-04-07,62.646728515625
2020-06-25,62.743492126464844
2020-06-16,62.54996109008789
2019-11-04,61.95969009399414
2020-01-22,61.37908935546875
2019-11-07,61.57262420654297
2020-04-13,61.41779708862305
2019-07-01,62.085487365722656
2019-05-30,62.62738037109375
2018-08-15,62.54996109008789
2018-10-18,62.65640640258789
2019-03-27,63.546653747558594
2019-01-22,63.70148468017578
2018-12-21,63.9627571105957
2019-09-03,64.67882537841797
2018-11-19,64.63045501708984
2019-08-02,64.9594497680664
2020-01-28,64.85301208496094
2020-04-16,64.67882537841797
2019-11-13,64.94010162353516
2020-01-31,63.86599349975586
2018-12-04,63.70148468017578
2018-11-02,64.06920623779297
2019-07-16,64.3982162475586
2018-08-30,64.44659423828125
2018-10-01,64.80464172363281
2019-06-14,66.28515625
2019-05-13,66.20774841308594
2019-04-11,65.48198699951172
2019-02-06,66.19807434082031
2019-09-18,66.28515625
2020-02-03,66.5657958984375
2020-04-22,66.81736755371094
2019-11-19,69.13009643554688
2020-02-06,69.86551666259766
2019-11-22,70.48483276367188
2019-03-25,70.65901184082031
2019-02-21,70.9880142211914
2018-12-19,71.72344207763672
2018-07-12,71.4234619140625
2018-09-14,69.710693359375
2018-08-13,69.49781036376953
2018-10-16,69.26557159423828
2019-07-31,69.13009643554688
2019-05-28,68.98494720458984
2019-04-26,66.69157409667969
2020-04-28,66.16902923583984
2019-11-25,67.36417388916016
2020-02-12,66.75202178955078
2020-05-01,68.93822479248047
2020-05-04,68.2386474609375
2019-06-12,66.20790100097656
2019-04-09,65.67350006103516
2019-03-08,66.5771255493164
2019-02-04,66.62571716308594
2018-07-27,65.04193115234375
2018-08-28,65.751220703125
2019-01-03,65.09051513671875
2019-08-15,65.40143585205078
2018-10-31,66.07186889648438
2019-09-16,66.9852294921875
2020-02-18,68.1609115600586
2020-05-07,68.19977569580078
2018-08-17,68.39410400390625
2019-12-04,68.94795227050781
2020-02-21,70.44427490234375
2018-12-17,70.8912353515625
2019-08-30,70.72605895996094
2018-11-15,68.55928802490234
2019-07-29,67.51962280273438
2019-06-27,67.44188690185547
2019-04-24,68.72447967529297
2018-07-10,69.997314453125
2018-09-12,68.53984832763672
2019-02-19,67.10181427001953
2019-01-18,66.58683776855469
2020-02-24,66.17874908447266
2020-05-13,66.8589096069336
2019-12-10,67.73338317871094
2020-02-27,70.7649154663086
2019-12-13,71.18273162841797
2020-05-19,71.95033264160156
2019-03-06,72.16407775878906
2018-11-30,69.4726333618164
2019-08-13,69.51150512695312
2019-07-12,67.9665756225586
2019-06-10,68.9090805053711
2019-05-09,69.80298614501953
2018-07-25,70.47342681884766
2018-09-27,70.13335418701172
2018-10-29,68.75361633300781
2019-10-16,67.77226257324219
2019-12-16,68.0928955078125
2020-03-04,67.04352569580078
2020-05-22,66.44109344482422
2019-10-01,65.3625717163086
2019-12-19,63.701053619384766
2018-09-10,67.64594268798828
2019-05-24,68.62730407714844
2018-08-09,69.07424926757812
2019-04-22,70.27910614013672
2019-03-21,67.52934265136719
2019-01-16,64.34234619140625
2019-08-28,66.17874908447266
2018-11-13,67.16983032226562
2018-10-12,66.36336517333984
2019-06-25,67.47103881835938
2020-03-10,67.12125396728516
2020-05-28,67.36417388916016
2019-10-07,66.64180755615234
2020-03-13,68.78933715820312
2019-10-10,68.15483856201172
2020-03-16,68.83814239501953
2020-06-03,69.71669006347656
2018-11-28,69.78501892089844
2018-09-25,68.24270629882812
2018-07-23,69.1700439453125
2018-08-24,69.453125
2019-07-10,67.40320587158203
2019-05-07,68.02793884277344
2019-04-05,69.97046661376953
2019-03-04,71.23948669433594
2019-01-31,70.63426971435547
2019-09-12,70.77092742919922
2019-12-31,71.36637878417969
2020-03-19,71.73731231689453
2020-01-03,71.00520324707031
2020-06-09,71.58113098144531
2019-02-15,71.7861328125
2019-01-14,73.26986694335938
2018-07-06,72.60608673095703
2018-08-07,72.20587158203125
2018-10-10,73.4553451538086
2018-12-13,73.21129608154297
2019-08-26,73.73843383789062
2019-07-25,73.34796142578125
2019-05-22,74.31434631347656
2019-03-19,75.02693176269531
2020-01-06,74.91956329345703
2020-03-25,75.38813018798828
2020-06-12,75.7688217163086
2019-10-22,76.7156753540039
2020-01-09,76.7449722290039
2020-06-15,76.35450744628906
2019-10-25,75.84689331054688
2020-03-31,74.96837615966797
2020-06-18,74.80242919921875
2019-04-03,75.95429229736328
2018-08-22,76.37403106689453
2018-10-25,76.7449722290039
2019-01-29,77.09638214111328
2018-12-28,77.95539093017578
2018-11-26,76.94996643066406
2019-08-09,78.05300903320312
2019-07-08,78.03349304199219
2019-06-06,78.15062713623047
2019-09-10,76.1104736328125
2020-01-15,76.36427307128906
2020-04-03,77.11591339111328
2019-10-31,76.85234832763672
2020-04-06,77.54541778564453
2020-06-24,78.03349304199219
2018-11-09,77.76016998291016
2019-07-23,77.72113037109375
2019-06-21,77.6039810180664
2019-05-20,76.7449722290039
2019-04-18,77.11591339111328
2018-09-06,76.64734649658203
2018-10-08,76.79377746582031
2019-02-13,77.08661651611328
2018-12-11,76.6375961303711
2019-09-25,76.46117401123047
2020-01-21,75.96128845214844
2020-04-09,74.86353302001953
2019-11-06,71.43302154541016
2020-01-24,72.45236206054688
2020-01-27,73.03065490722656
2020-04-15,74.58908081054688
2018-12-26,75.22618103027344
2019-08-07,76.5591812133789
2019-06-04,77.000244140625
2018-09-21,76.71600341796875
2018-07-19,77.98039245605469
2018-08-20,77.17667388916016
2018-10-23,77.21587371826172
2019-05-03,77.1276626586914
2019-04-01,77.5001220703125
2019-02-28,75.38300323486328
2019-11-12,74.70669555664062
2020-01-30,74.9027328491211
2019-11-15,74.93213653564453
2020-04-21,74.00100708007812
2019-04-16,74.52047729492188
2019-03-15,74.99095153808594
