Dates,APTV
2018-06-20,99.31999969482422
2018-06-21,96.33999633789062
2018-06-25,95.4000015258789
2018-06-22,93.63999938964844
2018-06-26,94.43000030517578
2018-06-27,93.27999877929688
2018-06-28,90.12999725341797
2018-06-29,91.62000274658203
2018-07-02,89.5
2018-07-03,90.7699966430664
2018-07-05,91.98999786376953
2018-07-16,92.43000030517578
2018-09-18,94.2699966430664
2019-01-24,94.91999816894531
2019-09-05,92.97000122070312
2018-11-21,92.30000305175781
2020-01-13,93.11000061035156
2020-04-01,93.19999694824219
2020-06-19,93.01000213623047
2019-10-29,95.77999877929688
2020-01-16,94.80000305175781
2020-06-22,92.12999725341797
2018-10-03,91.94999694824219
2018-07-31,92.86000061035156
2019-03-12,90.7300033569336
2019-02-08,93.16999816894531
2019-01-07,92.86000061035156
2018-12-06,92.4000015258789
2019-08-19,92.98999786376953
2019-07-18,95.45999908447266
2019-05-15,94.0
2019-09-20,97.08000183105469
2019-11-01,97.87999725341797
2020-04-07,97.26000213623047
2020-06-25,97.08000183105469
2020-06-16,96.69999694824219
2019-11-04,93.3499984741211
2020-01-22,92.37999725341797
2019-11-07,92.94999694824219
2020-04-13,90.18000030517578
2019-07-01,91.30000305175781
2019-05-30,91.20999908447266
2018-08-15,93.26000213623047
2018-10-18,93.63999938964844
2019-03-27,90.62000274658203
2019-01-22,88.91999816894531
2018-12-21,87.83000183105469
2019-09-03,88.80000305175781
2018-11-19,90.12999725341797
2019-08-02,90.5999984741211
2020-01-28,88.63999938964844
2020-04-16,87.3499984741211
2019-11-13,86.29000091552734
2020-01-31,85.22000122070312
2018-12-04,83.70999908447266
2018-11-02,83.44000244140625
2019-07-16,84.88999938964844
2018-08-30,84.33999633789062
2018-10-01,84.19000244140625
2019-06-14,85.43000030517578
2019-05-13,85.91000366210938
2019-04-11,85.33999633789062
2019-02-06,84.62999725341797
2019-09-18,86.30999755859375
2020-02-03,88.0
2020-04-22,89.37999725341797
2019-11-19,86.66999816894531
2020-02-06,84.5
2019-11-22,84.52999877929688
2019-03-25,83.87000274658203
2019-02-21,83.04000091552734
2018-12-19,84.04000091552734
2018-07-12,83.91999816894531
2018-09-14,85.08999633789062
2018-08-13,82.51000213623047
2018-10-16,78.55000305175781
2019-07-31,78.43000030517578
2019-05-28,76.12000274658203
2019-04-26,74.81999969482422
2020-04-28,72.87000274658203
2019-11-25,72.5199966430664
2020-02-12,73.44999694824219
2020-05-01,73.62000274658203
2020-05-04,72.79000091552734
2019-06-12,72.81999969482422
2019-04-09,72.81999969482422
2019-03-08,73.72000122070312
2019-02-04,72.08000183105469
2018-07-27,72.75
2018-08-28,72.7300033569336
2019-01-03,71.66000366210938
2019-08-15,75.13999938964844
2018-10-31,72.95999908447266
