Dates,APTV
2018-06-20,97.77689361572266
2018-06-21,95.5185317993164
2018-06-25,94.49736022949219
2018-06-22,93.39764404296875
2018-06-26,93.16199493408203
2018-06-27,91.59095764160156
2018-06-28,90.26541137695312
2018-06-29,89.9708251953125
2018-07-02,90.4814224243164
2018-07-03,89.26387786865234
2018-07-05,91.384765625
2018-07-16,92.55322265625
2018-09-18,93.80021667480469
2019-01-24,94.5955581665039
2019-09-05,91.35530853271484
2018-11-21,91.4240493774414
2020-01-13,91.93463134765625
2020-04-01,91.8560791015625
2020-06-19,94.5955581665039
2019-10-29,95.027587890625
2020-01-16,93.2503662109375
2020-06-22,91.25712585449219
2018-10-03,91.0509262084961
2018-07-31,91.53205108642578
2019-03-12,93.4761962890625
2019-02-08,91.56151580810547
2019-01-07,91.91497802734375
2018-12-06,90.82508850097656
2019-08-19,96.29422760009766
2019-07-18,94.15370178222656
2019-05-15,95.01777648925781
2019-09-20,96.66735076904297
2019-11-01,96.2451400756836
2020-04-07,96.88479614257812
2020-06-25,96.53050994873047
2020-06-16,95.18231201171875
2019-11-04,93.0271224975586
2020-01-22,91.29509735107422
2019-11-07,92.53506469726562
2020-04-13,89.53356170654297
2019-07-01,90.32084655761719
2019-05-30,91.2852554321289
2018-08-15,92.97792053222656
2018-10-18,92.26936340332031
2019-03-27,89.3760986328125
2019-01-22,87.6736068725586
2018-12-21,87.06346893310547
2019-09-03,90.5865478515625
2018-11-19,90.59638977050781
2019-08-02,89.33673858642578
2020-01-28,87.53582000732422
2020-04-16,86.61077880859375
2019-11-13,85.65620422363281
2020-01-31,83.90449523925781
2018-12-04,83.43212127685547
2018-11-02,82.98929595947266
2019-07-16,84.16036224365234
2018-08-30,83.60926818847656
2018-10-01,83.5108642578125
2019-06-14,84.70162200927734
2019-05-13,85.49874114990234
2019-04-11,84.09146881103516
2019-02-06,84.642578125
2019-09-18,85.91207122802734
2020-02-03,88.34278869628906
2020-04-22,88.83484649658203
2019-11-19,86.59110260009766
2020-02-06,83.46165466308594
2019-11-22,83.3337173461914
2019-03-25,82.80231475830078
2019-02-21,82.56611633300781
2018-12-19,82.75308990478516
2018-07-12,83.5895767211914
2018-09-14,83.77656555175781
2018-08-13,81.51313018798828
2018-10-16,77.75386810302734
2019-07-31,78.43289184570312
2019-05-28,75.34281921386719
2019-04-26,74.42759704589844
2020-04-28,72.74478149414062
2019-11-25,72.84319305419922
2020-02-12,72.47908020019531
2020-05-01,73.09906768798828
2020-05-04,72.8038330078125
2019-06-12,73.0301742553711
2019-04-09,73.10890197753906
2019-03-08,73.09906768798828
2019-02-04,75.11647033691406
2018-07-27,71.72132873535156
2018-08-28,72.95144653320312
2019-01-03,72.55781555175781
2019-08-15,75.00822448730469
2018-10-31,72.99080657958984
2019-09-16,75.5790023803711
2020-02-18,76.20882415771484
2020-05-07,78.19670104980469
2018-08-17,74.89013671875
2019-12-04,75.37373352050781
2020-02-21,77.3279037475586
2018-12-17,76.6666488647461
2019-08-30,74.6335220336914
2018-11-15,73.52813720703125
2019-07-29,74.0216064453125
2019-06-27,74.0216064453125
2019-04-24,74.16964721679688
2018-07-10,73.2123031616211
2018-09-12,71.297607421875
2019-02-19,70.13299560546875
2019-01-18,72.34378814697266
2020-02-24,72.03782653808594
2020-05-13,73.46891784667969
2019-12-10,70.16260528564453
2020-02-27,71.60357666015625
2019-12-13,70.56726837158203
2020-05-19,70.96204376220703
2019-03-06,73.73538970947266
2018-11-30,70.64622497558594
2019-08-13,68.95853424072266
2019-07-12,66.21479797363281
2019-06-10,64.4777603149414
2019-05-09,65.88910675048828
2018-07-25,66.49114227294922
2018-09-27,65.82002258300781
2018-10-29,65.08966827392578
2019-10-16,63.599369049072266
2019-12-16,62.56306457519531
2020-03-04,61.19119644165039
2020-05-22,61.54650115966797
2019-10-01,60.63850402832031
2019-12-19,59.29624557495117
2018-09-10,60.93458938598633
2019-05-24,61.1517219543457
2018-08-09,60.57928466796875
2019-04-22,60.76680374145508
2019-03-21,60.35228729248047
2019-01-16,59.63180923461914
2019-08-28,61.803104400634766
2018-11-13,62.74071502685547
2018-10-12,66.1358413696289
2019-06-25,68.6328353881836
2020-03-10,69.31383514404297
