Dates,APTV
2018-06-20,101.33000183105469
2018-06-21,99.08999633789062
2018-06-25,98.02999877929688
2018-06-22,95.79000091552734
2018-06-26,95.19999694824219
2018-06-27,95.25
2018-06-28,92.86000061035156
2018-06-29,92.80999755859375
2018-07-02,91.01000213623047
2018-07-03,92.06999969482422
2018-07-05,91.98999786376953
2018-07-16,93.0
2018-09-18,94.69999694824219
2019-01-24,95.0999984741211
2019-09-05,95.26000213623047
2018-11-21,93.44999694824219
2020-01-13,93.48999786376953
2020-04-01,93.5999984741211
2020-06-19,93.0199966430664
2019-10-29,96.19999694824219
2020-01-16,96.19000244140625
2020-06-22,94.0199966430664
2018-10-03,92.48999786376953
2018-07-31,93.54000091552734
2019-03-12,92.51000213623047
2019-02-08,95.0999984741211
2019-01-07,93.5
2018-12-06,94.37000274658203
2019-08-19,93.02999877929688
2019-07-18,98.01000213623047
2019-05-15,95.16000366210938
2019-09-20,97.16000366210938
2019-11-01,98.54000091552734
2020-04-07,98.2699966430664
2020-06-25,97.8499984741211
2020-06-16,98.30000305175781
2019-11-04,95.9000015258789
2020-01-22,94.61000061035156
2019-11-07,93.33000183105469
2020-04-13,93.55999755859375
2019-07-01,91.75
2019-05-30,91.63999938964844
2018-08-15,93.26000213623047
2018-10-18,94.55000305175781
2019-03-27,92.0
2019-01-22,91.0
2018-12-21,89.19999694824219
2019-09-03,88.94999694824219
2018-11-19,92.77999877929688
2019-08-02,92.37999725341797
2020-01-28,90.69999694824219
2020-04-16,88.27999877929688
2019-11-13,87.80999755859375
2020-01-31,86.41999816894531
2018-12-04,85.25
2018-11-02,84.69999694824219
2019-07-16,84.91999816894531
2018-08-30,85.1500015258789
2018-10-01,84.6500015258789
2019-06-14,85.43000030517578
2019-05-13,86.23999786376953
2019-04-11,86.95999908447266
2019-02-06,85.25
2019-09-18,86.30999755859375
2020-02-03,88.08999633789062
2020-04-22,90.69000244140625
2019-11-19,89.44000244140625
2020-02-06,87.72000122070312
2019-11-22,84.7300033569336
2019-03-25,84.9800033569336
2019-02-21,83.86000061035156
2018-12-19,85.25
2018-07-12,84.43000030517578
2018-09-14,85.69999694824219
2018-08-13,84.75
2018-10-16,82.11000061035156
2019-07-31,78.52999877929688
2019-05-28,79.7699966430664
2019-04-26,76.0999984741211
2020-04-28,75.06999969482422
2019-11-25,75.0
2020-02-12,73.87000274658203
2020-05-01,74.58000183105469
2020-05-04,74.06999969482422
2019-06-12,73.77999877929688
2019-04-09,73.5
2019-03-08,74.81999969482422
2019-02-04,72.91999816894531
2018-07-27,75.83999633789062
2018-08-28,73.86000061035156
2019-01-03,72.38999938964844
2019-08-15,76.91999816894531
2018-10-31,76.19000244140625
2019-09-16,76.5999984741211
2020-02-18,77.26000213623047
2020-05-07,78.12999725341797
2018-08-17,79.02999877929688
2019-12-04,75.69999694824219
2020-02-21,76.63999938964844
2018-12-17,77.61000061035156
2019-08-30,76.83000183105469
2018-11-15,75.73999786376953
2019-07-29,74.66999816894531
2019-06-27,75.20999908447266
2019-04-24,74.5199966430664
2018-07-10,74.58999633789062
2018-09-12,74.16000366210938
2019-02-19,71.58000183105469
2019-01-18,71.9800033569336
2020-02-24,72.52999877929688
2020-05-13,73.66999816894531
2019-12-10,73.6500015258789
2020-02-27,71.22000122070312
2019-12-13,72.41999816894531
2020-05-19,71.33999633789062
2019-03-06,74.48999786376953
2018-11-30,74.20999908447266
2019-08-13,70.12000274658203
2019-07-12,69.69000244140625
2019-06-10,66.79000091552734
2019-05-09,67.44000244140625
2018-07-25,67.79000091552734
2018-09-27,67.66000366210938
2018-10-29,66.02999877929688
2019-10-16,65.08000183105469
2019-12-16,64.7699966430664
2020-03-04,63.22999954223633
2020-05-22,61.81999969482422
2019-10-01,62.189998626708984
2019-12-19,61.25
2018-09-10,60.38999938964844
2019-05-24,60.38999938964844
2018-08-09,62.0
2019-04-22,61.5
2019-03-21,60.349998474121094
2019-01-16,60.91999816894531
2019-08-28,60.900001525878906
2018-11-13,62.79999923706055
2018-10-12,64.7300033569336
2019-06-25,67.76000213623047
2020-03-10,69.25
2020-05-28,70.2300033569336
2019-10-07,69.12000274658203
2020-03-13,70.33000183105469
2019-10-10,69.30999755859375
2020-03-16,69.94999694824219
2020-06-03,71.58999633789062
2018-11-28,72.37999725341797
2018-09-25,71.70999908447266
2018-07-23,70.5
2018-08-24,72.0
2019-07-10,72.41999816894531
2019-05-07,72.55999755859375
2019-04-05,72.58000183105469
2019-03-04,76.0
2019-01-31,78.20999908447266
2019-09-12,78.08000183105469
2019-12-31,78.2300033569336
2020-03-19,78.47000122070312
2020-01-03,77.25
2020-06-09,75.73999786376953
2019-02-15,75.69999694824219
2019-01-14,76.54000091552734
2018-07-06,79.23999786376953
2018-08-07,78.72000122070312
2018-10-10,80.3499984741211
2018-12-13,80.73999786376953
2019-08-26,81.63999938964844
2019-07-25,81.36000061035156
2019-05-22,81.43000030517578
2019-03-19,83.02999877929688
2020-01-06,82.58000183105469
2020-03-25,82.55000305175781
2020-06-12,82.94999694824219
2019-10-22,83.98999786376953
2020-01-09,84.45999908447266
2020-06-15,83.9000015258789
2019-10-25,83.63999938964844
2020-03-31,81.86000061035156
2020-06-18,81.23999786376953
2019-04-03,81.98999786376953
2018-08-22,82.88999938964844
2018-10-25,82.69000244140625
2019-01-29,82.0
2018-12-28,81.63999938964844
2018-11-26,81.75
2019-08-09,81.66999816894531
2019-07-08,82.58999633789062
2019-06-06,80.4000015258789
2019-09-10,80.19000244140625
2020-01-15,77.5999984741211
2020-04-03,78.61000061035156
2019-10-31,79.18000030517578
2020-04-06,78.12999725341797
2020-06-24,79.3499984741211
2018-11-09,80.68000030517578
2019-07-23,82.5999984741211
2019-06-21,84.16000366210938
2019-05-20,85.12000274658203
2019-04-18,86.55000305175781
2018-09-06,87.0
2018-10-08,87.36000061035156
2019-02-13,87.30999755859375
2018-12-11,88.55000305175781
2019-09-25,89.98999786376953
2020-01-21,90.68000030517578
2020-04-09,89.69999694824219
2019-11-06,90.77999877929688
2020-01-24,90.16999816894531
2020-01-27,89.75
2020-04-15,89.55999755859375
2018-12-26,89.48999786376953
2019-08-07,88.12999725341797
2019-06-04,86.30999755859375
2018-09-21,86.1500015258789
2018-07-19,85.48999786376953
2018-08-20,85.9800033569336
2018-10-23,75.01000213623047
2019-05-03,79.58999633789062
2019-04-01,77.9000015258789
2019-02-28,78.30999755859375
2019-11-12,79.41999816894531
2020-01-30,77.94999694824219
2019-11-15,77.30000305175781
2020-04-21,75.33999633789062
2019-04-16,73.83000183105469
2019-03-15,73.75
2019-02-11,75.30999755859375
2019-01-10,73.29000091552734
2019-08-22,72.77999877929688
2018-11-07,73.25
2018-08-03,71.83999633789062
2018-09-04,68.63999938964844
2019-06-19,68.4000015258789
2019-09-23,68.44999694824219
2019-11-18,68.31999969482422
2020-02-05,68.7300033569336
2020-04-24,65.83999633789062
2019-03-29,64.19999694824219
2019-11-21,68.44000244140625
2020-04-27,70.7300033569336
2020-02-11,72.3499984741211
2020-04-30,73.44999694824219
2019-05-01,74.75
2019-02-26,77.16999816894531
2019-01-25,76.12999725341797
2018-12-24,74.63999938964844
2019-09-06,75.93000030517578
2018-07-17,75.13999938964844
2018-09-19,76.4800033569336
2019-08-05,77.31999969482422
2019-10-08,78.2699966430664
2019-12-11,78.4800033569336
2019-11-27,78.16999816894531
2020-02-14,78.11000061035156
2020-05-06,78.23999786376953
2019-01-08,80.05000305175781
2018-12-07,81.01000213623047
2019-08-20,82.5
2018-11-05,80.80000305175781
2019-07-19,80.01000213623047
2018-10-04,78.66999816894531
2019-06-17,78.72000122070312
2019-05-16,76.2300033569336
2018-08-01,76.36000061035156
2019-03-13,77.36000061035156
2019-12-03,78.13999938964844
2020-02-20,80.2300033569336
2019-12-06,79.52999877929688
2020-05-12,79.80000305175781
2019-12-09,77.97000122070312
2020-02-26,79.0199966430664
2020-05-15,80.38999938964844
2019-03-28,81.70999908447266
2018-09-17,81.93000030517578
2018-08-16,83.22000122070312
2018-10-19,82.05999755859375
2019-04-29,82.31999969482422
2019-01-23,80.93000030517578
2019-09-04,85.73999786376953
2018-11-20,88.55000305175781
2019-07-02,83.08999633789062
2019-05-31,81.13999938964844
2019-12-12,81.75
2020-05-18,81.80000305175781
2019-09-27,83.88999938964844
2020-03-03,84.7300033569336
2020-05-21,82.83000183105469
2019-05-14,82.18000030517578
2018-08-31,81.5
2018-07-30,79.93000030517578
2018-10-02,80.08999633789062
2019-04-12,83.47000122070312
2019-03-11,82.87000274658203
2019-02-07,83.70999908447266
2019-07-17,84.08000183105469
2019-09-19,82.51000213623047
2019-10-21,80.79000091552734
2019-12-18,81.76000213623047
2020-03-06,80.72000122070312
2019-10-03,83.51000213623047
2020-03-09,84.13999938964844
2020-05-27,82.9000015258789
2019-12-24,82.91000366210938
2020-03-12,85.81999969482422
2018-12-20,88.26000213623047
2019-08-01,89.55000305175781
2018-08-14,89.44000244140625
2018-07-13,90.48999786376953
2018-10-17,90.80000305175781
2019-05-29,90.0199966430664
2019-03-26,89.55999755859375
2019-02-22,89.08000183105469
2019-10-04,89.5199966430664
2019-11-05,89.5999984741211
2019-12-27,89.87000274658203
2020-06-02,88.05999755859375
2019-12-30,88.5
2020-03-18,86.66000366210938
2020-06-05,88.26000213623047
2019-07-15,87.95999908447266
2018-12-03,87.2699966430664
2019-06-13,87.58999633789062
2019-01-04,83.75
2018-08-29,81.77999877929688
2019-02-05,82.9800033569336
2018-11-01,83.16000366210938
2019-08-16,82.33000183105469
2019-04-10,81.83999633789062
2019-09-17,82.16999816894531
2019-10-15,84.8499984741211
2020-01-02,85.91000366210938
2020-06-08,86.80000305175781
2019-10-18,88.58999633789062
