Dates,APTV
2018-06-20,102.13999938964844
2018-06-21,99.08999633789062
2018-06-25,98.18000030517578
2018-06-22,95.87999725341797
2018-06-26,95.62000274658203
2018-06-27,95.80999755859375
2018-06-28,92.97000122070312
2018-06-29,92.80999755859375
2018-07-02,92.19000244140625
2018-07-03,92.66999816894531
2018-07-05,94.13999938964844
2018-07-16,94.41000366210938
2018-09-18,95.58999633789062
2019-01-24,96.44000244140625
2019-09-05,95.26000213623047
2018-11-21,93.48999786376953
2020-01-13,93.98999786376953
2020-04-01,94.04000091552734
2020-06-19,96.45999908447266
2019-10-29,97.22000122070312
2020-01-16,96.69000244140625
2020-06-22,94.22000122070312
2018-10-03,92.97000122070312
2018-07-31,94.19000244140625
2019-03-12,95.55000305175781
2019-02-08,95.91999816894531
2019-01-07,94.83999633789062
2018-12-06,94.93000030517578
2019-08-19,98.4000015258789
2019-07-18,98.3499984741211
2019-05-15,96.88999938964844
2019-09-20,98.61000061035156
2019-11-01,98.7699966430664
2020-04-07,98.61000061035156
2020-06-25,98.51000213623047
2020-06-16,98.5
2019-11-04,96.0199966430664
2020-01-22,94.63999938964844
2019-11-07,94.51000213623047
2020-04-13,93.76000213623047
2019-07-01,92.37000274658203
2019-05-30,93.0199966430664
2018-08-15,94.62000274658203
2018-10-18,95.0
2019-03-27,92.30000305175781
2019-01-22,91.02999877929688
2018-12-21,89.30999755859375
2019-09-03,92.19000244140625
2018-11-19,92.87999725341797
2019-08-02,92.37999725341797
2020-01-28,90.8499984741211
2020-04-16,88.75
2019-11-13,88.0
2020-01-31,86.91999816894531
2018-12-04,85.3499984741211
2018-11-02,85.0199966430664
2019-07-16,85.62000274658203
2018-08-30,85.36000061035156
2018-10-01,85.87000274658203
2019-06-14,86.5999984741211
2019-05-13,87.45999908447266
2019-04-11,87.13999938964844
2019-02-06,86.11000061035156
2019-09-18,88.08999633789062
2020-02-03,90.08999633789062
2020-04-22,92.9800033569336
2019-11-19,89.5
2020-02-06,87.72000122070312
2019-11-22,86.02999877929688
2019-03-25,84.9800033569336
2019-02-21,84.52999877929688
2018-12-19,85.37999725341797
2018-07-12,85.33000183105469
2018-09-14,86.7699966430664
2018-08-13,85.05000305175781
2018-10-16,82.3499984741211
2019-07-31,80.05999755859375
2019-05-28,79.95999908447266
2019-04-26,76.94999694824219
2020-04-28,76.76000213623047
2019-11-25,75.72000122070312
2020-02-12,74.66999816894531
2020-05-01,74.72000122070312
2020-05-04,74.41999816894531
2019-06-12,74.62000274658203
2019-04-09,75.08999633789062
2019-03-08,75.08999633789062
2019-02-04,76.7300033569336
2018-07-27,76.37000274658203
2018-08-28,74.44999694824219
2019-01-03,74.69000244140625
2019-08-15,79.9800033569336
2018-10-31,76.88999938964844
2019-09-16,78.41999816894531
2020-02-18,77.69000244140625
2020-05-07,79.83999633789062
2018-08-17,79.12000274658203
2019-12-04,77.08999633789062
2020-02-21,78.44000244140625
2018-12-17,78.95999908447266
2019-08-30,76.83000183105469
2018-11-15,76.4000015258789
2019-07-29,76.44000244140625
2019-06-27,76.19999694824219
2019-04-24,75.33000183105469
2018-07-10,75.20999908447266
2018-09-12,74.33000183105469
2019-02-19,71.9000015258789
2019-01-18,73.87000274658203
2020-02-24,74.12999725341797
2020-05-13,74.4800033569336
2019-12-10,74.19999694824219
2020-02-27,72.62000274658203
2019-12-13,72.72000122070312
2020-05-19,72.19999694824219
2019-03-06,76.6500015258789
2018-11-30,75.0199966430664
2019-08-13,70.31999969482422
2019-07-12,70.9000015258789
2019-06-10,67.31999969482422
2019-05-09,68.5199966430664
2018-07-25,68.4800033569336
2018-09-27,68.05999755859375
2018-10-29,67.4000015258789
2019-10-16,66.69000244140625
2019-12-16,65.52999877929688
2020-03-04,65.18000030517578
