Dates,APTV
2018-06-20,99.58000183105469
2018-06-21,97.27999877929688
2018-06-25,96.23999786376953
2018-06-22,95.12000274658203
2018-06-26,94.87999725341797
2018-06-27,93.27999877929688
2018-06-28,91.93000030517578
2018-06-29,91.62999725341797
2018-07-02,92.1500015258789
2018-07-03,90.91000366210938
2018-07-05,93.06999969482422
2018-07-16,94.26000213623047
2018-09-18,95.52999877929688
2019-01-24,96.33999633789062
2019-09-05,93.04000091552734
2018-11-21,93.11000061035156
2020-01-13,93.62999725341797
2020-04-01,93.55000305175781
2020-06-19,96.33999633789062
2019-10-29,96.77999877929688
2020-01-16,94.97000122070312
2020-06-22,92.94000244140625
2018-10-03,92.7300033569336
2018-07-31,93.22000122070312
2019-03-12,95.19999694824219
2019-02-08,93.25
2019-01-07,93.61000061035156
2018-12-06,92.5
2019-08-19,98.06999969482422
2019-07-18,95.88999938964844
2019-05-15,96.7699966430664
2019-09-20,98.44999694824219
2019-11-01,98.0199966430664
2020-04-07,98.44999694824219
2020-06-25,98.08999633789062
2020-06-16,96.72000122070312
2019-11-04,94.52999877929688
2020-01-22,92.7699966430664
2019-11-07,94.02999877929688
2020-04-13,90.9800033569336
2019-07-01,91.77999877929688
2019-05-30,92.76000213623047
2018-08-15,94.4800033569336
2018-10-18,93.76000213623047
2019-03-27,90.81999969482422
2019-01-22,89.08999633789062
2018-12-21,88.47000122070312
2019-09-03,92.05000305175781
2018-11-19,92.05999755859375
2019-08-02,90.77999877929688
2020-01-28,88.94999694824219
2020-04-16,88.01000213623047
2019-11-13,87.04000091552734
2020-01-31,85.26000213623047
2018-12-04,84.77999877929688
2018-11-02,84.33000183105469
2019-07-16,85.5199966430664
2018-08-30,84.95999908447266
2018-10-01,84.86000061035156
2019-06-14,86.06999969482422
2019-05-13,86.87999725341797
2019-04-11,85.44999694824219
2019-02-06,86.01000213623047
2019-09-18,87.30000305175781
2020-02-03,89.7699966430664
2020-04-22,90.2699966430664
2019-11-19,87.98999786376953
2020-02-06,84.80999755859375
2019-11-22,84.68000030517578
2019-03-25,84.13999938964844
2019-02-21,83.9000015258789
2018-12-19,84.08999633789062
2018-07-12,84.94000244140625
2018-09-14,85.12999725341797
2018-08-13,82.83000183105469
2018-10-16,79.01000213623047
2019-07-31,79.69999694824219
2019-05-28,76.55999755859375
2019-04-26,75.62999725341797
2020-04-28,73.91999816894531
2019-11-25,74.0199966430664
2020-02-12,73.6500015258789
2020-05-01,74.27999877929688
2020-05-04,73.9800033569336
2019-06-12,74.20999908447266
2019-04-09,74.29000091552734
2019-03-08,74.27999877929688
2019-02-04,76.33000183105469
2018-07-27,72.87999725341797
2018-08-28,74.12999725341797
2019-01-03,73.7300033569336
2019-08-15,76.22000122070312
2018-10-31,74.16999816894531
2019-09-16,76.80000305175781
