Dates,APD
2018-06-20,157.02999877929688
2018-06-21,155.41000366210938
2018-06-25,157.00999450683594
2018-06-22,154.6699981689453
2018-06-26,155.66000366210938
2018-06-27,155.1300048828125
2018-06-28,154.88999938964844
2018-06-29,155.25999450683594
2018-07-02,154.2899932861328
2018-07-03,154.77999877929688
2018-07-05,155.24000549316406
2018-07-16,154.75999450683594
2018-09-18,157.5500030517578
2019-01-24,157.64999389648438
2019-09-05,156.50999450683594
2018-11-21,156.94000244140625
2020-01-13,157.1300048828125
2020-04-01,155.47999572753906
2020-06-19,154.72999572753906
2019-10-29,155.74000549316406
2020-01-16,154.24000549316406
2020-06-22,153.00999450683594
2018-10-03,153.52999877929688
2018-07-31,154.8300018310547
2019-03-12,154.52999877929688
2019-02-08,158.80999755859375
2019-01-07,160.5800018310547
2018-12-06,160.9600067138672
2019-08-19,161.3000030517578
2019-07-18,161.19000244140625
2019-05-15,159.30999755859375
2019-09-20,159.63999938964844
2019-11-01,157.00999450683594
2020-04-07,160.77999877929688
2020-06-25,160.10000610351562
2020-06-16,160.25
2019-11-04,157.35000610351562
2020-01-22,161.30999755859375
2019-11-07,162.77999877929688
2020-04-13,161.7899932861328
2019-07-01,164.0800018310547
2019-05-30,164.05999755859375
2018-08-15,166.3000030517578
2018-10-18,165.99000549316406
2019-03-27,164.2899932861328
2019-01-22,163.60000610351562
2018-12-21,164.17999267578125
2019-09-03,166.08999633789062
2018-11-19,166.3800048828125
2019-08-02,166.02999877929688
2020-01-28,165.8699951171875
2020-04-16,165.8300018310547
2019-11-13,163.4199981689453
2020-01-31,164.1999969482422
2018-12-04,164.5800018310547
2018-11-02,163.9499969482422
2019-07-16,165.11000061035156
2018-08-30,165.33999633789062
2018-10-01,165.72000122070312
2019-06-14,166.5399932861328
2019-05-13,167.8300018310547
2019-04-11,167.02000427246094
2019-02-06,168.25999450683594
2019-09-18,168.8300018310547
2020-02-03,169.58999633789062
2020-04-22,170.17999267578125
2019-11-19,169.17999267578125
2020-02-06,168.5399932861328
2019-11-22,167.36000061035156
2019-03-25,167.58999633789062
2019-02-21,166.1699981689453
2018-12-19,167.94000244140625
2018-07-12,169.1199951171875
2018-09-14,169.5
2018-08-13,167.83999633789062
2018-10-16,168.25
2019-07-31,168.07000732421875
2019-05-28,163.8000030517578
2019-04-26,160.47000122070312
2020-04-28,157.0
2019-11-25,157.36000061035156
2020-02-12,156.64999389648438
2020-05-01,156.25999450683594
2020-05-04,158.64999389648438
2019-06-12,155.91000366210938
2019-04-09,155.1199951171875
2019-03-08,153.22000122070312
2019-02-04,148.6300048828125
2018-07-27,148.6699981689453
2018-08-28,149.50999450683594
2019-01-03,148.44000244140625
2019-08-15,149.4199981689453
2018-10-31,150.50999450683594
2019-09-16,154.33999633789062
2020-02-18,153.55999755859375
2020-05-07,154.38999938964844
2018-08-17,155.60000610351562
2019-12-04,151.85000610351562
2020-02-21,157.27999877929688
2018-12-17,159.77000427246094
2019-08-30,157.9499969482422
2018-11-15,157.17999267578125
2019-07-29,157.22000122070312
2019-06-27,156.8000030517578
2019-04-24,155.89999389648438
2018-07-10,160.0399932861328
2018-09-12,159.38999938964844
2019-02-19,157.30999755859375
2019-01-18,157.82000732421875
2020-02-24,157.27000427246094
2020-05-13,157.05999755859375
2019-12-10,155.42999267578125
2020-02-27,154.11000061035156
2019-12-13,158.38999938964844
2020-05-19,158.5800018310547
2019-03-06,162.75999450683594
2018-11-30,162.33999633789062
2019-08-13,156.85000610351562
2019-07-12,156.74000549316406
2019-06-10,154.4600067138672
2019-05-09,155.14999389648438
2018-07-25,156.5800018310547
2018-09-27,156.92999267578125
2018-10-29,154.0399932861328
2019-10-16,152.7100067138672
2019-12-16,153.99000549316406
2020-03-04,153.42999267578125
2020-05-22,153.1199951171875
2019-10-01,153.8300018310547
2019-12-19,149.67999267578125
2018-09-10,149.63999938964844
2019-05-24,154.0399932861328
2018-08-09,159.30999755859375
2019-04-22,158.75999450683594
2019-03-21,155.91000366210938
2019-01-16,154.2899932861328
2019-08-28,157.38999938964844
2018-11-13,159.80999755859375
2018-10-12,156.55999755859375
2019-06-25,154.97000122070312
2020-03-10,155.33999633789062
2020-05-28,155.55999755859375
2019-10-07,154.14999389648438
2020-03-13,153.6300048828125
2019-10-10,154.0
2020-03-16,154.10000610351562
2020-06-03,156.25999450683594
2018-11-28,156.80999755859375
2018-09-25,155.0399932861328
2018-07-23,154.77999877929688
2018-08-24,158.0
2019-07-10,158.72999572753906
2019-05-07,160.4199981689453
2019-04-05,161.97000122070312
2019-03-04,161.05999755859375
2019-01-31,163.80999755859375
2019-09-12,164.97000122070312
2019-12-31,166.67999267578125
2020-03-19,167.0
2020-01-03,164.99000549316406
2020-06-09,163.52999877929688
2019-02-15,165.85000610351562
2019-01-14,168.6199951171875
2018-07-06,171.44000244140625
2018-08-07,169.88999938964844
2018-10-10,172.99000549316406
2018-12-13,173.0
2019-08-26,174.6199951171875
2019-07-25,177.52999877929688
2019-05-22,179.24000549316406
2019-03-19,179.91000366210938
2020-01-06,180.63999938964844
2020-03-25,180.42999267578125
2020-06-12,180.17999267578125
2019-10-22,179.17999267578125
2020-01-09,178.0
2020-06-15,179.17999267578125
2019-10-25,179.3000030517578
2020-03-31,178.30999755859375
2020-06-18,178.4499969482422
2019-04-03,181.25
2018-08-22,183.92999267578125
2018-10-25,184.5800018310547
2019-01-29,183.66000366210938
2018-12-28,184.22999572753906
2018-11-26,183.80999755859375
2019-08-09,184.02000427246094
2019-07-08,183.67999267578125
2019-06-06,184.2100067138672
2019-09-10,185.97999572753906
2020-01-15,185.72999572753906
2020-04-03,185.99000549316406
2019-10-31,186.22999572753906
2020-04-06,187.80999755859375
2020-06-24,188.94000244140625
2018-11-09,190.38999938964844
2019-07-23,189.14999389648438
2019-06-21,190.3300018310547
2019-05-20,190.4199981689453
2019-04-18,191.6199951171875
2018-09-06,192.19000244140625
2018-10-08,191.08999633789062
2019-02-13,192.14999389648438
2018-12-11,191.47999572753906
2019-09-25,193.74000549316406
2020-01-21,192.27999877929688
2020-04-09,193.91000366210938
2019-11-06,197.1199951171875
2020-01-24,197.10000610351562
2020-01-27,196.33999633789062
2020-04-15,195.6699981689453
2018-12-26,196.16000366210938
2019-08-07,196.97000122070312
2019-06-04,199.3300018310547
2018-09-21,202.4199981689453
2018-07-19,203.69000244140625
2018-08-20,202.14999389648438
2018-10-23,201.39999389648438
2019-05-03,207.08999633789062
2019-04-01,205.24000549316406
2019-02-28,199.4600067138672
2019-11-12,200.05999755859375
2020-01-30,200.64999389648438
2019-11-15,203.6699981689453
2020-04-21,201.6999969482422
2019-04-16,204.77999877929688
2019-03-15,203.22000122070312
2019-02-11,206.49000549316406
2019-01-10,207.86000061035156
2019-08-22,205.0
2018-11-07,205.42999267578125
2018-08-03,205.27999877929688
2018-09-04,202.50999450683594
2019-06-19,204.10000610351562
2019-09-23,202.08999633789062
2019-11-18,200.0
2020-02-05,202.82000732421875
2020-04-24,201.77000427246094
2019-03-29,203.50999450683594
2019-11-21,209.5
2020-04-27,212.63999938964844
2020-02-11,216.19000244140625
2020-04-30,221.77000427246094
2019-05-01,221.07000732421875
2019-02-26,218.1300048828125
2019-01-25,219.02999877929688
2018-12-24,218.91000366210938
2019-09-06,218.91000366210938
2018-07-17,215.5800018310547
2018-09-19,217.08999633789062
2019-08-05,214.67999267578125
2019-10-08,220.38999938964844
2019-12-11,221.27000427246094
2019-11-27,222.14999389648438
2020-02-14,223.5800018310547
2020-05-06,221.38999938964844
2019-01-08,222.92999267578125
2018-12-07,222.61000061035156
2019-08-20,225.11000061035156
2018-11-05,227.5
2019-07-19,228.8800048828125
2018-10-04,227.6300048828125
2019-06-17,227.92999267578125
2019-05-16,225.22999572753906
2018-08-01,225.67999267578125
2019-03-13,224.3699951171875
2019-12-03,225.36000061035156
2020-02-20,226.77000427246094
2019-12-06,226.9499969482422
2020-05-12,226.16000366210938
2019-12-09,223.80999755859375
2020-02-26,224.4199981689453
2020-05-15,224.86000061035156
2019-03-28,225.5399932861328
2018-09-17,224.5800018310547
2018-08-16,219.5800018310547
2018-10-19,226.11000061035156
2019-04-29,229.0
2019-01-23,229.25
2019-09-04,225.41000366210938
2018-11-20,225.5
2019-07-02,220.72999572753906
2019-05-31,217.61000061035156
2019-12-12,218.00999450683594
2020-05-18,218.50999450683594
2019-09-27,224.63999938964844
2020-03-03,227.63999938964844
2020-05-21,226.88999938964844
2019-05-14,226.0
2018-08-31,222.5
2018-07-30,222.67999267578125
2018-10-02,225.9600067138672
2019-04-12,227.38999938964844
2019-03-11,225.0500030517578
2019-02-07,226.97999572753906
2019-07-17,224.9600067138672
2019-09-19,219.4199981689453
2019-10-21,221.8300018310547
2019-12-18,223.5
2020-03-06,224.0
