Dates,APD
2019-10-03,224.02999877929688
2020-03-09,223.77999877929688
2020-05-27,223.69000244140625
2019-12-24,226.44000244140625
2020-03-12,223.89999389648438
2018-12-20,224.00999450683594
2019-08-01,214.82000732421875
2018-08-14,211.99000549316406
2018-07-13,210.3699951171875
2018-10-17,217.8300018310547
2019-05-29,219.97000122070312
2019-03-26,215.14999389648438
2019-02-22,215.4600067138672
2019-10-04,219.5500030517578
2019-11-05,221.86000061035156
2019-12-27,220.07000732421875
2020-06-02,219.72999572753906
2019-12-30,219.7899932861328
2020-03-18,218.7100067138672
2020-06-05,219.85000610351562
2019-07-15,219.8800048828125
2018-12-03,218.36000061035156
2019-06-13,215.9600067138672
2019-01-04,206.9600067138672
2018-08-29,208.58999633789062
2019-02-05,211.5800018310547
2018-11-01,212.5
2019-08-16,207.66000366210938
2019-04-10,208.82000732421875
2019-09-17,211.77000427246094
2019-10-15,216.7100067138672
2020-01-02,213.74000549316406
2020-06-08,214.72000122070312
2019-10-18,213.5
2020-03-24,214.17999267578125
2020-06-11,213.77999877929688
2020-01-08,213.3000030517578
2019-04-25,206.6999969482422
2019-07-30,207.42999267578125
2019-02-20,210.7100067138672
2018-07-11,210.2100067138672
2018-09-13,211.27000427246094
2018-10-15,210.9499969482422
2019-06-28,215.02999877929688
2018-12-18,212.44000244140625
2018-11-16,213.0399932861328
2019-10-02,212.82000732421875
2020-03-27,212.9600067138672
2020-01-10,215.2899932861328
2019-10-24,218.50999450683594
2020-03-30,230.2899932861328
2020-06-17,232.57000732421875
2020-01-14,235.25
2020-04-02,236.0399932861328
2019-01-02,236.25999450683594
2019-08-14,238.6300048828125
2018-10-30,239.08999633789062
2019-06-11,240.22000122070312
2019-05-10,236.99000549316406
2019-04-08,235.5800018310547
2018-08-27,235.25
2018-07-26,233.13999938964844
2018-09-28,232.27999877929688
2019-03-07,233.10000610351562
2019-10-30,235.32000732421875
2020-01-17,230.7100067138672
2020-06-23,227.97999572753906
2020-04-08,228.9199981689453
2020-06-26,229.07000732421875
2019-03-22,231.5500030517578
2019-01-17,230.82000732421875
2019-08-29,229.3699951171875
2018-11-14,228.4199981689453
2019-06-26,229.35000610351562
2018-09-11,230.55999755859375
2018-07-09,231.7899932861328
2018-08-10,233.8300018310547
2019-04-23,230.5800018310547
2019-09-30,232.8300018310547
2020-01-23,233.16000366210938
2019-11-08,234.3800048828125
2020-04-14,234.0
2019-11-11,234.8000030517578
2020-01-29,235.00999450683594
2020-04-17,234.3300018310547
2018-07-24,233.42999267578125
2018-09-26,230.83999633789062
2019-05-08,225.97999572753906
2019-03-05,224.94000244140625
2019-02-01,224.91000366210938
2018-12-31,225.86000061035156
2018-11-29,229.27999877929688
2019-08-12,231.25
2019-07-11,232.27999877929688
2019-09-13,233.88999938964844
2019-11-14,233.75999450683594
2020-04-20,235.47999572753906
2020-02-04,235.1699981689453
2020-04-23,235.33999633789062
2018-12-14,236.9199981689453
2019-08-27,233.63999938964844
2018-08-08,237.5399932861328
2018-10-11,233.36000061035156
2018-11-12,233.74000549316406
2019-07-26,235.55999755859375
2019-06-24,236.13999938964844
2019-05-23,237.80999755859375
2019-03-20,238.3699951171875
2019-01-15,243.27999877929688
2019-11-20,243.13999938964844
2020-02-07,248.82000732421875
2020-02-10,249.1300048828125
2020-04-29,250.32000732421875
2019-11-26,252.22000122070312
2020-02-13,252.61000061035156
2019-01-30,253.25999450683594
2018-08-23,254.64999389648438
2018-09-24,254.97000122070312
2018-11-27,255.00999450683594
2018-10-26,252.11000061035156
2019-07-09,253.6999969482422
2019-06-07,244.67999267578125
2019-05-06,234.82000732421875
2019-04-04,235.11000061035156
2019-09-11,223.99000549316406
2019-11-29,213.80999755859375
2020-05-05,220.6300048828125
2019-12-02,224.5500030517578
2020-02-19,229.7899932861328
2020-05-08,229.16000366210938
2019-05-21,225.44000244140625
2019-03-18,204.74000549316406
2018-09-07,204.6199951171875
2018-08-06,203.4499969482422
2018-10-09,178.47999572753906
2019-02-14,188.6699981689453
2018-12-12,167.42999267578125
2019-07-24,181.58999633789062
2019-09-26,182.8300018310547
2019-10-28,188.5800018310547
2019-12-05,182.2899932861328
2020-05-11,173.91000366210938
2019-07-03,179.27000427246094
2020-02-25,189.72000122070312
2020-05-14,189.97999572753906
2020-02-28,191.33999633789062
2019-08-08,197.10000610351562
2019-06-05,197.47000122070312
2018-07-20,188.5399932861328
2018-08-21,186.4499969482422
2018-10-24,185.25
2019-04-02,190.61000061035156
2019-03-01,198.25
2019-01-28,201.07000732421875
2018-12-27,215.1300048828125
2019-09-09,213.50999450683594
2020-03-02,218.49000549316406
2020-05-20,212.02999877929688
2019-12-17,211.5500030517578
2020-03-05,214.61000061035156
2019-02-12,213.22000122070312
2019-01-11,205.41000366210938
2018-12-10,210.77999877929688
2019-08-23,209.6699981689453
2018-11-08,212.22999572753906
2019-07-22,215.50999450683594
2019-06-20,221.1199951171875
2018-09-05,225.0399932861328
2019-04-17,224.14999389648438
2019-09-24,218.8699951171875
2019-12-20,219.52000427246094
2020-05-26,223.52999877929688
2019-04-30,222.92999267578125
2019-12-23,223.16000366210938
2020-03-11,229.19000244140625
2020-05-29,227.88999938964844
2019-12-26,230.07000732421875
2020-06-01,223.2899932861328
2019-05-02,219.52000427246094
2019-02-27,222.52000427246094
2018-11-23,235.85000610351562
2019-08-06,235.7899932861328
2018-07-18,238.52999877929688
2018-09-20,235.19000244140625
2018-10-22,233.1699981689453
2019-07-05,237.24000549316406
2019-06-03,232.41000366210938
2019-10-09,236.6699981689453
2019-10-11,239.5500030517578
2020-03-17,239.42999267578125
2020-06-04,241.80999755859375
2019-10-14,245.3800048828125
2020-03-20,243.11000061035156
2018-11-06,247.42999267578125
2019-06-18,245.99000549316406
2019-05-17,245.8300018310547
2019-04-15,247.49000549316406
2019-03-14,232.6300048828125
2019-01-09,230.6300048828125
2018-08-02,229.1699981689453
2018-10-05,236.61000061035156
2019-08-21,236.75
2019-10-17,236.24000549316406
2020-03-23,235.38999938964844
2020-06-10,233.60000610351562
2019-02-25,236.50999450683594
2020-01-07,230.0
2020-03-26,230.72999572753906
2019-10-23,234.42999267578125
