Dates,BAM
2018-06-20,27.83333396911621
2018-06-21,27.64666748046875
2018-06-25,27.600000381469727
2018-06-22,27.399999618530273
2018-06-26,26.986665725708008
2018-06-27,26.8799991607666
2018-06-28,26.926666259765625
2018-06-29,27.1733341217041
2018-07-02,26.913333892822266
2018-07-03,27.206666946411133
2018-07-05,27.18000030517578
2018-07-16,27.586666107177734
2018-09-18,27.81333351135254
2019-01-24,27.979999542236328
2019-09-05,27.773332595825195
2018-11-21,28.14666748046875
2020-01-13,28.226667404174805
2020-04-01,28.0
2020-06-19,28.0
2019-10-29,28.106666564941406
2020-01-16,28.053333282470703
2020-06-22,28.1733341217041
2018-10-03,28.126667022705078
2018-07-31,28.260000228881836
2019-03-12,28.18666648864746
2019-02-08,28.206666946411133
2019-01-07,28.15333366394043
2018-12-06,27.906665802001953
2019-08-19,28.233333587646484
2019-07-18,28.280000686645508
2019-05-15,27.920000076293945
2019-09-20,28.059999465942383
2019-11-01,28.133333206176758
2020-04-07,28.226667404174805
2020-06-25,27.886667251586914
2020-06-16,29.299999237060547
2019-11-04,29.1733341217041
2020-01-22,29.040000915527344
2019-11-07,29.093334197998047
2020-04-13,28.946666717529297
2019-07-01,29.31999969482422
2019-05-30,29.3799991607666
2018-08-15,29.46666717529297
2018-10-18,29.280000686645508
2019-03-27,28.6200008392334
2019-01-22,28.579999923706055
2018-12-21,28.979999542236328
2019-09-03,29.386667251586914
2018-11-19,29.3799991607666
2019-08-02,29.50666618347168
2020-01-28,29.35333251953125
2020-04-16,29.013334274291992
2019-11-13,28.49333381652832
2020-01-31,28.566667556762695
2018-12-04,28.579999923706055
2018-11-02,28.459999084472656
2019-07-16,28.639999389648438
2018-08-30,28.3266658782959
2018-10-01,28.293333053588867
2019-06-14,28.30666732788086
2019-05-13,28.293333053588867
2019-04-11,28.52666664123535
2019-02-06,28.706666946411133
2019-09-18,28.739999771118164
2020-02-03,29.086666107177734
2020-04-22,29.546667098999023
2019-11-19,29.593334197998047
2020-02-06,29.753334045410156
2019-11-22,29.913333892822266
2019-03-25,29.953332901000977
2019-02-21,29.760000228881836
2018-12-19,30.02666664123535
2018-07-12,29.913333892822266
2018-09-14,29.986665725708008
2018-08-13,29.459999084472656
2018-10-16,29.273332595825195
2019-07-31,28.899999618530273
2019-05-28,28.979999542236328
2019-04-26,28.81333351135254
2020-04-28,28.246665954589844
2019-11-25,28.14666748046875
2020-02-12,27.959999084472656
2020-05-01,28.18666648864746
2020-05-04,28.540000915527344
2019-06-12,28.420000076293945
2019-04-09,28.219999313354492
2019-03-08,28.020000457763672
2019-02-04,27.940000534057617
2018-07-27,27.68666648864746
2018-08-28,27.280000686645508
2019-01-03,27.02666664123535
2019-08-15,27.206666946411133
2018-10-31,27.00666618347168
2019-09-16,27.433332443237305
2020-02-18,27.540000915527344
2020-05-07,27.559999465942383
2018-08-17,27.68666648864746
2019-12-04,27.733333587646484
2020-02-21,27.959999084472656
2018-12-17,27.866666793823242
2019-08-30,29.059999465942383
2018-11-15,29.046667098999023
2019-07-29,29.399999618530273
2019-06-27,29.50666618347168
2019-04-24,29.386667251586914
2018-07-10,29.31333351135254
2018-09-12,29.406665802001953
2019-02-19,28.866666793823242
2019-01-18,29.020000457763672
2020-02-24,28.713333129882812
2020-05-13,29.540000915527344
2019-12-10,29.68666648864746
2020-02-27,29.593334197998047
2019-12-13,29.69333267211914
2020-05-19,29.520000457763672
2019-03-06,29.586666107177734
2018-11-30,29.31333351135254
2019-08-13,28.293333053588867
2019-07-12,28.513334274291992
2019-06-10,27.906665802001953
2019-05-09,28.239999771118164
2018-07-25,27.96666717529297
2018-09-27,27.913333892822266
2018-10-29,27.713333129882812
2019-10-16,27.586666107177734
2019-12-16,27.18666648864746
2020-03-04,27.113332748413086
2020-05-22,26.360000610351562
2019-10-01,25.600000381469727
2019-12-19,24.99333381652832
2018-09-10,25.293333053588867
2019-05-24,25.440000534057617
2018-08-09,25.746665954589844
2019-04-22,25.65333366394043
2019-03-21,25.49333381652832
2019-01-16,25.31333351135254
2019-08-28,26.31999969482422
2018-11-13,26.719999313354492
2018-10-12,27.059999465942383
2019-06-25,27.226667404174805
2020-03-10,27.239999771118164
2020-05-28,27.286666870117188
2019-10-07,27.219999313354492
2020-03-13,27.266666412353516
2019-10-10,27.546667098999023
2020-03-16,27.873332977294922
2020-06-03,28.14666748046875
2018-11-28,27.96666717529297
2018-09-25,27.886667251586914
2018-07-23,27.766666412353516
2018-08-24,28.040000915527344
2019-07-10,27.85333251953125
2019-05-07,28.273332595825195
2019-04-05,28.30666732788086
2019-03-04,28.780000686645508
2019-01-31,28.96666717529297
2019-09-12,29.14666748046875
2019-12-31,29.386667251586914
2020-03-19,29.46666717529297
2020-01-03,29.15999984741211
2020-06-09,29.18666648864746
2019-02-15,29.33333396911621
2019-01-14,29.126667022705078
2018-07-06,28.979999542236328
2018-08-07,29.393333435058594
2018-10-10,29.3266658782959
2018-12-13,29.726667404174805
2019-08-26,29.706666946411133
2019-07-25,29.753334045410156
2019-05-22,29.68666648864746
2019-03-19,29.84666633605957
2020-01-06,29.940000534057617
2020-03-25,29.96666717529297
2020-06-12,30.35333251953125
2019-10-22,30.50666618347168
2020-01-09,30.52666664123535
2020-06-15,30.69333267211914
2019-10-25,30.739999771118164
2020-03-31,30.786666870117188
2020-06-18,30.3799991607666
2019-04-03,30.6733341217041
2018-08-22,30.739999771118164
2018-10-25,31.1200008392334
2019-01-29,30.946666717529297
2018-12-28,30.899999618530273
2018-11-26,31.0
2019-08-09,31.18000030517578
2019-07-08,31.246665954589844
2019-06-06,31.31999969482422
2019-09-10,30.979999542236328
2020-01-15,30.64666748046875
2020-04-03,30.893333435058594
2019-10-31,30.886667251586914
2020-04-06,31.15999984741211
2020-06-24,31.286666870117188
2018-11-09,31.553333282470703
2019-07-23,31.66666603088379
2019-06-21,31.760000228881836
