Dates,BAM
2020-06-23,1350000.0
2020-04-08,1401900.0
2020-06-26,1203000.0
2019-03-22,1503800.0
2019-01-17,1295500.0
2019-08-29,970600.0
2018-11-14,882500.0
2019-06-26,1735900.0
2018-09-11,1971300.0
2018-07-09,2625500.0
2018-08-10,1018500.0
2019-04-23,727800.0
2019-09-30,1061900.0
2020-01-23,986700.0
2019-11-08,906400.0
2020-04-14,536800.0
2019-11-11,477000.0
2020-01-29,733700.0
2020-04-17,887800.0
2018-07-24,1068900.0
2018-09-26,1688100.0
2019-05-08,983600.0
2019-03-05,763900.0
2019-02-01,630900.0
2018-12-31,1378400.0
2018-11-29,1089200.0
2019-08-12,828900.0
2019-07-11,1169100.0
2019-09-13,1368200.0
2019-11-14,1557300.0
2020-04-20,1980800.0
2020-02-04,2015900.0
2020-04-23,1301600.0
2018-12-14,2116800.0
2019-08-27,2301800.0
2018-08-08,1776200.0
2018-10-11,1892900.0
2018-11-12,1614600.0
2019-07-26,1666500.0
2019-06-24,1327500.0
2019-05-23,1409000.0
2019-03-20,1493300.0
2019-01-15,1526900.0
2019-11-20,1361700.0
2020-02-07,2185100.0
2020-02-10,1409400.0
2020-04-29,1243100.0
2019-11-26,1206200.0
2020-02-13,1707000.0
2019-01-30,2357300.0
2018-08-23,2480400.0
2018-09-24,2564000.0
2018-11-27,1498400.0
2018-10-26,1311500.0
2019-07-09,1715000.0
2019-06-07,3518400.0
2019-05-06,2793600.0
2019-04-04,3021600.0
2019-09-11,3500400.0
2019-11-29,7784400.0
2020-05-05,4494500.0
2019-12-02,2833100.0
2020-02-19,2176500.0
2020-05-08,2228600.0
2019-05-21,2380800.0
2019-03-18,6170300.0
2018-09-07,5793500.0
2018-08-06,4399800.0
2018-10-09,9375000.0
2019-02-14,5887400.0
2018-12-12,4067600.0
2019-07-24,7857900.0
2019-09-26,9503300.0
2019-10-28,5114000.0
2019-12-05,5303300.0
2020-05-11,12256200.0
2019-07-03,9066300.0
2020-02-25,10054400.0
2020-05-14,9872100.0
2020-02-28,5249300.0
2019-08-08,5684600.0
2019-06-05,3425300.0
2018-07-20,3197000.0
2018-08-21,2708600.0
2018-10-24,3764200.0
2019-04-02,2881300.0
2019-03-01,3030000.0
2019-01-28,3182300.0
2018-12-27,2853100.0
2019-09-09,1973900.0
2020-03-02,2752600.0
2020-05-20,1851500.0
2019-12-17,1563400.0
2020-03-05,2080100.0
2019-02-12,2048200.0
2019-01-11,1508700.0
2018-12-10,2158200.0
2019-08-23,2646300.0
2018-11-08,2252700.0
2019-07-22,2288900.0
2019-06-20,3050300.0
2018-09-05,2974700.0
2019-04-17,2927000.0
2019-09-24,1754900.0
2019-12-20,2086200.0
2020-05-26,1395900.0
2019-04-30,2442700.0
2019-12-23,1711900.0
2020-03-11,1798800.0
2020-05-29,1808200.0
2019-12-26,2041100.0
2020-06-01,3078000.0
2019-05-02,3997400.0
2019-02-27,2273400.0
2018-11-23,2946900.0
2019-08-06,2547800.0
2018-07-18,3227000.0
2018-09-20,2615500.0
2018-10-22,2319700.0
2019-07-05,2461300.0
2019-06-03,1897800.0
2019-10-09,3624700.0
2019-10-11,1976200.0
2020-03-17,2034200.0
2020-06-04,2297500.0
2019-10-14,2058700.0
2020-03-20,1598800.0
2018-11-06,2686600.0
2019-06-18,2996800.0
2019-05-17,2106500.0
2019-04-15,2282500.0
2019-03-14,3467200.0
2019-01-09,2435100.0
2018-08-02,2015800.0
2018-10-05,3320200.0
2019-08-21,2116000.0
2019-10-17,1910000.0
2020-03-23,2717300.0
2020-06-10,1359800.0
2019-02-25,1952600.0
2020-01-07,2486100.0
2020-03-26,1954400.0
2019-10-23,2177900.0
