Dates,BAM
2018-06-20,27.600000381469727
2018-06-21,27.453332901000977
2018-06-25,27.46666717529297
2018-06-22,26.600000381469727
2018-06-26,26.799999237060547
2018-06-27,26.540000915527344
2018-06-28,26.66666603088379
2018-06-29,27.02666664123535
2018-07-02,26.866666793823242
2018-07-03,26.69333267211914
2018-07-05,27.14666748046875
2018-07-16,27.559999465942383
2018-09-18,27.69333267211914
2019-01-24,27.866666793823242
2019-09-05,27.53333282470703
2018-11-21,28.133333206176758
2020-01-13,27.799999237060547
2020-04-01,27.873332977294922
2020-06-19,27.979999542236328
2019-10-29,28.046667098999023
2020-01-16,28.013334274291992
2020-06-22,27.959999084472656
2018-10-03,28.03333282470703
2018-07-31,28.053333282470703
2019-03-12,28.18666648864746
2019-02-08,27.979999542236328
2019-01-07,27.8266658782959
2018-12-06,27.766666412353516
2019-08-19,28.106666564941406
2019-07-18,27.84000015258789
2019-05-15,27.886667251586914
2019-09-20,28.0
2019-11-01,28.046667098999023
2020-04-07,27.6200008392334
2020-06-25,27.85333251953125
2020-06-16,29.113332748413086
2019-11-04,29.0
2020-01-22,28.486665725708008
2019-11-07,29.040000915527344
2020-04-13,28.893333435058594
2019-07-01,29.200000762939453
2019-05-30,29.31999969482422
2018-08-15,29.126667022705078
2018-10-18,28.393333435058594
2019-03-27,28.453332901000977
2019-01-22,28.559999465942383
2018-12-21,28.799999237060547
2019-09-03,29.126667022705078
2018-11-19,29.219999313354492
2019-08-02,29.440000534057617
2020-01-28,29.126667022705078
2020-04-16,28.513334274291992
2019-11-13,28.413333892822266
2020-01-31,28.399999618530273
2018-12-04,28.453332901000977
2018-11-02,28.3266658782959
2019-07-16,28.31333351135254
2018-08-30,28.219999313354492
2018-10-01,28.053333282470703
2019-06-14,28.206666946411133
2019-05-13,28.213333129882812
2019-04-11,28.393333435058594
2019-02-06,28.6733341217041
2019-09-18,28.3266658782959
2020-02-03,28.97333335876465
2020-04-22,29.49333381652832
2019-11-19,29.413333892822266
2020-02-06,29.65999984741211
2019-11-22,29.69333267211914
2019-03-25,29.68000030517578
2019-02-21,29.68666648864746
2018-12-19,29.933332443237305
2018-07-12,29.760000228881836
2018-09-14,29.579999923706055
2018-08-13,29.059999465942383
2018-10-16,28.893333435058594
2019-07-31,28.866666793823242
2019-05-28,28.899999618530273
2019-04-26,28.133333206176758
2020-04-28,27.66666603088379
2019-11-25,27.8799991607666
2020-02-12,27.746665954589844
2020-05-01,28.126667022705078
2020-05-04,28.49333381652832
2019-06-12,27.780000686645508
2019-04-09,27.926666259765625
2019-03-08,27.940000534057617
2019-02-04,27.766666412353516
2018-07-27,27.040000915527344
2018-08-28,27.15999984741211
2019-01-03,26.81999969482422
2019-08-15,26.606666564941406
2018-10-31,26.99333381652832
2019-09-16,27.16666603088379
2020-02-18,27.440000534057617
2020-05-07,27.399999618530273
2018-08-17,27.64666748046875
2019-12-04,27.639999389648438
2020-02-21,27.84000015258789
2018-12-17,27.600000381469727
2019-08-30,28.860000610351562
2018-11-15,28.786666870117188
2019-07-29,29.226667404174805
2019-06-27,29.226667404174805
2019-04-24,29.280000686645508
2018-07-10,29.246665954589844
2018-09-12,29.133333206176758
2019-02-19,28.3799991607666
2019-01-18,28.866666793823242
2020-02-24,28.573333740234375
2020-05-13,29.299999237060547
2019-12-10,29.453332901000977
2020-02-27,29.586666107177734
2019-12-13,29.52666664123535
2020-05-19,29.253334045410156
2019-03-06,29.33333396911621
2018-11-30,28.633333206176758
2019-08-13,28.106666564941406
2019-07-12,27.80666732788086
2019-06-10,27.760000228881836
2019-05-09,27.393333435058594
2018-07-25,27.69333267211914
2018-09-27,27.553333282470703
2018-10-29,27.606666564941406
2019-10-16,26.886667251586914
2019-12-16,26.84000015258789
2020-03-04,26.286666870117188
2020-05-22,25.486665725708008
2019-10-01,24.893333435058594
2019-12-19,24.440000534057617
2018-09-10,25.280000686645508
2019-05-24,25.426666259765625
2018-08-09,25.3266658782959
2019-04-22,25.566667556762695
2019-03-21,25.30666732788086
2019-01-16,25.260000228881836
2019-08-28,26.30666732788086
2018-11-13,26.69333267211914
2018-10-12,26.719999313354492
2019-06-25,27.19333267211914
2020-03-10,27.126667022705078
2020-05-28,27.1200008392334
2019-10-07,27.15999984741211
2020-03-13,27.219999313354492
2019-10-10,27.420000076293945
2020-03-16,27.793333053588867
2020-06-03,28.106666564941406
2018-11-28,27.6733341217041
2018-09-25,27.613332748413086
2018-07-23,27.706666946411133
2018-08-24,28.02666664123535
2019-07-10,27.81999969482422
2019-05-07,28.00666618347168
2019-04-05,28.273332595825195
2019-03-04,28.700000762939453
2019-01-31,28.860000610351562
2019-09-12,29.139999389648438
2019-12-31,29.3799991607666
