Dates,BAM
2018-06-20,27.34000015258789
2018-06-21,27.3266658782959
2018-06-25,27.446666717529297
2018-06-22,26.566667556762695
2018-06-26,26.559999465942383
2018-06-27,26.50666618347168
2018-06-28,26.573333740234375
2018-06-29,26.733333587646484
2018-07-02,26.726667404174805
2018-07-03,26.65999984741211
2018-07-05,26.65999984741211
2018-07-16,27.073333740234375
2018-09-18,27.606666564941406
2019-01-24,27.626667022705078
2019-09-05,27.49333381652832
2018-11-21,27.69333267211914
2020-01-13,27.65333366394043
2020-04-01,27.726667404174805
2020-06-19,27.706666946411133
2019-10-29,27.913333892822266
2020-01-16,27.8266658782959
2020-06-22,27.866666793823242
2018-10-03,27.83333396911621
2018-07-31,27.946666717529297
2019-03-12,27.899999618530273
2019-02-08,27.866666793823242
2019-01-07,27.753334045410156
2018-12-06,27.746665954589844
2019-08-19,27.65333366394043
2019-07-18,27.773332595825195
2019-05-15,27.53333282470703
2019-09-20,27.713333129882812
2019-11-01,27.946666717529297
2020-04-07,27.566667556762695
2020-06-25,27.520000457763672
2020-06-16,27.786666870117188
2019-11-04,28.65333366394043
2020-01-22,28.293333053588867
2019-11-07,28.566667556762695
2020-04-13,28.706666946411133
2019-07-01,29.013334274291992
2019-05-30,29.00666618347168
2018-08-15,29.086666107177734
2018-10-18,28.373332977294922
2019-03-27,28.33333396911621
2019-01-22,28.286666870117188
2018-12-21,28.566667556762695
2019-09-03,28.866666793823242
2018-11-19,29.139999389648438
2019-08-02,29.206666946411133
2020-01-28,29.066667556762695
2020-04-16,28.33333396911621
2019-11-13,28.126667022705078
2020-01-31,28.139999389648438
2018-12-04,28.226667404174805
2018-11-02,28.133333206176758
2019-07-16,28.200000762939453
2018-08-30,28.053333282470703
2018-10-01,27.933332443237305
2019-06-14,28.066667556762695
2019-05-13,28.100000381469727
2019-04-11,28.239999771118164
2019-02-06,28.426666259765625
2019-09-18,28.286666870117188
2020-02-03,28.426666259765625
2020-04-22,28.933332443237305
2019-11-19,29.280000686645508
2020-02-06,29.360000610351562
2019-11-22,29.65999984741211
2019-03-25,29.633333206176758
2019-02-21,29.433332443237305
2018-12-19,29.65999984741211
2018-07-12,29.47333335876465
2018-09-14,29.513334274291992
2018-08-13,28.84666633605957
2018-10-16,28.81999969482422
2019-07-31,28.726667404174805
2019-05-28,28.566667556762695
2019-04-26,28.086666107177734
2020-04-28,27.433332443237305
2019-11-25,27.746665954589844
2020-02-12,27.446666717529297
2020-05-01,27.85333251953125
2020-05-04,27.959999084472656
2019-06-12,27.746665954589844
2019-04-09,27.80666732788086
2019-03-08,27.64666748046875
2019-02-04,27.420000076293945
2018-07-27,27.02666664123535
2018-08-28,27.02666664123535
2019-01-03,26.3799991607666
2019-08-15,26.3799991607666
2018-10-31,26.546667098999023
2019-09-16,27.100000381469727
2020-02-18,27.280000686645508
2020-05-07,27.299999237060547
2018-08-17,27.440000534057617
2019-12-04,27.46666717529297
2020-02-21,27.633333206176758
2018-12-17,27.413333892822266
2019-08-30,27.626667022705078
2018-11-15,28.593334197998047
2019-07-29,28.84000015258789
2019-06-27,29.133333206176758
2019-04-24,28.920000076293945
2018-07-10,29.03333282470703
2018-09-12,29.040000915527344
2019-02-19,28.31999969482422
2019-01-18,28.5
2020-02-24,28.479999542236328
2020-05-13,28.8799991607666
2019-12-10,29.15999984741211
2020-02-27,29.293333053588867
2019-12-13,29.360000610351562
2020-05-19,29.053333282470703
2019-03-06,29.15333366394043
2018-11-30,28.613332748413086
2019-08-13,27.3799991607666
2019-07-12,27.713333129882812
2019-06-10,27.34000015258789
2019-05-09,27.35333251953125
2018-07-25,27.64666748046875
2018-09-27,27.459999084472656
2018-10-29,27.273332595825195
2019-10-16,26.793333053588867
2019-12-16,26.780000686645508
2020-03-04,26.246665954589844
2020-05-22,25.453332901000977
2019-10-01,24.85333251953125
2019-12-19,24.440000534057617
2018-09-10,24.386667251586914
2019-05-24,24.83333396911621
2018-08-09,25.18000030517578
2019-04-22,25.406665802001953
2019-03-21,24.953332901000977
2019-01-16,24.933332443237305
2019-08-28,25.479999542236328
2018-11-13,26.233333587646484
2018-10-12,26.546667098999023
2019-06-25,26.866666793823242
2020-03-10,26.933332443237305
2020-05-28,26.906665802001953
2019-10-07,26.906665802001953
2020-03-13,27.03333282470703
2019-10-10,27.226667404174805
2020-03-16,27.219999313354492
2020-06-03,27.8266658782959
2018-11-28,27.5
2018-09-25,27.3266658782959
2018-07-23,27.3799991607666
2018-08-24,27.726667404174805
2019-07-10,27.486665725708008
2019-05-07,27.85333251953125
2019-04-05,27.860000610351562
2019-03-04,28.253334045410156
2019-01-31,28.700000762939453
2019-09-12,28.799999237060547
2019-12-31,29.19333267211914
2020-03-19,29.093334197998047
2020-01-03,28.780000686645508
2020-06-09,28.65999984741211
2019-02-15,28.66666603088379
2019-01-14,28.68666648864746
2018-07-06,28.700000762939453
2018-08-07,28.219999313354492
2018-10-10,28.68666648864746
2018-12-13,29.200000762939453
2019-08-26,29.50666618347168
2019-07-25,29.34000015258789
2019-05-22,29.46666717529297
2019-03-19,29.5
2020-01-06,29.546667098999023
2020-03-25,29.573333740234375
2020-06-12,29.81999969482422
2019-10-22,30.1200008392334
2020-01-09,30.14666748046875
2020-06-15,30.35333251953125
2019-10-25,30.399999618530273
2020-03-31,30.246665954589844
2020-06-18,30.079999923706055
