Dates,C
2007-12-31,288.0
2008-01-02,288.5
2008-01-04,288.8999938964844
2008-01-07,280.3999938964844
2008-01-03,279.29998779296875
2008-01-08,270.1000061035156
2008-01-09,265.0
2008-01-10,269.20001220703125
2008-01-11,276.0
2008-01-14,283.79998779296875
2008-01-15,267.1000061035156
2008-03-14,259.0
2008-06-18,246.0
2009-01-28,239.1999969482422
2008-04-15,223.60000610351562
2008-11-25,236.8000030517578
2009-04-02,265.0
2008-10-07,260.79998779296875
2008-01-25,261.5
2008-02-26,275.0
2008-04-30,272.8999938964844
2008-09-05,264.5
2008-08-04,282.70001220703125
2008-07-03,289.1000061035156
2009-03-16,270.1000061035156
2009-02-12,267.3999938964844
2008-12-10,263.1000061035156
2009-04-08,257.1000061035156
2008-03-12,253.8000030517578
2008-10-22,259.20001220703125
2008-08-19,256.5
2008-07-18,257.0
2008-06-16,250.0
2009-02-27,251.60000610351562
2008-05-15,244.8000030517578
2009-01-26,250.0
2009-03-31,242.60000610351562
2009-04-14,241.5
2009-04-17,244.0
2009-04-20,246.6999969482422
2008-07-01,249.1999969482422
2008-05-30,234.89999389648438
2009-02-10,228.0
2009-01-09,212.3000030517578
2008-01-23,218.8000030517578
2008-03-27,210.8000030517578
2008-04-28,204.0
2008-12-08,196.89999389648438
2008-11-06,203.0
2008-09-03,211.10000610351562
2009-04-23,200.39999389648438
2008-09-18,195.39999389648438
2008-07-16,179.89999389648438
2009-02-25,192.1999969482422
2008-03-10,202.10000610351562
2008-02-07,206.1999969482422
2008-04-11,228.39999389648438
2008-05-13,230.89999389648438
2008-12-23,218.6999969482422
2008-11-21,215.10000610351562
2008-10-20,207.0
2009-04-29,204.1999969482422
2009-05-05,225.8000030517578
2008-11-04,238.0
2008-10-03,235.60000610351562
2008-07-31,235.1999969482422
2008-03-25,243.89999389648438
2008-02-22,235.10000610351562
2009-03-12,235.39999389648438
2008-05-28,231.0
2009-01-07,232.5
2009-04-13,221.8000030517578
2009-05-15,224.6999969482422
2009-05-08,229.0
2008-06-12,229.60000610351562
2009-02-23,250.3000030517578
2009-01-22,242.3000030517578
2008-11-19,246.3000030517578
2008-09-16,244.8000030517578
2008-02-05,246.89999389648438
2008-04-09,258.1000061035156
2008-08-15,265.20001220703125
2008-07-14,262.6000061035156
2009-03-27,252.5
2009-05-14,251.5
2008-09-22,262.3999938964844
2008-07-29,257.1000061035156
2008-06-27,250.5
2009-03-10,242.60000610351562
2009-02-06,240.0
2009-01-05,235.39999389648438
2008-12-04,233.60000610351562
2008-02-20,229.1999969482422
2008-04-24,229.3000030517578
2008-10-01,230.0
2009-05-13,230.8000030517578
2009-05-26,228.6999969482422
2008-03-06,220.10000610351562
2008-11-17,210.10000610351562
2008-10-16,211.3000030517578
2008-08-13,210.8000030517578
2008-06-10,212.0
2008-05-09,211.1999969482422
2009-01-20,215.1999969482422
2008-04-07,218.60000610351562
2008-12-19,210.0
2009-03-25,210.3000030517578
2009-05-29,208.39999389648438
2009-06-01,209.0
2009-02-04,200.0
2008-01-17,194.0
2008-04-22,194.89999389648438
2008-12-02,190.8000030517578
2008-10-31,194.5
2008-09-29,199.0
2008-08-28,203.8000030517578
2008-06-25,203.60000610351562
2009-04-09,198.1999969482422
2009-05-11,194.10000610351562
2008-08-11,190.0
2008-07-10,184.39999389648438
2008-02-01,183.3000030517578
2008-03-04,187.5
2009-02-19,175.3000030517578
2008-05-07,169.10000610351562
2008-12-17,165.8000030517578
2008-10-14,162.5
2008-09-12,167.89999389648438
2009-03-23,165.6999969482422
2008-10-29,158.0
2008-08-26,161.10000610351562
2008-03-19,163.8000030517578
2008-07-25,160.5
2008-06-23,157.5
2009-03-06,151.5
2008-05-22,140.10000610351562
2009-02-02,145.8000030517578
