Dates,C
2007-12-31,6542000.0
2008-01-02,6214600.0
2008-01-04,5965700.0
2008-01-07,7545400.0
2008-01-03,6891800.0
2008-01-08,9998900.0
2008-01-09,10781000.0
2008-01-10,10559500.0
2008-01-11,8894600.0
2008-01-14,9431500.0
2008-01-15,22078200.0
2008-03-14,19821400.0
2008-06-18,23219400.0
2009-01-28,19718700.0
2008-04-15,21079600.0
2008-11-25,18963400.0
2009-04-02,13578500.0
2008-10-07,11031600.0
2008-01-25,8367200.0
2008-02-26,8165400.0
2008-04-30,13495700.0
2008-09-05,13862000.0
2008-08-04,12037600.0
2008-07-03,8475900.0
2009-03-16,10920200.0
2009-02-12,7369500.0
2008-12-10,10720300.0
2009-04-08,8185800.0
2008-03-12,7130400.0
2008-10-22,8506500.0
2008-08-19,10378800.0
2008-07-18,6563000.0
2008-06-16,8737600.0
2009-02-27,6995500.0
2008-05-15,7415600.0
2009-01-26,7836500.0
2009-03-31,8675300.0
2009-04-14,12003200.0
2009-04-17,10763900.0
2009-04-20,8775700.0
2008-07-01,6221600.0
2008-05-30,10000400.0
2009-02-10,10214300.0
2009-01-09,18768100.0
2008-01-23,11233400.0
2008-03-27,8697200.0
2008-04-28,10073700.0
2008-12-08,11678500.0
2008-11-06,13736600.0
2008-09-03,12005700.0
2009-04-23,13799000.0
2008-09-18,16764200.0
2008-07-16,18154600.0
2009-02-25,15244300.0
2008-03-10,13711600.0
2008-02-07,18090600.0
2008-04-11,12883500.0
2008-05-13,9192600.0
2008-12-23,12323100.0
2008-11-21,10665300.0
2008-10-20,8504300.0
2009-04-29,8964100.0
2009-05-05,13529100.0
2008-11-04,15337300.0
2008-10-03,7650600.0
2008-07-31,7337000.0
2008-03-25,8925000.0
2008-02-22,7866900.0
2009-03-12,8466100.0
2008-05-28,7752800.0
2009-01-07,6947500.0
2009-04-13,7969200.0
2009-05-15,5511900.0
2009-05-08,7262300.0
2008-06-12,8057300.0
2009-02-23,14507700.0
2009-01-22,6733500.0
2008-11-19,6071000.0
2008-09-16,6873300.0
2008-02-05,8548800.0
2008-04-09,9738800.0
2008-08-15,7506400.0
2008-07-14,5772800.0
2009-03-27,14899700.0
2009-05-14,8451400.0
2008-09-22,7742000.0
2008-07-29,6301300.0
2008-06-27,7915900.0
2009-03-10,8845600.0
2009-02-06,7901500.0
2009-01-05,8607600.0
2008-12-04,6880400.0
2008-02-20,6703800.0
2008-04-24,6436000.0
2008-10-01,7078400.0
2009-05-13,6731600.0
2009-05-26,5895800.0
2008-03-06,8973900.0
2008-11-17,11344900.0
2008-10-16,9170000.0
2008-08-13,6554800.0
2008-06-10,6872700.0
2008-05-09,7037300.0
2009-01-20,7268600.0
2008-04-07,5354900.0
2008-12-19,6272600.0
2009-03-25,7202800.0
2009-05-29,9114500.0
2009-06-01,8783600.0
2009-02-04,11425000.0
2008-01-17,11079800.0
2008-04-22,9880000.0
2008-12-02,10889200.0
2008-10-31,9807600.0
2008-09-29,6811900.0
2008-08-28,7399800.0
2008-06-25,7084300.0
2009-04-09,8570300.0
2009-05-11,15174500.0
2008-08-11,15160300.0
2008-07-10,8781200.0
2008-02-01,9313500.0
2008-03-04,12029100.0
2009-02-19,17332100.0
2008-05-07,12647400.0
2008-12-17,12464700.0
2008-10-14,13829600.0
2008-09-12,8926000.0
2009-03-23,5799800.0
2008-10-29,11539100.0
2008-08-26,10540400.0
2008-03-19,10100000.0
2008-07-25,10426300.0
2008-06-23,13624300.0
2009-03-06,11873800.0
2008-05-22,18911800.0
2009-02-02,15887200.0
2009-04-07,19573700.0
2009-01-16,21382400.0
2008-12-15,11700600.0
2008-11-13,13879600.0
2009-02-17,15657500.0
2008-04-03,11753700.0
2008-01-30,10217800.0
2008-05-05,12169000.0
2008-09-10,14725500.0
2008-07-08,10627900.0
2008-06-06,8496700.0
2009-04-16,8412700.0
2008-07-23,8680000.0
2009-03-04,9247800.0
2008-05-20,6739200.0
2008-12-30,10084500.0
2008-11-28,8209700.0
2008-03-17,7413100.0
2008-02-14,8300400.0
2008-04-18,9338300.0
2008-10-27,6408700.0
2008-09-25,6483200.0
2009-04-22,7440300.0
2008-10-10,7837200.0
2008-09-08,8571700.0
2008-08-07,6095100.0
2009-03-19,6242400.0
2008-06-04,6156400.0
2009-01-14,5032100.0
2008-01-28,5632700.0
2008-04-01,8076000.0
2008-02-29,5246000.0
2008-11-11,7979000.0
2009-04-28,6362700.0
2009-05-01,8057300.0
2008-11-26,8401400.0
2008-09-23,17043000.0
2008-08-22,11634800.0
2008-07-21,9026000.0
2008-06-19,13396600.0
2009-03-02,10991600.0
2008-04-16,26909700.0
2008-02-12,25736700.0
2009-01-29,31223400.0
2009-04-03,34223900.0
2009-05-04,26540500.0
2009-05-07,11772100.0
2008-02-27,8501100.0
2009-03-17,8743300.0
2008-06-02,9354600.0
2009-02-13,11248600.0
2008-05-01,20118500.0
2009-01-12,11318400.0
2008-12-11,15699000.0
2008-10-08,10876500.0
2008-08-05,29571900.0
2009-05-20,15922100.0
2008-04-14,12775800.0
2008-03-13,15606300.0
2008-05-16,18930700.0
2008-10-23,26081600.0
2008-08-20,16383300.0
2008-06-17,25352200.0
2009-01-27,15327800.0
2008-12-26,17092700.0
2008-11-24,15737900.0
2009-04-01,10724800.0
2009-05-19,17137800.0
2009-05-22,13714800.0
2008-12-09,14477900.0
2008-11-07,12844500.0
2008-01-24,12208900.0
2008-02-25,15088900.0
2008-03-28,13053100.0
2008-04-29,10086900.0
2008-10-06,9197000.0
2008-09-04,7104500.0
2008-07-02,8020500.0
2009-02-11,10737200.0
