Dates,C
2007-12-31,294.3999938964844
2008-01-02,289.20001220703125
2008-01-04,289.29998779296875
2008-01-07,282.3999938964844
2008-01-03,282.6000061035156
2008-01-08,271.3999938964844
2008-01-09,274.8999938964844
2008-01-10,281.1000061035156
2008-01-11,285.6000061035156
2008-01-14,290.6000061035156
2008-01-15,269.3999938964844
2008-03-14,262.3999938964844
2008-06-18,249.60000610351562
2009-01-28,244.5
2008-04-15,244.0
2008-11-25,263.6000061035156
2009-04-02,273.29998779296875
2008-10-07,266.3999938964844
2008-01-25,276.5
2008-02-26,279.1000061035156
2008-04-30,278.79998779296875
2008-09-05,281.70001220703125
2008-08-04,296.8999938964844
2008-07-03,292.20001220703125
2009-03-16,270.5
2009-02-12,269.20001220703125
2008-12-10,267.0
2009-04-08,260.29998779296875
2008-03-12,258.1000061035156
2008-10-22,262.1000061035156
2008-08-19,263.3999938964844
2008-07-18,257.3999938964844
2008-06-16,254.8000030517578
2009-02-27,253.1999969482422
2008-05-15,254.89999389648438
2009-01-26,250.5
2009-03-31,251.1999969482422
2009-04-14,247.39999389648438
2009-04-17,249.5
2009-04-20,257.20001220703125
2008-07-01,250.10000610351562
2008-05-30,237.10000610351562
2009-02-10,230.89999389648438
2009-01-09,221.0
2008-01-23,221.5
2008-03-27,211.6999969482422
2008-04-28,209.10000610351562
2008-12-08,196.89999389648438
2008-11-06,214.89999389648438
2008-09-03,212.10000610351562
2009-04-23,210.6999969482422
2008-09-18,197.8000030517578
2008-07-16,186.1999969482422
2009-02-25,207.10000610351562
2008-03-10,204.10000610351562
2008-02-07,225.0
2008-04-11,232.6999969482422
2008-05-13,234.1999969482422
2008-12-23,220.5
2008-11-21,217.89999389648438
2008-10-20,208.3000030517578
2009-04-29,214.1999969482422
2009-05-05,238.39999389648438
2008-11-04,240.1999969482422
2008-10-03,243.60000610351562
2008-07-31,240.8000030517578
2008-03-25,246.0
2008-02-22,237.60000610351562
2009-03-12,235.8000030517578
2008-05-28,237.10000610351562
2009-01-07,233.60000610351562
2009-04-13,225.10000610351562
2009-05-15,228.0
2009-05-08,234.39999389648438
2008-06-12,240.3000030517578
2009-02-23,251.10000610351562
2009-01-22,250.3000030517578
2008-11-19,251.1999969482422
2008-09-16,246.3000030517578
2008-02-05,257.6000061035156
2008-04-09,266.0
2008-08-15,268.1000061035156
2008-07-14,263.20001220703125
2009-03-27,252.6999969482422
2009-05-14,259.8999938964844
2008-09-22,263.8999938964844
2008-07-29,257.5
2008-06-27,258.70001220703125
2009-03-10,244.8000030517578
2009-02-06,243.0
2009-01-05,236.3000030517578
2008-12-04,236.39999389648438
2008-02-20,230.3000030517578
2008-04-24,232.5
2008-10-01,237.3000030517578
2009-05-13,231.1999969482422
2009-05-26,229.89999389648438
2008-03-06,221.10000610351562
2008-11-17,210.60000610351562
2008-10-16,217.1999969482422
2008-08-13,211.1999969482422
2008-06-10,216.60000610351562
2008-05-09,216.0
