Dates,STZ
2018-06-20,224.3972930908203
2018-06-21,224.26158142089844
2018-06-25,224.41668701171875
2018-06-22,221.04344177246094
2018-06-26,222.60403442382812
2018-06-27,222.3714141845703
2018-06-28,225.2018280029297
2018-06-29,212.15478515625
2018-07-02,209.28564453125
2018-07-03,208.39385986328125
2018-07-05,209.120849609375
2018-07-16,208.38414001464844
2018-09-18,211.602294921875
2019-01-24,211.29209899902344
2019-09-05,210.68145751953125
2018-11-21,210.8462371826172
2020-01-13,208.88819885253906
2020-04-01,206.90110778808594
2020-06-19,207.288818359375
2019-10-29,207.7831573486328
2020-01-16,209.1983642578125
2020-06-22,209.33409118652344
2018-10-03,208.40354919433594
2018-07-31,208.0158233642578
2019-03-12,208.5489501953125
2019-02-08,208.04489135742188
2019-01-07,207.38575744628906
2018-12-06,203.23704528808594
2019-08-19,203.77987670898438
2019-07-18,202.064208984375
2019-05-15,201.56015014648438
2019-09-20,207.4439239501953
2019-11-01,205.99961853027344
2020-04-07,210.46817016601562
2020-06-25,207.83163452148438
2020-06-16,208.91131591796875
2019-11-04,207.4717559814453
2020-01-22,207.98727416992188
2019-11-07,215.74920654296875
2020-04-13,202.57919311523438
2019-07-01,196.9473876953125
2019-05-30,198.35777282714844
2018-08-15,197.3559112548828
2018-10-18,195.0117645263672
2019-03-27,197.80335998535156
2019-01-22,199.28182983398438
2018-12-21,201.92750549316406
2019-09-03,204.5148162841797
2018-11-19,201.50926208496094
2019-08-02,203.5324249267578
2020-01-28,203.05580139160156
2020-04-16,202.5111083984375
2019-11-13,205.34158325195312
2020-01-31,204.0187530517578
2018-12-04,202.9196319580078
2018-11-02,205.93492126464844
2019-07-16,206.265625
2018-08-30,209.37820434570312
2018-10-01,210.08827209472656
2019-06-14,208.95994567871094
2019-05-13,206.2559051513672
2019-04-11,206.5282440185547
2019-02-06,207.68572998046875
2019-09-18,209.2906494140625
2020-02-03,212.59774780273438
2020-04-22,211.01229858398438
2019-11-19,210.40924072265625
2020-02-06,208.648681640625
2019-11-22,207.91917419433594
2019-03-25,209.06695556640625
2019-02-21,209.7283477783203
2018-12-19,207.4912109375
2018-07-12,206.91732788085938
2018-09-14,205.00115966796875
2018-08-13,216.03131103515625
2018-10-16,217.081787109375
2019-07-31,222.42176818847656
2019-05-28,220.08734130859375
2019-04-26,215.5546875
2020-04-28,211.81961059570312
2019-11-25,219.52322387695312
2020-02-12,217.59732055664062
2020-05-01,220.75851440429688
2020-05-04,220.99192810058594
2019-06-12,218.93959045410156
2019-04-09,216.83860778808594
2019-03-08,213.17164611816406
2019-02-04,209.0085906982422
2018-07-27,206.38235473632812
2018-08-28,207.3258514404297
2019-01-03,204.2230224609375
2019-08-15,197.2100067138672
2018-10-31,193.04696655273438
2019-09-16,193.78619384765625
2020-02-18,195.39111328125
2020-05-07,195.819091796875
2018-08-17,195.54576110839844
2019-12-04,199.1579132080078
2020-02-21,201.84266662597656
2018-12-17,199.86083984375
2019-08-30,198.30856323242188
2018-11-15,197.17611694335938
2019-07-29,194.9014129638672
2019-06-27,192.62669372558594
2019-04-24,192.75363159179688
2018-07-10,191.86524963378906
2018-09-12,188.79977416992188
2019-02-19,186.193115234375
2019-01-18,189.6002960205078
2020-02-24,188.26280212402344
2020-05-13,189.502685546875
2019-12-10,191.15257263183594
2020-02-27,196.54153442382812
2019-12-13,191.55284118652344
2020-05-19,191.11351013183594
2019-03-06,193.50535583496094
2018-11-30,186.6324462890625
2019-08-13,186.193115234375
2019-07-12,184.13320922851562
2019-06-10,182.85430908203125
2019-05-09,184.2894287109375
2018-07-25,182.29783630371094
2018-09-27,178.29515075683594
2018-10-29,176.9674530029297
2019-10-16,171.871337890625
2019-12-16,168.52273559570312
2020-03-04,168.0053253173828
2020-05-22,162.91900634765625
2019-10-01,158.3305206298828
2019-12-19,153.22467041015625
2018-09-10,159.54110717773438
2019-05-24,159.61923217773438
2018-08-09,158.99440002441406
2019-04-22,157.00283813476562
2019-03-21,160.14639282226562
2019-01-16,157.7643280029297
2019-08-28,162.66517639160156
2018-11-13,166.0820770263672
2018-10-12,168.2493896484375
2019-06-25,147.3573455810547
2020-03-10,156.13394165039062
2020-05-28,155.43104553222656
2019-10-07,157.04188537597656
2020-03-13,156.71971130371094
2019-10-10,156.0851287841797
2020-03-16,156.5537567138672
2020-06-03,160.2537841796875
2018-11-28,160.82003784179688
2018-09-25,161.65960693359375
2018-07-23,160.87860107421875
2018-08-24,162.8408966064453
2019-07-10,163.91476440429688
2019-05-07,164.15884399414062
2019-04-05,166.56045532226562
2019-03-04,169.53807067871094
2019-01-31,169.6259307861328
2019-09-12,168.70823669433594
2019-12-31,170.57290649414062
2020-03-19,168.2005615234375
2020-01-03,169.91879272460938
2020-06-09,171.06103515625
2019-02-15,169.3845672607422
2019-01-14,168.57081604003906
2018-07-06,171.34535217285156
2018-08-07,170.55123901367188
2018-10-10,171.4826202392578
2018-12-13,171.2963409423828
2019-08-26,163.70799255371094
2019-07-25,162.40406799316406
2019-05-22,165.7472381591797
2019-03-19,163.87466430664062
2020-01-06,166.09039306640625
2020-03-25,165.93353271484375
2020-06-12,165.84530639648438
2019-10-22,168.57081604003906
2020-01-09,167.28648376464844
2020-06-15,164.1884002685547
2019-10-25,162.8060302734375
2020-03-31,164.35507202148438
2020-06-18,162.93348693847656
2019-04-03,165.0315704345703
2018-08-22,165.50213623046875
2018-10-25,167.31590270996094
2019-01-29,167.26687622070312
