Dates,STZ
2018-06-20,231.5
2018-06-21,231.36000061035156
2018-06-25,231.52000427246094
2018-06-22,228.0399932861328
2018-06-26,229.64999389648438
2018-06-27,229.41000366210938
2018-06-28,232.3300018310547
2018-06-29,218.8699951171875
2018-07-02,215.91000366210938
2018-07-03,214.99000549316406
2018-07-05,215.74000549316406
2018-07-16,214.97999572753906
2018-09-18,218.3000030517578
2019-01-24,217.97999572753906
2019-09-05,217.35000610351562
2018-11-21,217.52000427246094
2020-01-13,215.5
2020-04-01,213.4499969482422
2020-06-19,213.85000610351562
2019-10-29,214.36000061035156
2020-01-16,215.82000732421875
2020-06-22,215.9600067138672
2018-10-03,215.0
2018-07-31,214.60000610351562
2019-03-12,215.14999389648438
2019-02-08,214.6300048828125
2019-01-07,213.9499969482422
2018-12-06,209.6699981689453
2019-08-19,210.22999572753906
2019-07-18,208.4600067138672
2019-05-15,207.94000244140625
2019-09-20,214.00999450683594
2019-11-01,212.52000427246094
2020-04-07,217.1300048828125
2020-06-25,214.41000366210938
2020-06-16,214.77999877929688
2019-11-04,213.3000030517578
2020-01-22,213.8300018310547
2019-11-07,221.80999755859375
2020-04-13,208.27000427246094
2019-07-01,202.47999572753906
2019-05-30,203.92999267578125
2018-08-15,202.89999389648438
2018-10-18,200.49000549316406
2019-03-27,203.36000061035156
2019-01-22,204.8800048828125
2018-12-21,207.60000610351562
2019-09-03,210.25999450683594
2018-11-19,207.1699981689453
2019-08-02,209.25
2020-01-28,208.75999450683594
2020-04-16,208.1999969482422
2019-11-13,211.11000061035156
2020-01-31,209.75
2018-12-04,208.6199951171875
2018-11-02,211.72000122070312
2019-07-16,212.05999755859375
2018-08-30,215.25999450683594
2018-10-01,215.99000549316406
2019-06-14,214.8300018310547
2019-05-13,212.0500030517578
2019-04-11,212.3300018310547
2019-02-06,213.52000427246094
2019-09-18,215.1699981689453
2020-02-03,218.57000732421875
2020-04-22,216.94000244140625
2019-11-19,216.32000732421875
2020-02-06,214.50999450683594
2019-11-22,213.75999450683594
2019-03-25,214.94000244140625
2019-02-21,215.6199951171875
2018-12-19,213.32000732421875
2018-07-12,212.72999572753906
2018-09-14,210.75999450683594
2018-08-13,222.10000610351562
2018-10-16,223.17999267578125
2019-07-31,228.6699981689453
2019-05-28,226.27000427246094
2019-04-26,221.61000061035156
2020-04-28,217.77000427246094
2019-11-25,225.69000244140625
2020-02-12,223.7100067138672
2020-05-01,226.9600067138672
2020-05-04,227.1999969482422
2019-06-12,225.08999633789062
2019-04-09,222.92999267578125
2019-03-08,219.16000366210938
2019-02-04,214.8800048828125
2018-07-27,212.17999267578125
2018-08-28,213.14999389648438
2019-01-03,209.9600067138672
2019-08-15,202.75
2018-10-31,198.47000122070312
2019-09-16,199.22999572753906
2020-02-18,200.8800048828125
