Dates,STZ
2018-06-20,975400.0
2018-06-21,940700.0
2018-06-25,1306200.0
2018-06-22,1373500.0
2018-06-26,1232400.0
2018-06-27,1845000.0
2018-06-28,2090900.0
2018-06-29,10214900.0
2018-07-02,3523600.0
2018-07-03,1205900.0
2018-07-05,1530300.0
2018-07-16,1480600.0
2018-09-18,1645200.0
2019-01-24,1083300.0
2019-09-05,979700.0
2018-11-21,1100900.0
2020-01-13,1962600.0
2020-04-01,2234700.0
2020-06-19,1931600.0
2019-10-29,2458400.0
2020-01-16,1196200.0
2020-06-22,993200.0
2018-10-03,893700.0
2018-07-31,1546000.0
2019-03-12,1733800.0
2019-02-08,1552600.0
2019-01-07,1578300.0
2018-12-06,2128300.0
2019-08-19,2519900.0
2019-07-18,1556500.0
2019-05-15,1588300.0
2019-09-20,3461100.0
2019-11-01,1516300.0
2020-04-07,1894300.0
2020-06-25,1906100.0
2020-06-16,1038700.0
2019-11-04,1151400.0
2020-01-22,1136700.0
2019-11-07,4415500.0
2020-04-13,10095100.0
2019-07-01,5190100.0
2019-05-30,3754000.0
2018-08-15,2556900.0
2018-10-18,2943700.0
2019-03-27,2467500.0
2019-01-22,1900300.0
2018-12-21,2190800.0
2019-09-03,3046200.0
2018-11-19,2077800.0
2019-08-02,1506800.0
2020-01-28,1835600.0
2020-04-16,1980400.0
2019-11-13,1717300.0
2020-01-31,1973600.0
2018-12-04,1687100.0
2018-11-02,2115300.0
2019-07-16,2217400.0
2018-08-30,2618800.0
2018-10-01,1922200.0
2019-06-14,1723200.0
2019-05-13,2111100.0
2019-04-11,1941900.0
2019-02-06,1391000.0
2019-09-18,1896100.0
2020-02-03,1882700.0
2020-04-22,2055300.0
2019-11-19,928600.0
2020-02-06,1555800.0
2019-11-22,1338200.0
2019-03-25,1128100.0
2019-02-21,2434100.0
2018-12-19,1341700.0
2018-07-12,1765500.0
2018-09-14,2627300.0
2018-08-13,7428400.0
2018-10-16,3759300.0
2019-07-31,3029200.0
2019-05-28,2443100.0
2019-04-26,2217700.0
2020-04-28,2343700.0
2019-11-25,2967200.0
2020-02-12,1583700.0
2020-05-01,1636100.0
2020-05-04,1165200.0
2019-06-12,1991000.0
2019-04-09,1883500.0
2019-03-08,2563000.0
2019-02-04,2808200.0
2018-07-27,2330400.0
2018-08-28,1712800.0
2019-01-03,3008100.0
2019-08-15,2570300.0
2018-10-31,3477300.0
2019-09-16,2978700.0
2020-02-18,1783000.0
2020-05-07,1877100.0
2018-08-17,1605800.0
2019-12-04,2303900.0
2020-02-21,2041800.0
2018-12-17,1459300.0
2019-08-30,1654400.0
2018-11-15,1309100.0
2019-07-29,2316900.0
2019-06-27,2265200.0
2019-04-24,1304500.0
2018-07-10,2436300.0
2018-09-12,3845900.0
2019-02-19,2363900.0
2019-01-18,1684800.0
2020-02-24,470200.0
2020-05-13,1329400.0
2019-12-10,2269500.0
2020-02-27,2012900.0
2019-12-13,2909400.0
2020-05-19,1663000.0
2019-03-06,2351700.0
2018-11-30,2192300.0
2019-08-13,1666400.0
2019-07-12,1437700.0
2019-06-10,1915000.0
2019-05-09,2041000.0
2018-07-25,2267500.0
2018-09-27,2311000.0
2018-10-29,1330800.0
2019-10-16,2739400.0
2019-12-16,3488200.0
2020-03-04,3539400.0
2020-05-22,2519400.0
2019-10-01,3163500.0
2019-12-19,1541000.0
2018-09-10,1908400.0
2019-05-24,1734000.0
2018-08-09,1963800.0
2019-04-22,1952800.0
2019-03-21,1747200.0
2019-01-16,2392000.0
2019-08-28,3369600.0
2018-11-13,3553100.0
2018-10-12,3418600.0
2019-06-25,17157500.0
2020-03-10,7659000.0
2020-05-28,3835100.0
2019-10-07,2874500.0
2020-03-13,1823600.0
2019-10-10,1917900.0
2020-03-16,1725500.0
2020-06-03,2952200.0
2018-11-28,2553400.0
2018-09-25,2700400.0
2018-07-23,2163200.0
2018-08-24,2349200.0
2019-07-10,2636500.0
2019-05-07,3067000.0
2019-04-05,2486600.0
2019-03-04,2457300.0
2019-01-31,2531400.0
2019-09-12,1483400.0
2019-12-31,2604600.0
2020-03-19,1651700.0
2020-01-03,1896200.0
2020-06-09,1344200.0
2019-02-15,2021200.0
2019-01-14,1979900.0
2018-07-06,4736500.0
2018-08-07,2484500.0
2018-10-10,1965600.0
2018-12-13,2072300.0
2019-08-26,5401800.0
2019-07-25,5426300.0
2019-05-22,3913800.0
2019-03-19,1695100.0
2020-01-06,1495900.0
2020-03-25,1112300.0
2020-06-12,1540600.0
2019-10-22,1508500.0
2020-01-09,1828700.0
2020-06-15,2601700.0
2019-10-25,1292500.0
2020-03-31,1595600.0
2020-06-18,1146200.0
2019-04-03,1043300.0
2018-08-22,997900.0
2018-10-25,1379200.0
2019-01-29,1240000.0
2018-12-28,2682700.0
2018-11-26,856300.0
2019-08-09,2187200.0
2019-07-08,2815900.0
2019-06-06,1622600.0
2019-09-10,1553100.0
2020-01-15,1384100.0
2020-04-03,2077000.0
2019-10-31,1217400.0
2020-04-06,1170900.0
2020-06-24,2193900.0
2018-11-09,2908800.0
2019-07-23,2237600.0
2019-06-21,2644100.0
2019-05-20,7719600.0
2019-04-18,4639500.0
2018-09-06,2866200.0
2018-10-08,1917900.0
2019-02-13,1399100.0
2018-12-11,1847300.0
2019-09-25,948500.0
2020-01-21,1447600.0
2020-04-09,2025300.0
2019-11-06,1090900.0
2020-01-24,2881500.0
2020-01-27,2196900.0
2020-04-15,2256500.0
2018-12-26,1666900.0
2019-08-07,1900700.0
2019-06-04,1329600.0
2018-09-21,1078400.0
2018-07-19,1532600.0
2018-08-20,876500.0
2018-10-23,1569400.0
2019-05-03,1113900.0
2019-04-01,1166400.0
2019-02-28,1227900.0
2019-11-12,840800.0
2020-01-30,1833400.0
2019-11-15,1617000.0
2020-04-21,1320100.0
2019-04-16,1202000.0
2019-03-15,1368700.0
2019-02-11,873000.0
2019-01-10,893500.0
2019-08-22,1062000.0
2018-11-07,1765700.0
2018-08-03,865700.0
2018-09-04,877200.0
2019-06-19,2526800.0
2019-09-23,3271700.0
2019-11-18,1483300.0
2020-02-05,1083400.0
2020-04-24,6252400.0
2019-03-29,4607900.0
2019-11-21,2238700.0
2020-04-27,1639600.0
2020-02-11,2310100.0
2020-04-30,1814800.0
2019-05-01,2042300.0
2019-02-26,1306800.0
2019-01-25,1041100.0
2018-12-24,1111400.0
2019-09-06,724100.0
2018-07-17,789700.0
2018-09-19,1848800.0
2019-08-05,1391500.0
2019-10-08,1029800.0
2019-12-11,2121100.0
2019-11-27,1607100.0
2020-02-14,2273100.0
2020-05-06,1183300.0
2019-01-08,2091400.0
2018-12-07,7415800.0
2019-08-20,2526500.0
2018-11-05,1172400.0
2019-07-19,917100.0
2018-10-04,652200.0
2019-06-17,1109500.0
2019-05-16,2193800.0
2018-08-01,1218400.0
2019-03-13,970600.0
2019-12-03,1213500.0
2020-02-20,812400.0
2019-12-06,1016800.0
2020-05-12,879200.0
2019-12-09,823500.0
2020-02-26,1029200.0
2020-05-15,1073100.0
2019-03-28,683600.0
2018-09-17,667400.0
2018-08-16,638900.0
2018-10-19,739700.0
2019-04-29,1146800.0
2019-01-23,875200.0
2019-09-04,884100.0
2018-11-20,1366300.0
2019-07-02,818800.0
2019-05-31,1672300.0
2019-12-12,1148300.0
2020-05-18,801600.0
2019-09-27,850200.0
2020-03-03,1091800.0
2020-05-21,695000.0
2019-05-14,936900.0
2018-08-31,1357700.0
2018-07-30,1004800.0
2018-10-02,962700.0
2019-04-12,1044200.0
2019-03-11,1143600.0
2019-02-07,682800.0
2019-07-17,906500.0
2019-09-19,1018400.0
2019-10-21,1147700.0
2019-12-18,987500.0
2020-03-06,844200.0
2019-10-03,761800.0
2020-03-09,983400.0
2020-05-27,899700.0
2019-12-24,883800.0
2020-03-12,1025900.0
2018-12-20,955300.0
2019-08-01,1012100.0
2018-08-14,920300.0
2018-07-13,979700.0
2018-10-17,1124900.0
2019-05-29,595100.0
2019-03-26,709300.0
2019-02-22,1355900.0
2019-10-04,979700.0
2019-11-05,758000.0
2019-12-27,1554800.0
2020-06-02,853800.0
2019-12-30,766100.0
2020-03-18,1597200.0
2020-06-05,925600.0
2019-07-15,848000.0
2018-12-03,992300.0
2019-06-13,1169200.0
2019-01-04,1406700.0
2018-08-29,4711800.0
2019-02-05,2105800.0
2018-11-01,1721100.0
2019-08-16,1334500.0
2019-04-10,1091400.0
2019-09-17,957000.0
2019-10-15,963800.0
2020-01-02,759500.0
2020-06-08,1102700.0
2019-10-18,854500.0
2020-03-24,978200.0
2020-06-11,843400.0
2020-01-08,758500.0
2019-04-25,627900.0
2019-07-30,601200.0
2019-02-20,665700.0
2018-07-11,765100.0
2018-09-13,933300.0
2018-10-15,695600.0
2019-06-28,928700.0
2018-12-18,1002300.0
2018-11-16,1116600.0
2019-10-02,835600.0
2020-03-27,788500.0
2020-01-10,712900.0
2019-10-24,741200.0
2020-03-30,1435900.0
2020-06-17,1484900.0
2020-01-14,1501100.0
2020-04-02,794900.0
2019-01-02,1273500.0
2019-08-14,1852600.0
2018-10-30,2433300.0
2019-06-11,1670100.0
2019-05-10,2139700.0
2019-04-08,1112700.0
2018-08-27,2098500.0
2018-07-26,987000.0
2018-09-28,1028100.0
2019-03-07,676000.0
2019-10-30,369400.0
2020-01-17,798600.0
2020-06-23,996000.0
2020-04-08,991900.0
2020-06-26,1339200.0
2019-03-22,722200.0
2019-01-17,1303300.0
2019-08-29,819600.0
2018-11-14,926000.0
2019-06-26,884600.0
2018-09-11,945400.0
2018-07-09,1311100.0
2018-08-10,920100.0
2019-04-23,860400.0
2019-09-30,1046800.0
2020-01-23,2342600.0
2019-11-08,804400.0
2020-04-14,400200.0
2019-11-11,807700.0
2020-01-29,568600.0
2020-04-17,901000.0
2018-07-24,896900.0
2018-09-26,1060500.0
2019-05-08,1311500.0
2019-03-05,1615100.0
2019-02-01,2301500.0
2018-12-31,4577800.0
2018-11-29,2475500.0
2019-08-12,1881300.0
2019-07-11,1401500.0
2019-09-13,1292100.0
2019-11-14,842600.0
2020-04-20,856000.0
2020-02-04,1787900.0
2020-04-23,2038100.0
2018-12-14,1695500.0
2019-08-27,1089800.0
2018-08-08,853100.0
2018-10-11,1028100.0
2018-11-12,985400.0
2019-07-26,624300.0
2019-06-24,723200.0
2019-05-23,1003700.0
2019-03-20,826500.0
2019-01-15,1205800.0
2019-11-20,1338300.0
2020-02-07,1171600.0
2020-02-10,1223800.0
2020-04-29,918400.0
2019-11-26,994500.0
2020-02-13,713400.0
2019-01-30,819500.0
2018-08-23,1373700.0
2018-09-24,903700.0
2018-11-27,805700.0
2018-10-26,821700.0
2019-07-09,798900.0
2019-06-07,1145900.0
2019-05-06,1369600.0
2019-04-04,1125400.0
2019-09-11,2282200.0
2019-11-29,3371200.0
2020-05-05,2010400.0
2019-12-02,1956900.0
2020-02-19,1444800.0
2020-05-08,1602000.0
2019-05-21,1667400.0
2019-03-18,1775400.0
2018-09-07,2004200.0
2018-08-06,1912500.0
2018-10-09,3220900.0
2019-02-14,3842200.0
2018-12-12,3623300.0
2019-07-24,3369600.0
2019-09-26,3366600.0
2019-10-28,2497200.0
2019-12-05,3165500.0
2020-05-11,5876300.0
2019-07-03,3815000.0
2020-02-25,3302500.0
2020-05-14,2699600.0
2020-02-28,3154000.0
2019-08-08,1793600.0
2019-06-05,1790500.0
2018-07-20,1643200.0
2018-08-21,5828600.0
2018-10-24,3291100.0
2019-04-02,2402100.0
2019-03-01,2491800.0
2019-01-28,3432700.0
2018-12-27,2346600.0
2019-09-09,1783300.0
2020-03-02,2111900.0
2020-05-20,1735900.0
2019-12-17,1358300.0
2020-03-05,1540600.0
2019-02-12,1520300.0
2019-01-11,1437400.0
2018-12-10,1531400.0
2019-08-23,1185100.0
2018-11-08,1266700.0
2019-07-22,1679100.0
2019-06-20,1410300.0
2018-09-05,1230400.0
2019-04-17,1161100.0
2019-09-24,968500.0
2019-12-20,911800.0
2020-05-26,1054900.0
2019-04-30,931900.0
2019-12-23,860000.0
2020-03-11,1129100.0
2020-05-29,1262400.0
2019-12-26,917700.0
2020-06-01,1669200.0
2019-05-02,1376900.0
2019-02-27,1112400.0
2018-11-23,1848200.0
2019-08-06,1094300.0
2018-07-18,1125500.0
2018-09-20,971800.0
2018-10-22,1051300.0
2019-07-05,1505500.0
2019-06-03,1428400.0
2019-10-09,823000.0
2019-10-11,1668800.0
2020-03-17,1401200.0
2020-06-04,1158300.0
2019-10-14,1201500.0
2020-03-20,1898800.0
2018-11-06,1753200.0
2019-06-18,960100.0
2019-05-17,1135300.0
2019-04-15,1299400.0
2019-03-14,1500700.0
2019-01-09,929300.0
2018-08-02,1132800.0
2018-10-05,1276300.0
2019-08-21,978200.0
2019-10-17,1229700.0
2020-03-23,2638300.0
2020-06-10,984300.0
2019-02-25,857300.0
2020-01-07,1418700.0
2020-03-26,1132200.0
2019-10-23,1662800.0
