Dates,STZ
2018-06-20,234.25999450683594
2018-06-21,233.10000610351562
2018-06-25,232.8800048828125
2018-06-22,231.25
2018-06-26,232.63999938964844
2018-06-27,232.1999969482422
2018-06-28,233.0
2018-06-29,224.13999938964844
2018-07-02,217.86000061035156
2018-07-03,216.30999755859375
2018-07-05,216.6199951171875
2018-07-16,215.94000244140625
2018-09-18,219.6999969482422
2019-01-24,218.9499969482422
2019-09-05,217.80999755859375
2018-11-21,218.5399932861328
2020-01-13,218.1199951171875
2020-04-01,216.22000122070312
2020-06-19,215.3699951171875
2019-10-29,214.55999755859375
2020-01-16,217.33999633789062
2020-06-22,217.02000427246094
2018-10-03,216.8800048828125
2018-07-31,215.97999572753906
2019-03-12,215.72000122070312
2019-02-08,215.89999389648438
2019-01-07,215.82000732421875
2018-12-06,214.14999389648438
2019-08-19,210.8300018310547
2019-07-18,210.6699981689453
2019-05-15,210.0
2019-09-20,214.5
2019-11-01,214.92999267578125
2020-04-07,217.47999572753906
2020-06-25,216.7899932861328
2020-06-16,216.50999450683594
2019-11-04,214.80999755859375
2020-01-22,214.00999450683594
2019-11-07,222.22000122070312
2020-04-13,212.52999877929688
2019-07-01,209.5
2019-05-30,204.5399932861328
2018-08-15,203.8000030517578
2018-10-18,204.9499969482422
2019-03-27,204.5500030517578
2019-01-22,205.33999633789062
2018-12-21,208.7100067138672
2019-09-03,210.8000030517578
2018-11-19,211.3800048828125
2019-08-02,209.94000244140625
2020-01-28,210.64999389648438
2020-04-16,209.91000366210938
2019-11-13,211.3000030517578
2020-01-31,211.5
2018-12-04,209.7899932861328
2018-11-02,211.72999572753906
2019-07-16,214.5
2018-08-30,216.75
2018-10-01,219.1300048828125
2019-06-14,217.75
2019-05-13,214.13999938964844
2019-04-11,213.89999389648438
2019-02-06,214.8699951171875
2019-09-18,218.5
2020-02-03,219.42999267578125
2020-04-22,219.60000610351562
2019-11-19,217.02000427246094
2020-02-06,216.86000061035156
2019-11-22,216.4499969482422
2019-03-25,216.3800048828125
2019-02-21,219.0800018310547
2018-12-19,216.5500030517578
2018-07-12,214.22999572753906
2018-09-14,213.77999877929688
2018-08-13,225.75999450683594
2018-10-16,225.25
2019-07-31,228.91000366210938
2019-05-28,228.3300018310547
2019-04-26,227.6999969482422
2020-04-28,221.9499969482422
2019-11-25,226.2899932861328
2020-02-12,226.88999938964844
2020-05-01,227.6999969482422
