Dates,STZ
2019-05-21,175.25
2019-03-18,161.4600067138672
2018-09-07,160.50999450683594
2018-08-06,153.85000610351562
2018-10-09,129.85000610351562
2019-02-14,122.37000274658203
2018-12-12,107.0
2019-07-24,110.04000091552734
2019-09-26,107.16000366210938
2019-10-28,114.66999816894531
2019-12-05,116.38999938964844
2020-05-11,104.27999877929688
2019-07-03,107.69000244140625
2020-02-25,123.7300033569336
2020-05-14,127.80000305175781
2020-02-28,135.0
2019-08-08,140.0
2019-06-05,142.0
2018-07-20,135.52000427246094
2018-08-21,117.72000122070312
2018-10-24,125.61000061035156
2019-04-02,137.00999450683594
2019-03-01,149.52999877929688
2019-01-28,149.00999450683594
2018-12-27,161.11000061035156
2019-09-09,157.30999755859375
2020-03-02,161.5
2020-05-20,159.3699951171875
2019-12-17,159.80999755859375
2020-03-05,160.80999755859375
2019-02-12,156.5
2019-01-11,151.25
2018-12-10,152.3699951171875
2019-08-23,152.41000366210938
2018-11-08,153.50999450683594
2019-07-22,155.82000732421875
2019-06-20,164.0800018310547
2018-09-05,168.27999877929688
2019-04-17,162.38999938964844
2019-09-24,160.75
2019-12-20,158.4199981689453
2020-05-26,162.3800048828125
2019-04-30,163.13999938964844
2019-12-23,163.6699981689453
2020-03-11,159.5500030517578
2020-05-29,162.1199951171875
2019-12-26,160.47000122070312
2020-06-01,153.10000610351562
2019-05-02,151.52999877929688
2019-02-27,155.89999389648438
2018-11-23,161.83999633789062
2019-08-06,165.4499969482422
2018-07-18,169.36000061035156
2018-09-20,168.2899932861328
2018-10-22,168.16000366210938
2019-07-05,174.9499969482422
2019-06-03,171.36000061035156
2019-10-09,175.22999572753906
2019-10-11,170.5399932861328
2020-03-17,171.27999877929688
2020-06-04,171.3699951171875
2019-10-14,172.77000427246094
2020-03-20,173.36000061035156
2018-11-06,177.58999633789062
2019-06-18,183.00999450683594
2019-05-17,180.07000732421875
2019-04-15,179.2899932861328
2019-03-14,167.82000732421875
2019-01-09,167.27000427246094
2018-08-02,164.25
2018-10-05,173.6999969482422
2019-08-21,177.42999267578125
2019-10-17,177.85000610351562
2020-03-23,181.22000122070312
2020-06-10,178.1199951171875
2019-02-25,179.33999633789062
2020-01-07,171.41000366210938
2020-03-26,168.74000549316406
2019-10-23,166.52000427246094
