Dates,STZ
2018-06-20,233.27000427246094
2018-06-21,232.80999755859375
2018-06-25,231.66000366210938
2018-06-22,231.25
2018-06-26,228.91000366210938
2018-06-27,228.22999572753906
2018-06-28,230.0
2018-06-29,220.61000061035156
2018-07-02,216.07000732421875
2018-07-03,215.0
2018-07-05,215.19000244140625
2018-07-16,215.63999938964844
2018-09-18,215.42999267578125
2019-01-24,217.41000366210938
2019-09-05,217.27999877929688
2018-11-21,218.1999969482422
2020-01-13,217.24000549316406
2020-04-01,215.35000610351562
2020-06-19,213.72000122070312
2019-10-29,214.0
2020-01-16,213.30999755859375
2020-06-22,215.3000030517578
2018-10-03,216.0
2018-07-31,215.00999450683594
2019-03-12,214.13999938964844
2019-02-08,214.9499969482422
2019-01-07,214.05999755859375
2018-12-06,212.24000549316406
2019-08-19,210.14999389648438
2019-07-18,210.13999938964844
2019-05-15,208.25
2019-09-20,207.5
2019-11-01,213.47999572753906
2020-04-07,212.52000427246094
2020-06-25,216.52999877929688
2020-06-16,213.97000122070312
2019-11-04,214.0
2020-01-22,213.0
2019-11-07,215.0500030517578
2020-04-13,208.74000549316406
2019-07-01,209.1999969482422
2019-05-30,202.33999633789062
2018-08-15,199.1999969482422
2018-10-18,203.0
2019-03-27,201.6999969482422
2019-01-22,202.85000610351562
2018-12-21,204.61000061035156
2019-09-03,210.0
2018-11-19,210.69000244140625
2019-08-02,207.77000427246094
2020-01-28,208.5800018310547
2020-04-16,208.64999389648438
2019-11-13,207.9600067138672
2020-01-31,211.3800048828125
2018-12-04,209.1999969482422
2018-11-02,209.89999389648438
2019-07-16,209.11000061035156
2018-08-30,212.0
2018-10-01,215.66000366210938
2019-06-14,216.5
2019-05-13,211.41000366210938
2019-04-11,213.1999969482422
2019-02-06,212.2100067138672
2019-09-18,217.88999938964844
2020-02-03,215.1999969482422
2020-04-22,218.0
2019-11-19,216.38999938964844
2020-02-06,215.47999572753906
2019-11-22,215.4600067138672
2019-03-25,213.5
2019-02-21,216.22000122070312
2018-12-19,216.30999755859375
2018-07-12,212.8800048828125
2018-09-14,213.61000061035156
2018-08-13,224.30999755859375
2018-10-16,224.1699981689453
2019-07-31,223.63999938964844
2019-05-28,227.82000732421875
2019-04-26,227.3699951171875
2020-04-28,221.22999572753906
2019-11-25,221.25999450683594
2020-02-12,224.30999755859375
2020-05-01,227.3000030517578
2020-05-04,227.05999755859375
2019-06-12,227.72999572753906
2019-04-09,225.75
2019-03-08,223.3300018310547
2019-02-04,216.75
2018-07-27,214.4199981689453
2018-08-28,211.9199981689453
2019-01-03,211.00999450683594
2019-08-15,211.02000427246094
2018-10-31,200.83999633789062
2019-09-16,200.00999450683594
2020-02-18,199.6999969482422
2020-05-07,201.13999938964844
2018-08-17,200.99000549316406
2019-12-04,200.52000427246094
2020-02-21,205.47999572753906
2018-12-17,207.3699951171875
2019-08-30,204.38999938964844
2018-11-15,203.05999755859375
2019-07-29,201.39999389648438
2019-06-27,199.39999389648438
2019-04-24,197.4600067138672
2018-07-10,196.3800048828125
2018-09-12,196.02000427246094
2019-02-19,191.0399932861328
2019-01-18,191.22999572753906
2020-02-24,194.0
2020-05-13,194.92999267578125
2019-12-10,195.1300048828125
2020-02-27,196.5
2019-12-13,199.1300048828125
2020-05-19,196.07000732421875
2019-03-06,196.4499969482422
2018-11-30,197.5
2019-08-13,190.0500030517578
2019-07-12,191.27999877929688
2019-06-10,189.24000549316406
2019-05-09,189.00999450683594
2018-07-25,191.0399932861328
2018-09-27,186.07000732421875
2018-10-29,181.6300048828125
2019-10-16,180.38999938964844
2019-12-16,175.75
2020-03-04,172.64999389648438
2020-05-22,172.11000061035156
2019-10-01,166.77000427246094
2019-12-19,160.82000732421875
2018-09-10,157.9600067138672
2019-05-24,161.7100067138672
2018-08-09,164.82000732421875
2019-04-22,163.5
2019-03-21,160.05999755859375
2019-01-16,163.10000610351562
2019-08-28,163.02000427246094
2018-11-13,169.4499969482422
2018-10-12,171.64999389648438
2019-06-25,152.61000061035156
2020-03-10,156.5
2020-05-28,160.0
2019-10-07,158.22000122070312
2020-03-13,161.08999633789062
2019-10-10,160.24000549316406
2020-03-16,159.08999633789062
2020-06-03,161.7899932861328
2018-11-28,165.97999572753906
2018-09-25,165.27000427246094
2018-07-23,165.38999938964844
2018-08-24,166.0
2019-07-10,166.55999755859375
2019-05-07,167.9199981689453
2019-04-05,168.5800018310547
2019-03-04,171.10000610351562
2019-01-31,174.14999389648438
2019-09-12,174.25
2019-12-31,173.6999969482422
2020-03-19,174.33999633789062
2020-01-03,171.6199951171875
2020-06-09,174.10000610351562
2019-02-15,174.5800018310547
2019-01-14,172.30999755859375
2018-07-06,173.92999267578125
