Dates,WRK
2018-06-20,58.459999084472656
2018-06-21,57.439998626708984
2018-06-25,57.970001220703125
2018-06-22,58.22999954223633
2018-06-26,58.27000045776367
2018-06-27,57.5099983215332
2018-06-28,57.040000915527344
2018-06-29,57.02000045776367
2018-07-02,56.93000030517578
2018-07-03,56.59000015258789
2018-07-05,56.709999084472656
2018-07-16,56.91999816894531
2018-09-18,57.689998626708984
2019-01-24,58.11000061035156
2019-09-05,57.29999923706055
2018-11-21,57.88999938964844
2020-01-13,57.439998626708984
2020-04-01,57.040000915527344
2020-06-19,57.290000915527344
2019-10-29,57.63999938964844
2020-01-16,57.790000915527344
2020-06-22,57.5
2018-10-03,57.18000030517578
2018-07-31,57.459999084472656
2019-03-12,57.22999954223633
2019-02-08,56.38999938964844
2019-01-07,56.119998931884766
2018-12-06,57.290000915527344
2019-08-19,57.97999954223633
2019-07-18,57.119998931884766
2019-05-15,55.40999984741211
2019-09-20,55.81999969482422
2019-11-01,56.290000915527344
2020-04-07,56.720001220703125
2020-06-25,56.16999816894531
2020-06-16,55.560001373291016
2019-11-04,55.0
2020-01-22,54.709999084472656
2019-11-07,55.900001525878906
2020-04-13,54.959999084472656
2019-07-01,55.119998931884766
2019-05-30,55.31999969482422
2018-08-15,55.599998474121094
2018-10-18,55.5
2019-03-27,54.84000015258789
2019-01-22,54.81999969482422
2018-12-21,55.400001525878906
2019-09-03,56.09000015258789
2018-11-19,55.709999084472656
2019-08-02,55.939998626708984
2020-01-28,55.529998779296875
2020-04-16,55.08000183105469
2019-11-13,54.13999938964844
2020-01-31,55.18000030517578
2018-12-04,54.880001068115234
2018-11-02,54.97999954223633
2019-07-16,55.58000183105469
2018-08-30,55.279998779296875
2018-10-01,55.09000015258789
2019-06-14,55.5099983215332
2019-05-13,55.81999969482422
2019-04-11,55.95000076293945
2019-02-06,56.15999984741211
2019-09-18,56.61000061035156
2020-02-03,56.84000015258789
2020-04-22,56.33000183105469
2019-11-19,55.45000076293945
2020-02-06,54.16999816894531
2019-11-22,53.689998626708984
2019-03-25,53.529998779296875
2019-02-21,53.439998626708984
2018-12-19,53.599998474121094
2018-07-12,53.369998931884766
2018-09-14,51.79999923706055
2018-08-13,51.59000015258789
2018-10-16,50.560001373291016
2019-07-31,49.130001068115234
2019-05-28,45.25
2019-04-26,43.630001068115234
2020-04-28,41.95000076293945
2019-11-25,42.61000061035156
2020-02-12,42.349998474121094
2020-05-01,43.11000061035156
2020-05-04,43.150001525878906
2019-06-12,42.689998626708984
2019-04-09,42.47999954223633
2019-03-08,40.27000045776367
2019-02-04,41.599998474121094
2018-07-27,40.029998779296875
2018-08-28,41.54999923706055
2019-01-03,41.54999923706055
2019-08-15,40.939998626708984
2018-10-31,42.84000015258789
2019-09-16,42.970001220703125
2020-02-18,44.7599983215332
2020-05-07,44.66999816894531
2018-08-17,45.369998931884766
2019-12-04,46.72999954223633
2020-02-21,46.79999923706055
2018-12-17,46.349998474121094
2019-08-30,45.810001373291016
2018-11-15,44.790000915527344
2019-07-29,45.33000183105469
2019-06-27,45.560001373291016
2019-04-24,45.43000030517578
2018-07-10,46.150001525878906
2018-09-12,46.06999969482422
2019-02-19,45.72999954223633
2019-01-18,45.54999923706055
2020-02-24,45.31999969482422
2020-05-13,46.43000030517578
2019-12-10,46.560001373291016
2020-02-27,46.45000076293945
2019-12-13,46.349998474121094
2020-05-19,47.11000061035156
2019-03-06,47.27000045776367
2018-11-30,46.5099983215332
2019-08-13,46.209999084472656
2019-07-12,45.290000915527344
2019-06-10,44.209999084472656
2019-05-09,44.20000076293945
2018-07-25,44.40999984741211
2018-09-27,43.86000061035156
2018-10-29,44.369998931884766
2019-10-16,40.189998626708984
2019-12-16,40.25
2020-03-04,39.36000061035156
2020-05-22,38.279998779296875
2019-10-01,36.939998626708984
2019-12-19,35.2400016784668
2018-09-10,37.310001373291016
2019-05-24,37.93000030517578
2018-08-09,37.27000045776367
2019-04-22,37.7599983215332
2019-03-21,38.88999938964844
2019-01-16,38.22999954223633
2019-08-28,39.880001068115234
2018-11-13,39.95000076293945
2018-10-12,39.84000015258789
2019-06-25,39.0
2020-03-10,40.290000915527344
2020-05-28,40.95000076293945
