Dates,WRK
2018-06-20,58.880001068115234
2018-06-21,58.36000061035156
2018-06-25,58.37799835205078
2018-06-22,58.849998474121094
2018-06-26,58.4900016784668
2018-06-27,58.66999816894531
2018-06-28,57.619998931884766
2018-06-29,57.779998779296875
2018-07-02,57.064998626708984
2018-07-03,57.41999816894531
2018-07-05,56.900001525878906
2018-07-16,57.334999084472656
2018-09-18,57.869998931884766
2019-01-24,58.15999984741211
2019-09-05,57.90999984741211
2018-11-21,58.5099983215332
2020-01-13,58.189998626708984
2020-04-01,57.472999572753906
2020-06-19,57.63999938964844
2019-10-29,57.88999938964844
2020-01-16,57.93000030517578
2020-06-22,57.83000183105469
2018-10-03,57.75
2018-07-31,57.709999084472656
2019-03-12,57.5
2019-02-08,57.2599983215332
2019-01-07,57.45000076293945
2018-12-06,57.54999923706055
2019-08-19,58.279998779296875
2019-07-18,58.220001220703125
2019-05-15,56.0
2019-09-20,56.31999969482422
2019-11-01,56.56999969482422
2020-04-07,56.970001220703125
2020-06-25,57.02000045776367
2020-06-16,56.35100173950195
2019-11-04,55.40999984741211
2020-01-22,55.18000030517578
2019-11-07,55.93000030517578
2020-04-13,55.439998626708984
2019-07-01,55.47999954223633
2019-05-30,55.5
2018-08-15,55.7599983215332
2018-10-18,55.869998931884766
2019-03-27,55.599998474121094
2019-01-22,54.970001220703125
2018-12-21,55.61000061035156
2019-09-03,56.5099983215332
2018-11-19,56.31999969482422
2019-08-02,56.099998474121094
2020-01-28,56.0099983215332
2020-04-16,55.709999084472656
2019-11-13,55.31999969482422
2020-01-31,55.209999084472656
2018-12-04,55.7599983215332
2018-11-02,55.20000076293945
2019-07-16,55.81999969482422
2018-08-30,55.779998779296875
2018-10-01,55.58000183105469
2019-06-14,55.84000015258789
2019-05-13,56.08000183105469
2019-04-11,56.630001068115234
2019-02-06,56.310001373291016
2019-09-18,56.93000030517578
2020-02-03,57.22999954223633
2020-04-22,57.130001068115234
2019-11-19,56.38999938964844
2020-02-06,55.75
2019-11-22,54.599998474121094
2019-03-25,53.88999938964844
2019-02-21,54.099998474121094
2018-12-19,54.310001373291016
2018-07-12,54.31999969482422
2018-09-14,53.66999816894531
2018-08-13,51.900001525878906
2018-10-16,52.09000015258789
2019-07-31,50.75
2019-05-28,47.099998474121094
2019-04-26,45.349998474121094
2020-04-28,43.970001220703125
2019-11-25,42.81999969482422
2020-02-12,42.84600067138672
2020-05-01,43.16999816894531
2020-05-04,43.20000076293945
2019-06-12,43.62900161743164
2019-04-09,43.099998474121094
2019-03-08,42.66999816894531
2019-02-04,41.959999084472656
2018-07-27,42.130001068115234
2018-08-28,42.20500183105469
2019-01-03,41.95000076293945
2019-08-15,42.619998931884766
2018-10-31,42.97999954223633
2019-09-16,43.84000015258789
2020-02-18,44.89500045776367
2020-05-07,45.35499954223633
2018-08-17,45.97999954223633
2019-12-04,47.36000061035156
2020-02-21,47.52000045776367
2018-12-17,47.060001373291016
2019-08-30,46.2400016784668
2018-11-15,45.90999984741211
2019-07-29,46.16999816894531
2019-06-27,46.77000045776367
2019-04-24,45.720001220703125
2018-07-10,46.459999084472656
2018-09-12,46.779998779296875
2019-02-19,46.61000061035156
2019-01-18,46.43000030517578
2020-02-24,45.4900016784668
2020-05-13,46.5099983215332
2019-12-10,46.72999954223633
2020-02-27,46.959999084472656
2019-12-13,46.86000061035156
2020-05-19,47.31999969482422
2019-03-06,48.54999923706055
2018-11-30,47.18000030517578
2019-08-13,46.290000915527344
2019-07-12,46.59000015258789
2019-06-10,45.130001068115234
2019-05-09,45.189998626708984
2018-07-25,45.29999923706055
2018-09-27,44.75
2018-10-29,44.40999984741211
2019-10-16,43.5099983215332
2019-12-16,41.18000030517578
2020-03-04,40.959999084472656
2020-05-22,39.599998474121094
2019-10-01,38.810001373291016
2019-12-19,36.849998474121094
2018-09-10,37.310001373291016
2019-05-24,37.93000030517578
2018-08-09,38.279998779296875
2019-04-22,37.95000076293945
2019-03-21,39.119998931884766
2019-01-16,39.0
2019-08-28,40.06999969482422
2018-11-13,40.84000015258789
2018-10-12,40.150001525878906
2019-06-25,39.869998931884766
2020-03-10,40.63999938964844
2020-05-28,41.099998474121094
2019-10-07,40.75
2020-03-13,40.38999938964844
2019-10-10,40.63999938964844
2020-03-16,40.869998931884766
2020-06-03,41.970001220703125
2018-11-28,41.84000015258789
2018-09-25,41.82600021362305
2018-07-23,41.86000061035156
2018-08-24,43.005001068115234
2019-07-10,41.94499969482422
2019-05-07,42.099998474121094
2019-04-05,41.85499954223633
2019-03-04,41.68000030517578
2019-01-31,40.61000061035156
2019-09-12,38.880001068115234
2019-12-31,38.40999984741211
2020-03-19,39.020999908447266
2020-01-03,38.56999969482422
2020-06-09,38.150001525878906
2019-02-15,38.06999969482422
2019-01-14,38.75
2018-07-06,39.400001525878906
2018-08-07,38.709999084472656
2018-10-10,39.209999084472656
2018-12-13,39.540000915527344
2019-08-26,40.4900016784668
2019-07-25,40.13999938964844
2019-05-22,39.80500030517578
2019-03-19,40.02000045776367
2020-01-06,39.9900016784668
2020-03-25,39.18000030517578
2020-06-12,38.54999923706055
2019-10-22,38.18000030517578
2020-01-09,38.39500045776367
2020-06-15,38.7400016784668
2019-10-25,38.709999084472656
2020-03-31,37.72999954223633
2020-06-18,37.7400016784668
2019-04-03,38.97999954223633
2018-08-22,39.70000076293945
2018-10-25,40.08000183105469
2019-01-29,39.619998931884766
2018-12-28,39.11000061035156
2018-11-26,38.380001068115234
2019-08-09,39.439998626708984
2019-07-08,38.43000030517578
2019-06-06,38.15999984741211
2019-09-10,37.869998931884766
2020-01-15,36.900001525878906
2020-04-03,37.68000030517578
2019-10-31,38.33000183105469
2020-04-06,38.040000915527344
2020-06-24,38.56999969482422
2018-11-09,39.84000015258789
2019-07-23,39.91999816894531
2019-06-21,40.077999114990234
2019-05-20,39.72999954223633
2019-04-18,40.09000015258789
2018-09-06,40.099998474121094
2018-10-08,39.439998626708984
2019-02-13,39.189998626708984
2018-12-11,39.75299835205078
2019-09-25,39.93000030517578
2020-01-21,39.69499969482422
2020-04-09,37.220001220703125
2019-11-06,36.849998474121094
2020-01-24,35.83100128173828
2020-01-27,36.78499984741211
2020-04-15,36.68000030517578
2018-12-26,36.90999984741211
2019-08-07,37.42499923706055
2019-06-04,37.220001220703125
2018-09-21,37.290000915527344
2018-07-19,38.5099983215332
2018-08-20,39.0
2018-10-23,38.779998779296875
2019-05-03,39.494998931884766
2019-04-01,38.7599983215332
2019-02-28,38.45000076293945
2019-11-12,38.63999938964844
2020-01-30,37.34000015258789
2019-11-15,37.4900016784668
2020-04-21,36.54999923706055
2019-04-16,37.599998474121094
2019-03-15,37.83000183105469
2019-02-11,38.13999938964844
2019-01-10,37.40999984741211
2019-08-22,36.130001068115234
2018-11-07,36.13999938964844
2018-08-03,36.779998779296875
2018-09-04,35.04999923706055
2019-06-19,35.20000076293945
2019-09-23,34.849998474121094
2019-11-18,34.13999938964844
2020-02-05,33.88999938964844
2020-04-24,32.880001068115234
2019-03-29,33.400001525878906
2019-11-21,35.6150016784668
2020-04-27,36.150001525878906
2020-02-11,36.97999954223633
2020-04-30,36.994998931884766
2019-05-01,37.09000015258789
2019-02-26,37.25
2019-01-25,36.742000579833984
2018-12-24,37.18000030517578
2019-09-06,37.18000030517578
2018-07-17,36.27000045776367
2018-09-19,36.61000061035156
2019-08-05,36.470001220703125
2019-10-08,36.599998474121094
2019-12-11,36.779998779296875
2019-11-27,36.380001068115234
2020-02-14,35.459999084472656
2020-05-06,35.18000030517578
2019-01-08,35.810001373291016
2018-12-07,36.64500045776367
2019-08-20,37.810001373291016
2018-11-05,37.59000015258789
2019-07-19,38.15999984741211
2018-10-04,38.1349983215332
2019-06-17,38.63999938964844
2019-05-16,37.7400016784668
2018-08-01,38.189998626708984
2019-03-13,37.349998474121094
2019-12-03,36.9900016784668
2020-02-20,36.119998931884766
2019-12-06,36.630001068115234
2020-05-12,35.779998779296875
2019-12-09,35.29499816894531
2020-02-26,36.415000915527344
2020-05-15,36.334999084472656
2019-03-28,37.16999816894531
2018-09-17,37.06999969482422
2018-08-16,37.40999984741211
2018-10-19,37.25
2019-04-29,36.86000061035156
2019-01-23,37.220001220703125
2019-09-04,37.150001525878906
2018-11-20,38.52000045776367
2019-07-02,37.45000076293945
2019-05-31,36.20000076293945
2019-12-12,35.599998474121094
2020-05-18,34.790000915527344
2019-09-27,34.97999954223633
2020-03-03,34.68000030517578
2020-05-21,34.11000061035156
2019-05-14,35.01499938964844
2018-08-31,34.51499938964844
2018-07-30,33.58000183105469
2018-10-02,33.849998474121094
2019-04-12,34.349998474121094
2019-03-11,34.060001373291016
2019-02-07,33.77000045776367
