Dates,ROP
2018-06-20,278.42999267578125
2018-06-21,278.2200012207031
2018-06-25,278.94000244140625
2018-06-22,275.0299987792969
2018-06-26,274.4700012207031
2018-06-27,280.1700134277344
2018-06-28,272.6099853515625
2018-06-29,278.3699951171875
2018-07-02,274.8999938964844
2018-07-03,276.9599914550781
2018-07-05,276.6300048828125
2018-07-16,277.1400146484375
2018-09-18,281.0799865722656
2019-01-24,281.6300048828125
2019-09-05,279.19000244140625
2018-11-21,282.30999755859375
2020-01-13,284.1499938964844
2020-04-01,285.3500061035156
2020-06-19,283.6700134277344
2019-10-29,285.30999755859375
2020-01-16,284.3699951171875
2020-06-22,285.9200134277344
2018-10-03,284.07000732421875
2018-07-31,284.9800109863281
2019-03-12,289.3299865722656
2019-02-08,312.3800048828125
2019-01-07,305.0
2018-12-06,300.8999938964844
2019-08-19,302.2200012207031
2019-07-18,301.5400085449219
2019-05-15,297.1499938964844
2019-09-20,297.8399963378906
2019-11-01,296.5799865722656
2020-04-07,299.9200134277344
2020-06-25,299.010009765625
2020-06-16,298.80999755859375
2019-11-04,294.6700134277344
2020-01-22,294.7799987792969
2019-11-07,295.4599914550781
2020-04-13,295.3500061035156
2019-07-01,296.489990234375
2019-05-30,298.8399963378906
2018-08-15,301.7799987792969
2018-10-18,304.3299865722656
2019-03-27,303.5799865722656
2019-01-22,299.9599914550781
2018-12-21,298.9700012207031
2019-09-03,300.19000244140625
2018-11-19,300.5199890136719
2019-08-02,299.82000732421875
2020-01-28,298.8999938964844
2020-04-16,298.9700012207031
2019-11-13,299.5400085449219
2020-01-31,302.0
2018-12-04,304.6300048828125
2018-11-02,304.8500061035156
2019-07-16,308.20001220703125
2018-08-30,306.4700012207031
2018-10-01,308.1000061035156
2019-06-14,311.07000732421875
2019-05-13,312.5199890136719
2019-04-11,312.6499938964844
2019-02-06,312.0299987792969
2019-09-18,312.260009765625
2020-02-03,310.9800109863281
2020-04-22,307.8399963378906
2019-11-19,305.70001220703125
2020-02-06,301.07000732421875
2019-11-22,299.0
2019-03-25,298.3599853515625
2019-02-21,299.7900085449219
2018-12-19,301.7099914550781
2018-07-12,299.5199890136719
2018-09-14,301.2099914550781
2018-08-13,297.8900146484375
2018-10-16,297.8800048828125
2019-07-31,294.6199951171875
2019-05-28,292.0199890136719
2019-04-26,290.0400085449219
2020-04-28,281.0899963378906
2019-11-25,280.4200134277344
2020-02-12,281.1000061035156
2020-05-01,287.7099914550781
2020-05-04,286.9700012207031
2019-06-12,284.0899963378906
2019-04-09,280.95001220703125
2019-03-08,280.19000244140625
2019-02-04,273.2900085449219
2018-07-27,273.5199890136719
