Dates,ROP
2018-06-20,277.510009765625
2018-06-21,276.1199951171875
2018-06-25,276.2200012207031
2018-06-22,273.1300048828125
2018-06-26,273.260009765625
2018-06-27,269.8900146484375
2018-06-28,271.5299987792969
2018-06-29,275.9100036621094
2018-07-02,274.6000061035156
2018-07-03,272.8599853515625
2018-07-05,276.0
2018-07-16,276.17999267578125
2018-09-18,280.5899963378906
2019-01-24,280.989990234375
2019-09-05,276.7200012207031
2018-11-21,281.92999267578125
2020-01-13,283.45001220703125
2020-04-01,282.5899963378906
2020-06-19,283.0400085449219
2019-10-29,283.79998779296875
2020-01-16,283.4599914550781
2020-06-22,284.739990234375
2018-10-03,282.3699951171875
2018-07-31,282.7300109863281
2019-03-12,288.5899963378906
2019-02-08,303.5799865722656
2019-01-07,298.8399963378906
2018-12-06,294.260009765625
2019-08-19,301.8999938964844
2019-07-18,298.4200134277344
2019-05-15,296.54998779296875
2019-09-20,295.0400085449219
2019-11-01,295.5799865722656
2020-04-07,299.42999267578125
2020-06-25,296.6600036621094
2020-06-16,295.4700012207031
2019-11-04,293.25
2020-01-22,292.1000061035156
2019-11-07,294.8699951171875
2020-04-13,293.4800109863281
2019-07-01,295.1499938964844
2019-05-30,297.8800048828125
2018-08-15,301.1099853515625
2018-10-18,303.6199951171875
2019-03-27,299.5
2019-01-22,297.2099914550781
2018-12-21,296.6199951171875
2019-09-03,297.57000732421875
2018-11-19,298.6499938964844
2019-08-02,298.4599914550781
2020-01-28,296.7099914550781
2020-04-16,298.3699951171875
2019-11-13,297.7099914550781
2020-01-31,301.7699890136719
2018-12-04,303.1099853515625
2018-11-02,304.0199890136719
2019-07-16,306.260009765625
2018-08-30,305.3900146484375
2018-10-01,304.5
2019-06-14,310.9599914550781
2019-05-13,310.8299865722656
2019-04-11,311.3999938964844
2019-02-06,311.510009765625
2019-09-18,308.8999938964844
2020-02-03,309.7799987792969
2020-04-22,306.04998779296875
2019-11-19,299.510009765625
2020-02-06,298.0199890136719
2019-11-22,296.0400085449219
2019-03-25,294.25
2019-02-21,296.2099914550781
2018-12-19,298.7300109863281
2018-07-12,297.95001220703125
2018-09-14,298.1600036621094
2018-08-13,295.8900146484375
2018-10-16,294.42999267578125
2019-07-31,292.19000244140625
2019-05-28,289.29998779296875
2019-04-26,280.5400085449219
2020-04-28,273.2699890136719
2019-11-25,279.1700134277344
2020-02-12,279.489990234375
2020-05-01,287.2099914550781
2020-05-04,284.32000732421875
2019-06-12,279.07000732421875
2019-04-09,278.010009765625
2019-03-08,278.3699951171875
2019-02-04,271.54998779296875
2018-07-27,263.4200134277344
2018-08-28,265.3399963378906
2019-01-03,285.3800048828125
2019-08-15,277.5
2018-10-31,281.54998779296875
2019-09-16,282.8999938964844
2020-02-18,284.05999755859375
