Dates,ROP
2018-06-20,397300.0
2018-06-21,501800.0
2018-06-25,1063800.0
2018-06-22,420100.0
2018-06-26,447100.0
2018-06-27,460100.0
2018-06-28,372200.0
2018-06-29,449400.0
2018-07-02,429600.0
2018-07-03,178300.0
2018-07-05,369800.0
2018-07-16,257100.0
2018-09-18,276300.0
2019-01-24,317300.0
2019-09-05,377100.0
2018-11-21,289500.0
2020-01-13,303100.0
2020-04-01,505900.0
2020-06-19,315500.0
2019-10-29,383900.0
2020-01-16,318500.0
2020-06-22,383300.0
2018-10-03,333500.0
2018-07-31,476900.0
2019-03-12,529200.0
2019-02-08,1429400.0
2019-01-07,902900.0
2018-12-06,528700.0
2019-08-19,726300.0
2019-07-18,549700.0
2019-05-15,519500.0
2019-09-20,302100.0
2019-11-01,236500.0
2020-04-07,283600.0
2020-06-25,250900.0
2020-06-16,274000.0
2019-11-04,246300.0
2020-01-22,285800.0
2019-11-07,288500.0
2020-04-13,353800.0
2019-07-01,271400.0
2019-05-30,778900.0
2018-08-15,449600.0
2018-10-18,417700.0
2019-03-27,337000.0
2019-01-22,385100.0
2018-12-21,681700.0
2019-09-03,512000.0
2018-11-19,309700.0
2019-08-02,477900.0
2020-01-28,274200.0
2020-04-16,408800.0
2019-11-13,396200.0
2020-01-31,519100.0
2018-12-04,586800.0
2018-11-02,336800.0
2019-07-16,429300.0
2018-08-30,443800.0
2018-10-01,670000.0
2019-06-14,328800.0
2019-05-13,305400.0
2019-04-11,416900.0
2019-02-06,393200.0
2019-09-18,339200.0
2020-02-03,305500.0
2020-04-22,879600.0
2019-11-19,582200.0
2020-02-06,457300.0
2019-11-22,380900.0
2019-03-25,443600.0
2019-02-21,723200.0
2018-12-19,650800.0
2018-07-12,511400.0
2018-09-14,322000.0
2018-08-13,329200.0
2018-10-16,398200.0
2019-07-31,350900.0
2019-05-28,358700.0
2019-04-26,606300.0
2020-04-28,787300.0
2019-11-25,884700.0
2020-02-12,555600.0
