Dates,ROP
2018-06-20,273.9496154785156
2018-06-21,272.5774230957031
2018-06-25,272.6761474609375
2018-06-22,269.62579345703125
2018-06-26,269.754150390625
2018-06-27,266.4273681640625
2018-06-28,268.0462646484375
2018-06-29,272.37017822265625
2018-07-02,271.0769348144531
2018-07-03,269.35919189453125
2018-07-05,272.4589538574219
2018-07-16,273.04522705078125
2018-09-18,277.4051513671875
2019-01-24,277.8006896972656
2019-09-05,273.5790710449219
2018-11-21,278.7299499511719
2020-01-13,280.23272705078125
2020-04-01,279.3824768066406
2020-06-19,279.82733154296875
2019-10-29,280.5787048339844
2020-01-16,280.2425842285156
2020-06-22,281.5080871582031
2018-10-03,279.16497802734375
2018-07-31,279.5208435058594
2019-03-12,285.31439208984375
2019-02-08,300.13421630859375
2019-01-07,295.44805908203125
2018-12-06,290.9200134277344
2019-08-19,298.4732971191406
2019-07-18,295.0328063964844
2019-05-15,293.1839904785156
2019-09-20,291.6911926269531
2019-11-01,292.22503662109375
2020-04-07,296.0312805175781
2020-06-25,293.2927551269531
2020-06-16,292.11627197265625
2019-11-04,289.9215087890625
2020-01-22,288.7845458984375
2019-11-07,291.5230712890625
2020-04-13,290.1488952636719
2019-07-01,291.7999267578125
2019-05-30,294.49896240234375
2018-08-15,297.6922302246094
2018-10-18,300.1737976074219
2019-03-27,296.1004943847656
2019-01-22,293.8365478515625
2018-12-21,293.2532653808594
2019-09-03,294.19244384765625
2018-11-19,295.2601623535156
2019-08-02,295.07232666015625
2020-01-28,293.3421936035156
2020-04-16,294.9833679199219
2019-11-13,294.33087158203125
2020-01-31,298.3448181152344
2018-12-04,299.6695556640625
2018-11-02,300.5692443847656
2019-07-16,302.7837829589844
2018-08-30,301.9236755371094
2018-10-01,301.0438232421875
2019-06-14,307.4305114746094
2019-05-13,307.30194091796875
2019-04-11,307.86541748046875
2019-02-06,307.9742126464844
2019-09-18,305.3938293457031
2020-02-03,306.2638854980469
2020-04-22,302.576171875
2019-11-19,296.1104431152344
2020-02-06,294.6373291015625
2019-11-22,292.6798400878906
2019-03-25,290.9101257324219
2019-02-21,292.84783935546875
2018-12-19,295.33929443359375
2018-07-12,294.568115234375
2018-09-14,294.7757263183594
2018-08-13,292.937255859375
2018-10-16,291.4918212890625
2019-07-31,289.27423095703125
2019-05-28,286.41302490234375
2019-04-26,277.7405090332031
2020-04-28,270.5429992675781
2019-11-25,276.38409423828125
2020-02-12,276.700927734375
2020-05-01,284.3438720703125
2020-05-04,281.48272705078125
2019-06-12,276.2851257324219
2019-04-09,275.2357177734375
2019-03-08,275.5920715332031
2019-02-04,268.8401184082031
2018-07-27,260.79132080078125
2018-08-28,262.6921691894531
2019-01-03,282.5321350097656
2019-08-15,274.73077392578125
2018-10-31,278.7403564453125
2019-09-16,280.076904296875
2020-02-18,281.225341796875
2020-05-07,282.4331970214844
2018-08-17,285.46258544921875
2019-12-04,286.7892150878906
2020-02-21,293.07586669921875
2018-12-17,293.5708923339844
2019-08-30,293.84808349609375
2018-11-15,286.4526672363281
2019-07-29,287.779296875
2019-06-27,285.10626220703125
2019-04-24,291.5116882324219
2018-07-10,294.8182678222656
2018-09-12,291.0958251953125
2019-02-19,284.22509765625
2019-01-18,285.6309509277344
2020-02-24,282.35394287109375
2020-05-13,282.89849853515625
2019-12-10,282.4133605957031
2020-02-27,291.2047424316406
2019-12-13,290.93743896484375
2020-05-19,294.62030029296875
2019-03-06,298.0457458496094
2018-11-30,283.7993469238281
2019-08-13,284.3537902832031
2019-07-12,281.97772216796875
2019-06-10,282.5123291015625
2019-05-09,278.68096923828125
2018-07-25,281.5124816894531
2018-09-27,278.3938903808594
2018-10-29,271.1072692871094
2019-10-16,263.8999328613281
2019-12-16,266.1869201660156
2020-03-04,266.78094482421875
2020-05-22,260.1576843261719
2019-10-01,255.5045623779297
2019-12-19,244.5450439453125
2018-09-10,256.8213195800781
2019-05-24,262.5040283203125
2018-08-09,261.18731689453125
2019-04-22,263.8603515625
2019-03-21,263.949462890625
2019-01-16,256.2173767089844
2019-08-28,264.8206481933594
2018-11-13,266.3849182128906
2018-10-12,266.9135437011719
2019-06-25,269.4027099609375
2020-03-10,272.9035339355469
2020-05-28,270.9002380371094
2019-10-07,269.07550048828125
2020-03-13,268.0638427734375
2019-10-10,270.3448486328125
2020-03-16,273.1316223144531
2020-06-03,279.706787109375
2018-11-28,272.4275207519531
2018-09-25,273.9745788574219
2018-07-23,276.3944091796875
2018-08-24,280.8076171875
2019-07-10,277.55474853515625
2019-05-07,280.90679931640625
2019-04-05,285.1116943359375
2019-03-04,280.9167175292969
2019-01-31,289.8125
2019-09-12,290.70501708984375
2019-12-31,295.3958740234375
2020-03-19,297.270263671875
2020-01-03,295.15789794921875
2020-06-09,297.6768798828125
2019-02-15,298.75787353515625
2019-01-14,305.60076904296875
2018-07-06,306.78094482421875
2018-08-07,303.58758544921875
2018-10-10,309.3792419433594
2018-12-13,308.6553039550781
2019-08-26,310.87677001953125
2019-07-25,312.19573974609375
2019-05-22,314.56597900390625
2019-03-19,316.7080993652344
2020-01-06,317.22381591796875
2020-03-25,320.8833312988281
2020-06-12,320.9725646972656
2019-10-22,320.9527282714844
2020-01-09,318.2750549316406
2020-06-15,317.3131103515625
2019-10-25,317.1742248535156
2020-03-31,316.6089782714844
2020-06-18,315.0420227050781
2019-04-03,320.4767150878906
2018-08-22,321.0617980957031
2018-10-25,323.6402587890625
2019-01-29,322.767578125
2018-12-28,323.5113525390625
2018-11-26,328.7278747558594
2019-08-09,329.1741638183594
2019-07-08,327.98406982421875
2019-06-06,331.246826171875
2019-09-10,326.7444152832031
2020-01-15,328.2419128417969
2020-04-03,332.4964294433594
2019-10-31,332.7939758300781
2020-04-06,337.2864685058594
2020-06-24,339.1410217285156
2018-11-09,345.0517272949219
2019-07-23,345.3888854980469
2019-06-21,344.12939453125
2019-05-20,342.3045959472656
2019-04-18,343.0920715332031
2018-09-06,341.443603515625
2018-10-08,340.62933349609375
2019-02-13,340.5399475097656
2018-12-11,344.0653076171875
2019-09-25,348.8220520019531
2020-01-21,348.9908752441406
2020-04-09,346.965087890625
2019-11-06,345.5549011230469
2020-01-24,347.292724609375
2020-01-27,348.4049987792969
2020-04-15,348.8518981933594
2018-12-26,347.8289794921875
2019-08-07,344.7406005859375
2019-06-04,350.0335998535156
2018-09-21,355.3266296386719
2018-07-19,357.2034606933594
2018-08-20,354.6612548828125
2018-10-23,355.137939453125
2019-05-03,357.6900634765625
2019-04-01,355.71392822265625
2019-02-28,350.5202331542969
2019-11-12,351.92041015625
2020-01-30,349.9938659667969
2019-11-15,353.727783203125
2020-04-21,346.4784240722656
2019-04-16,349.18951416015625
2019-03-15,351.493408203125
2019-02-11,357.4914855957031
2019-01-10,356.1111145019531
2019-08-22,350.63934326171875
2018-11-07,356.0515441894531
2018-08-03,354.254150390625
2018-09-04,350.3811340332031
2019-06-19,345.6542053222656
2019-09-23,342.823974609375
2019-11-18,342.96295166015625
2020-02-05,344.8299560546875
2020-04-24,341.5330505371094
2019-03-29,344.9988098144531
2019-11-21,349.2192687988281
2020-04-27,355.5848083496094
2020-02-11,358.09722900390625
2020-04-30,362.8341369628906
2019-05-01,364.8102722167969
2019-02-26,363.1221008300781
2019-01-25,363.15191650390625
2018-12-24,362.7745361328125
2019-09-06,362.0893249511719
2018-07-17,359.3484802246094
2018-09-19,363.2015380859375
2019-08-05,362.1092224121094
2019-10-08,365.05859375
2019-12-11,362.84405517578125
2019-11-27,362.6851806640625
2020-02-14,361.2651062011719
2020-05-06,360.5699462890625
2019-01-08,360.4210205078125
2018-12-07,363.71795654296875
2019-08-20,370.9772644042969
2018-11-05,370.9176330566406
2019-07-19,375.45587158203125
2018-10-04,373.9277038574219
2019-06-17,370.4278869628906
2019-05-16,372.1579284667969
2018-08-01,372.655029296875
2019-03-13,378.203125
2019-12-03,382.2498474121094
2020-02-20,379.18743896484375
2019-12-06,382.0409851074219
2020-05-12,375.20037841796875
2019-12-09,375.3893127441406
2020-02-26,372.4263610839844
2020-05-15,368.78729248046875
2019-03-28,371.7502746582031
2018-09-17,372.4959716796875
2018-08-16,368.8668518066406
2018-10-19,364.104248046875
2019-04-29,359.2422180175781
2019-01-23,364.7406005859375
2019-09-04,361.5688781738281
2018-11-20,358.8246765136719
2019-07-02,354.1316833496094
2019-05-31,342.1605529785156
2019-12-12,349.78668212890625
2020-05-18,346.6347961425781
2019-09-27,356.4383850097656
2020-03-03,352.96832275390625
2020-05-21,350.25396728515625
2019-05-14,356.348876953125
2018-08-31,345.521240234375
2018-07-30,347.5594787597656
2018-10-02,355.36456298828125
2019-04-12,360.296142578125
2019-03-11,356.75653076171875
2019-02-07,357.7408752441406
2019-07-17,353.0976257324219
2019-09-19,346.6248779296875
2019-10-21,346.744140625
2019-12-18,351.7354736328125
2020-03-06,353.8035583496094
2019-10-03,362.185302734375
2020-03-09,364.6610412597656
2020-05-27,359.7592468261719
2019-12-24,366.6893615722656
2020-03-12,372.9632263183594
2018-12-20,372.8140869140625
2019-08-01,354.9171142578125
2018-08-14,352.08343505859375
2018-07-13,351.9840393066406
2018-10-17,356.428466796875
2019-05-29,357.4923095703125
2019-03-26,354.6885070800781
2019-02-22,359.3417053222656
2019-10-04,357.57183837890625
2019-11-05,354.4895935058594
2019-12-27,357.4425964355469
2020-06-02,358.46673583984375
2019-12-30,354.5492858886719
2020-03-18,354.1714172363281
2020-06-05,353.18707275390625
2019-07-15,352.6004943847656
2018-12-03,354.5592041015625
2019-06-13,343.4730529785156
2019-01-04,335.9662170410156
2018-08-29,338.59771728515625
2019-02-05,343.2274475097656
