Dates,ROP
2018-06-20,276.1099853515625
2018-06-21,274.1300048828125
2018-06-25,275.8900146484375
2018-06-22,269.8399963378906
2018-06-26,272.489990234375
2018-06-27,269.5799865722656
2018-06-28,267.2300109863281
2018-06-29,272.0400085449219
2018-07-02,270.30999755859375
2018-07-03,271.8999938964844
2018-07-05,272.6300048828125
2018-07-16,274.0199890136719
2018-09-18,277.1300048828125
2019-01-24,278.6400146484375
2019-09-05,276.1400146484375
2018-11-21,277.3399963378906
2020-01-13,282.5400085449219
2020-04-01,282.1099853515625
2020-06-19,280.489990234375
2019-10-29,282.32000732421875
2020-01-16,281.0799865722656
2020-06-22,282.2300109863281
2018-10-03,280.760009765625
2018-07-31,281.6300048828125
2019-03-12,281.95001220703125
2019-02-08,291.8800048828125
2019-01-07,296.6499938964844
2018-12-06,293.70001220703125
2019-08-19,295.04998779296875
2019-07-18,298.1600036621094
2019-05-15,294.25
2019-09-20,292.2300109863281
2019-11-01,293.8800048828125
2020-04-07,295.25
2020-06-25,295.3399963378906
2020-06-16,295.1700134277344
2019-11-04,292.3500061035156
2020-01-22,290.9100036621094
2019-11-07,291.3699951171875
2020-04-13,291.7900085449219
2019-07-01,293.9599914550781
2019-05-30,294.2900085449219
2018-08-15,298.1600036621094
2018-10-18,301.2900085449219
2019-03-27,298.6000061035156
2019-01-22,296.7900085449219
2018-12-21,291.94000244140625
2019-09-03,296.6400146484375
2018-11-19,297.79998779296875
2019-08-02,296.489990234375
2020-01-28,295.3599853515625
2020-04-16,296.2699890136719
2019-11-13,295.9599914550781
2020-01-31,296.42999267578125
2018-12-04,300.8299865722656
2018-11-02,301.3599853515625
2019-07-16,305.739990234375
2018-08-30,304.54998779296875
2018-10-01,304.2200012207031
2019-06-14,305.260009765625
2019-05-13,308.32000732421875
2019-04-11,309.8299865722656
2019-02-06,308.7699890136719
2019-09-18,307.9100036621094
2020-02-03,307.42999267578125
2020-04-22,304.3900146484375
2019-11-19,299.45001220703125
2020-02-06,296.8399963378906
2019-11-22,295.260009765625
2019-03-25,293.92999267578125
2019-02-21,293.8900146484375
2018-12-19,297.92999267578125
2018-07-12,297.2699890136719
2018-09-14,296.1400146484375
2018-08-13,293.8299865722656
2018-10-16,292.9200134277344
2019-07-31,290.7099914550781
2019-05-28,288.30999755859375
2019-04-26,280.3299865722656
2020-04-28,272.6099853515625
2019-11-25,274.3699951171875
2020-02-12,277.8800048828125
2020-05-01,280.4200134277344
2020-05-04,281.8900146484375
2019-06-12,277.4100036621094
2019-04-09,276.04998779296875
2019-03-08,276.80999755859375
2019-02-04,266.07000732421875
2018-07-27,262.7200012207031
2018-08-28,262.75
2019-01-03,272.07000732421875
2019-08-15,272.6600036621094
2018-10-31,276.1300048828125
2019-09-16,281.6600036621094
2020-02-18,280.9700012207031
2020-05-07,283.1499938964844
2018-08-17,286.0
2019-12-04,287.95001220703125
2020-02-21,290.7099914550781
2018-12-17,293.8699951171875
2019-08-30,293.6499938964844
2018-11-15,288.54998779296875
2019-07-29,286.7900085449219
2019-06-27,286.8800048828125
2019-04-24,286.239990234375
2018-07-10,290.9100036621094
2018-09-12,292.55999755859375
2019-02-19,285.8800048828125
2019-01-18,287.3999938964844
2020-02-24,284.7300109863281
2020-05-13,283.1499938964844
2019-12-10,284.25
2020-02-27,284.8699951171875
2019-12-13,292.6300048828125
2020-05-19,293.3299865722656
2019-03-06,297.7099914550781
2018-11-30,286.2099914550781
2019-08-13,277.3500061035156
2019-07-12,282.510009765625
2019-06-10,281.3599853515625
2019-05-09,279.6400146484375
2018-07-25,284.1600036621094
2018-09-27,279.9200134277344
2018-10-29,272.1600036621094
2019-10-16,265.95001220703125
2019-12-16,265.7200012207031
2020-03-04,266.2699890136719
2020-05-22,260.20001220703125
2019-10-01,256.6300048828125
2019-12-19,246.88999938964844
2018-09-10,245.58999633789062
2019-05-24,255.30999755859375
2018-08-09,263.1099853515625
2019-04-22,263.2799987792969
2019-03-21,261.67999267578125
2019-01-16,257.8900146484375
2019-08-28,260.5199890136719
2018-11-13,266.1600036621094
2018-10-12,265.3299865722656
2019-06-25,269.92999267578125
2020-03-10,268.3999938964844
2020-05-28,271.4100036621094
2019-10-07,268.6199951171875
2020-03-13,268.80999755859375
2019-10-10,270.25
2020-03-16,270.5400085449219
2020-06-03,277.17999267578125
2018-11-28,273.1300048828125
2018-09-25,273.5400085449219
2018-07-23,275.7099914550781
2018-08-24,280.9700012207031
2019-07-10,278.42999267578125
2019-05-07,281.2099914550781
2019-04-05,282.1000061035156
2019-03-04,282.739990234375
2019-01-31,286.1199951171875
2019-09-12,289.3399963378906
2019-12-31,293.1099853515625
2020-03-19,296.3999938964844
2020-01-03,295.7699890136719
2020-06-09,294.80999755859375
2019-02-15,299.2799987792969
2019-01-14,302.0899963378906
2018-07-06,306.260009765625
2018-08-07,305.6499938964844
2018-10-10,309.1000061035156
2018-12-13,310.04998779296875
2019-08-26,310.9599914550781
2019-07-25,310.9100036621094
2019-05-22,314.1600036621094
2019-03-19,318.1700134277344
2020-01-06,318.4200134277344
2020-03-25,318.7200012207031
2020-06-12,321.2699890136719
2019-10-22,323.0400085449219
2020-01-09,319.989990234375
2020-06-15,319.8599853515625
2019-10-25,319.0400085449219
2020-03-31,316.3800048828125
2020-06-18,315.0899963378906
2019-04-03,318.20001220703125
2018-08-22,322.8399963378906
2018-10-25,323.489990234375
2019-01-29,324.2200012207031
2018-12-28,325.19000244140625
2018-11-26,326.3599853515625
2019-08-09,330.8900146484375
2019-07-08,328.9800109863281
2019-06-06,327.94000244140625
2019-09-10,329.2300109863281
2020-01-15,329.1600036621094
2020-04-03,332.7900085449219
2019-10-31,333.67999267578125
2020-04-06,334.55999755859375
2020-06-24,339.5799865722656
2018-11-09,342.760009765625
2019-07-23,346.260009765625
2019-06-21,346.0199890136719
2019-05-20,344.29998779296875
2019-04-18,344.0899963378906
2018-09-06,341.42999267578125
2018-10-08,340.8299865722656
2019-02-13,341.6400146484375
2018-12-11,341.4200134277344
2019-09-25,347.0799865722656
2020-01-21,349.4700012207031
2020-04-09,348.3999938964844
2019-11-06,347.0199890136719
2020-01-24,347.7799987792969
2020-01-27,347.0799865722656
2020-04-15,348.8599853515625
2018-12-26,348.239990234375
2019-08-07,341.8399963378906
2019-06-04,344.760009765625
2018-09-21,351.3500061035156
2018-07-19,357.54998779296875
