Dates,FISV
2018-06-20,76.13999938964844
2018-06-21,74.86000061035156
2018-06-25,75.36000061035156
2018-06-22,74.11000061035156
2018-06-26,73.98999786376953
2018-06-27,73.19000244140625
2018-06-28,73.22000122070312
2018-06-29,73.88999938964844
2018-07-02,73.54000091552734
2018-07-03,74.33000183105469
2018-07-05,74.01000213623047
2018-07-16,74.94999694824219
2018-09-18,75.5
2019-01-24,75.58000183105469
2019-09-05,75.68000030517578
2018-11-21,76.80999755859375
2020-01-13,77.18000030517578
2020-04-01,76.6500015258789
2020-06-19,76.43000030517578
2019-10-29,76.8499984741211
2020-01-16,76.87999725341797
2020-06-22,76.62999725341797
2018-10-03,76.80000305175781
2018-07-31,76.66000366210938
2019-03-12,77.08999633789062
2019-02-08,77.08999633789062
2019-01-07,75.83000183105469
2018-12-06,74.33999633789062
2019-08-19,74.51000213623047
2019-07-18,73.87000274658203
2019-05-15,73.83999633789062
2019-09-20,74.97000122070312
2019-11-01,76.11000061035156
2020-04-07,76.52999877929688
2020-06-25,77.0
2020-06-16,77.62999725341797
2019-11-04,78.30000305175781
2020-01-22,79.0199966430664
2019-11-07,78.25
2020-04-13,78.26000213623047
2019-07-01,77.6500015258789
2019-05-30,78.72000122070312
2018-08-15,79.22000122070312
2018-10-18,79.36000061035156
2019-03-27,79.0
2019-01-22,79.43000030517578
2018-12-21,79.4800033569336
2019-09-03,79.63999938964844
2018-11-19,77.79000091552734
2019-08-02,78.58999633789062
2020-01-28,79.4000015258789
2020-04-16,79.51000213623047
2019-11-13,79.29000091552734
2020-01-31,79.23999786376953
2018-12-04,79.52999877929688
2018-11-02,79.73999786376953
2019-07-16,79.98999786376953
2018-08-30,80.2300033569336
2018-10-01,80.38999938964844
2019-06-14,80.86000061035156
2019-05-13,80.87000274658203
2019-04-11,80.02999877929688
2019-02-06,79.77999877929688
2019-09-18,79.27999877929688
2020-02-03,79.33999633789062
2020-04-22,80.0
2019-11-19,80.54000091552734
2020-02-06,81.16000366210938
2019-11-22,81.41999816894531
2019-03-25,81.5199966430664
2019-02-21,81.66999816894531
2018-12-19,81.37999725341797
2018-07-12,81.02999877929688
2018-09-14,81.6500015258789
2018-08-13,79.81999969482422
2018-10-16,80.48999786376953
2019-07-31,79.62999725341797
2019-05-28,80.29000091552734
2019-04-26,76.91000366210938
2020-04-28,75.73999786376953
2019-11-25,76.12999725341797
2020-02-12,76.27999877929688
2020-05-01,77.41999816894531
2020-05-04,78.22000122070312
2019-06-12,78.11000061035156
2019-04-09,78.4000015258789
2019-03-08,78.7300033569336
2019-02-04,77.7300033569336
2018-07-27,77.01000213623047
2018-08-28,77.16000366210938
2019-01-03,76.54000091552734
2019-08-15,76.22000122070312
2018-10-31,76.72000122070312
2019-09-16,78.29000091552734
2020-02-18,73.51000213623047
2020-05-07,73.95999908447266
2018-08-17,75.33999633789062
2019-12-04,76.75
2020-02-21,77.97000122070312
2018-12-17,78.66000366210938
2019-08-30,79.12999725341797
2018-11-15,78.47000122070312
2019-07-29,77.5
2019-06-27,77.33999633789062
2019-04-24,77.13999938964844
2018-07-10,78.66999816894531
2018-09-12,78.20999908447266
2019-02-19,75.83999633789062
2019-01-18,75.9800033569336
2020-02-24,76.16000366210938
2020-05-13,76.70999908447266
2019-12-10,76.44000244140625
2020-02-27,77.22000122070312
2019-12-13,78.4000015258789
2020-05-19,78.37999725341797
2019-03-06,79.19000244140625
2018-11-30,76.55000305175781
2019-08-13,74.04000091552734
2019-07-12,74.31999969482422
2019-06-10,74.19000244140625
