Dates,FISV
2018-06-20,76.75
2018-06-21,76.37999725341797
2018-06-25,76.30000305175781
2018-06-22,75.55000305175781
2018-06-26,74.77999877929688
2018-06-27,74.58999633789062
2018-06-28,74.05000305175781
2018-06-29,74.62999725341797
2018-07-02,74.76000213623047
2018-07-03,75.0999984741211
2018-07-05,75.19000244140625
2018-07-16,75.66999816894531
2018-09-18,76.27999877929688
2019-01-24,76.2300033569336
2019-09-05,76.91000366210938
2018-11-21,77.56999969482422
2020-01-13,77.7300033569336
2020-04-01,77.7699966430664
2020-06-19,77.3499984741211
2019-10-29,77.43000030517578
2020-01-16,77.55999755859375
2020-06-22,77.77999877929688
2018-10-03,77.5
2018-07-31,77.73999786376953
2019-03-12,77.69000244140625
2019-02-08,78.20999908447266
2019-01-07,77.5999984741211
2018-12-06,76.05999755859375
2019-08-19,76.81999969482422
2019-07-18,76.54000091552734
2019-05-15,75.26000213623047
2019-09-20,76.30000305175781
2019-11-01,76.95999908447266
2020-04-07,77.41000366210938
2020-06-25,77.81999969482422
2020-06-16,78.93000030517578
2019-11-04,80.0
2020-01-22,79.95999908447266
2019-11-07,79.56999969482422
2020-04-13,79.08999633789062
2019-07-01,79.18000030517578
2019-05-30,79.62999725341797
2018-08-15,79.91000366210938
2018-10-18,79.93000030517578
2019-03-27,79.91999816894531
2019-01-22,79.98999786376953
2018-12-21,80.33000183105469
2019-09-03,80.44999694824219
2018-11-19,79.94999694824219
2019-08-02,79.73999786376953
2020-01-28,79.80000305175781
2020-04-16,80.16000366210938
2019-11-13,80.12000274658203
2020-01-31,80.37999725341797
2018-12-04,80.69999694824219
2018-11-02,80.55000305175781
2019-07-16,80.56999969482422
2018-08-30,81.20999908447266
2018-10-01,80.98999786376953
2019-06-14,81.30999755859375
2019-05-13,81.47000122070312
2019-04-11,81.87000274658203
2019-02-06,80.55999755859375
2019-09-18,80.87000274658203
2020-02-03,80.2300033569336
2020-04-22,81.5
2019-11-19,81.12999725341797
2020-02-06,81.87999725341797
2019-11-22,82.38999938964844
2019-03-25,82.05000305175781
2019-02-21,82.41000366210938
2018-12-19,82.79000091552734
2018-07-12,82.23999786376953
2018-09-14,82.37999725341797
2018-08-13,81.44999694824219
2018-10-16,81.29000091552734
2019-07-31,81.36000061035156
2019-05-28,81.5
2019-04-26,80.44999694824219
2020-04-28,77.69999694824219
2019-11-25,77.38999938964844
2020-02-12,77.66999816894531
2020-05-01,79.18000030517578
2020-05-04,79.22000122070312
2019-06-12,79.58999633789062
2019-04-09,79.83000183105469
2019-03-08,80.0
2019-02-04,79.98999786376953
2018-07-27,79.55000305175781
2018-08-28,79.29000091552734
2019-01-03,78.68000030517578
2019-08-15,79.3499984741211
2018-10-31,78.0
2019-09-16,79.7300033569336
2020-02-18,77.72000122070312
2020-05-07,75.77999877929688
2018-08-17,76.94000244140625
2019-12-04,77.70999908447266
2020-02-21,79.27999877929688
2018-12-17,79.81999969482422
2019-08-30,80.4800033569336
2018-11-15,80.5
2019-07-29,79.22000122070312
2019-06-27,78.69000244140625
2019-04-24,79.70999908447266
2018-07-10,80.62000274658203
2018-09-12,80.58999633789062
2019-02-19,78.0999984741211
2019-01-18,77.37999725341797
2020-02-24,77.6500015258789
2020-05-13,77.80000305175781
2019-12-10,77.4800033569336
2020-02-27,79.44999694824219
2019-12-13,79.43000030517578
2020-05-19,79.31999969482422
2019-03-06,80.04000091552734
2018-11-30,80.06999969482422
2019-08-13,76.16000366210938
2019-07-12,76.56999969482422
2019-06-10,76.36000061035156
2019-05-09,78.0
2018-07-25,78.76000213623047
2018-09-27,78.20999908447266
2018-10-29,77.43000030517578
2019-10-16,76.52999877929688
2019-12-16,75.70999908447266
2020-03-04,75.1500015258789
2020-05-22,73.37000274658203
2019-10-01,73.7300033569336
2019-12-19,71.01000213623047
2018-09-10,71.9800033569336
2019-05-24,73.08000183105469
2018-08-09,73.95999908447266
2019-04-22,73.62000274658203
2019-03-21,73.48999786376953
2019-01-16,71.98999786376953
2019-08-28,73.45999908447266
2018-11-13,74.36000061035156
2018-10-12,74.29000091552734
2019-06-25,73.83000183105469
2020-03-10,74.44999694824219
2020-05-28,74.13999938964844
2019-10-07,74.27999877929688
2020-03-13,75.3499984741211
2019-10-10,72.77999877929688
2020-03-16,75.56999969482422
2020-06-03,77.91000366210938
2018-11-28,78.30999755859375
2018-09-25,80.66999816894531
2018-07-23,82.87999725341797
2018-08-24,85.12000274658203
2019-07-10,85.6500015258789
2019-05-07,85.05999755859375
2019-04-05,84.87999725341797
2019-03-04,84.79000091552734
2019-01-31,83.66000366210938
2019-09-12,84.0999984741211
2019-12-31,85.20999908447266
2020-03-19,85.12000274658203
2020-01-03,84.33999633789062
2020-06-09,85.7300033569336
2019-02-15,86.29000091552734
2019-01-14,85.30000305175781
2018-07-06,84.86000061035156
2018-08-07,84.7699966430664
2018-10-10,86.12000274658203
2018-12-13,85.87999725341797
2019-08-26,85.47000122070312
2019-07-25,85.43000030517578
2019-05-22,85.44999694824219
2019-03-19,85.5
2020-01-06,84.94999694824219
2020-03-25,85.13999938964844
2020-06-12,85.37999725341797
2019-10-22,86.66999816894531
2020-01-09,87.22000122070312
2020-06-15,85.94000244140625
2019-10-25,86.08999633789062
2020-03-31,85.6500015258789
2020-06-18,85.16000366210938
2019-04-03,86.26000213623047
2018-08-22,86.41999816894531
2018-10-25,87.0
2019-01-29,86.31999969482422
2018-12-28,87.26000213623047
2018-11-26,87.02999877929688
2019-08-09,85.48999786376953
2019-07-08,84.62999725341797
2019-06-06,86.11000061035156
2019-09-10,86.29000091552734
2020-01-15,85.62000274658203
2020-04-03,86.94000244140625
2019-10-31,88.02999877929688
2020-04-06,88.08999633789062
2020-06-24,88.6500015258789
2018-11-09,89.4800033569336
2019-07-23,90.18000030517578
2019-06-21,91.19000244140625
2019-05-20,90.83999633789062
2019-04-18,90.5999984741211
2018-09-06,89.62999725341797
2018-10-08,88.55999755859375
2019-02-13,88.37999725341797
2018-12-11,87.16999816894531
2019-09-25,86.81999969482422
2020-01-21,87.05999755859375
2020-04-09,86.70999908447266
2019-11-06,85.58000183105469
2020-01-24,85.91999816894531
2020-01-27,85.79000091552734
2020-04-15,87.3499984741211
2018-12-26,87.08000183105469
2019-08-07,86.76000213623047
2019-06-04,86.73999786376953
2018-09-21,85.5999984741211
2018-07-19,89.20999908447266
2018-08-20,87.80999755859375
2018-10-23,86.29000091552734
2019-05-03,86.97000122070312
2019-04-01,88.02999877929688
2019-02-28,87.36000061035156
2019-11-12,85.81999969482422
2020-01-30,84.93000030517578
2019-11-15,85.25
2020-04-21,84.25
2019-04-16,85.36000061035156
2019-03-15,86.0
2019-02-11,87.83999633789062
2019-01-10,87.58999633789062
2019-08-22,87.8499984741211
2018-11-07,89.0
2018-08-03,89.66000366210938
2018-09-04,88.97000122070312
2019-06-19,88.16000366210938
2019-09-23,87.87999725341797
2019-11-18,86.91000366210938
2020-02-05,87.70999908447266
2020-04-24,86.7699966430664
2019-03-29,86.45999908447266
2019-11-21,86.2300033569336
2020-04-27,88.44999694824219
2020-02-11,89.44000244140625
2020-04-30,90.72000122070312
2019-05-01,91.08999633789062
2019-02-26,91.37999725341797
2019-01-25,90.0999984741211
2018-12-24,90.48999786376953
2019-09-06,89.33999633789062
2018-07-17,89.58999633789062
2018-09-19,90.08999633789062
2019-08-05,90.0999984741211
2019-10-08,91.79000091552734
2019-12-11,92.29000091552734
2019-11-27,92.08999633789062
2020-02-14,91.0199966430664
2020-05-06,92.19999694824219
2019-01-08,91.27999877929688
2018-12-07,91.37999725341797
2019-08-20,92.69000244140625
