Dates,FISV
2018-06-20,76.36000061035156
2018-06-21,74.86000061035156
2018-06-25,76.01000213623047
2018-06-22,75.54000091552734
2018-06-26,74.66000366210938
2018-06-27,74.23999786376953
2018-06-28,73.30999755859375
2018-06-29,74.0199966430664
2018-07-02,73.69999694824219
2018-07-03,74.95999908447266
2018-07-05,74.72000122070312
2018-07-16,75.22000122070312
2018-09-18,75.5
2019-01-24,76.0999984741211
2019-09-05,75.77999877929688
2018-11-21,76.80999755859375
2020-01-13,77.45999908447266
2020-04-01,77.48999786376953
2020-06-19,76.43000030517578
2019-10-29,77.23999786376953
2020-01-16,77.2300033569336
2020-06-22,77.27999877929688
2018-10-03,77.05000305175781
2018-07-31,77.5
2019-03-12,77.3499984741211
2019-02-08,77.79000091552734
2019-01-07,77.33999633789062
2018-12-06,75.91000366210938
2019-08-19,75.05999755859375
2019-07-18,75.4800033569336
2019-05-15,74.26000213623047
2019-09-20,75.33999633789062
2019-11-01,76.26000213623047
2020-04-07,76.68000030517578
2020-06-25,77.18000030517578
2020-06-16,77.86000061035156
2019-11-04,78.30000305175781
2020-01-22,79.52999877929688
2019-11-07,78.33000183105469
2020-04-13,78.72000122070312
2019-07-01,79.18000030517578
2019-05-30,78.83000183105469
2018-08-15,79.62999725341797
2018-10-18,79.69000244140625
2019-03-27,79.16000366210938
2019-01-22,79.5999984741211
2018-12-21,79.88999938964844
2019-09-03,80.36000061035156
2018-11-19,79.80000305175781
2019-08-02,78.61000061035156
2020-01-28,79.55999755859375
2020-04-16,79.5199966430664
2019-11-13,79.83000183105469
2020-01-31,80.13999938964844
2018-12-04,79.62000274658203
2018-11-02,80.33999633789062
2019-07-16,80.19000244140625
2018-08-30,80.4000015258789
2018-10-01,80.72000122070312
2019-06-14,81.12000274658203
2019-05-13,81.19000244140625
2019-04-11,81.73999786376953
2019-02-06,80.05000305175781
2019-09-18,80.47000122070312
2020-02-03,79.55999755859375
2020-04-22,80.7300033569336
2019-11-19,80.69999694824219
2020-02-06,81.19999694824219
2019-11-22,81.94999694824219
2019-03-25,81.75
2019-02-21,81.69999694824219
2018-12-19,82.66000366210938
2018-07-12,81.61000061035156
2018-09-14,82.20999908447266
2018-08-13,81.30999755859375
2018-10-16,80.6500015258789
2019-07-31,81.0
2019-05-28,80.66999816894531
2019-04-26,80.41999816894531
2020-04-28,77.33999633789062
2019-11-25,76.58999633789062
2020-02-12,76.8499984741211
2020-05-01,77.55000305175781
2020-05-04,78.94000244140625
2019-06-12,79.0
2019-04-09,78.48999786376953
2019-03-08,78.88999938964844
2019-02-04,78.3499984741211
2018-07-27,79.19999694824219
2018-08-28,77.88999938964844
2019-01-03,76.80000305175781
2019-08-15,78.7699966430664
2018-10-31,77.41999816894531
2019-09-16,78.7699966430664
2020-02-18,74.08999633789062
2020-05-07,75.47000122070312
2018-08-17,75.4000015258789
2019-12-04,76.75
2020-02-21,78.19999694824219
2018-12-17,78.98999786376953
2019-08-30,79.2699966430664
2018-11-15,79.9800033569336
2019-07-29,78.93000030517578
2019-06-27,78.27999877929688
2019-04-24,77.55999755859375
2018-07-10,79.0199966430664
2018-09-12,80.41999816894531
2019-02-19,77.87999725341797
2019-01-18,76.62999725341797
2020-02-24,76.16000366210938
2020-05-13,77.62000274658203
2019-12-10,77.2699966430664
2020-02-27,77.30000305175781
2019-12-13,79.05000305175781
2020-05-19,78.63999938964844
2019-03-06,79.58000183105469
2018-11-30,79.5
2019-08-13,75.55000305175781
2019-07-12,75.55999755859375
2019-06-10,74.87999725341797
2019-05-09,77.9800033569336
2018-07-25,77.8499984741211
2018-09-27,77.69999694824219
2018-10-29,77.06999969482422
2019-10-16,76.29000091552734
2019-12-16,75.18000030517578
2020-03-04,73.0
2020-05-22,72.6500015258789
2019-10-01,72.16000366210938
2019-12-19,70.75
2018-09-10,69.37999725341797
2019-05-24,70.33999633789062
2018-08-09,73.19000244140625
2019-04-22,73.37999725341797
2019-03-21,72.20999908447266
2019-01-16,71.37999725341797
2019-08-28,71.06999969482422
2018-11-13,73.1500015258789
2018-10-12,73.44999694824219
2019-06-25,73.73999786376953
2020-03-10,73.18000030517578
2020-05-28,73.94999694824219
2019-10-07,73.22000122070312
2020-03-13,74.0
2019-10-10,70.55000305175781
2020-03-16,72.06999969482422
2020-06-03,75.11000061035156
2018-11-28,77.30999755859375
2018-09-25,78.55000305175781
2018-07-23,80.68000030517578
2018-08-24,82.93000030517578
2019-07-10,84.66999816894531
2019-05-07,85.0199966430664
2019-04-05,84.19999694824219
2019-03-04,84.79000091552734
2019-01-31,82.62999725341797
2019-09-12,82.87999725341797
2019-12-31,83.80000305175781
2020-03-19,84.81999969482422
2020-01-03,84.12000274658203
2020-06-09,83.88999938964844
2019-02-15,86.26000213623047
2019-01-14,85.30000305175781
2018-07-06,84.56999969482422
2018-08-07,84.27999877929688
2018-10-10,85.02999877929688
2018-12-13,85.58999633789062
2019-08-26,85.47000122070312
2019-07-25,84.48999786376953
2019-05-22,84.94000244140625
2019-03-19,85.45999908447266
2020-01-06,84.31999969482422
2020-03-25,84.2699966430664
2020-06-12,84.88999938964844
2019-10-22,85.11000061035156
2020-01-09,87.02999877929688
2020-06-15,85.62999725341797
2019-10-25,85.69999694824219
2020-03-31,85.20999908447266
2020-06-18,84.25
2019-04-03,84.98999786376953
2018-08-22,86.36000061035156
2018-10-25,86.4800033569336
2019-01-29,86.23999786376953
2018-12-28,85.56999969482422
2018-11-26,86.80999755859375
2019-08-09,85.2699966430664
2019-07-08,84.44999694824219
2019-06-06,83.6500015258789
2019-09-10,85.77999877929688
2020-01-15,85.37000274658203
2020-04-03,85.63999938964844
2019-10-31,87.01000213623047
2020-04-06,87.80999755859375
2020-06-24,88.44999694824219
2018-11-09,88.9800033569336
2019-07-23,89.54000091552734
2019-06-21,90.36000061035156
2019-05-20,90.66999816894531
2019-04-18,90.38999938964844
2018-09-06,89.62999725341797
2018-10-08,87.8499984741211
2019-02-13,88.12000274658203
2018-12-11,87.08999633789062
2019-09-25,86.04000091552734
2020-01-21,86.44999694824219
2020-04-09,86.66000366210938
2019-11-06,85.26000213623047
2020-01-24,85.91999816894531
2020-01-27,84.61000061035156
2020-04-15,85.76000213623047
2018-12-26,86.91999816894531
2019-08-07,86.54000091552734
2019-06-04,86.41000366210938
2018-09-21,85.37000274658203
2018-07-19,86.25
2018-08-20,85.75
2018-10-23,85.69000244140625
2019-05-03,85.88999938964844
2019-04-01,85.81999969482422
2019-02-28,87.12999725341797
2019-11-12,85.30000305175781
2020-01-30,81.91000366210938
2019-11-15,84.44999694824219
2020-04-21,83.5999984741211
2019-04-16,83.69000244140625
2019-03-15,84.12000274658203
2019-02-11,86.72000122070312
2019-01-10,87.33000183105469
2019-08-22,86.55000305175781
2018-11-07,88.13999938964844
2018-08-03,88.41000366210938
2018-09-04,88.81999969482422
2019-06-19,87.72000122070312
2019-09-23,87.33000183105469
2019-11-18,86.6500015258789
2020-02-05,86.95999908447266
2020-04-24,86.30000305175781
2019-03-29,86.08999633789062
2019-11-21,84.2300033569336
2020-04-27,87.44999694824219
2020-02-11,88.2699966430664
2020-04-30,90.0
2019-05-01,90.0999984741211
2019-02-26,91.2699966430664
2019-01-25,89.70999908447266
2018-12-24,90.08000183105469
2019-09-06,88.69999694824219
2018-07-17,89.16999816894531
2018-09-19,89.36000061035156
2019-08-05,89.77999877929688
2019-10-08,90.79000091552734
2019-12-11,92.16000366210938
