Dates,LNT
2018-06-20,41.130001068115234
2018-06-21,41.040000915527344
2018-06-25,41.279998779296875
2018-06-22,41.15999984741211
2018-06-26,42.16999816894531
2018-06-27,42.27000045776367
2018-06-28,42.38999938964844
2018-06-29,42.33000183105469
2018-07-02,42.43000030517578
2018-07-03,42.709999084472656
2018-07-05,43.099998474121094
2018-07-16,43.41999816894531
2018-09-18,43.77000045776367
2019-01-24,42.18000030517578
2019-09-05,42.61000061035156
2018-11-21,43.099998474121094
2020-01-13,43.25
2020-04-01,42.939998626708984
2020-06-19,42.880001068115234
2019-10-29,42.849998474121094
2020-01-16,42.93000030517578
2020-06-22,42.83000183105469
2018-10-03,42.59000015258789
2018-07-31,42.0099983215332
2019-03-12,42.15999984741211
2019-02-08,42.369998931884766
2019-01-07,42.97999954223633
2018-12-06,42.529998779296875
2019-08-19,42.4900016784668
2019-07-18,42.709999084472656
2019-05-15,42.400001525878906
2019-09-20,41.939998626708984
2019-11-01,42.88999938964844
2020-04-07,42.849998474121094
2020-06-25,42.45000076293945
2020-06-16,42.529998779296875
2019-11-04,42.97999954223633
2020-01-22,42.52000045776367
2019-11-07,42.650001525878906
2020-04-13,42.7400016784668
2019-07-01,42.939998626708984
2019-05-30,43.349998474121094
2018-08-15,43.650001525878906
2018-10-18,43.380001068115234
2019-03-27,43.220001220703125
2019-01-22,42.88999938964844
2018-12-21,42.93000030517578
2019-09-03,43.2400016784668
2018-11-19,42.720001220703125
2019-08-02,42.689998626708984
2020-01-28,43.04999923706055
2020-04-16,43.0
2019-11-13,42.720001220703125
2020-01-31,43.09000015258789
2018-12-04,43.689998626708984
2018-11-02,43.58000183105469
2019-07-16,43.470001220703125
2018-08-30,44.04999923706055
2018-10-01,43.54999923706055
2019-06-14,43.65999984741211
2019-05-13,43.68000030517578
2019-04-11,43.959999084472656
2019-02-06,44.15999984741211
2019-09-18,43.900001525878906
2020-02-03,42.779998779296875
2020-04-22,43.099998474121094
2019-11-19,43.18000030517578
2020-02-06,42.880001068115234
2019-11-22,42.380001068115234
2019-03-25,41.880001068115234
2019-02-21,42.27000045776367
2018-12-19,42.43000030517578
2018-07-12,42.529998779296875
2018-09-14,43.099998474121094
2018-08-13,42.43000030517578
2018-10-16,42.77000045776367
2019-07-31,43.709999084472656
2019-05-28,44.18000030517578
2019-04-26,43.97999954223633
2020-04-28,44.119998931884766
2019-11-25,42.529998779296875
2020-02-12,42.470001220703125
2020-05-01,42.56999969482422
2020-05-04,43.04999923706055
2019-06-12,43.310001373291016
2019-04-09,43.380001068115234
2019-03-08,43.97999954223633
2019-02-04,43.939998626708984
2018-07-27,43.7599983215332
2018-08-28,44.0
2019-01-03,43.70000076293945
2019-08-15,42.91999816894531
2018-10-31,43.529998779296875
2019-09-16,43.13999938964844
2020-02-18,42.97999954223633
2020-05-07,43.029998779296875
2018-08-17,42.599998474121094
2019-12-04,43.0099983215332
2020-02-21,44.18000030517578
2018-12-17,43.90999984741211
2019-08-30,43.869998931884766
2018-11-15,44.439998626708984
2019-07-29,45.2599983215332
2019-06-27,44.900001525878906
2019-04-24,44.400001525878906
2018-07-10,45.58000183105469
2018-09-12,45.220001220703125
2019-02-19,45.61000061035156
2019-01-18,44.65999984741211
2020-02-24,44.13999938964844
2020-05-13,43.970001220703125
2019-12-10,44.31999969482422
2020-02-27,44.79999923706055
2019-12-13,44.77000045776367
2020-05-19,44.83000183105469
2019-03-06,45.369998931884766
2018-11-30,46.099998474121094
2019-08-13,46.310001373291016
2019-07-12,45.7400016784668
