Dates,LNT
2018-06-20,1298800.0
2018-06-21,1102600.0
2018-06-25,1447700.0
2018-06-22,2735600.0
2018-06-26,1782500.0
2018-06-27,1342700.0
2018-06-28,1219400.0
2018-06-29,1553600.0
2018-07-02,1222600.0
2018-07-03,670600.0
2018-07-05,1166800.0
2018-07-16,1002600.0
2018-09-18,1185600.0
2019-01-24,1622800.0
2019-09-05,1120800.0
2018-11-21,1408100.0
2020-01-13,882800.0
2020-04-01,724800.0
2020-06-19,805900.0
2019-10-29,762500.0
2020-01-16,1696900.0
2020-06-22,1098000.0
2018-10-03,907200.0
2018-07-31,1753700.0
2019-03-12,1079900.0
2019-02-08,1356700.0
2019-01-07,1038200.0
2018-12-06,872800.0
2019-08-19,1322000.0
2019-07-18,1430500.0
2019-05-15,1359400.0
2019-09-20,1803100.0
2019-11-01,1676900.0
2020-04-07,2242800.0
2020-06-25,1885900.0
2020-06-16,1343100.0
2019-11-04,1595700.0
2020-01-22,2276200.0
2019-11-07,1155300.0
2020-04-13,1370400.0
2019-07-01,880900.0
2019-05-30,1136800.0
2018-08-15,1036300.0
2018-10-18,937600.0
2019-03-27,813600.0
2019-01-22,1038200.0
2018-12-21,825300.0
2019-09-03,698600.0
2018-11-19,825100.0
2019-08-02,715200.0
2020-01-28,862700.0
2020-04-16,1276300.0
2019-11-13,918800.0
2020-01-31,959200.0
2018-12-04,1092300.0
2018-11-02,1424900.0
2019-07-16,1084900.0
2018-08-30,916200.0
2018-10-01,779300.0
2019-06-14,807500.0
2019-05-13,1172400.0
2019-04-11,862900.0
2019-02-06,1178600.0
2019-09-18,1370100.0
2020-02-03,931300.0
2020-04-22,2963900.0
2019-11-19,1303200.0
2020-02-06,837300.0
2019-11-22,1280700.0
2019-03-25,2055000.0
2019-02-21,2945100.0
2018-12-19,1760900.0
2018-07-12,1620500.0
2018-09-14,1530100.0
2018-08-13,1158200.0
2018-10-16,1284000.0
2019-07-31,1433000.0
2019-05-28,1674600.0
2019-04-26,1863100.0
2020-04-28,2502800.0
2019-11-25,1586000.0
2020-02-12,1727800.0
2020-05-01,1279200.0
2020-05-04,1232600.0
2019-06-12,1193600.0
2019-04-09,1550600.0
2019-03-08,1103000.0
2019-02-04,1618300.0
2018-07-27,1660800.0
2018-08-28,1873200.0
2019-01-03,2130300.0
2019-08-15,1657500.0
2018-10-31,1974900.0
2019-09-16,2176200.0
2020-02-18,1814300.0
2020-05-07,1850100.0
2018-08-17,1658600.0
2019-12-04,1331000.0
2020-02-21,2145000.0
2018-12-17,1307700.0
2019-08-30,1448400.0
2018-11-15,2003700.0
2019-07-29,2698200.0
2019-06-27,1821600.0
2019-04-24,1791400.0
2018-07-10,1219800.0
2018-09-12,1535000.0
2019-02-19,1250900.0
2019-01-18,1964300.0
2020-02-24,636800.0
2020-05-13,1388300.0
2019-12-10,1408900.0
2020-02-27,1576400.0
2019-12-13,1204800.0
2020-05-19,1889300.0
2019-03-06,1217300.0
2018-11-30,1346500.0
2019-08-13,2235700.0
2019-07-12,1323400.0
2019-06-10,1482100.0
2019-05-09,1300200.0
2018-07-25,1398400.0
2018-09-27,1849200.0
2018-10-29,7159100.0
2019-10-16,3321100.0
2019-12-16,3149500.0
2020-03-04,3250900.0
2020-05-22,3426200.0
2019-10-01,4282600.0
2019-12-19,1241800.0
2018-09-10,2484700.0
2019-05-24,3018700.0
2018-08-09,2441900.0
2019-04-22,1421000.0
2019-03-21,2797900.0
2019-01-16,2475500.0
2019-08-28,1773000.0
2018-11-13,1583500.0
2018-10-12,1747000.0
2019-06-25,1279100.0
2020-03-10,1627600.0
2020-05-28,1646900.0
2019-10-07,2361300.0
2020-03-13,2315500.0
2019-10-10,1907400.0
2020-03-16,1167500.0
2020-06-03,2022000.0
2018-11-28,1976700.0
2018-09-25,1749200.0
2018-07-23,1610400.0
2018-08-24,1776800.0
2019-07-10,1234200.0
2019-05-07,938800.0
2019-04-05,1770100.0
2019-03-04,2652300.0
2019-01-31,3437400.0
2019-09-12,1240200.0
2019-12-31,1101900.0
2020-03-19,989200.0
2020-01-03,1909400.0
2020-06-09,1216700.0
2019-02-15,1314800.0
2019-01-14,1684000.0
2018-07-06,1198900.0
2018-08-07,1877400.0
2018-10-10,2110000.0
2018-12-13,1355000.0
2019-08-26,1718900.0
2019-07-25,1361800.0
2019-05-22,1676100.0
2019-03-19,1342400.0
2020-01-06,1470000.0
2020-03-25,1203300.0
2020-06-12,1886700.0
2019-10-22,1932600.0
2020-01-09,1841600.0
2020-06-15,1523100.0
2019-10-25,1196800.0
2020-03-31,1423600.0
2020-06-18,1609000.0
2019-04-03,1345100.0
2018-08-22,2268300.0
2018-10-25,2016400.0
2019-01-29,1902400.0
2018-12-28,5524800.0
2018-11-26,1360600.0
2019-08-09,1347100.0
2019-07-08,1649300.0
2019-06-06,1140800.0
2019-09-10,1165500.0
2020-01-15,1258900.0
2020-04-03,800400.0
2019-10-31,1161000.0
2020-04-06,1034800.0
2020-06-24,1262900.0
2018-11-09,1350400.0
2019-07-23,1712800.0
2019-06-21,1704600.0
2019-05-20,1111500.0
2019-04-18,986500.0
2018-09-06,939900.0
2018-10-08,833900.0
2019-02-13,837600.0
2018-12-11,1152500.0
2019-09-25,801700.0
2020-01-21,764600.0
2020-04-09,801900.0
2019-11-06,776600.0
2020-01-24,1898000.0
2020-01-27,1113000.0
2020-04-15,1005000.0
2018-12-26,1248400.0
2019-08-07,962000.0
2019-06-04,1124900.0
2018-09-21,802100.0
2018-07-19,1409700.0
2018-08-20,1248500.0
2018-10-23,1400800.0
2019-05-03,1270700.0
2019-04-01,783100.0
2019-02-28,1059800.0
2019-11-12,1397100.0
2020-01-30,1057500.0
2019-11-15,734700.0
2020-04-21,1057400.0
2019-04-16,990000.0
2019-03-15,885800.0
2019-02-11,1069000.0
2019-01-10,790000.0
2019-08-22,929000.0
2018-11-07,840600.0
2018-08-03,756800.0
2018-09-04,983000.0
2019-06-19,695600.0
2019-09-23,1654600.0
2019-11-18,1152100.0
2020-02-05,801600.0
2020-04-24,1210100.0
2019-03-29,1333200.0
2019-11-21,988000.0
2020-04-27,1207300.0
2020-02-11,815600.0
2020-04-30,1042900.0
2019-05-01,657600.0
2019-02-26,1199200.0
2019-01-25,780200.0
2018-12-24,1152000.0
2019-09-06,1126200.0
2018-07-17,891600.0
2018-09-19,1557600.0
2019-08-05,2521100.0
2019-10-08,984400.0
2019-12-11,1925500.0
2019-11-27,878200.0
2020-02-14,1370900.0
2020-05-06,1460400.0
2019-01-08,1137500.0
2018-12-07,1361700.0
2019-08-20,873300.0
2018-11-05,1500400.0
2019-07-19,749900.0
2018-10-04,810000.0
2019-06-17,924100.0
2019-05-16,987000.0
2018-08-01,982300.0
2019-03-13,881100.0
2019-12-03,632900.0
2020-02-20,725900.0
2019-12-06,673500.0
2020-05-12,824400.0
2019-12-09,808700.0
2020-02-26,892100.0
2020-05-15,743000.0
2019-03-28,816600.0
2018-09-17,796600.0
2018-08-16,797900.0
2018-10-19,825600.0
2019-04-29,1275700.0
2019-01-23,1056700.0
2019-09-04,1314500.0
2018-11-20,1547000.0
2019-07-02,1358600.0
2019-05-31,1954600.0
2019-12-12,1559400.0
2020-05-18,1335200.0
2019-09-27,1122300.0
2020-03-03,816200.0
2020-05-21,1465600.0
2019-05-14,971100.0
2018-08-31,761700.0
2018-07-30,1201800.0
2018-10-02,1048900.0
2019-04-12,750200.0
2019-03-11,572000.0
2019-02-07,992900.0
