Dates,LNT
2019-07-17,866800.0
2019-09-19,982100.0
2019-10-21,647800.0
2019-12-18,1342500.0
2020-03-06,2199400.0
2019-10-03,1174700.0
2020-03-09,1587400.0
2020-05-27,2263800.0
2019-12-24,1529700.0
2020-03-12,1627700.0
2018-12-20,1778700.0
2019-08-01,1838900.0
2018-08-14,2364800.0
2018-07-13,1136400.0
2018-10-17,912000.0
2019-05-29,1058500.0
2019-03-26,1305100.0
2019-02-22,1211200.0
2019-10-04,1045500.0
2019-11-05,1146100.0
2019-12-27,2293200.0
2020-06-02,1419700.0
2019-12-30,1290300.0
2020-03-18,915100.0
2020-06-05,796600.0
2019-07-15,530900.0
2018-12-03,1009200.0
2019-06-13,868600.0
2019-01-04,938000.0
2018-08-29,1153500.0
2019-02-05,1026400.0
2018-11-01,1113300.0
2019-08-16,1002700.0
2019-04-10,717200.0
2019-09-17,799800.0
2019-10-15,1260000.0
2020-01-02,993200.0
2020-06-08,1251300.0
2019-10-18,931800.0
2020-03-24,1047100.0
2020-06-11,1263400.0
2020-01-08,1099700.0
2019-04-25,1359100.0
2019-07-30,1470000.0
2019-02-20,1374600.0
2018-07-11,1213000.0
2018-09-13,1647400.0
2018-10-15,1052500.0
2019-06-28,1285400.0
2018-12-18,1680500.0
2018-11-16,1394400.0
2019-10-02,1459800.0
2020-03-27,1941000.0
2020-01-10,2227900.0
2019-10-24,2675000.0
2020-03-30,1573400.0
2020-06-17,1081000.0
2020-01-14,1343400.0
2020-04-02,2207300.0
2019-01-02,2515700.0
2019-08-14,1693900.0
2018-10-30,1461500.0
2019-06-11,1576700.0
2019-05-10,1386500.0
2019-04-08,1784300.0
2018-08-27,959600.0
2018-07-26,1208000.0
2018-09-28,2393300.0
2019-03-07,1044800.0
2019-10-30,584300.0
2020-01-17,1349800.0
2020-06-23,1544700.0
2020-04-08,1235200.0
2020-06-26,744400.0
2019-03-22,1152200.0
2019-01-17,1682000.0
2019-08-29,954400.0
2018-11-14,1050200.0
2019-06-26,1197400.0
2018-09-11,1579000.0
2018-07-09,1322900.0
2018-08-10,1313400.0
2019-04-23,3987000.0
2019-09-30,1418600.0
2020-01-23,4241500.0
2019-11-08,1802700.0
2020-04-14,960500.0
2019-11-11,1140500.0
2020-01-29,1891500.0
2020-04-17,832500.0
2018-07-24,1450100.0
2018-09-26,1387300.0
2019-05-08,976100.0
2019-03-05,2585200.0
2019-02-01,1815100.0
2018-12-31,1504300.0
2018-11-29,1869700.0
2019-08-12,1289200.0
2019-07-11,1168700.0
2019-09-13,1138500.0
2019-11-14,1434200.0
2020-04-20,1304600.0
2020-02-04,2231600.0
2020-04-23,1821400.0
2018-12-14,1207700.0
2019-08-27,1328200.0
2018-08-08,1290500.0
2018-10-11,1156500.0
2018-11-12,1839600.0
2019-07-26,1230600.0
2019-06-24,1146400.0
2019-05-23,1154200.0
2019-03-20,1248600.0
2019-01-15,1304900.0
2019-11-20,1585800.0
2020-02-07,2040700.0
2020-02-10,1249700.0
2020-04-29,1250900.0
2019-11-26,1073900.0
2020-02-13,1104100.0
2019-01-30,1419800.0
2018-08-23,1144500.0
2018-09-24,959400.0
2018-11-27,950300.0
2018-10-26,1315500.0
2019-07-09,2395200.0
2019-06-07,1655600.0
2019-05-06,1873800.0
2019-04-04,2267800.0
2019-09-11,2215400.0
2019-11-29,3409300.0
2020-05-05,2205300.0
2019-12-02,2248700.0
2020-02-19,1672600.0
2020-05-08,1618100.0
2019-05-21,2469800.0
2019-03-18,3383800.0
2018-09-07,3358600.0
2018-08-06,3122800.0
2018-10-09,3107600.0
2019-02-14,2375900.0
2018-12-12,4457000.0
2019-07-24,4083100.0
2019-09-26,2835800.0
2019-10-28,2256800.0
2019-12-05,3291100.0
2020-05-11,2853900.0
2019-07-03,4065700.0
2020-02-25,3493100.0
2020-05-14,2889300.0
2020-02-28,1759900.0
2019-08-08,2166600.0
2019-06-05,2878200.0
2018-07-20,1889300.0
2018-08-21,1662100.0
2018-10-24,1487100.0
2019-04-02,1321600.0
2019-03-01,2453100.0
2019-01-28,1969700.0
2018-12-27,1351200.0
2019-09-09,725400.0
2020-03-02,1503700.0
2020-05-20,1003200.0
2019-12-17,732300.0
2020-03-05,704000.0
2019-02-12,1145300.0
2019-01-11,1047100.0
2018-12-10,1100700.0
2019-08-23,1087700.0
2018-11-08,1363300.0
2019-07-22,1512700.0
2019-06-20,1276300.0
2018-09-05,2091900.0
2019-04-17,1377500.0
2019-09-24,1391500.0
2019-12-20,1296500.0
2020-05-26,976700.0
2019-04-30,1716500.0
2019-12-23,1403400.0
2020-03-11,1312000.0
2020-05-29,1238300.0
2019-12-26,1317100.0
2020-06-01,1966100.0
2019-05-02,1510800.0
2019-02-27,3747400.0
2018-11-23,1170400.0
2019-08-06,1075100.0
2018-07-18,882000.0
2018-09-20,983700.0
2018-10-22,875000.0
2019-07-05,1071800.0
2019-06-03,1430900.0
2019-10-09,1276200.0
2019-10-11,1858800.0
2020-03-17,989300.0
2020-06-04,1553100.0
2019-10-14,1361900.0
2020-03-20,1666400.0
2018-11-06,1103100.0
2019-06-18,1378500.0
2019-05-17,1083900.0
2019-04-15,1113800.0
2019-03-14,1609600.0
2019-01-09,1614700.0
2018-08-02,1062300.0
2018-10-05,1396200.0
2019-08-21,1170100.0
2019-10-17,881000.0
2020-03-23,4699200.0
2020-06-10,1270400.0
2019-02-25,1056700.0
2020-01-07,2309500.0
2020-03-26,1753400.0
2019-10-23,3342600.0
