Dates,LNT
2018-06-20,38.68738555908203
2018-06-21,38.611995697021484
2018-06-25,38.72508239746094
2018-06-22,39.82774353027344
2018-06-26,39.846595764160156
2018-06-27,39.969112396240234
2018-06-28,39.921993255615234
2018-06-29,39.88429260253906
2018-07-02,40.2518424987793
2018-07-03,40.5157356262207
2018-07-05,40.911556243896484
2018-07-16,41.31681442260742
2018-09-18,39.752349853515625
2019-01-24,40.10105895996094
2019-09-05,40.62882614135742
2018-11-21,40.657100677490234
2020-01-13,40.45918655395508
2020-04-01,40.31782150268555
2020-06-19,40.41205978393555
2019-10-29,40.23299789428711
2020-01-16,40.48746109008789
2020-06-22,40.09163284301758
2018-10-03,39.752349853515625
2018-07-31,39.761775970458984
2019-03-12,39.695804595947266
2019-02-08,40.58170700073242
2019-01-07,40.46861267089844
2018-12-06,40.18840789794922
2019-08-19,40.815311431884766
2019-07-18,40.245391845703125
2019-05-15,40.34037780761719
2019-09-20,40.61583709716797
2019-11-01,40.75831604003906
2020-04-07,40.4543571472168
2020-06-25,40.34037780761719
2020-06-16,40.63483428955078
2019-11-04,40.57784652709961
2020-01-22,40.57784652709961
2019-11-07,40.587337493896484
2020-04-13,40.862796783447266
2019-07-01,41.26173782348633
2019-05-30,41.40421676635742
2018-08-15,41.29023742675781
2018-10-18,41.033775329589844
2019-03-27,40.701324462890625
2019-01-22,40.881797790527344
2018-12-21,41.01477813720703
2019-09-03,40.64432907104492
2018-11-19,40.46385955810547
2019-08-02,40.76781463623047
2020-01-28,40.83430480957031
2020-04-16,40.691829681396484
2019-11-13,40.92929458618164
2020-01-31,41.537200927734375
2018-12-04,41.66067886352539
2018-11-02,41.10026550292969
2019-07-16,41.58469009399414
2018-08-30,41.41371536254883
2018-10-01,41.40421676635742
2019-06-14,41.698673248291016
2019-05-13,41.63218307495117
2019-04-11,41.78416061401367
2019-02-06,41.64168167114258
2019-09-18,40.691829681396484
2020-02-03,40.95778274536133
2020-04-22,41.0622673034668
2019-11-19,40.76781463623047
2020-02-06,40.12191390991211
2019-11-22,39.68497848510742
2019-03-25,39.9509391784668
2019-02-21,40.43536376953125
2018-12-19,40.283390045166016
2018-07-12,40.95778274536133
2018-09-14,40.42586898803711
2018-08-13,40.62533950805664
2018-10-16,41.423221588134766
2019-07-31,41.89814376831055
2019-05-28,41.88864517211914
2019-04-26,41.708168029785156
2020-04-28,40.48286437988281
2019-11-25,40.33088302612305
2020-02-12,40.42586898803711
2020-05-01,40.919795989990234
2020-05-04,41.0622673034668
2019-06-12,41.147762298583984
2019-04-09,41.84115219116211
2019-03-08,41.480201721191406
2019-02-04,41.41371536254883
2018-07-27,42.116607666015625
2018-08-28,41.337730407714844
2019-01-03,40.7108268737793
2019-08-15,41.44221496582031
2018-10-31,41.648014068603516
2019-09-16,41.14069366455078
2020-02-18,41.02582550048828
2020-05-07,40.65251541137695
2018-08-17,41.111976623535156
2019-12-04,41.504432678222656
2020-02-21,41.954322814941406
2018-12-17,41.954322814941406
2019-08-30,42.7009391784668
2018-11-15,43.2561149597168
2019-07-29,43.189109802246094
2019-06-27,42.74879455566406
2019-04-24,43.189109802246094
2018-07-10,43.31355285644531
2018-09-12,43.437984466552734
2019-02-19,43.3231201171875
2019-01-18,42.18404769897461
2020-02-24,42.097896575927734
2020-05-13,42.39463424682617
2019-12-10,42.87323760986328
2020-02-27,42.85409164428711
2019-12-13,42.75836944580078
2020-05-19,43.44755554199219
2019-03-06,43.935733795166016
2018-11-30,44.194175720214844
2019-08-13,43.76343536376953
2019-07-12,43.878299713134766
2019-06-10,43.97402572631836
2019-05-09,44.299468994140625
2018-07-25,43.92616653442383
2018-09-27,44.14631652832031
2018-10-29,43.38055419921875
2019-10-16,42.24148178100586
2019-12-16,42.04046630859375
2020-03-04,41.84903335571289
2020-05-22,41.94474411010742
2019-10-01,41.590579986572266
2019-12-19,39.44643783569336
2018-09-10,39.896324157714844
2019-05-24,40.19306182861328
2018-08-09,40.250492095947266
2019-04-22,40.441932678222656
2019-03-21,39.38900375366211
2019-01-16,39.45600891113281
2019-08-28,39.93461227416992
2018-11-13,39.65702819824219
2018-10-12,40.26963806152344
2019-06-25,39.9058952331543
2020-03-10,40.6908073425293
2020-05-28,40.16434097290039
2019-10-07,39.4847297668457
2020-03-13,40.23134994506836
2019-10-10,40.5759391784668
2020-03-16,40.7099494934082
2020-06-03,41.111976623535156
2018-11-28,41.29384994506836
2018-09-25,41.7724494934082
2018-07-23,42.04046630859375
2018-08-24,41.255558013916016
2019-07-10,41.12154769897461
2019-05-07,41.198123931884766
2019-04-05,41.82065963745117
2019-03-04,42.92095184326172
2019-01-31,42.62174606323242
2019-09-12,42.7086067199707
2019-12-31,42.814781188964844
2020-03-19,42.689308166503906
2020-01-03,43.18154525756836
2020-06-09,43.43248748779297
2019-02-15,43.35526657104492
2019-01-14,43.38422775268555
2018-07-06,43.33597183227539
2018-08-07,43.31666564941406
2018-10-10,43.41318130493164
2018-12-13,43.57726287841797
2019-08-26,43.5965576171875
2019-07-25,44.04054260253906
2019-05-22,44.088802337646484
2019-03-19,43.760643005371094
2020-01-06,43.876461029052734
2020-03-25,43.8668098449707
2020-06-12,44.272178649902344
2019-10-22,44.272178649902344
2020-01-09,44.66790008544922
2020-06-15,44.3011360168457
2019-10-25,44.41695785522461
2020-03-31,44.581031799316406
2020-06-18,44.63894271850586
2019-04-03,45.06361389160156
2018-08-22,45.50759506225586
2018-10-25,45.49794387817383
2019-01-29,45.295257568359375
2018-12-28,45.7488899230957
2018-11-26,45.45933532714844
2019-08-09,44.84162902832031
2019-07-08,44.957454681396484
2019-06-06,45.4786376953125
2019-09-10,45.89366149902344
2020-01-15,45.93226623535156
2020-04-03,46.1928596496582
2019-10-31,45.9226188659668
2020-04-06,45.26630401611328
2020-06-24,45.4882926940918
2018-11-09,45.218040466308594
2019-07-23,44.92849349975586
2019-06-21,44.90918731689453
2019-05-20,44.70650863647461
2019-04-18,45.111873626708984
2018-09-06,44.745113372802734
2018-10-08,44.822322845458984
2019-02-13,44.67755126953125
2018-12-11,45.005706787109375
2019-09-25,45.179439544677734
2020-01-21,45.10222625732422
2020-04-09,44.494163513183594
2019-11-06,44.3011360168457
2020-01-24,44.37834930419922
2020-01-27,44.339744567871094
2020-04-15,44.62929153442383
2018-12-26,45.0539665222168
2019-08-07,45.23734664916992
2019-06-04,45.34351348876953
