Dates,DISCA
2018-06-20,27.399999618530273
2018-06-21,27.59000015258789
2018-06-25,27.989999771118164
2018-06-22,27.68000030517578
2018-06-26,27.559999465942383
2018-06-27,27.899999618530273
2018-06-28,28.020000457763672
2018-06-29,27.489999771118164
2018-07-02,27.079999923706055
2018-07-03,27.190000534057617
2018-07-05,27.06999969482422
2018-07-16,27.40999984741211
2018-09-18,27.549999237060547
2019-01-24,27.700000762939453
2019-09-05,27.6200008392334
2018-11-21,27.510000228881836
2020-01-13,27.239999771118164
2020-04-01,27.110000610351562
2020-06-19,25.989999771118164
2019-10-29,26.360000610351562
2020-01-16,26.540000915527344
2020-06-22,26.280000686645508
2018-10-03,26.3799991607666
2018-07-31,26.030000686645508
2019-03-12,25.739999771118164
2019-02-08,25.989999771118164
2019-01-07,25.729999542236328
2018-12-06,25.959999084472656
2019-08-19,26.0
2019-07-18,25.90999984741211
2019-05-15,25.979999542236328
2019-09-20,26.3700008392334
2019-11-01,26.760000228881836
2020-04-07,24.719999313354492
2020-06-25,25.360000610351562
2020-06-16,25.510000228881836
2019-11-04,25.600000381469727
2020-01-22,25.670000076293945
2019-11-07,26.0
2020-04-13,25.889999389648438
2019-07-01,26.100000381469727
2019-05-30,26.290000915527344
2018-08-15,26.889999389648438
2018-10-18,28.260000228881836
2019-03-27,29.020000457763672
2019-01-22,28.610000610351562
2018-12-21,28.510000228881836
2019-09-03,28.399999618530273
2018-11-19,28.18000030517578
2019-08-02,27.719999313354492
2020-01-28,28.0
2020-04-16,27.65999984741211
2019-11-13,27.15999984741211
2020-01-31,27.40999984741211
2018-12-04,27.389999389648438
2018-11-02,27.31999969482422
2019-07-16,27.700000762939453
2018-08-30,26.040000915527344
2018-10-01,28.84000015258789
2019-06-14,30.81999969482422
2019-05-13,31.760000228881836
2019-04-11,31.790000915527344
2019-02-06,30.75
2019-09-18,31.549999237060547
2020-02-03,31.920000076293945
2020-04-22,31.760000228881836
2019-11-19,31.790000915527344
2020-02-06,31.489999771118164
2019-11-22,31.200000762939453
2019-03-25,31.40999984741211
2019-02-21,31.700000762939453
2018-12-19,32.0
2018-07-12,32.27000045776367
2018-09-14,32.709999084472656
2018-08-13,32.75
2018-10-16,32.900001525878906
2019-07-31,32.09000015258789
2019-05-28,32.31999969482422
2019-04-26,32.040000915527344
2020-04-28,30.59000015258789
2019-11-25,31.350000381469727
2020-02-12,31.700000762939453
2020-05-01,32.349998474121094
2020-05-04,32.810001373291016
2019-06-12,32.720001220703125
2019-04-09,32.36000061035156
2019-03-08,33.119998931884766
2019-02-04,32.119998931884766
2018-07-27,29.790000915527344
2018-08-28,30.18000030517578
2019-01-03,29.809999465942383
2019-08-15,29.829999923706055
2018-10-31,30.270000457763672
2019-09-16,31.260000228881836
2020-02-18,32.31999969482422
2020-05-07,32.06999969482422
2018-08-17,32.2599983215332
2019-12-04,32.88999938964844
2020-02-21,32.439998626708984
2018-12-17,33.25
2019-08-30,32.7400016784668
2018-11-15,32.310001373291016
2019-07-29,31.93000030517578
2019-06-27,31.700000762939453
2019-04-24,31.389999389648438
2018-07-10,30.850000381469727
2018-09-12,30.389999389648438
2019-02-19,29.1200008392334
2019-01-18,29.899999618530273
2020-02-24,29.780000686645508
2020-05-13,29.860000610351562
2019-12-10,29.93000030517578
2020-02-27,30.010000228881836
2019-12-13,31.010000228881836
2020-05-19,30.540000915527344
2019-03-06,27.709999084472656
2018-11-30,27.780000686645508
