Dates,DISCA
2018-06-20,28.209999084472656
2018-06-21,27.940000534057617
2018-06-25,28.1200008392334
2018-06-22,28.100000381469727
2018-06-26,27.940000534057617
2018-06-27,28.190000534057617
2018-06-28,28.479999542236328
2018-06-29,27.5
2018-07-02,27.420000076293945
2018-07-03,27.360000610351562
2018-07-05,27.639999389648438
2018-07-16,27.8700008392334
2018-09-18,28.299999237060547
2019-01-24,28.399999618530273
2019-09-05,27.670000076293945
2018-11-21,27.559999465942383
2020-01-13,27.440000534057617
2020-04-01,27.350000381469727
2020-06-19,26.3799991607666
2019-10-29,26.579999923706055
2020-01-16,26.690000534057617
2020-06-22,26.579999923706055
2018-10-03,26.700000762939453
2018-07-31,26.06999969482422
2019-03-12,25.8700008392334
2019-02-08,26.25
2019-01-07,26.030000686645508
2018-12-06,26.149999618530273
2019-08-19,26.579999923706055
2019-07-18,26.219999313354492
2019-05-15,26.559999465942383
2019-09-20,27.059999465942383
2019-11-01,26.920000076293945
2020-04-07,25.549999237060547
2020-06-25,25.649999618530273
2020-06-16,26.100000381469727
2019-11-04,25.989999771118164
2020-01-22,25.889999389648438
2019-11-07,26.420000076293945
2020-04-13,26.059999465942383
2019-07-01,26.389999389648438
2019-05-30,26.950000762939453
2018-08-15,27.920000076293945
2018-10-18,29.549999237060547
2019-03-27,29.06999969482422
2019-01-22,28.790000915527344
2018-12-21,28.540000915527344
2019-09-03,28.770000457763672
2018-11-19,28.290000915527344
2019-08-02,28.34000015258789
2020-01-28,28.18000030517578
2020-04-16,27.829999923706055
2019-11-13,27.469999313354492
2020-01-31,27.459999084472656
2018-12-04,27.6200008392334
2018-11-02,27.950000762939453
2019-07-16,28.299999237060547
2018-08-30,28.510000228881836
2018-10-01,30.700000762939453
2019-06-14,31.84000015258789
2019-05-13,32.18000030517578
2019-04-11,32.02000045776367
2019-02-06,31.579999923706055
2019-09-18,32.04999923706055
2020-02-03,32.2599983215332
2020-04-22,31.799999237060547
2019-11-19,31.90999984741211
2020-02-06,31.549999237060547
2019-11-22,31.510000228881836
2019-03-25,31.90999984741211
2019-02-21,32.0
2018-12-19,32.41999816894531
2018-07-12,32.86000061035156
2018-09-14,33.31999969482422
2018-08-13,33.150001525878906
2018-10-16,32.93000030517578
2019-07-31,33.0099983215332
2019-05-28,32.36000061035156
2019-04-26,32.060001373291016
2020-04-28,31.020000457763672
2019-11-25,31.760000228881836
2020-02-12,32.29999923706055
2020-05-01,33.060001373291016
2020-05-04,33.04999923706055
2019-06-12,33.130001068115234
2019-04-09,33.400001525878906
2019-03-08,33.380001068115234
2019-02-04,32.779998779296875
2018-07-27,29.81999969482422
2018-08-28,30.940000534057617
2019-01-03,30.1299991607666
2019-08-15,30.360000610351562
2018-10-31,31.25
2019-09-16,32.38999938964844
2020-02-18,33.04999923706055
2020-05-07,32.310001373291016
2018-08-17,33.20000076293945
2019-12-04,33.290000915527344
2020-02-21,33.08000183105469
2018-12-17,33.79999923706055
2019-08-30,32.97999954223633
2018-11-15,32.40999984741211
2019-07-29,32.11000061035156
2019-06-27,31.920000076293945
2019-04-24,31.760000228881836
2018-07-10,31.440000534057617
2018-09-12,30.469999313354492
2019-02-19,29.510000228881836
2019-01-18,30.360000610351562
2020-02-24,30.43000030517578
2020-05-13,30.139999389648438
2019-12-10,30.1299991607666
2020-02-27,31.309999465942383
2019-12-13,31.6299991607666
2020-05-19,30.719999313354492
2019-03-06,28.200000762939453
2018-11-30,27.979999542236328
2019-08-13,29.149999618530273
2019-07-12,28.93000030517578
2019-06-10,28.3700008392334
2019-05-09,27.940000534057617
2018-07-25,28.3799991607666
2018-09-27,27.969999313354492
2018-10-29,27.969999313354492
2019-10-16,27.520000457763672
2019-12-16,26.899999618530273
2020-03-04,26.8799991607666
2020-05-22,25.860000610351562
2019-10-01,25.049999237060547
2019-12-19,24.469999313354492
2018-09-10,25.549999237060547
2019-05-24,24.780000686645508
2018-08-09,24.639999389648438
2019-04-22,24.739999771118164
2019-03-21,25.829999923706055
2019-01-16,25.68000030517578
2019-08-28,26.139999389648438
2018-11-13,26.530000686645508
2018-10-12,27.239999771118164
2019-06-25,27.280000686645508
2020-03-10,26.809999465942383
2020-05-28,27.1200008392334
2019-10-07,27.0
2020-03-13,27.100000381469727
2019-10-10,27.110000610351562
2020-03-16,27.299999237060547
2020-06-03,27.709999084472656
2018-11-28,26.600000381469727
2018-09-25,26.559999465942383
2018-07-23,27.31999969482422
2018-08-24,27.68000030517578
2019-07-10,27.790000915527344
2019-05-07,27.399999618530273
2019-04-05,26.739999771118164
