Dates,DISCA
2018-06-20,7444300.0
2018-06-21,6057800.0
2018-06-25,5448700.0
2018-06-22,5863300.0
2018-06-26,6799600.0
2018-06-27,4710700.0
2018-06-28,3670900.0
2018-06-29,4088000.0
2018-07-02,3969400.0
2018-07-03,1896800.0
2018-07-05,3882700.0
2018-07-16,2739500.0
2018-09-18,2781400.0
2019-01-24,3141400.0
2019-09-05,4688400.0
2018-11-21,2346300.0
2020-01-13,2833700.0
2020-04-01,2569100.0
2020-06-19,4731200.0
2019-10-29,2971300.0
2020-01-16,4411800.0
2020-06-22,2595600.0
2018-10-03,2214800.0
2018-07-31,2822300.0
2019-03-12,3270600.0
2019-02-08,2703500.0
2019-01-07,2494600.0
2018-12-06,2085700.0
2019-08-19,2802800.0
2019-07-18,2404500.0
2019-05-15,2786400.0
2019-09-20,3729100.0
2019-11-01,3913400.0
2020-04-07,8078600.0
2020-06-25,4608200.0
2020-06-16,3708400.0
2019-11-04,3048400.0
2020-01-22,2913900.0
2019-11-07,3913400.0
2020-04-13,3556700.0
2019-07-01,2855600.0
2019-05-30,3073800.0
2018-08-15,3919400.0
2018-10-18,6962400.0
2019-03-27,4106500.0
2019-01-22,2703000.0
2018-12-21,2015700.0
2019-09-03,2476100.0
2018-11-19,3364400.0
2019-08-02,2576600.0
2020-01-28,2069200.0
2020-04-16,2147700.0
2019-11-13,3176100.0
2020-01-31,5589100.0
2018-12-04,3231500.0
2018-11-02,3111800.0
2019-07-16,2586500.0
2018-08-30,2678500.0
2018-10-01,8430000.0
2019-06-14,8329300.0
2019-05-13,5743100.0
2019-04-11,3445900.0
2019-02-06,5192400.0
2019-09-18,3537500.0
2020-02-03,3311600.0
2020-04-22,4985200.0
2019-11-19,3200900.0
2020-02-06,3469500.0
2019-11-22,4793100.0
2019-03-25,2538700.0
2019-02-21,3009000.0
2018-12-19,4763700.0
2018-07-12,5166600.0
2018-09-14,3950600.0
2018-08-13,4463500.0
2018-10-16,5772700.0
2019-07-31,3542200.0
2019-05-28,3269100.0
2019-04-26,4888100.0
2020-04-28,4277500.0
2019-11-25,3479100.0
2020-02-12,3056400.0
2020-05-01,4360700.0
2020-05-04,4962800.0
2019-06-12,4871700.0
2019-04-09,4619800.0
2019-03-08,5151500.0
2019-02-04,4710800.0
2018-07-27,6777000.0
2018-08-28,5258600.0
2019-01-03,4136800.0
2019-08-15,4507300.0
2018-10-31,4244300.0
2019-09-16,3772500.0
2020-02-18,4224400.0
2020-05-07,4540500.0
2018-08-17,4340200.0
2019-12-04,3341300.0
2020-02-21,5708900.0
2018-12-17,6324900.0
2019-08-30,4345800.0
2018-11-15,2849300.0
2019-07-29,3371800.0
2019-06-27,5140700.0
2019-04-24,4002900.0
2018-07-10,4051700.0
2018-09-12,4231600.0
2019-02-19,4520500.0
2019-01-18,4268000.0
2020-02-24,1457200.0
2020-05-13,2822700.0
2019-12-10,2829600.0
2020-02-27,3262200.0
2019-12-13,3442100.0
2020-05-19,5420600.0
2019-03-06,13947700.0
2018-11-30,8598700.0
2019-08-13,6958600.0
2019-07-12,6862100.0
2019-06-10,4953200.0
2019-05-09,3560300.0
2018-07-25,4334500.0
2018-09-27,4386700.0
2018-10-29,4358300.0
2019-10-16,3995900.0
2019-12-16,4519800.0
2020-03-04,6556800.0
2020-05-22,6556700.0
2019-10-01,6623200.0
2019-12-19,2378200.0
2018-09-10,3324300.0
2019-05-24,3505800.0
2018-08-09,3404300.0
2019-04-22,4095800.0
2019-03-21,4595500.0
2019-01-16,4947900.0
2019-08-28,3856100.0
2018-11-13,4022900.0
2018-10-12,3447900.0
2019-06-25,3766400.0
2020-03-10,3311100.0
2020-05-28,2842100.0
2019-10-07,2963600.0
2020-03-13,1844900.0
2019-10-10,2475100.0
2020-03-16,2344600.0
2020-06-03,3268900.0
2018-11-28,3788000.0
2018-09-25,2646900.0
2018-07-23,4545100.0
2018-08-24,2697900.0
2019-07-10,2422300.0
2019-05-07,1671500.0
2019-04-05,10363500.0
2019-03-04,6690000.0
2019-01-31,3805600.0
2019-09-12,4164400.0
2019-12-31,4842600.0
2020-03-19,3521800.0
2020-01-03,3221800.0
2020-06-09,3036400.0
2019-02-15,3981000.0
2019-01-14,4687700.0
2018-07-06,4935700.0
2018-08-07,3820000.0
2018-10-10,3200000.0
2018-12-13,2351700.0
2019-08-26,1924900.0
2019-07-25,2593000.0
2019-05-22,2158600.0
2019-03-19,6414800.0
2020-01-06,9522300.0
2020-03-25,4971300.0
2020-06-12,5948800.0
2019-10-22,4019900.0
2020-01-09,3007900.0
2020-06-15,2395700.0
2019-10-25,2531100.0
2020-03-31,2156400.0
2020-06-18,2810000.0
2019-04-03,3289100.0
2018-08-22,3347800.0
2018-10-25,7269600.0
2019-01-29,5023800.0
2018-12-28,5391100.0
2018-11-26,3482000.0
2019-08-09,3304700.0
2019-07-08,6072100.0
2019-06-06,6061000.0
2019-09-10,4861500.0
2020-01-15,4043200.0
2020-04-03,4641000.0
2019-10-31,2636800.0
2020-04-06,1964000.0
2020-06-24,4493600.0
2018-11-09,4004200.0
2019-07-23,3380900.0
2019-06-21,3377500.0
2019-05-20,3607500.0
2019-04-18,4464100.0
2018-09-06,3871900.0
2018-10-08,2337500.0
2019-02-13,10635700.0
2018-12-11,6015700.0
2019-09-25,5015800.0
2020-01-21,2287700.0
2020-04-09,2084700.0
2019-11-06,2886100.0
2020-01-24,2685400.0
2020-01-27,3814000.0
2020-04-15,4026500.0
2018-12-26,4505700.0
2019-08-07,3674700.0
2019-06-04,4524600.0
2018-09-21,4569100.0
2018-07-19,4050600.0
2018-08-20,4534800.0
2018-10-23,8866700.0
2019-05-03,5192400.0
2019-04-01,3645700.0
2019-02-28,4053500.0
2019-11-12,6335600.0
2020-01-30,5160600.0
2019-11-15,5222900.0
2020-04-21,3771800.0
2019-04-16,3332800.0
2019-03-15,4904800.0
2019-02-11,5071500.0
2019-01-10,3423600.0
2019-08-22,3492800.0
2018-11-07,4551400.0
2018-08-03,3044700.0
2018-09-04,2755300.0
2019-06-19,2556200.0
2019-09-23,5389300.0
2019-11-18,3593800.0
2020-02-05,3128700.0
2020-04-24,3633600.0
2019-03-29,4131900.0
2019-11-21,4954600.0
2020-04-27,4172500.0
2020-02-11,2844600.0
2020-04-30,2563000.0
2019-05-01,2317500.0
2019-02-26,4220900.0
2019-01-25,2551600.0
2018-12-24,4069300.0
2019-09-06,5004700.0
2018-07-17,2808500.0
2018-09-19,4151900.0
2019-08-05,3949800.0
2019-10-08,3931100.0
2019-12-11,5349500.0
2019-11-27,2859200.0
2020-02-14,4453100.0
2020-05-06,3711900.0
2019-01-08,2068900.0
2018-12-07,3747500.0
2019-08-20,3806400.0
2018-11-05,3813600.0
2019-07-19,1680800.0
2018-10-04,1967800.0
2019-06-17,2533200.0
2019-05-16,3252600.0
2018-08-01,3323000.0
2019-03-13,3289100.0
2019-12-03,4959300.0
2020-02-20,15071500.0
2019-12-06,4304100.0
2020-05-12,1861500.0
2019-12-09,2349700.0
2020-02-26,1993700.0
2020-05-15,2364500.0
2019-03-28,3757100.0
2018-09-17,3706900.0
2018-08-16,2631300.0
2018-10-19,2806700.0
2019-04-29,2508500.0
2019-01-23,4336800.0
2019-09-04,4103100.0
2018-11-20,3718700.0
2019-07-02,5964800.0
2019-05-31,7176500.0
2019-12-12,5895300.0
2020-05-18,5531900.0
2019-09-27,3685100.0
2020-03-03,3134900.0
2020-05-21,3522300.0
2019-05-14,4308300.0
2018-08-31,7318600.0
2018-07-30,7293100.0
2018-10-02,3017800.0
2019-04-12,2958500.0
2019-03-11,2205200.0
