Dates,DISCA
2019-02-07,2688400.0
2019-07-17,2636500.0
2019-09-19,3137500.0
2019-10-21,3269400.0
2019-12-18,3259700.0
2020-03-06,4328000.0
2019-10-03,3727300.0
2020-03-09,3163900.0
2020-05-27,5009000.0
2019-12-24,4598100.0
2020-03-12,2984600.0
2018-12-20,2166500.0
2019-08-01,3901400.0
2018-08-14,4404400.0
2018-07-13,3260800.0
2018-10-17,3530900.0
2019-05-29,2909700.0
2019-03-26,1925600.0
2019-02-22,6628300.0
2019-10-04,5576600.0
2019-11-05,3122600.0
2019-12-27,4448800.0
2020-06-02,2991600.0
2019-12-30,4319200.0
2020-03-18,4245900.0
2020-06-05,4333900.0
2019-07-15,4577300.0
2018-12-03,2746000.0
2019-06-13,2819000.0
2019-01-04,3328000.0
2018-08-29,4646400.0
2019-02-05,3453700.0
2018-11-01,2888100.0
2019-08-16,3623400.0
2019-04-10,2733800.0
2019-09-17,2341400.0
2019-10-15,2666500.0
2020-01-02,2112200.0
2020-06-08,2537400.0
2019-10-18,3001500.0
2020-03-24,2592500.0
2020-06-11,3224300.0
2020-01-08,2135200.0
2019-04-25,4608800.0
2019-07-30,2607500.0
2019-02-20,4256500.0
2018-07-11,2948600.0
2018-09-13,3583800.0
2018-10-15,2440800.0
2019-06-28,3987800.0
2018-12-18,3646200.0
2018-11-16,3402200.0
2019-10-02,3279200.0
2020-03-27,4070300.0
2020-01-10,5049700.0
2019-10-24,9685600.0
2020-03-30,8144400.0
2020-06-17,4580300.0
2020-01-14,2686600.0
2020-04-02,5916700.0
2019-01-02,4132100.0
2019-08-14,4881200.0
2018-10-30,7963700.0
2019-06-11,4688900.0
2019-05-10,6203600.0
2019-04-08,6268300.0
2018-08-27,4801200.0
2018-07-26,3510600.0
2018-09-28,8385000.0
2019-03-07,3674600.0
2019-10-30,1059200.0
2020-01-17,6239000.0
2020-06-23,4364300.0
2020-04-08,2805200.0
2020-06-26,3114000.0
2019-03-22,2181700.0
2019-01-17,1745400.0
2019-08-29,3972800.0
2018-11-14,2524000.0
2019-06-26,2068100.0
2018-09-11,2694000.0
2018-07-09,2288000.0
2018-08-10,2443400.0
2019-04-23,2635300.0
2019-09-30,2561600.0
2020-01-23,3227200.0
2019-11-08,3411100.0
2020-04-14,796300.0
2019-11-11,1538400.0
2020-01-29,1579300.0
2020-04-17,1440000.0
2018-07-24,4029800.0
2018-09-26,3249300.0
2019-05-08,3599600.0
2019-03-05,2416900.0
2019-02-01,3102000.0
2018-12-31,3674100.0
2018-11-29,6465100.0
2019-08-12,4092000.0
2019-07-11,3618500.0
2019-09-13,3799500.0
2019-11-14,3134500.0
2020-04-20,4272700.0
2020-02-04,3296400.0
2020-04-23,3268200.0
2018-12-14,2400300.0
2019-08-27,7597700.0
2018-08-08,6040900.0
2018-10-11,3653300.0
2018-11-12,3693000.0
2019-07-26,5557600.0
2019-06-24,3519300.0
2019-05-23,3863200.0
2019-03-20,3865000.0
2019-01-15,4309700.0
2019-11-20,3434600.0
2020-02-07,3190800.0
2020-02-10,2607700.0
2020-04-29,4993900.0
2019-11-26,4671200.0
2020-02-13,3582700.0
2019-01-30,2513800.0
2018-08-23,3877300.0
2018-09-24,2385200.0
2018-11-27,3124400.0
2018-10-26,5705100.0
2019-07-09,4574600.0
2019-06-07,7157200.0
2019-05-06,8349800.0
2019-04-04,6230400.0
2019-09-11,17025100.0
2019-11-29,12545600.0
2020-05-05,8373200.0
2019-12-02,9827100.0
2020-02-19,6581000.0
2020-05-08,6480700.0
2019-05-21,6481800.0
2019-03-18,8612200.0
2018-09-07,6338600.0
2018-08-06,7673800.0
2018-10-09,6020300.0
2019-02-14,6133500.0
2018-12-12,6406400.0
2019-07-24,6561000.0
2019-09-26,7042400.0
2019-10-28,6371600.0
2019-12-05,6594900.0
2020-05-11,6725700.0
2019-07-03,7552300.0
2020-02-25,8722100.0
2020-05-14,6920700.0
2020-02-28,4376900.0
2019-08-08,4938100.0
2019-06-05,4748900.0
2018-07-20,7346300.0
2018-08-21,5788700.0
2018-10-24,4396200.0
2019-04-02,4996400.0
2019-03-01,6925000.0
2019-01-28,5039500.0
2018-12-27,4954600.0
2019-09-09,4384700.0
2020-03-02,3237200.0
2020-05-20,3826200.0
2019-12-17,3689000.0
2020-03-05,3620100.0
2019-02-12,3475600.0
2019-01-11,3079400.0
2018-12-10,3465700.0
2019-08-23,4573000.0
2018-11-08,4155500.0
2019-07-22,3895400.0
2019-06-20,5743800.0
2018-09-05,5105700.0
2019-04-17,8243200.0
2019-09-24,4044500.0
2019-12-20,5692300.0
2020-05-26,7110500.0
2019-04-30,11838600.0
2019-12-23,7390000.0
2020-03-11,6249500.0
2020-05-29,7498000.0
2019-12-26,6685200.0
2020-06-01,6004900.0
2019-05-02,12729100.0
2019-02-27,4705800.0
2018-11-23,5497000.0
2019-08-06,3934500.0
2018-07-18,3251900.0
2018-09-20,4314300.0
2018-10-22,4316600.0
2019-07-05,5659700.0
2019-06-03,6310900.0
2019-10-09,4259200.0
2019-10-11,5733800.0
2020-03-17,2886800.0
2020-06-04,4079400.0
2019-10-14,4604000.0
2020-03-20,4290800.0
2018-11-06,8410000.0
2019-06-18,8251400.0
2019-05-17,6824500.0
2019-04-15,4017200.0
2019-03-14,7020600.0
2019-01-09,6885900.0
2018-08-02,5444900.0
2018-10-05,7255200.0
2019-08-21,3807500.0
2019-10-17,2855900.0
2020-03-23,5102800.0
2020-06-10,6120100.0
2019-02-25,3504100.0
2020-01-07,4295300.0
2020-03-26,4238600.0
2019-10-23,5675800.0
