Dates,DISCA
2018-06-20,28.43000030517578
2018-06-21,28.290000915527344
2018-06-25,28.559999465942383
2018-06-22,28.440000534057617
2018-06-26,28.100000381469727
2018-06-27,28.610000610351562
2018-06-28,28.780000686645508
2018-06-29,28.559999465942383
2018-07-02,27.6299991607666
2018-07-03,27.68000030517578
2018-07-05,27.719999313354492
2018-07-16,28.15999984741211
2018-09-18,28.31999969482422
2019-01-24,28.469999313354492
2019-09-05,28.510000228881836
2018-11-21,28.030000686645508
2020-01-13,27.770000457763672
2020-04-01,27.719999313354492
2020-06-19,27.34000015258789
2019-10-29,26.860000610351562
2020-01-16,27.329999923706055
2020-06-22,26.670000076293945
2018-10-03,26.719999313354492
2018-07-31,26.920000076293945
2019-03-12,26.40999984741211
2019-02-08,26.780000686645508
2019-01-07,26.459999084472656
2018-12-06,26.5
2019-08-19,26.65999984741211
2019-07-18,26.549999237060547
2019-05-15,26.579999923706055
2019-09-20,27.15999984741211
2019-11-01,27.260000228881836
2020-04-07,26.100000381469727
2020-06-25,26.200000762939453
2020-06-16,26.559999465942383
2019-11-04,26.059999465942383
2020-01-22,26.329999923706055
2019-11-07,26.579999923706055
2020-04-13,26.34000015258789
2019-07-01,26.530000686645508
2019-05-30,27.010000228881836
2018-08-15,27.979999542236328
2018-10-18,29.719999313354492
2019-03-27,29.59000015258789
2019-01-22,29.09000015258789
2018-12-21,29.09000015258789
2019-09-03,28.950000762939453
2018-11-19,28.899999618530273
2019-08-02,28.59000015258789
2020-01-28,28.34000015258789
2020-04-16,28.280000686645508
2019-11-13,27.889999389648438
2020-01-31,27.93000030517578
2018-12-04,28.040000915527344
2018-11-02,28.239999771118164
2019-07-16,28.350000381469727
2018-08-30,28.81999969482422
2018-10-01,31.059999465942383
2019-06-14,32.16999816894531
2019-05-13,32.650001525878906
2019-04-11,32.369998931884766
2019-02-06,31.770000457763672
2019-09-18,32.20000076293945
2020-02-03,32.41999816894531
2020-04-22,32.52000045776367
2019-11-19,32.380001068115234
2020-02-06,32.220001220703125
2019-11-22,31.790000915527344
2019-03-25,32.08000183105469
2019-02-21,32.119998931884766
2018-12-19,32.650001525878906
2018-07-12,32.9900016784668
2018-09-14,33.650001525878906
2018-08-13,33.40999984741211
2018-10-16,34.060001373291016
2019-07-31,33.11000061035156
2019-05-28,33.02000045776367
2019-04-26,33.41999816894531
2020-04-28,32.09000015258789
2019-11-25,32.06999969482422
2020-02-12,32.5099983215332
2020-05-01,33.15999984741211
2020-05-04,33.4900016784668
2019-06-12,33.38999938964844
2019-04-09,33.7400016784668
2019-03-08,33.689998626708984
2019-02-04,33.09000015258789
2018-07-27,32.79999923706055
2018-08-28,31.510000228881836
2019-01-03,30.75
2019-08-15,31.440000534057617
2018-10-31,31.889999389648438
2019-09-16,32.779998779296875
2020-02-18,33.11000061035156
2020-05-07,33.779998779296875
2018-08-17,33.220001220703125
2019-12-04,33.470001220703125
2020-02-21,33.5
2018-12-17,34.88999938964844
2019-08-30,34.470001220703125
2018-11-15,33.290000915527344
2019-07-29,32.97999954223633
2019-06-27,32.65999984741211
2019-04-24,32.08000183105469
2018-07-10,31.770000457763672
2018-09-12,31.469999313354492
2019-02-19,30.219999313354492
2019-01-18,30.8799991607666
2020-02-24,30.600000381469727
2020-05-13,30.8700008392334
2019-12-10,30.389999389648438
2020-02-27,31.3799991607666
2019-12-13,31.8799991607666
2020-05-19,31.729999542236328
2019-03-06,30.719999313354492
2018-11-30,29.1299991607666
2019-08-13,29.170000076293945
2019-07-12,29.549999237060547
2019-06-10,29.06999969482422
2019-05-09,29.139999389648438
2018-07-25,28.84000015258789
2018-09-27,28.56999969482422
2018-10-29,28.43000030517578
2019-10-16,28.239999771118164
2019-12-16,27.84000015258789
2020-03-04,27.59000015258789
2020-05-22,26.889999389648438
2019-10-01,26.59000015258789
2019-12-19,25.049999237060547
2018-09-10,25.56999969482422
2019-05-24,25.079999923706055
2018-08-09,25.049999237060547
2019-04-22,24.93000030517578
2019-03-21,25.850000381469727
2019-01-16,25.950000762939453
2019-08-28,26.420000076293945
2018-11-13,26.829999923706055
2018-10-12,27.459999084472656
2019-06-25,27.700000762939453
2020-03-10,27.170000076293945
2020-05-28,27.280000686645508
2019-10-07,27.079999923706055
2020-03-13,27.389999389648438
2019-10-10,27.520000457763672
2020-03-16,27.479999542236328
2020-06-03,27.899999618530273
2018-11-28,27.729999542236328
2018-09-25,27.1299991607666
2018-07-23,27.510000228881836
2018-08-24,27.75
2019-07-10,27.84000015258789
2019-05-07,27.81999969482422
2019-04-05,27.25
2019-03-04,28.43000030517578
2019-01-31,28.780000686645508
2019-09-12,28.770000457763672
2019-12-31,29.59000015258789
2020-03-19,29.389999389648438
2020-01-03,29.209999084472656
2020-06-09,29.219999313354492
2019-02-15,29.350000381469727
2019-01-14,29.290000915527344
2018-07-06,28.450000762939453
2018-08-07,29.170000076293945
2018-10-10,29.40999984741211
2018-12-13,29.3700008392334
2019-08-26,29.290000915527344
2019-07-25,29.190000534057617
2019-05-22,29.469999313354492
2019-03-19,29.690000534057617
2020-01-06,28.690000534057617
2020-03-25,29.290000915527344
2020-06-12,29.0
2019-10-22,29.459999084472656
2020-01-09,29.420000076293945
2020-06-15,29.1200008392334
2019-10-25,29.6299991607666
2020-03-31,28.829999923706055
2020-06-18,28.950000762939453
2019-04-03,28.920000076293945
2018-08-22,28.540000915527344
2018-10-25,28.559999465942383
2019-01-29,27.530000686645508
2018-12-28,27.790000915527344
2018-11-26,27.93000030517578
2019-08-09,27.6200008392334
2019-07-08,27.139999389648438
2019-06-06,26.81999969482422
2019-09-10,26.8700008392334
2020-01-15,27.790000915527344
2020-04-03,28.100000381469727
2019-10-31,27.959999084472656
2020-04-06,27.8700008392334
2020-06-24,27.149999618530273
2018-11-09,28.06999969482422
2019-07-23,27.850000381469727
2019-06-21,28.149999618530273
2019-05-20,28.920000076293945
2019-04-18,29.90999984741211
2018-09-06,29.479999542236328
2018-10-08,28.969999313354492
2019-02-13,31.0
2018-12-11,31.34000015258789
2019-09-25,30.799999237060547
2020-01-21,30.219999313354492
2020-04-09,30.450000762939453
2019-11-06,30.59000015258789
2020-01-24,30.649999618530273
2020-01-27,30.1299991607666
2020-04-15,29.790000915527344
2018-12-26,30.520000457763672
2019-08-07,30.719999313354492
2019-06-04,31.530000686645508
2018-09-21,32.060001373291016
2018-07-19,31.850000381469727
2018-08-20,31.290000915527344
2018-10-23,31.850000381469727
2019-05-03,29.709999084472656
2019-04-01,29.450000762939453
2019-02-28,29.40999984741211
2019-11-12,29.110000610351562
2020-01-30,28.8799991607666
2019-11-15,28.5
2020-04-21,28.299999237060547
2019-04-16,28.020000457763672
2019-03-15,28.040000915527344
2019-02-11,28.010000228881836
2019-01-10,27.90999984741211
2019-08-22,27.709999084472656
2018-11-07,28.09000015258789
2018-08-03,28.079999923706055
2018-09-04,27.329999923706055
2019-06-19,27.469999313354492
2019-09-23,28.020000457763672
2019-11-18,28.100000381469727
2020-02-05,27.889999389648438
2020-04-24,27.700000762939453
2019-03-29,27.850000381469727
2019-11-21,28.690000534057617
2020-04-27,28.75
2020-02-11,28.420000076293945
2020-04-30,28.8799991607666
2019-05-01,28.68000030517578
2019-02-26,29.06999969482422
2019-01-25,29.540000915527344
2018-12-24,29.90999984741211
2019-09-06,29.40999984741211
2018-07-17,29.649999618530273
2018-09-19,29.969999313354492
2019-08-05,30.600000381469727
2019-10-08,30.979999542236328
2019-12-11,31.059999465942383
2019-11-27,31.040000915527344
2020-02-14,31.1200008392334
2020-05-06,30.229999542236328
2019-01-08,29.799999237060547
2018-12-07,30.729999542236328
2019-08-20,31.239999771118164
2018-11-05,31.18000030517578
2019-07-19,31.309999465942383
2018-10-04,31.309999465942383
2019-06-17,31.329999923706055
2019-05-16,31.93000030517578
2018-08-01,31.93000030517578
2019-03-13,31.81999969482422
2019-12-03,32.70000076293945
2020-02-20,32.709999084472656
2019-12-06,32.869998931884766
2020-05-12,32.529998779296875
2019-12-09,31.799999237060547
2020-02-26,31.649999618530273
2020-05-15,31.6200008392334
2019-03-28,31.1299991607666
2018-09-17,31.559999465942383
2018-08-16,31.579999923706055
2018-10-19,31.690000534057617
2019-04-29,31.549999237060547
2019-01-23,31.110000610351562
2019-09-04,31.049999237060547
2018-11-20,30.6200008392334
2019-07-02,29.940000534057617
2019-05-31,29.40999984741211
2019-12-12,30.229999542236328
2020-05-18,29.950000762939453
2019-09-27,30.290000915527344
2020-03-03,29.610000610351562
2020-05-21,29.6200008392334
2019-05-14,30.229999542236328
2018-08-31,29.200000762939453
2018-07-30,27.700000762939453
2018-10-02,28.1200008392334
2019-04-12,28.770000457763672
2019-03-11,28.6200008392334
2019-02-07,28.440000534057617
2019-07-17,28.600000381469727
2019-09-19,28.079999923706055
2019-10-21,27.479999542236328
2019-12-18,27.489999771118164
2020-03-06,27.030000686645508
2019-10-03,28.1200008392334
2020-03-09,28.1200008392334
2020-05-27,27.510000228881836
2019-12-24,27.360000610351562
2020-03-12,27.520000457763672
2018-12-20,27.93000030517578
2019-08-01,27.649999618530273
2018-08-14,28.459999084472656
2018-07-13,28.579999923706055
2018-10-17,28.540000915527344
2019-05-29,28.6299991607666
2019-03-26,27.969999313354492
2019-02-22,27.829999923706055
2019-10-04,27.25
2019-11-05,27.459999084472656
2019-12-27,26.829999923706055
2020-06-02,26.6200008392334
2019-12-30,27.1200008392334
2020-03-18,26.920000076293945
2020-06-05,26.760000228881836
2019-07-15,26.899999618530273
2018-12-03,27.100000381469727
2019-06-13,27.040000915527344
2019-01-04,26.639999389648438
2018-08-29,27.040000915527344
2019-02-05,27.239999771118164
2018-11-01,27.6299991607666
2019-08-16,27.229999542236328
2019-04-10,27.270000457763672
2019-09-17,27.469999313354492
2019-10-15,28.209999084472656
2020-01-02,27.93000030517578
2020-06-08,28.059999465942383
2019-10-18,28.170000076293945
2020-03-24,28.010000228881836
2020-06-11,28.43000030517578
2020-01-08,28.09000015258789
2019-04-25,28.25
2019-07-30,28.31999969482422
2019-02-20,28.25
2018-07-11,28.040000915527344
2018-09-13,28.280000686645508
2018-10-15,27.799999237060547
2019-06-28,27.420000076293945
2018-12-18,26.959999084472656
2018-11-16,27.459999084472656
2019-10-02,27.850000381469727
2020-03-27,28.350000381469727
2020-01-10,28.139999389648438
2019-10-24,31.09000015258789
2020-03-30,31.299999237060547
2020-06-17,31.020000457763672
2020-01-14,31.3799991607666
2020-04-02,30.760000228881836
2019-01-02,30.260000228881836
2019-08-14,30.239999771118164
2018-10-30,30.899999618530273
2019-06-11,31.639999389648438
2019-05-10,32.439998626708984
2019-04-08,32.58000183105469
2018-08-27,32.61000061035156
2018-07-26,32.66999816894531
2018-09-28,33.56999969482422
2019-03-07,33.65999984741211
2019-10-30,33.22999954223633
2020-01-17,33.400001525878906
2020-06-23,32.56999969482422
2020-04-08,32.58000183105469
2020-06-26,32.47999954223633
2019-03-22,32.400001525878906
2019-01-17,32.290000915527344
2019-08-29,32.630001068115234
2018-11-14,32.529998779296875
2019-06-26,32.5
2018-09-11,32.66999816894531
2018-07-09,32.58000183105469
2018-08-10,32.4900016784668
2019-04-23,32.86000061035156
2019-09-30,32.90999984741211
2020-01-23,33.11000061035156
2019-11-08,33.18000030517578
