Dates,NTAP
2018-08-14,53.65999984741211
2018-07-13,54.2599983215332
2018-10-17,55.310001373291016
2019-05-29,55.599998474121094
2019-03-26,56.099998474121094
2019-02-22,55.209999084472656
2019-10-04,54.29999923706055
2019-11-05,54.310001373291016
2019-12-27,53.810001373291016
2020-06-02,53.5
2019-12-30,52.630001068115234
2020-03-18,52.61000061035156
2020-06-05,52.880001068115234
2019-07-15,53.58000183105469
2018-12-03,52.27000045776367
2019-06-13,51.4900016784668
2019-01-04,50.529998779296875
2018-08-29,50.220001220703125
2019-02-05,51.18000030517578
2018-11-01,51.88999938964844
2019-08-16,50.540000915527344
2019-04-10,50.90999984741211
2019-09-17,48.810001373291016
2019-10-15,50.38999938964844
2020-01-02,51.20000076293945
2020-06-08,51.849998474121094
2019-10-18,52.90999984741211
2020-03-24,53.2400016784668
2020-06-11,53.040000915527344
2020-01-08,53.900001525878906
2019-04-25,54.150001525878906
2019-07-30,55.119998931884766
2019-02-20,54.779998779296875
2018-07-11,55.279998779296875
2018-09-13,55.66999816894531
2018-10-15,55.349998474121094
2019-06-28,55.0
2018-12-18,55.41999816894531
2018-11-16,55.66999816894531
2019-10-02,57.439998626708984
2020-03-27,57.75
2020-01-10,57.84000015258789
2019-10-24,58.25
2020-03-30,58.2599983215332
2020-06-17,58.90999984741211
2020-01-14,59.5099983215332
2020-04-02,59.900001525878906
2019-01-02,59.5
2019-08-14,61.7599983215332
2018-10-30,62.16999816894531
2019-06-11,62.0
2019-05-10,61.08000183105469
2019-04-08,60.650001525878906
2018-08-27,60.45000076293945
2018-07-26,61.2599983215332
2018-09-28,60.18000030517578
2019-03-07,60.150001525878906
2019-10-30,60.470001220703125
2020-01-17,59.380001068115234
2020-06-23,57.63999938964844
2020-04-08,58.709999084472656
2020-06-26,59.36000061035156
2019-03-22,60.720001220703125
2019-01-17,60.5099983215332
2019-08-29,60.13999938964844
2018-11-14,60.25
2019-06-26,60.06999969482422
2018-09-11,61.91999816894531
2018-07-09,63.5099983215332
2018-08-10,63.13999938964844
2019-04-23,62.900001525878906
2019-09-30,62.869998931884766
2020-01-23,61.7599983215332
2019-11-08,62.25
2020-04-14,62.400001525878906
2019-11-11,62.220001220703125
2020-01-29,61.38999938964844
2020-04-17,60.939998626708984
2018-07-24,61.2599983215332
2018-09-26,61.79999923706055
2019-05-08,61.209999084472656
2019-03-05,61.119998931884766
2019-02-01,61.2400016784668
2018-12-31,61.97999954223633
2018-11-29,62.970001220703125
2019-08-12,62.849998474121094
2019-07-11,63.38999938964844
2019-09-13,63.61000061035156
2019-11-14,63.83000183105469
2020-04-20,64.19000244140625
2020-02-04,61.93000030517578
2020-04-23,60.40999984741211
2018-12-14,60.16999816894531
2019-08-27,59.08000183105469
2018-08-08,59.060001373291016
2018-10-11,57.7599983215332
2018-11-12,56.849998474121094
2019-07-26,55.5
2019-06-24,54.06999969482422
2019-05-23,53.16999816894531
2019-03-20,53.4900016784668
2019-01-15,55.099998474121094
2019-11-20,56.72999954223633
2020-02-07,57.34000015258789
2020-02-10,57.2400016784668
2020-04-29,56.880001068115234
2019-11-26,58.369998931884766
2020-02-13,59.220001220703125
2019-01-30,53.20000076293945
2018-08-23,53.68000030517578
2018-09-24,52.7599983215332
2018-11-27,53.04999923706055
2018-10-26,52.68000030517578
2019-07-09,51.86000061035156
2019-06-07,49.68000030517578
2019-05-06,48.41999816894531
2019-04-04,48.25
2019-09-11,46.38999938964844
2019-11-29,44.88999938964844
2020-05-05,45.810001373291016
2019-12-02,45.2599983215332
2020-02-19,45.34000015258789
2020-05-08,43.709999084472656
2019-05-21,41.75
2019-03-18,39.72999954223633
2018-09-07,40.40999984741211
2018-08-06,39.939998626708984
2018-10-09,35.86000061035156
2019-02-14,36.779998779296875
2018-12-12,36.0
2019-07-24,39.400001525878906
2019-09-26,38.970001220703125
2019-10-28,37.970001220703125
2019-12-05,36.22999954223633
2020-05-11,34.65999984741211
2019-07-03,36.7599983215332
2020-02-25,36.9900016784668
2020-05-14,37.41999816894531
2020-02-28,39.349998474121094
2019-08-08,39.689998626708984
2019-06-05,40.09000015258789
2018-07-20,38.90999984741211
2018-08-21,38.56999969482422
2018-10-24,37.08000183105469
2019-04-02,38.189998626708984
2019-03-01,39.63999938964844
2019-01-28,39.619998931884766
2018-12-27,41.38999938964844
2019-09-09,41.060001373291016
2020-03-02,42.52000045776367
2020-05-20,40.279998779296875
2019-12-17,39.720001220703125
2020-03-05,41.689998626708984
2019-02-12,40.7599983215332
2019-01-11,38.88999938964844
2018-12-10,39.2599983215332
2019-08-23,39.66999816894531
2018-11-08,41.20000076293945
2019-07-22,42.599998474121094
2019-06-20,42.15999984741211
2018-09-05,42.52000045776367
2019-04-17,43.40999984741211
2019-09-24,41.08000183105469
2019-12-20,40.0099983215332
2020-05-26,41.040000915527344
2019-04-30,41.16999816894531
2019-12-23,42.779998779296875
2020-03-11,43.310001373291016
2020-05-29,42.77000045776367
2019-12-26,43.02000045776367
2020-06-01,40.630001068115234
2019-05-02,39.810001373291016
2019-02-27,40.93000030517578
2018-11-23,43.630001068115234
2019-08-06,44.11000061035156
2018-07-18,45.349998474121094
2018-09-20,44.86000061035156
2018-10-22,44.08000183105469
2019-07-05,44.88999938964844
2019-06-03,44.91999816894531
2019-10-09,44.0
2019-10-11,43.529998779296875
2020-03-17,42.66999816894531
2020-06-04,42.47999954223633
2019-10-14,44.16999816894531
2020-03-20,44.869998931884766
2018-11-06,46.27000045776367
2019-06-18,48.47999954223633
2019-05-17,46.66999816894531
2019-04-15,45.95000076293945
2019-03-14,41.11000061035156
2019-01-09,41.22999954223633
2018-08-02,41.119998931884766
2018-10-05,43.41999816894531
2019-08-21,42.95000076293945
2019-10-17,42.150001525878906
2020-03-23,42.06999969482422
2020-06-10,41.63999938964844
2019-02-25,42.31999969482422
2020-01-07,40.93000030517578
2020-03-26,39.959999084472656
2019-10-23,42.630001068115234
