Dates,NTAP
2018-06-20,78.30999755859375
2018-06-21,78.48999786376953
2018-06-25,78.33999633789062
2018-06-22,76.37000274658203
2018-06-26,77.30999755859375
2018-06-27,78.31999969482422
2018-06-28,76.51000213623047
2018-06-29,78.06999969482422
2018-07-02,77.94000244140625
2018-07-03,79.80999755859375
2018-07-05,77.8499984741211
2018-07-16,77.81999969482422
2018-09-18,79.30000305175781
2019-01-24,79.77999877929688
2019-09-05,78.75
2018-11-21,80.30999755859375
2020-01-13,81.6500015258789
2020-04-01,82.58000183105469
2020-06-19,81.45999908447266
2019-10-29,82.41000366210938
2020-01-16,82.26000213623047
2020-06-22,82.25
2018-10-03,82.0199966430664
2018-07-31,81.48999786376953
2019-03-12,78.36000061035156
2019-02-08,81.16999816894531
2019-01-07,81.4800033569336
2018-12-06,79.7300033569336
2019-08-19,77.55999755859375
2019-07-18,77.43000030517578
2019-05-15,78.16000366210938
2019-09-20,80.58999633789062
2019-11-01,81.33999633789062
2020-04-07,82.12000274658203
2020-06-25,81.98999786376953
2020-06-16,82.12000274658203
2019-11-04,82.2300033569336
2020-01-22,82.30999755859375
2019-11-07,80.62999725341797
2020-04-13,82.19999694824219
2019-07-01,79.48999786376953
2019-05-30,79.94999694824219
2018-08-15,81.66000366210938
2018-10-18,82.69999694824219
2019-03-27,81.52999877929688
2019-01-22,82.44000244140625
2018-12-21,83.4800033569336
2019-09-03,84.97000122070312
2018-11-19,85.33000183105469
2019-08-02,86.11000061035156
2020-01-28,86.0199966430664
2020-04-16,86.58999633789062
2019-11-13,86.88999938964844
2020-01-31,87.88999938964844
2018-12-04,83.8499984741211
2018-11-02,82.87000274658203
2019-07-16,83.16999816894531
2018-08-30,83.77999877929688
2018-10-01,85.19000244140625
2019-06-14,85.77999877929688
2019-05-13,86.02999877929688
2019-04-11,85.52999877929688
2019-02-06,83.38999938964844
2019-09-18,85.36000061035156
2020-02-03,84.38999938964844
2020-04-22,86.02999877929688
2019-11-19,86.2300033569336
2020-02-06,86.37000274658203
2019-11-22,86.16999816894531
2019-03-25,86.48999786376953
2019-02-21,85.44999694824219
2018-12-19,86.23999786376953
2018-07-12,86.02999877929688
2018-09-14,85.86000061035156
2018-08-13,84.91999816894531
2018-10-16,83.80000305175781
2019-07-31,81.75
2019-05-28,79.7699966430664
2019-04-26,79.31999969482422
2020-04-28,75.13999938964844
2019-11-25,75.88999938964844
2020-02-12,76.44000244140625
2020-05-01,75.94000244140625
2020-05-04,80.30999755859375
2019-06-12,78.63999938964844
2019-04-09,78.6500015258789
2019-03-08,77.8499984741211
2019-02-04,77.01000213623047
2018-07-27,77.44000244140625
2018-08-28,75.06999969482422
2019-01-03,73.37000274658203
2019-08-15,73.18000030517578
2018-10-31,71.94999694824219
2019-09-16,77.55000305175781
2020-02-18,78.4800033569336
2020-05-07,79.19000244140625
2018-08-17,79.30999755859375
2019-12-04,80.12000274658203
2020-02-21,81.5199966430664
2018-12-17,83.20999908447266
2019-08-30,82.33999633789062
2018-11-15,81.79000091552734
2019-07-29,79.5199966430664
2019-06-27,80.02999877929688
2019-04-24,71.01000213623047
2018-07-10,68.62999725341797
2018-09-12,71.0999984741211
2019-02-19,65.58999633789062
2019-01-18,67.4800033569336
2020-02-24,65.5
2020-05-13,66.86000061035156
2019-12-10,67.0999984741211
2020-02-27,67.80999755859375
2019-12-13,69.06999969482422
2020-05-19,67.62000274658203
2019-03-06,67.80000305175781
2018-11-30,69.69999694824219
2019-08-13,66.37000274658203
2019-07-12,67.72000122070312
2019-06-10,64.43000030517578
2019-05-09,65.94000244140625
2018-07-25,65.2699966430664
2018-09-27,64.94999694824219
2018-10-29,61.900001525878906
2019-10-16,61.52000045776367
2019-12-16,60.20000076293945
2020-03-04,61.959999084472656
2020-05-22,59.040000915527344
2019-10-01,57.439998626708984
2019-12-19,56.33000183105469
2018-09-10,55.43000030517578
2019-05-24,57.08000183105469
2018-08-09,59.4900016784668
2019-04-22,59.939998626708984
2019-03-21,58.16999816894531
2019-01-16,59.06999969482422
2019-08-28,58.7400016784668
2018-11-13,59.2400016784668
2018-10-12,59.599998474121094
2019-06-25,58.970001220703125
2020-03-10,60.029998779296875
2020-05-28,61.209999084472656
2019-10-07,61.040000915527344
2020-03-13,61.33000183105469
2019-10-10,60.209999084472656
