Dates,NTAP
2018-06-20,78.70999908447266
2018-06-21,79.1500015258789
2018-06-25,78.69999694824219
2018-06-22,77.08000183105469
2018-06-26,78.25
2018-06-27,79.05999755859375
2018-06-28,77.61000061035156
2018-06-29,79.75
2018-07-02,79.56999969482422
2018-07-03,79.9000015258789
2018-07-05,77.98999786376953
2018-07-16,79.0199966430664
2018-09-18,79.6500015258789
2019-01-24,80.02999877929688
2019-09-05,80.02999877929688
2018-11-21,82.12999725341797
2020-01-13,82.87000274658203
2020-04-01,83.11000061035156
2020-06-19,83.13999938964844
2019-10-29,82.7300033569336
2020-01-16,82.87999725341797
2020-06-22,82.48999786376953
2018-10-03,82.2300033569336
2018-07-31,81.91999816894531
2019-03-12,81.47000122070312
2019-02-08,81.83000183105469
2019-01-07,81.61000061035156
2018-12-06,80.08999633789062
2019-08-19,78.30000305175781
2019-07-18,78.98999786376953
2019-05-15,80.69000244140625
2019-09-20,81.75
2019-11-01,82.12999725341797
2020-04-07,82.87000274658203
2020-06-25,83.5999984741211
2020-06-16,83.30999755859375
2019-11-04,83.33000183105469
2020-01-22,82.7300033569336
2019-11-07,83.02999877929688
2020-04-13,82.9800033569336
2019-07-01,82.5
2019-05-30,81.47000122070312
2018-08-15,82.58000183105469
2018-10-18,83.37000274658203
2019-03-27,82.77999877929688
2019-01-22,83.94999694824219
2018-12-21,84.29000091552734
2019-09-03,85.61000061035156
2018-11-19,85.97000122070312
2019-08-02,86.87000274658203
2020-01-28,87.44000244140625
2020-04-16,87.37999725341797
2019-11-13,88.06999969482422
2020-01-31,88.08000183105469
2018-12-04,84.66999816894531
2018-11-02,84.16999816894531
2019-07-16,83.8499984741211
2018-08-30,85.1500015258789
2018-10-01,85.44000244140625
2019-06-14,86.43000030517578
2019-05-13,86.29000091552734
2019-04-11,85.81999969482422
2019-02-06,85.58999633789062
2019-09-18,85.38999938964844
2020-02-03,85.66000366210938
2020-04-22,87.1500015258789
2019-11-19,87.6500015258789
2020-02-06,87.0
2019-11-22,86.77999877929688
2019-03-25,86.9800033569336
2019-02-21,86.37000274658203
2018-12-19,86.80000305175781
2018-07-12,86.30999755859375
2018-09-14,86.48999786376953
2018-08-13,85.44000244140625
2018-10-16,84.52999877929688
2019-07-31,82.37999725341797
2019-05-28,80.94000244140625
2019-04-26,79.38999938964844
2020-04-28,76.80999755859375
2019-11-25,77.26000213623047
2020-02-12,76.7300033569336
2020-05-01,78.12999725341797
2020-05-04,80.41000366210938
2019-06-12,79.43000030517578
2019-04-09,79.05000305175781
2019-03-08,80.58999633789062
2019-02-04,78.11000061035156
2018-07-27,78.13999938964844
2018-08-28,76.80999755859375
2019-01-03,73.76000213623047
2019-08-15,74.68000030517578
2018-10-31,76.66000366210938
2019-09-16,79.77999877929688
2020-02-18,79.5999984741211
2020-05-07,80.36000061035156
2018-08-17,80.4000015258789
2019-12-04,80.91000366210938
2020-02-21,83.30999755859375
2018-12-17,83.94999694824219
2019-08-30,82.55999755859375
2018-11-15,81.9000015258789
2019-07-29,80.19000244140625
2019-06-27,80.87999725341797
2019-04-24,71.30000305175781
2018-07-10,71.91000366210938
2018-09-12,71.47000122070312
2019-02-19,68.29000091552734
2019-01-18,68.08999633789062
2020-02-24,66.98999786376953
2020-05-13,68.16999816894531
2019-12-10,67.6500015258789
2020-02-27,69.86000061035156
2019-12-13,69.19000244140625
2020-05-19,68.16000366210938
2019-03-06,69.95999908447266
2018-11-30,70.2699966430664
2019-08-13,68.5
2019-07-12,68.05999755859375
2019-06-10,66.22000122070312
2019-05-09,66.0999984741211
2018-07-25,65.9800033569336
2018-09-27,65.05000305175781
2018-10-29,62.66999816894531
2019-10-16,62.16999816894531
2019-12-16,62.400001525878906
2020-03-04,62.61000061035156
2020-05-22,60.0099983215332
2019-10-01,58.88999938964844
2019-12-19,56.779998779296875
2018-09-10,57.88999938964844
2019-05-24,59.43000030517578
2018-08-09,60.029998779296875
2019-04-22,60.25
2019-03-21,60.70000076293945
2019-01-16,59.22999954223633
2019-08-28,60.13999938964844
2018-11-13,59.95000076293945
2018-10-12,59.7599983215332
2019-06-25,60.439998626708984
2020-03-10,61.52000045776367
2020-05-28,62.0
2019-10-07,61.459999084472656
2020-03-13,62.63999938964844
2019-10-10,62.20000076293945
2020-03-16,62.540000915527344
2020-06-03,63.279998779296875
2018-11-28,62.880001068115234
2018-09-25,62.939998626708984
2018-07-23,62.29999923706055
2018-08-24,63.81999969482422
2019-07-10,63.36000061035156
2019-05-07,63.869998931884766
2019-04-05,63.66999816894531
2019-03-04,64.04000091552734
2019-01-31,67.20999908447266
2019-09-12,67.19000244140625
2019-12-31,68.0199966430664
2020-03-19,68.33999633789062
2020-01-03,68.0999984741211
2020-06-09,66.5199966430664
2019-02-15,66.86000061035156
2019-01-14,67.5199966430664
2018-07-06,68.44000244140625
2018-08-07,64.02999877929688
2018-10-10,64.81999969482422
2018-12-13,64.41000366210938
2019-08-26,65.91000366210938
2019-07-25,65.55000305175781
2019-05-22,66.54000091552734
2019-03-19,66.94999694824219
2020-01-06,66.87999725341797
2020-03-25,67.0199966430664
2020-06-12,66.19999694824219
2019-10-22,66.56999969482422
2020-01-09,66.86000061035156
2020-06-15,65.0
2019-10-25,64.9800033569336
2020-03-31,64.20999908447266
2020-06-18,63.279998779296875
2019-04-03,65.5199966430664
2018-08-22,65.51000213623047
2018-10-25,66.18000030517578
2019-01-29,65.87000274658203
2018-12-28,68.12000274658203
2018-11-26,68.4000015258789
2019-08-09,67.51000213623047
2019-07-08,67.68000030517578
2019-06-06,69.97000122070312
2019-09-10,69.41999816894531
2020-01-15,67.04000091552734
2020-04-03,68.29000091552734
2019-10-31,67.95999908447266
2020-04-06,67.9800033569336
2020-06-24,69.43000030517578
2018-11-09,70.58999633789062
2019-07-23,70.93000030517578
2019-06-21,72.56999969482422
2019-05-20,72.22000122070312
2019-04-18,72.4000015258789
2018-09-06,73.02999877929688
2018-10-08,72.94000244140625
2019-02-13,74.4000015258789
2018-12-11,75.69999694824219
2019-09-25,76.20999908447266
2020-01-21,76.81999969482422
2020-04-09,77.70999908447266
2019-11-06,78.3499984741211
2020-01-24,77.95999908447266
2020-01-27,77.61000061035156
2020-04-15,77.11000061035156
2018-12-26,76.8499984741211
2019-08-07,73.86000061035156
2019-06-04,73.08000183105469
2018-09-21,73.26000213623047
2018-07-19,73.16000366210938
2018-08-20,73.69000244140625
2018-10-23,72.77999877929688
2019-05-03,72.37000274658203
2019-04-01,71.19000244140625
2019-02-28,69.83999633789062
2019-11-12,69.80000305175781
2020-01-30,68.9000015258789
2019-11-15,69.18000030517578
2020-04-21,67.62000274658203
2019-04-16,67.94000244140625
2019-03-15,68.06999969482422
2019-02-11,70.27999877929688
2019-01-10,69.94999694824219
2019-08-22,69.30000305175781
2018-11-07,70.37000274658203
2018-08-03,69.18000030517578
2018-09-04,61.689998626708984
2019-06-19,62.779998779296875
2019-09-23,62.470001220703125
2019-11-18,60.849998474121094
2020-02-05,60.93000030517578
2020-04-24,59.810001373291016
2019-03-29,59.130001068115234
2019-11-21,61.22999954223633
2020-04-27,62.22999954223633
2020-02-11,61.40999984741211
2020-04-30,61.630001068115234
2019-05-01,62.88999938964844
2019-02-26,63.150001525878906
2019-01-25,62.119998931884766
2018-12-24,62.54999923706055
2019-09-06,61.900001525878906
2018-07-17,61.25
2018-09-19,62.11000061035156
2019-08-05,62.0
2019-10-08,63.45000076293945
2019-12-11,62.65999984741211
2019-11-27,62.150001525878906
2020-02-14,61.72999954223633
2020-05-06,61.72999954223633
2019-01-08,61.81999969482422
2018-12-07,62.15999984741211
2019-08-20,63.54999923706055
2018-11-05,62.9900016784668
2019-07-19,62.52000045776367
2018-10-04,62.45000076293945
2019-06-17,60.540000915527344
2019-05-16,60.33000183105469
2018-08-01,60.880001068115234
2019-03-13,60.81999969482422
2019-12-03,61.5099983215332
2020-02-20,61.5099983215332
2019-12-06,60.869998931884766
2020-05-12,59.70000076293945
2019-12-09,59.84000015258789
2020-02-26,60.18000030517578
2020-05-15,59.91999816894531
2019-03-28,59.650001525878906
2018-09-17,59.45000076293945
2018-08-16,59.529998779296875
2018-10-19,59.40999984741211
2019-04-29,59.5099983215332
2019-01-23,59.61000061035156
2019-09-04,59.84000015258789
2018-11-20,59.689998626708984
2019-07-02,48.0
2019-05-31,46.470001220703125
2019-12-12,46.29999923706055
2020-05-18,46.45000076293945
2019-09-27,47.93000030517578
2020-03-03,47.59000015258789
2020-05-21,46.400001525878906
2019-05-14,48.029998779296875
2018-08-31,46.310001373291016
2018-07-30,48.04999923706055
2018-10-02,47.02000045776367
2019-04-12,47.79999923706055
2019-03-11,46.970001220703125
2019-02-07,47.34000015258789
2019-07-17,47.31999969482422
2019-09-19,46.86000061035156
2019-10-21,46.849998474121094
2019-12-18,46.9900016784668
2020-03-06,47.380001068115234
2019-10-03,48.20000076293945
2020-03-09,48.88999938964844
2020-05-27,47.810001373291016
2019-12-24,49.220001220703125
2020-03-12,51.869998931884766
2018-12-20,52.27000045776367
2019-08-01,54.900001525878906
2018-08-14,55.04999923706055
2018-07-13,56.2400016784668
2018-10-17,56.65999984741211
2019-05-29,56.849998474121094
2019-03-26,57.0099983215332
2019-02-22,56.84000015258789
2019-10-04,56.52000045776367
2019-11-05,55.439998626708984
2019-12-27,54.79999923706055
2020-06-02,54.869998931884766
2019-12-30,54.599998474121094
2020-03-18,54.04999923706055
2020-06-05,54.130001068115234
2019-07-15,54.650001525878906
2018-12-03,53.16999816894531
2019-06-13,53.540000915527344
2019-01-04,51.68000030517578
2018-08-29,51.52000045776367
2019-02-05,52.09000015258789
2018-11-01,52.900001525878906
2019-08-16,51.41999816894531
2019-04-10,51.84000015258789
2019-09-17,50.529998779296875
2019-10-15,51.90999984741211
2020-01-02,52.380001068115234
2020-06-08,53.11000061035156
2019-10-18,53.63999938964844
2020-03-24,54.040000915527344
2020-06-11,53.97999954223633
2020-01-08,55.43000030517578
2019-04-25,55.59000015258789
2019-07-30,56.119998931884766
2019-02-20,56.470001220703125
2018-07-11,56.400001525878906
2018-09-13,56.63999938964844
2018-10-15,55.93000030517578
2019-06-28,56.40999984741211
2018-12-18,56.36000061035156
