Dates,LUV
2018-06-20,52.0
2018-06-21,53.150001525878906
2018-06-25,51.90999984741211
2018-06-22,51.279998779296875
2018-06-26,51.16999816894531
2018-06-27,50.369998931884766
2018-06-28,50.70000076293945
2018-06-29,50.880001068115234
2018-07-02,51.540000915527344
2018-07-03,51.52000045776367
2018-07-05,51.86000061035156
2018-07-16,52.7400016784668
2018-09-18,53.2599983215332
2019-01-24,53.0
2019-09-05,52.529998779296875
2018-11-21,52.77000045776367
2020-01-13,53.09000015258789
2020-04-01,53.08000183105469
2020-06-19,53.220001220703125
2019-10-29,53.900001525878906
2020-01-16,53.779998779296875
2020-06-22,53.43000030517578
2018-10-03,53.560001373291016
2018-07-31,51.90999984741211
2019-03-12,52.290000915527344
2019-02-08,56.70000076293945
2019-01-07,58.380001068115234
2018-12-06,57.900001525878906
2019-08-19,58.15999984741211
2019-07-18,56.52000045776367
2019-05-15,56.689998626708984
2019-09-20,57.40999984741211
2019-11-01,57.790000915527344
2020-04-07,58.09000015258789
2020-06-25,58.81999969482422
2020-06-16,58.9900016784668
2019-11-04,58.9900016784668
2020-01-22,58.84000015258789
2019-11-07,59.09000015258789
2020-04-13,60.33000183105469
2019-07-01,59.52000045776367
2019-05-30,59.68000030517578
2018-08-15,61.630001068115234
2018-10-18,61.0
2019-03-27,60.61000061035156
2019-01-22,61.0099983215332
2018-12-21,60.9900016784668
2019-09-03,60.90999984741211
2018-11-19,61.33000183105469
2019-08-02,61.220001220703125
2020-01-28,60.81999969482422
2020-04-16,61.29999923706055
2019-11-13,61.9900016784668
2020-01-31,61.400001525878906
2018-12-04,61.029998779296875
2018-11-02,61.900001525878906
2019-07-16,62.5099983215332
2018-08-30,62.97999954223633
2018-10-01,61.369998931884766
2019-06-14,62.36000061035156
2019-05-13,62.43000030517578
2019-04-11,63.099998474121094
2019-02-06,63.04999923706055
2019-09-18,63.11000061035156
2020-02-03,62.5
2020-04-22,63.77000045776367
2019-11-19,62.060001373291016
2020-02-06,61.650001525878906
2019-11-22,62.09000015258789
2019-03-25,62.709999084472656
2019-02-21,62.45000076293945
2018-12-19,61.70000076293945
2018-07-12,61.18000030517578
2018-09-14,61.68000030517578
2018-08-13,61.58000183105469
2018-10-16,61.04999923706055
2019-07-31,60.619998931884766
2019-05-28,59.4900016784668
2019-04-26,57.33000183105469
2020-04-28,57.029998779296875
2019-11-25,57.380001068115234
2020-02-12,57.68000030517578
2020-05-01,58.939998626708984
2020-05-04,59.20000076293945
2019-06-12,57.959999084472656
