Dates,LUV
2018-06-20,51.529998779296875
2018-06-21,51.83000183105469
2018-06-25,51.880001068115234
2018-06-22,50.91999816894531
2018-06-26,50.939998626708984
2018-06-27,50.18000030517578
2018-06-28,50.189998626708984
2018-06-29,50.72999954223633
2018-07-02,50.5
2018-07-03,51.130001068115234
2018-07-05,51.560001373291016
2018-07-16,52.0
2018-09-18,52.58000183105469
2019-01-24,52.470001220703125
2019-09-05,51.630001068115234
2018-11-21,51.86000061035156
2020-01-13,52.630001068115234
2020-04-01,52.75
2020-06-19,52.90999984741211
2019-10-29,53.75
2020-01-16,53.40999984741211
2020-06-22,53.2400016784668
2018-10-03,52.779998779296875
2018-07-31,51.84000015258789
2019-03-12,51.65999984741211
2019-02-08,52.029998779296875
2019-01-07,56.5099983215332
2018-12-06,57.52000045776367
2019-08-19,58.11000061035156
2019-07-18,56.439998626708984
2019-05-15,55.61000061035156
2019-09-20,56.79999923706055
2019-11-01,57.099998474121094
2020-04-07,57.84000015258789
2020-06-25,58.61000061035156
2020-06-16,58.810001373291016
2019-11-04,58.29999923706055
2020-01-22,58.52000045776367
2019-11-07,58.93000030517578
2020-04-13,58.90999984741211
2019-07-01,59.33000183105469
2019-05-30,59.04999923706055
2018-08-15,59.88999938964844
2018-10-18,60.959999084472656
2019-03-27,60.27000045776367
2019-01-22,60.36000061035156
2018-12-21,59.93000030517578
2019-09-03,60.70000076293945
2018-11-19,60.79999923706055
2019-08-02,60.83000183105469
2020-01-28,60.540000915527344
2020-04-16,60.810001373291016
2019-11-13,61.130001068115234
2020-01-31,61.29999923706055
2018-12-04,60.65999984741211
2018-11-02,61.209999084472656
2019-07-16,61.630001068115234
2018-08-30,62.279998779296875
2018-10-01,61.25
2019-06-14,61.52000045776367
2019-05-13,62.029998779296875
2019-04-11,62.61000061035156
2019-02-06,62.11000061035156
2019-09-18,63.02000045776367
2020-02-03,62.41999816894531
2020-04-22,62.66999816894531
2019-11-19,61.650001525878906
2020-02-06,61.119998931884766
2019-11-22,61.81999969482422
2019-03-25,62.439998626708984
2019-02-21,61.91999816894531
2018-12-19,61.540000915527344
2018-07-12,60.59000015258789
2018-09-14,61.2599983215332
2018-08-13,61.220001220703125
2018-10-16,60.66999816894531
2019-07-31,60.15999984741211
2019-05-28,59.470001220703125
2019-04-26,56.880001068115234
2020-04-28,56.43000030517578
2019-11-25,56.720001220703125
2020-02-12,57.18000030517578
2020-05-01,57.5099983215332
2020-05-04,58.650001525878906
2019-06-12,57.77000045776367
2019-04-09,57.689998626708984
2019-03-08,57.15999984741211
2019-02-04,55.959999084472656
2018-07-27,54.36000061035156
2018-08-28,49.02000045776367
2019-01-03,48.33000183105469
2019-08-15,47.099998474121094
2018-10-31,47.25
2019-09-16,49.04999923706055
2020-02-18,49.29999923706055
2020-05-07,51.0
2018-08-17,51.060001373291016
2019-12-04,51.25
2020-02-21,51.95000076293945
2018-12-17,52.34000015258789
2019-08-30,52.119998931884766
2018-11-15,51.540000915527344
2019-07-29,52.09000015258789
2019-06-27,52.25
2019-04-24,51.72999954223633
2018-07-10,51.68000030517578
2018-09-12,52.08000183105469
2019-02-19,51.33000183105469
2019-01-18,51.7400016784668
2020-02-24,52.15999984741211
2020-05-13,52.470001220703125
2019-12-10,52.689998626708984
2020-02-27,52.16999816894531
2019-12-13,52.81999969482422
2020-05-19,53.29999923706055
2019-03-06,54.22999954223633
2018-11-30,52.130001068115234
2019-08-13,52.2599983215332
2019-07-12,51.13999938964844
2019-06-10,50.189998626708984
2019-05-09,50.68000030517578
2018-07-25,50.54999923706055
2018-09-27,49.36000061035156
2018-10-29,49.58000183105469
2019-10-16,48.529998779296875
2019-12-16,49.349998474121094
2020-03-04,48.349998474121094
