Dates,LUV
2018-06-20,7040900.0
2018-06-21,8098300.0
2018-06-25,9187400.0
2018-06-22,7836600.0
2018-06-26,4410900.0
2018-06-27,6737900.0
2018-06-28,4652900.0
2018-06-29,4227700.0
2018-07-02,5127500.0
2018-07-03,2470400.0
2018-07-05,4440900.0
2018-07-16,5796700.0
2018-09-18,4843600.0
2019-01-24,3484000.0
2019-09-05,5788300.0
2018-11-21,4102600.0
2020-01-13,3392100.0
2020-04-01,3713800.0
2020-06-19,3942600.0
2019-10-29,7258400.0
2020-01-16,4013500.0
2020-06-22,4674400.0
2018-10-03,3846100.0
2018-07-31,5782100.0
2019-03-12,5445700.0
2019-02-08,11997000.0
2019-01-07,8891400.0
2018-12-06,5492200.0
2019-08-19,5138600.0
2019-07-18,4292400.0
2019-05-15,3507500.0
2019-09-20,3826900.0
2019-11-01,2989000.0
2020-04-07,2557900.0
2020-06-25,4003800.0
2020-06-16,2763500.0
2019-11-04,3218700.0
2020-01-22,2972900.0
2019-11-07,3298100.0
2020-04-13,6499100.0
2019-07-01,5345000.0
2019-05-30,3166000.0
2018-08-15,6106000.0
2018-10-18,4150800.0
2019-03-27,2176900.0
2019-01-22,3031900.0
2018-12-21,2702000.0
2019-09-03,2706700.0
2018-11-19,4382000.0
2019-08-02,3136500.0
2020-01-28,3083500.0
2020-04-16,3292300.0
2019-11-13,5588200.0
2020-01-31,4870600.0
2018-12-04,2512500.0
2018-11-02,3836500.0
2019-07-16,3674800.0
2018-08-30,3074100.0
2018-10-01,5364300.0
2019-06-14,3968500.0
2019-05-13,2936400.0
2019-04-11,3644700.0
2019-02-06,2768700.0
2019-09-18,2756800.0
2020-02-03,4311100.0
2020-04-22,7797700.0
2019-11-19,4522100.0
2020-02-06,3864000.0
2019-11-22,2391400.0
2019-03-25,4007900.0
2019-02-21,3018000.0
2018-12-19,4257000.0
2018-07-12,4041300.0
2018-09-14,4420700.0
2018-08-13,2474800.0
2018-10-16,3998200.0
2019-07-31,3690700.0
2019-05-28,7852400.0
2019-04-26,7945400.0
2020-04-28,7140800.0
2019-11-25,4014100.0
2020-02-12,3324800.0
2020-05-01,4119800.0
2020-05-04,4664100.0
2019-06-12,3570600.0
2019-04-09,3757200.0
2019-03-08,4373000.0
2019-02-04,4253300.0
2018-07-27,6127800.0
2018-08-28,21643400.0
2019-01-03,10057900.0
2019-08-15,11202300.0
2018-10-31,8954900.0
2019-09-16,7568000.0
2020-02-18,6778600.0
2020-05-07,8458000.0
2018-08-17,6203800.0
2019-12-04,8061200.0
2020-02-21,4862500.0
2018-12-17,4634300.0
2019-08-30,4229900.0
2018-11-15,3946800.0
2019-07-29,6528700.0
2019-06-27,4346600.0
2019-04-24,5051700.0
2018-07-10,4770200.0
2018-09-12,3019300.0
2019-02-19,3373500.0
2019-01-18,2952800.0
2020-02-24,2216600.0
2020-05-13,4319700.0
2019-12-10,6216900.0
2020-02-27,3813600.0
2019-12-13,2929000.0
2020-05-19,4546900.0
2019-03-06,4041500.0
2018-11-30,5877100.0
2019-08-13,7603500.0
2019-07-12,6238300.0
2019-06-10,5006300.0
2019-05-09,2970900.0
2018-07-25,4137800.0
2018-09-27,6866700.0
2018-10-29,3998700.0
2019-10-16,5814200.0
2019-12-16,3560600.0
2020-03-04,4350600.0
2020-05-22,4759300.0
2019-10-01,8357700.0
2019-12-19,3782200.0
2018-09-10,3929200.0
2019-05-24,3281200.0
2018-08-09,3135700.0
2019-04-22,3805100.0
2019-03-21,4081300.0
2019-01-16,4404900.0
2019-08-28,4762100.0
2018-11-13,5194700.0
2018-10-12,4462600.0
2019-06-25,3489400.0
2020-03-10,5424800.0
2020-05-28,3568900.0
2019-10-07,3908800.0
2020-03-13,4408900.0
2019-10-10,4640300.0
2020-03-16,3483100.0
2020-06-03,3236200.0
2018-11-28,4153900.0
2018-09-25,4721300.0
2018-07-23,11000800.0
2018-08-24,7351800.0
2019-07-10,5073200.0
2019-05-07,5231900.0
2019-04-05,6768600.0
2019-03-04,4658800.0
2019-01-31,3610400.0
2019-09-12,4426900.0
2019-12-31,5130900.0
2020-03-19,5305600.0
2020-01-03,3130500.0
2020-06-09,3151400.0
2019-02-15,4081700.0
2019-01-14,3612800.0
2018-07-06,3969200.0
2018-08-07,5013400.0
2018-10-10,4992000.0
2018-12-13,5656300.0
2019-08-26,11873100.0
2019-07-25,4916600.0
2019-05-22,4569600.0
2019-03-19,5650600.0
2020-01-06,5806600.0
2020-03-25,5569200.0
2020-06-12,15308200.0
2019-10-22,9041400.0
2020-01-09,4526200.0
2020-06-15,5211600.0
2019-10-25,5114900.0
2020-03-31,5552200.0
2020-06-18,4648100.0
2019-04-03,6185700.0
2018-08-22,8767000.0
2018-10-25,12543800.0
2019-01-29,7699800.0
2018-12-28,7146500.0
2018-11-26,4217300.0
2019-08-09,4319700.0
2019-07-08,5785700.0
2019-06-06,5574100.0
2019-09-10,4834900.0
2020-01-15,4501800.0
2020-04-03,3821400.0
2019-10-31,8071800.0
2020-04-06,7368900.0
2020-06-24,6669600.0
2018-11-09,6312900.0
2019-07-23,4412800.0
2019-06-21,3098300.0
2019-05-20,2799500.0
2019-04-18,2531800.0
2018-09-06,7001700.0
2018-10-08,3380600.0
2019-02-13,3910700.0
2018-12-11,3287100.0
2019-09-25,2738400.0
2020-01-21,2524600.0
2020-04-09,2941000.0
2019-11-06,2571000.0
2020-01-24,3342100.0
2020-01-27,2971500.0
2020-04-15,3600000.0
2018-12-26,4074200.0
2019-08-07,7115900.0
2019-06-04,3939400.0
2018-09-21,4029400.0
2018-07-19,3861000.0
2018-08-20,2514200.0
2018-10-23,2903900.0
2019-05-03,2502100.0
2019-04-01,2307600.0
2019-02-28,4893900.0
2019-11-12,3464800.0
2020-01-30,2749100.0
2019-11-15,2564700.0
2020-04-21,3285700.0
2019-04-16,2616100.0
2019-03-15,3086600.0
2019-02-11,3176100.0
2019-01-10,2173200.0
2019-08-22,2658200.0
2018-11-07,3471400.0
2018-08-03,3192000.0
2018-09-04,5438200.0
2019-06-19,2311900.0
2019-09-23,3446600.0
2019-11-18,3703100.0
2020-02-05,2792300.0
2020-04-24,5193900.0
2019-03-29,5231200.0
2019-11-21,6212700.0
2020-04-27,4456100.0
2020-02-11,2385900.0
2020-04-30,2032300.0
2019-05-01,3016600.0
2019-02-26,2949000.0
2019-01-25,2571600.0
2018-12-24,4241800.0
2019-09-06,2535300.0
2018-07-17,2811200.0
2018-09-19,3068800.0
2019-08-05,3903300.0
2019-10-08,3884300.0
2019-12-11,4733300.0
2019-11-27,2384200.0
2020-02-14,2954000.0
2020-05-06,3847600.0
2019-01-08,3856700.0
2018-12-07,5965400.0
2019-08-20,3350600.0
2018-11-05,2909300.0
2019-07-19,2717000.0
2018-10-04,2113200.0
2019-06-17,3164700.0
2019-05-16,3121800.0
2018-08-01,3224000.0
2019-03-13,2094500.0
2019-12-03,2643100.0
2020-02-20,3191400.0
2019-12-06,3601100.0
2020-05-12,3712800.0
2019-12-09,2969400.0
2020-02-26,4285500.0
2020-05-15,3567200.0
2019-03-28,3399900.0
2018-09-17,4756600.0
2018-08-16,8684100.0
2018-10-19,5835400.0
2019-04-29,3785900.0
2019-01-23,2794400.0
2019-09-04,4985500.0
2018-11-20,4588000.0
2019-07-02,3142500.0
2019-05-31,5156500.0
2019-12-12,3234900.0
2020-05-18,3592400.0
2019-09-27,3673100.0
2020-03-03,2594300.0
2020-05-21,2051000.0
2019-05-14,3240500.0
2018-08-31,3653800.0
2018-07-30,2935600.0
2018-10-02,2997200.0
2019-04-12,3540100.0
2019-03-11,2296900.0
2019-02-07,2096500.0
2019-07-17,3470200.0
2019-09-19,4692100.0
2019-10-21,3608800.0
2019-12-18,2519100.0
2020-03-06,2614900.0
2019-10-03,3851800.0
2020-03-09,3274700.0
2020-05-27,4298000.0
2019-12-24,3167000.0
2020-03-12,3236100.0
2018-12-20,2773600.0
2019-08-01,3127600.0
2018-08-14,3196200.0
2018-07-13,5496000.0
2018-10-17,2963500.0
2019-05-29,4400800.0
2019-03-26,4727300.0
2019-02-22,4270200.0
2019-10-04,4514200.0
2019-11-05,4054800.0
2019-12-27,7034800.0
2020-06-02,2910200.0
2019-12-30,3402100.0
2020-03-18,2118900.0
2020-06-05,2528900.0
2019-07-15,3160700.0
2018-12-03,3712900.0
2019-06-13,4204900.0
2019-01-04,5131400.0
2018-08-29,4079200.0
2019-02-05,2779800.0
2018-11-01,2775100.0
2019-08-16,3751400.0
2019-04-10,3698600.0
2019-09-17,2822400.0
2019-10-15,3032800.0
2020-01-02,1932800.0
2020-06-08,3505800.0
2019-10-18,4356100.0
2020-03-24,3872500.0
2020-06-11,7672900.0
2020-01-08,6836000.0
2019-04-25,5598400.0
2019-07-30,5038300.0
2019-02-20,10462200.0
2018-07-11,4043800.0
2018-09-13,5439200.0
2018-10-15,3074800.0
2019-06-28,2280500.0
2018-12-18,2555200.0
2018-11-16,2364500.0
2019-10-02,2368000.0
2020-03-27,2897900.0
2020-01-10,2649200.0
2019-10-24,2860900.0
2020-03-30,2520600.0
2020-06-17,3172600.0
2020-01-14,1936000.0
2020-04-02,1817900.0
2019-01-02,1901400.0
2019-08-14,1647700.0
2018-10-30,2205200.0
2019-06-11,2103400.0
2019-05-10,3125800.0
2019-04-08,2125900.0
2018-08-27,1530200.0
2018-07-26,2076400.0
2018-09-28,2665400.0
2019-03-07,1627000.0
2019-10-30,1098400.0
2020-01-17,2977200.0
2020-06-23,3669100.0
2020-04-08,3379700.0
2020-06-26,2791700.0
2019-03-22,2257000.0
2019-01-17,2553700.0
2019-08-29,2785000.0
2018-11-14,4881300.0
2019-06-26,4054800.0
2018-09-11,2705400.0
2018-07-09,3293900.0
2018-08-10,3965600.0
2019-04-23,3930600.0
2019-09-30,3833800.0
2020-01-23,7819700.0
2019-11-08,7845800.0
2020-04-14,1326400.0
2019-11-11,1930800.0
2020-01-29,3348200.0
2020-04-17,2696300.0
2018-07-24,2881100.0
2018-09-26,3713000.0
2019-05-08,3536100.0
2019-03-05,4200300.0
2019-02-01,2997600.0
2018-12-31,4103100.0
2018-11-29,3850700.0
2019-08-12,4051400.0
2019-07-11,3958600.0
2019-09-13,5007400.0
2019-11-14,4097100.0
2020-04-20,2950500.0
2020-02-04,3999900.0
2020-04-23,6753500.0
2018-12-14,5303600.0
2019-08-27,6784500.0
2018-08-08,7995100.0
2018-10-11,8275100.0
2018-11-12,6242300.0
2019-07-26,6666000.0
2019-06-24,5129600.0
2019-05-23,5552100.0
2019-03-20,4071100.0
2019-01-15,3619400.0
2019-11-20,3162700.0
2020-02-07,4332000.0
2020-02-10,2703600.0
2020-04-29,2882100.0
2019-11-26,2848600.0
2020-02-13,2234200.0
2019-01-30,2401800.0
2018-08-23,2481800.0
2018-09-24,3086600.0
2018-11-27,2135100.0
2018-10-26,2924800.0
2019-07-09,2324600.0
2019-06-07,7538400.0
2019-05-06,9351700.0
2019-04-04,9286300.0
2019-09-11,10350100.0
2019-11-29,11854000.0
2020-05-05,9043200.0
2019-12-02,7338100.0
2020-02-19,8990300.0
2020-05-08,10774800.0
2019-05-21,10708100.0
2019-03-18,9602300.0
2018-09-07,9366900.0
2018-08-06,10508900.0
2018-10-09,16353400.0
2019-02-14,14308800.0
2018-12-12,15849900.0
2019-07-24,8133500.0
2019-09-26,14219600.0
2019-10-28,18052600.0
2019-12-05,12617900.0
2020-05-11,9616800.0
2019-07-03,12803100.0
2020-02-25,16346700.0
2020-05-14,8986300.0
2020-02-28,8297400.0
2019-08-08,7443300.0
2019-06-05,7794100.0
2018-07-20,8545900.0
2018-08-21,7853500.0
2018-10-24,9915900.0
2019-04-02,13833000.0
2019-03-01,14036100.0
2019-01-28,8923800.0
2018-12-27,10383700.0
2019-09-09,9067500.0
2020-03-02,8860200.0
2020-05-20,20028700.0
2019-12-17,17862300.0
2020-03-05,20139900.0
2019-02-12,14553900.0
2019-01-11,12562700.0
2018-12-10,15697200.0
2019-08-23,11631600.0
2018-11-08,15157100.0
2019-07-22,14224500.0
2019-06-20,54153900.0
2018-09-05,101007800.0
2019-04-17,62325400.0
2019-09-24,36353800.0
2019-12-20,43447700.0
2020-05-26,36676900.0
2019-04-30,36971800.0
2019-12-23,24535900.0
2020-03-11,19156100.0
2020-05-29,20804000.0
2019-12-26,16904400.0
2020-06-01,22892500.0
2019-05-02,23187200.0
2019-02-27,18679800.0
2018-11-23,27200500.0
2019-08-06,35768200.0
2018-07-18,27249000.0
2018-09-20,22166500.0
2018-10-22,17558200.0
2019-07-05,41232500.0
2019-06-03,44902300.0
2019-10-09,24743000.0
2019-10-11,19763200.0
2020-03-17,20812800.0
2020-06-04,22875700.0
2019-10-14,26644900.0
2020-03-20,54234500.0
2018-11-06,54289300.0
2019-06-18,31341000.0
2019-05-17,26724400.0
2019-04-15,37974200.0
2019-03-14,28557000.0
2019-01-09,26858300.0
2018-08-02,23794700.0
2018-10-05,30327500.0
2019-08-21,18689600.0
2019-10-17,13810100.0
2020-03-23,20499000.0
2020-06-10,14395700.0
2019-02-25,15215000.0
2020-01-07,19031700.0
2020-03-26,18182600.0
2019-10-23,23962000.0
