Dates,TROW
2018-06-20,124.44000244140625
2018-06-21,123.66999816894531
2018-06-25,123.0
2018-06-22,119.73999786376953
2018-06-26,118.6500015258789
2018-06-27,115.5999984741211
2018-06-28,115.68000030517578
2018-06-29,116.08999633789062
2018-07-02,116.5199966430664
2018-07-03,115.7300033569336
2018-07-05,115.48999786376953
2018-07-16,115.5
2018-09-18,117.8499984741211
2019-01-24,118.73999786376953
2019-09-05,118.37000274658203
2018-11-21,119.9000015258789
2020-01-13,119.2300033569336
2020-04-01,120.37999725341797
2020-06-19,120.41000366210938
2019-10-29,122.1500015258789
2020-01-16,120.75
2020-06-22,119.86000061035156
2018-10-03,121.30999755859375
2018-07-31,121.30000305175781
2019-03-12,124.80999755859375
2019-02-08,121.5999984741211
2019-01-07,119.01000213623047
2018-12-06,117.37999725341797
2019-08-19,119.08000183105469
2019-07-18,117.2699966430664
2019-05-15,117.44000244140625
2019-09-20,117.4000015258789
2019-11-01,118.55000305175781
2020-04-07,119.36000061035156
2020-06-25,119.69999694824219
2020-06-16,118.88999938964844
2019-11-04,117.13999938964844
2020-01-22,116.58000183105469
2019-11-07,117.56999969482422
2020-04-13,115.48999786376953
2019-07-01,116.31999969482422
2019-05-30,115.61000061035156
2018-08-15,115.69999694824219
2018-10-18,116.20999908447266
2019-03-27,115.69000244140625
2019-01-22,115.05999755859375
2018-12-21,115.41000366210938
2019-09-03,116.29000091552734
2018-11-19,116.48999786376953
2019-08-02,116.2699966430664
2020-01-28,115.41000366210938
2020-04-16,115.88999938964844
2019-11-13,115.16000366210938
2020-01-31,114.5
2018-12-04,113.26000213623047
2018-11-02,107.7300033569336
2019-07-16,109.4800033569336
2018-08-30,110.2699966430664
2018-10-01,110.12999725341797
2019-06-14,109.16999816894531
2019-05-13,110.37000274658203
2019-04-11,108.95999908447266
2019-02-06,109.29000091552734
2019-09-18,110.9000015258789
2020-02-03,111.54000091552734
2020-04-22,111.7699966430664
2019-11-19,110.97000122070312
2020-02-06,110.30000305175781
2019-11-22,109.73999786376953
2019-03-25,110.0999984741211
2019-02-21,109.18000030517578
2018-12-19,109.86000061035156
2018-07-12,111.22000122070312
2018-09-14,111.77999877929688
2018-08-13,110.80000305175781
2018-10-16,109.31999969482422
2019-07-31,109.2300033569336
2019-05-28,107.98999786376953
2019-04-26,101.55000305175781
2020-04-28,98.51000213623047
2019-11-25,100.20999908447266
2020-02-12,100.66999816894531
2020-05-01,101.95999908447266
2020-05-04,102.66000366210938
2019-06-12,99.8499984741211
2019-04-09,100.05999755859375
2019-03-08,99.4000015258789
2019-02-04,97.81999969482422
2018-07-27,93.87000274658203
2018-08-28,95.5199966430664
2019-01-03,93.87000274658203
2019-08-15,93.7699966430664
2018-10-31,96.22000122070312
2019-09-16,96.98999786376953
2020-02-18,98.0199966430664
2020-05-07,96.93000030517578
2018-08-17,97.41999816894531
2019-12-04,99.12999725341797
2020-02-21,101.5
2018-12-17,99.88999938964844
2019-08-30,98.4800033569336
2018-11-15,95.58000183105469
2019-07-29,95.86000061035156
2019-06-27,94.54000091552734
2019-04-24,96.05999755859375
2018-07-10,95.87000274658203
2018-09-12,94.95999908447266
2019-02-19,92.0
2019-01-18,94.51000213623047
2020-02-24,94.6500015258789
2020-05-13,95.95999908447266
2019-12-10,94.87000274658203
2020-02-27,98.33999633789062
2019-12-13,97.87000274658203
2020-05-19,99.36000061035156
2019-03-06,99.58000183105469
2018-11-30,95.2699966430664
2019-08-13,94.86000061035156
2019-07-12,93.27999877929688
2019-06-10,92.44999694824219
2019-05-09,92.02999877929688
2018-07-25,94.0199966430664
2018-09-27,93.26000213623047
2018-10-29,91.97000122070312
2019-10-16,91.02999877929688
2019-12-16,90.80000305175781
2020-03-04,88.41000366210938
2020-05-22,87.30000305175781
2019-10-01,86.77999877929688
2019-12-19,84.94999694824219
2018-09-10,89.6500015258789
2019-05-24,91.30999755859375
2018-08-09,91.33999633789062
2019-04-22,92.31999969482422
2019-03-21,91.83999633789062
2019-01-16,88.80999755859375
2019-08-28,91.9800033569336
2018-11-13,91.8499984741211
2018-10-12,92.31999969482422
2019-06-25,92.6500015258789
2020-03-10,92.29000091552734
2020-05-28,90.25
2019-10-07,91.19000244140625
2020-03-13,92.75
2019-10-10,95.2699966430664
2020-03-16,94.73999786376953
2020-06-03,96.61000061035156
2018-11-28,94.47000122070312
2018-09-25,93.62000274658203
2018-07-23,93.86000061035156
2018-08-24,94.55000305175781
2019-07-10,94.44999694824219
2019-05-07,92.75
2019-04-05,89.23999786376953
2019-03-04,93.45999908447266
2019-01-31,94.1500015258789
2019-09-12,95.16999816894531
2019-12-31,94.5999984741211
2020-03-19,94.22000122070312
2020-01-03,93.73999786376953
2020-06-09,92.37999725341797
2019-02-15,92.66999816894531
2019-01-14,97.08999633789062
2018-07-06,98.12999725341797
2018-08-07,97.33999633789062
2018-10-10,97.58000183105469
2018-12-13,97.4000015258789
2019-08-26,98.18000030517578
2019-07-25,97.0999984741211
2019-05-22,98.05000305175781
2019-03-19,98.11000061035156
2020-01-06,98.51000213623047
2020-03-25,100.23999786376953
2020-06-12,100.43000030517578
2019-10-22,100.66999816894531
2020-01-09,99.54000091552734
2020-06-15,98.80999755859375
2019-10-25,98.05999755859375
2020-03-31,96.2699966430664
2020-06-18,96.83999633789062
2019-04-03,99.08999633789062
2018-08-22,100.43000030517578
2018-10-25,101.3499984741211
2019-01-29,100.68000030517578
2018-12-28,102.44000244140625
2018-11-26,102.8499984741211
2019-08-09,102.63999938964844
2019-07-08,100.86000061035156
2019-06-06,102.30999755859375
