Dates,TROW
2018-06-20,123.7699966430664
2018-06-21,124.01000213623047
2018-06-25,124.37000274658203
2018-06-22,122.66999816894531
2018-06-26,119.87999725341797
2018-06-27,118.51000213623047
2018-06-28,115.86000061035156
2018-06-29,116.48999786376953
2018-07-02,115.44999694824219
2018-07-03,117.30999755859375
2018-07-05,116.69000244140625
2018-07-16,115.4000015258789
2018-09-18,116.22000122070312
2019-01-24,117.5999984741211
2019-09-05,118.02999877929688
2018-11-21,119.86000061035156
2020-01-13,119.4800033569336
2020-04-01,119.69000244140625
2020-06-19,120.33999633789062
2019-10-29,120.83999633789062
2020-01-16,121.9800033569336
2020-06-22,120.38999938964844
2018-10-03,120.08000183105469
2018-07-31,121.73999786376953
2019-03-12,119.80000305175781
2019-02-08,124.75
2019-01-07,121.88999938964844
2018-12-06,119.2300033569336
2019-08-19,118.12000274658203
2019-07-18,119.05000305175781
2019-05-15,116.54000091552734
2019-09-20,117.95999908447266
2019-11-01,117.30999755859375
2020-04-07,118.88999938964844
2020-06-25,118.9000015258789
2020-06-16,119.5
2019-11-04,117.95999908447266
2020-01-22,117.16000366210938
2019-11-07,116.9000015258789
2020-04-13,116.51000213623047
2019-07-01,116.16000366210938
2019-05-30,116.27999877929688
2018-08-15,115.52999877929688
2018-10-18,115.5999984741211
2019-03-27,115.9000015258789
2019-01-22,115.63999938964844
2018-12-21,115.75
2019-09-03,116.29000091552734
2018-11-19,116.69999694824219
2019-08-02,116.69999694824219
2020-01-28,115.95999908447266
2020-04-16,115.19999694824219
2019-11-13,115.2699966430664
2020-01-31,115.08000183105469
2018-12-04,114.4000015258789
2018-11-02,111.30999755859375
2019-07-16,108.12999725341797
2018-08-30,109.31999969482422
2018-10-01,110.0999984741211
2019-06-14,110.04000091552734
2019-05-13,109.27999877929688
2019-04-11,110.4000015258789
2019-02-06,109.01000213623047
2019-09-18,109.83000183105469
2020-02-03,111.88999938964844
2020-04-22,112.25
2019-11-19,111.77999877929688
2020-02-06,110.94000244140625
2019-11-22,110.87999725341797
2019-03-25,109.9800033569336
2019-02-21,109.31999969482422
2018-12-19,109.58999633789062
2018-07-12,110.02999877929688
2018-09-14,111.55999755859375
2018-08-13,111.5199966430664
2018-10-16,111.23999786376953
2019-07-31,108.72000122070312
2019-05-28,108.62999725341797
2019-04-26,107.75
2020-04-28,101.55000305175781
2019-11-25,101.01000213623047
2020-02-12,99.58000183105469
2020-05-01,101.43000030517578
2020-05-04,101.77999877929688
2019-06-12,102.41999816894531
2019-04-09,99.9800033569336
2019-03-08,100.70999908447266
2019-02-04,96.33999633789062
2018-07-27,98.0199966430664
2018-08-28,94.9800033569336
2019-01-03,94.06999969482422
2019-08-15,95.55000305175781
2018-10-31,94.4000015258789
2019-09-16,97.56999969482422
2020-02-18,96.88999938964844
2020-05-07,98.5999984741211
2018-08-17,96.8499984741211
2019-12-04,97.70999908447266
2020-02-21,100.05999755859375
2018-12-17,100.69000244140625
2019-08-30,99.7699966430664
2018-11-15,97.7699966430664
2019-07-29,96.16999816894531
2019-06-27,96.77999877929688
2019-04-24,93.73999786376953
2018-07-10,95.63999938964844
2018-09-12,95.8499984741211
2019-02-19,93.69999694824219
2019-01-18,92.66000366210938
2020-02-24,93.7300033569336
2020-05-13,95.9000015258789
2019-12-10,95.48999786376953
2020-02-27,94.95999908447266
2019-12-13,97.62999725341797
2020-05-19,97.3499984741211
2019-03-06,100.66999816894531
2018-11-30,99.47000122070312
2019-08-13,93.05000305175781
2019-07-12,94.76000213623047
2019-06-10,93.08000183105469
2019-05-09,94.27999877929688
2018-07-25,93.75
2018-09-27,93.37999725341797
2018-10-29,92.30000305175781
2019-10-16,91.95999908447266
2019-12-16,91.80999755859375
2020-03-04,91.22000122070312
2020-05-22,87.72000122070312
2019-10-01,87.87999725341797
2019-12-19,86.22000122070312
2018-09-10,85.5
2019-05-24,88.0199966430664
2018-08-09,91.79000091552734
2019-04-22,92.08000183105469
2019-03-21,90.22000122070312
2019-01-16,91.01000213623047
2019-08-28,89.98999786376953
2018-11-13,92.05999755859375
2018-10-12,92.68000030517578
2019-06-25,93.1500015258789
2020-03-10,92.44000244140625
2020-05-28,91.73999786376953
2019-10-07,89.3499984741211
2020-03-13,91.16999816894531
2019-10-10,93.19000244140625
