Dates,TROW
2018-06-20,123.7699966430664
2018-06-21,122.41000366210938
2018-06-25,122.79000091552734
2018-06-22,119.23999786376953
2018-06-26,118.37000274658203
2018-06-27,115.58999633789062
2018-06-28,114.4000015258789
2018-06-29,116.06999969482422
2018-07-02,114.69999694824219
2018-07-03,115.43000030517578
2018-07-05,114.69999694824219
2018-07-16,114.62000274658203
2018-09-18,116.0199966430664
2019-01-24,117.05999755859375
2019-09-05,117.75
2018-11-21,117.94000244140625
2020-01-13,118.47000122070312
2020-04-01,119.44999694824219
2020-06-19,119.80999755859375
2019-10-29,120.5
2020-01-16,120.16000366210938
2020-06-22,119.33999633789062
2018-10-03,120.01000213623047
2018-07-31,120.5
2019-03-12,118.66000366210938
2019-02-08,121.23999786376953
2019-01-07,118.05000305175781
2018-12-06,117.19000244140625
2019-08-19,117.6500015258789
2019-07-18,114.30000305175781
2019-05-15,115.75
2019-09-20,116.4000015258789
2019-11-01,117.11000061035156
2020-04-07,118.7300033569336
2020-06-25,118.20999908447266
2020-06-16,118.73999786376953
2019-11-04,116.62999725341797
2020-01-22,116.48999786376953
2019-11-07,115.94000244140625
2020-04-13,114.62000274658203
2019-07-01,115.44999694824219
2019-05-30,114.27999877929688
2018-08-15,115.20999908447266
2018-10-18,115.02999877929688
2019-03-27,115.12999725341797
2019-01-22,114.6500015258789
2018-12-21,114.93000030517578
2019-09-03,116.06999969482422
2018-11-19,116.0
2019-08-02,115.2300033569336
2020-01-28,115.0999984741211
2020-04-16,114.51000213623047
2019-11-13,114.81999969482422
2020-01-31,113.87000274658203
2018-12-04,112.75
2018-11-02,107.48999786376953
2019-07-16,108.0
2018-08-30,108.58000183105469
2018-10-01,109.51000213623047
2019-06-14,108.91999816894531
2019-05-13,109.27999877929688
2019-04-11,108.79000091552734
2019-02-06,108.30000305175781
2019-09-18,109.83000183105469
2020-02-03,110.7699966430664
2020-04-22,111.19000244140625
2019-11-19,110.95999908447266
2020-02-06,110.05000305175781
2019-11-22,109.62000274658203
2019-03-25,109.16999816894531
2019-02-21,109.0
2018-12-19,108.62000274658203
2018-07-12,109.62999725341797
2018-09-14,111.19999694824219
2018-08-13,110.0199966430664
2018-10-16,108.94000244140625
2019-07-31,108.0199966430664
2019-05-28,107.70999908447266
2019-04-26,101.38999938964844
2020-04-28,98.26000213623047
2019-11-25,98.79000091552734
2020-02-12,98.02999877929688
2020-05-01,100.08000183105469
2020-05-04,100.83000183105469
2019-06-12,99.56999969482422
2019-04-09,99.62999725341797
2019-03-08,99.33999633789062
2019-02-04,95.37000274658203
2018-07-27,93.30999755859375
2018-08-28,92.01000213623047
2019-01-03,92.19999694824219
2019-08-15,92.12000274658203
2018-10-31,93.68000030517578
2019-09-16,96.91000366210938
2020-02-18,95.80999755859375
2020-05-07,96.43000030517578
2018-08-17,96.16999816894531
2019-12-04,97.62999725341797
2020-02-21,98.69999694824219
2018-12-17,99.33999633789062
2019-08-30,97.4000015258789
2018-11-15,95.4000015258789
2019-07-29,95.1500015258789
2019-06-27,93.54000091552734
2019-04-24,93.30000305175781
2018-07-10,94.79000091552734
2018-09-12,93.75
2019-02-19,91.4800033569336
2019-01-18,92.45999908447266
2020-02-24,93.41000366210938
2020-05-13,95.26000213623047
2019-12-10,94.36000061035156
2020-02-27,94.33999633789062
2019-12-13,97.08999633789062
2020-05-19,96.55999755859375
2019-03-06,99.0199966430664
2018-11-30,95.0
2019-08-13,91.51000213623047
2019-07-12,93.16999816894531
2019-06-10,90.77999877929688
2019-05-09,91.44000244140625
2018-07-25,93.12000274658203
2018-09-27,91.86000061035156
2018-10-29,91.58000183105469
2019-10-16,90.69000244140625
2019-12-16,90.33000183105469
2020-03-04,88.06999969482422
2020-05-22,86.91000366210938
2019-10-01,86.38999938964844
2019-12-19,84.79000091552734
2018-09-10,84.58999633789062
2019-05-24,88.0
2018-08-09,90.68000030517578
2019-04-22,91.33000183105469
2019-03-21,90.22000122070312
2019-01-16,88.58000183105469
2019-08-28,89.20999908447266
2018-11-13,91.13999938964844
2018-10-12,91.43000030517578
2019-06-25,91.51000213623047
2020-03-10,91.4000015258789
2020-05-28,89.54000091552734
2019-10-07,89.2300033569336
2020-03-13,91.06999969482422
2019-10-10,93.0
2020-03-16,93.33000183105469
2020-06-03,95.16000366210938
2018-11-28,94.0199966430664
2018-09-25,92.75
2018-07-23,93.25
2018-08-24,94.33999633789062
2019-07-10,93.5
2019-05-07,92.72000122070312
2019-04-05,86.61000061035156
2019-03-04,89.5
2019-01-31,93.0999984741211
2019-09-12,93.80999755859375
2019-12-31,93.83000183105469
2020-03-19,93.86000061035156
2020-01-03,92.76000213623047
2020-06-09,91.37999725341797
2019-02-15,92.44000244140625
2019-01-14,93.62999725341797
2018-07-06,97.44000244140625
2018-08-07,96.56999969482422
2018-10-10,96.76000213623047
2018-12-13,96.44000244140625
2019-08-26,96.58000183105469
2019-07-25,96.68000030517578
2019-05-22,97.19000244140625
2019-03-19,97.87000274658203
2020-01-06,97.51000213623047
2020-03-25,98.2699966430664
2020-06-12,99.61000061035156
2019-10-22,100.5199966430664
2020-01-09,98.7699966430664
2020-06-15,98.76000213623047
2019-10-25,98.05000305175781
2020-03-31,96.04000091552734
2020-06-18,95.06999969482422
2019-04-03,97.45999908447266
2018-08-22,99.23999786376953
2018-10-25,100.30000305175781
2019-01-29,99.81999969482422
2018-12-28,100.19000244140625
2018-11-26,102.4000015258789
2019-08-09,102.29000091552734
2019-07-08,100.70999908447266
2019-06-06,100.05000305175781
2019-09-10,98.36000061035156
2020-01-15,97.56999969482422
2020-04-03,98.68000030517578
2019-10-31,98.38999938964844
2020-04-06,98.73999786376953
2020-06-24,99.44999694824219
2018-11-09,101.30999755859375
2019-07-23,102.80000305175781
2019-06-21,103.22000122070312
2019-05-20,102.30999755859375
2019-04-18,103.11000061035156
2018-09-06,104.0999984741211
2018-10-08,103.26000213623047
2019-02-13,102.30999755859375
2018-12-11,104.30999755859375
2019-09-25,104.77999877929688
2020-01-21,104.62000274658203
2020-04-09,105.08000183105469
2019-11-06,105.54000091552734
2020-01-24,105.22000122070312
2020-01-27,105.25
2020-04-15,105.30999755859375
2018-12-26,106.1500015258789
2019-08-07,107.5
2019-06-04,106.08000183105469
2018-09-21,107.23999786376953
2018-07-19,106.19999694824219
2018-08-20,105.95999908447266
2018-10-23,104.08999633789062
2019-05-03,105.62000274658203
2019-04-01,104.22000122070312
2019-02-28,102.48999786376953
2019-11-12,102.93000030517578
2020-01-30,100.5199966430664
2019-11-15,102.05999755859375
2020-04-21,100.95999908447266
2019-04-16,101.31999969482422
2019-03-15,101.98999786376953
2019-02-11,104.12999725341797
2019-01-10,103.68000030517578
2019-08-22,103.36000061035156
2018-11-07,104.87999725341797
2018-08-03,104.9000015258789
2018-09-04,102.29000091552734
2019-06-19,102.86000061035156
2019-09-23,101.9000015258789
2019-11-18,100.47000122070312
2020-02-05,101.9800033569336
2020-04-24,100.70999908447266
2019-03-29,98.69000244140625
2019-11-21,99.88999938964844
2020-04-27,101.56999969482422
2020-02-11,102.9000015258789
2020-04-30,103.79000091552734
2019-05-01,106.22000122070312
2019-02-26,106.27999877929688
2019-01-25,105.16000366210938
2018-12-24,104.7300033569336
2019-09-06,102.66000366210938
2018-07-17,104.87000274658203
2018-09-19,105.41000366210938
2019-08-05,106.38999938964844
2019-10-08,108.06999969482422
2019-12-11,108.25
2019-11-27,106.58000183105469
2020-02-14,105.55999755859375
2020-05-06,105.70999908447266
2019-01-08,106.7300033569336
2018-12-07,108.73999786376953
2019-08-20,108.1500015258789
2018-11-05,107.95999908447266
2019-07-19,108.69000244140625
2018-10-04,108.77999877929688
2019-06-17,108.70999908447266
2019-05-16,108.44000244140625
2018-08-01,109.18000030517578
2019-03-13,107.73999786376953
2019-12-03,109.08000183105469
2020-02-20,110.08000183105469
2019-12-06,110.29000091552734
2020-05-12,108.79000091552734
2019-12-09,108.30000305175781
2020-02-26,108.12999725341797
2020-05-15,107.44999694824219
2019-03-28,109.20999908447266
2018-09-17,109.44000244140625
2018-08-16,113.11000061035156
2018-10-19,114.08000183105469
2019-04-29,114.76000213623047
