Dates,PBCT
2018-06-20,4942300.0
2018-06-21,4251300.0
2018-06-25,3251600.0
2018-06-22,3486200.0
2018-06-26,2556300.0
2018-06-27,2557400.0
2018-06-28,2368600.0
2018-06-29,2999200.0
2018-07-02,1909000.0
2018-07-03,1030400.0
2018-07-05,3273300.0
2018-07-16,3133400.0
2018-09-18,4475400.0
2019-01-24,2532300.0
2019-09-05,2230300.0
2018-11-21,2434200.0
2020-01-13,2430200.0
2020-04-01,2201500.0
2020-06-19,2114400.0
2019-10-29,2370500.0
2020-01-16,3076100.0
2020-06-22,3280800.0
2018-10-03,2825200.0
2018-07-31,3399500.0
2019-03-12,3076100.0
2019-02-08,2888100.0
2019-01-07,2232900.0
2018-12-06,2720600.0
2019-08-19,4875900.0
2019-07-18,2977000.0
2019-05-15,2669400.0
2019-09-20,2328000.0
2019-11-01,2377800.0
2020-04-07,2230600.0
2020-06-25,2313000.0
2020-06-16,2062700.0
2019-11-04,1800200.0
2020-01-22,2411600.0
2019-11-07,2045900.0
2020-04-13,2473400.0
2019-07-01,2090700.0
2019-05-30,8432200.0
2018-08-15,1960500.0
2018-10-18,2167700.0
2019-03-27,2262600.0
2019-01-22,1773900.0
2018-12-21,1649400.0
2019-09-03,2905500.0
2018-11-19,2020700.0
2019-08-02,1487300.0
2020-01-28,2013000.0
2020-04-16,2107600.0
2019-11-13,2609400.0
2020-01-31,1991000.0
2018-12-04,1754000.0
2018-11-02,2188900.0
2019-07-16,1480300.0
2018-08-30,2019700.0
2018-10-01,2345600.0
2019-06-14,2357700.0
2019-05-13,1720800.0
2019-04-11,2119200.0
2019-02-06,2466100.0
2019-09-18,2127100.0
2020-02-03,2611800.0
2020-04-22,5592100.0
2019-11-19,3371400.0
2020-02-06,3067100.0
2019-11-22,3488700.0
2019-03-25,6714500.0
2019-02-21,7967200.0
2018-12-19,9893900.0
2018-07-12,5503500.0
2018-09-14,4914400.0
2018-08-13,3395300.0
2018-10-16,2318600.0
2019-07-31,2708400.0
2019-05-28,2171900.0
2019-04-26,3290400.0
2020-04-28,4309000.0
2019-11-25,5839500.0
2020-02-12,2772900.0
2020-05-01,3268800.0
2020-05-04,3082100.0
2019-06-12,3557400.0
2019-04-09,4630800.0
2019-03-08,3971800.0
2019-02-04,5262700.0
2018-07-27,4096800.0
2018-08-28,4724100.0
2019-01-03,4425900.0
2019-08-15,3863200.0
2018-10-31,5642300.0
2019-09-16,14171500.0
2020-02-18,4295900.0
2020-05-07,2813200.0
2018-08-17,2415300.0
2019-12-04,3158500.0
2020-02-21,4077900.0
2018-12-17,2585100.0
2019-08-30,2990400.0
2018-11-15,2600600.0
2019-07-29,2943100.0
2019-06-27,4164700.0
2019-04-24,5142800.0
2018-07-10,5715800.0
2018-09-12,3224600.0
2019-02-19,3711100.0
2019-01-18,4585500.0
2020-02-24,1210700.0
2020-05-13,4162200.0
2019-12-10,6546500.0
2020-02-27,4445600.0
2019-12-13,4944600.0
2020-05-19,6625000.0
2019-03-06,5793800.0
2018-11-30,7012800.0
2019-08-13,4806600.0
2019-07-12,3698800.0
2019-06-10,3629900.0
2019-05-09,2961000.0
2018-07-25,3889500.0
2018-09-27,3250800.0
2018-10-29,3162100.0
2019-10-16,5855400.0
2019-12-16,4596200.0
2020-03-04,5642800.0
2020-05-22,4381800.0
2019-10-01,6988700.0
2019-12-19,2500600.0
2018-09-10,3945200.0
2019-05-24,3709500.0
2018-08-09,3502300.0
