Dates,PBCT
2019-04-22,3438200.0
2019-03-21,5718900.0
2019-01-16,3991500.0
2019-08-28,3685800.0
2018-11-13,3413400.0
2018-10-12,4389600.0
2019-06-25,4630900.0
2020-03-10,4207300.0
2020-05-28,3750800.0
2019-10-07,4284400.0
2020-03-13,5259700.0
2019-10-10,3400200.0
2020-03-16,5149500.0
2020-06-03,5388700.0
2018-11-28,3288700.0
2018-09-25,7435800.0
2018-07-23,3680100.0
2018-08-24,5749100.0
2019-07-10,3738100.0
2019-05-07,4945600.0
2019-04-05,5335700.0
2019-03-04,15010200.0
2019-01-31,4713800.0
2019-09-12,2876900.0
2019-12-31,3899800.0
2020-03-19,3650000.0
2020-01-03,3905700.0
2020-06-09,3134300.0
2019-02-15,2080500.0
2019-01-14,3204100.0
2018-07-06,2741600.0
2018-08-07,2744900.0
2018-10-10,4746100.0
2018-12-13,4230600.0
2019-08-26,2178500.0
2019-07-25,2992400.0
2019-05-22,2255000.0
2019-03-19,2327100.0
2020-01-06,2060700.0
2020-03-25,1640400.0
2020-06-12,2625200.0
2019-10-22,3518300.0
2020-01-09,5126500.0
2020-06-15,3983800.0
2019-10-25,3514500.0
2020-03-31,3289400.0
2020-06-18,2696700.0
2019-04-03,2618400.0
2018-08-22,2778500.0
2018-10-25,2621600.0
2019-01-29,2582900.0
2018-12-28,6041000.0
2018-11-26,2159900.0
2019-08-09,2934200.0
2019-07-08,3021800.0
2019-06-06,5822600.0
2019-09-10,4556800.0
2020-01-15,3067900.0
2020-04-03,3335000.0
2019-10-31,2917800.0
2020-04-06,3022700.0
2020-06-24,7712300.0
2018-11-09,3657800.0
2019-07-23,3405800.0
2019-06-21,4009100.0
2019-05-20,2720300.0
2019-04-18,3943600.0
2018-09-06,3275700.0
2018-10-08,2948800.0
2019-02-13,2364200.0
2018-12-11,2083800.0
2019-09-25,3269300.0
2020-01-21,2118300.0
2020-04-09,2760000.0
2019-11-06,2622300.0
2020-01-24,3501000.0
2020-01-27,4121400.0
2020-04-15,4439700.0
2018-12-26,2402400.0
2019-08-07,2307700.0
2019-06-04,2704300.0
2018-09-21,2873000.0
2018-07-19,3719900.0
2018-08-20,2819300.0
2018-10-23,2093800.0
2019-05-03,2259300.0
2019-04-01,1949600.0
2019-02-28,3946900.0
2019-11-12,3916600.0
2020-01-30,2634100.0
2019-11-15,2364300.0
2020-04-21,3434700.0
2019-04-16,2660400.0
2019-03-15,4955300.0
2019-02-11,4006000.0
2019-01-10,2879500.0
2019-08-22,2193000.0
2018-11-07,2666900.0
2018-08-03,1662500.0
2018-09-04,2205900.0
2019-06-19,2295300.0
2019-09-23,2859600.0
2019-11-18,4460300.0
2020-02-05,3535000.0
2020-04-24,3741900.0
2019-03-29,3313500.0
2019-11-21,2527300.0
2020-04-27,2026500.0
2020-02-11,1639500.0
2020-04-30,1694800.0
2019-05-01,3590900.0
2019-02-26,2499100.0
2019-01-25,2303900.0
2018-12-24,1840800.0
2019-09-06,1950900.0
2018-07-17,2444400.0
2018-09-19,2231300.0
2019-08-05,4034800.0
2019-10-08,2537900.0
2019-12-11,6892600.0
2019-11-27,2061700.0
2020-02-14,1897100.0
2020-05-06,2815200.0
2019-01-08,2299300.0
2018-12-07,4240300.0
2019-08-20,4362000.0
2018-11-05,2122200.0
2019-07-19,1535600.0
2018-10-04,2021400.0
2019-06-17,1959900.0
2019-05-16,2289900.0
2018-08-01,2594400.0
2019-03-13,2320100.0
2019-12-03,3273300.0
2020-02-20,2631600.0
2019-12-06,13924200.0
2020-05-12,6259100.0
2019-12-09,3990100.0
2020-02-26,5242900.0
2020-05-15,4015500.0
2019-03-28,2641300.0
2018-09-17,3704500.0
2018-08-16,4378800.0
2018-10-19,3389200.0
2019-04-29,2787000.0
2019-01-23,2864500.0
2019-09-04,6870000.0
2018-11-20,5411200.0
2019-07-02,4527100.0
2019-05-31,6222800.0
2019-12-12,5198000.0
2020-05-18,4093700.0
2019-09-27,3710400.0
2020-03-03,3321700.0
2020-05-21,6103600.0
2019-05-14,4113400.0
2018-08-31,5791900.0
2018-07-30,4224300.0
2018-10-02,12563700.0
2019-04-12,3396900.0
2019-03-11,3821800.0
2019-02-07,3595900.0
2019-07-17,2517400.0
2019-09-19,3732900.0
2019-10-21,3712400.0
2019-12-18,6454300.0
2020-03-06,3323100.0
2019-10-03,3106800.0
2020-03-09,3207800.0
2020-05-27,4197000.0
2019-12-24,3305500.0
2020-03-12,3489600.0
2018-12-20,4196700.0
2019-08-01,4301400.0
2018-08-14,3752500.0
2018-07-13,3733400.0
2018-10-17,3564500.0
2019-05-29,3788500.0
2019-03-26,3192900.0
2019-02-22,2941100.0
2019-10-04,3529600.0
2019-11-05,3232500.0
2019-12-27,6374700.0
2020-06-02,2278900.0
2019-12-30,3489000.0
2020-03-18,2772100.0
2020-06-05,2504800.0
2019-07-15,2754600.0
2018-12-03,2254200.0
2019-06-13,4053400.0
2019-01-04,3522000.0
2018-08-29,3259000.0
2019-02-05,3559300.0
2018-11-01,2359400.0
2019-08-16,3805700.0
2019-04-10,2886700.0
2019-09-17,3493300.0
2019-10-15,5195200.0
2020-01-02,2641400.0
2020-06-08,3244100.0
2019-10-18,3280300.0
2020-03-24,5189500.0
2020-06-11,6805100.0
2020-01-08,4429900.0
2019-04-25,4594500.0
2019-07-30,3078400.0
2019-02-20,2298700.0
2018-07-11,2929300.0
2018-09-13,4656900.0
2018-10-15,4723200.0
2019-06-28,5059300.0
2018-12-18,16248500.0
2018-11-16,6178500.0
2019-10-02,3627700.0
2020-03-27,5044800.0
2020-01-10,4003400.0
2019-10-24,2850500.0
2020-03-30,2546600.0
2020-06-17,3531200.0
2020-01-14,2359800.0
2020-04-02,2200900.0
2019-01-02,2124000.0
2019-08-14,2256800.0
2018-10-30,2996000.0
2019-06-11,2464000.0
2019-05-10,3075600.0
2019-04-08,2142800.0
2018-08-27,1463600.0
2018-07-26,1965700.0
2018-09-28,3976700.0
2019-03-07,2126900.0
2019-10-30,1547100.0
2020-01-17,3543600.0
2020-06-23,3198700.0
2020-04-08,2114300.0
2020-06-26,1293500.0
2019-03-22,1943900.0
2019-01-17,2737900.0
2019-08-29,2033400.0
2018-11-14,2031600.0
2019-06-26,2549400.0
2018-09-11,2727200.0
2018-07-09,3152300.0
2018-08-10,3225200.0
2019-04-23,2453800.0
2019-09-30,2275200.0
2020-01-23,9380100.0
2019-11-08,1934500.0
2020-04-14,864500.0
2019-11-11,1405800.0
2020-01-29,2152600.0
2020-04-17,1819100.0
2018-07-24,2153800.0
2018-09-26,3619400.0
2019-05-08,2508900.0
2019-03-05,2065100.0
2019-02-01,2300800.0
2018-12-31,2149400.0
2018-11-29,3007600.0
2019-08-12,2003700.0
2019-07-11,2060700.0
2019-09-13,2407500.0
2019-11-14,2383600.0
2020-04-20,4605600.0
2020-02-04,7666300.0
2020-04-23,4245200.0
2018-12-14,4255200.0
2019-08-27,4201000.0
2018-08-08,3566000.0
2018-10-11,4075700.0
2018-11-12,2592800.0
2019-07-26,3225900.0
2019-06-24,3516200.0
2019-05-23,5657100.0
2019-03-20,3929800.0
2019-01-15,4430200.0
2019-11-20,4267700.0
2020-02-07,3289500.0
2020-02-10,3154100.0
2020-04-29,2977300.0
2019-11-26,2951700.0
2020-02-13,2439100.0
2019-01-30,3183700.0
2018-08-23,2308800.0
2018-09-24,3052700.0
2018-11-27,2277400.0
2018-10-26,2996600.0
2019-07-09,4079600.0
2019-06-07,4987500.0
2019-05-06,6883200.0
2019-04-04,5760600.0
2019-09-11,6627400.0
2019-11-29,9953200.0
2020-05-05,8315100.0
2019-12-02,9763900.0
2020-02-19,5655900.0
2020-05-08,5966800.0
2019-05-21,7328700.0
2019-03-18,5292200.0
2018-09-07,7870300.0
2018-08-06,10224600.0
2018-10-09,6513000.0
2019-02-14,6731900.0
2018-12-12,5969800.0
2019-07-24,9090800.0
2019-09-26,9356000.0
2019-10-28,6983600.0
2019-12-05,6237900.0
2020-05-11,5407700.0
2019-07-03,5178700.0
2020-02-25,16056300.0
2020-05-14,7116600.0
2020-02-28,5949600.0
2019-08-08,4562800.0
2019-06-05,5384400.0
2018-07-20,4743600.0
2018-08-21,5903700.0
2018-10-24,4245900.0
2019-04-02,5173900.0
2019-03-01,4241400.0
2019-01-28,3231600.0
2018-12-27,4545500.0
2019-09-09,4368700.0
2020-03-02,3841500.0
2020-05-20,3053900.0
2019-12-17,3810400.0
2020-03-05,4066000.0
2019-02-12,4943900.0
2019-01-11,3711500.0
2018-12-10,2257900.0
2019-08-23,3818700.0
2018-11-08,5924000.0
2019-07-22,3463100.0
2019-06-20,4390700.0
2018-09-05,4164500.0
2019-04-17,10218900.0
2019-09-24,2858400.0
2019-12-20,2296400.0
2020-05-26,2643100.0
2019-04-30,2159000.0
2019-12-23,2697400.0
2020-03-11,1728700.0
2020-05-29,1930000.0
2019-12-26,2621900.0
2020-06-01,4482000.0
2019-05-02,3959700.0
2019-02-27,3216000.0
2018-11-23,3654000.0
2019-08-06,5151300.0
2018-07-18,3088000.0
2018-09-20,3353600.0
2018-10-22,3103000.0
2019-07-05,3658700.0
2019-06-03,3371500.0
2019-10-09,3471200.0
2019-10-11,7265900.0
2020-03-17,3112600.0
2020-06-04,3037900.0
2019-10-14,3744800.0
2020-03-20,4310200.0
2018-11-06,5764700.0
2019-06-18,4891000.0
2019-05-17,4394200.0
2019-04-15,4789600.0
2019-03-14,4935200.0
2019-01-09,5759300.0
2018-08-02,5871200.0
2018-10-05,4126800.0
2019-08-21,4305200.0
2019-10-17,4673900.0
2020-03-23,11074000.0
2020-06-10,3729200.0
2019-02-25,4070000.0
2020-01-07,3938300.0
2020-03-26,3291500.0
2019-10-23,5272600.0
