Dates,PBCT
2018-06-20,18.719999313354492
2018-06-21,18.56999969482422
2018-06-25,18.899999618530273
2018-06-22,18.469999313354492
2018-06-26,18.489999771118164
2018-06-27,18.329999923706055
2018-06-28,18.139999389648438
2018-06-29,18.309999465942383
2018-07-02,18.0
2018-07-03,18.229999542236328
2018-07-05,18.190000534057617
2018-07-16,18.190000534057617
2018-09-18,18.270000457763672
2019-01-24,18.729999542236328
2019-09-05,18.350000381469727
2018-11-21,18.420000076293945
2020-01-13,18.1200008392334
2020-04-01,18.079999923706055
2020-06-19,18.309999465942383
2019-10-29,18.239999771118164
2020-01-16,18.219999313354492
2020-06-22,17.690000534057617
2018-10-03,18.350000381469727
2018-07-31,18.34000015258789
2019-03-12,18.469999313354492
2019-02-08,18.309999465942383
2019-01-07,18.520000457763672
2018-12-06,18.520000457763672
2019-08-19,18.25
2019-07-18,18.260000228881836
2019-05-15,18.3799991607666
2019-09-20,18.600000381469727
2019-11-01,18.5
2020-04-07,18.5
2020-06-25,18.450000762939453
2020-06-16,18.5
2019-11-04,18.360000610351562
2020-01-22,18.399999618530273
2019-11-07,18.329999923706055
2020-04-13,18.389999389648438
2019-07-01,19.0
2019-05-30,18.549999237060547
2018-08-15,18.68000030517578
2018-10-18,18.729999542236328
2019-03-27,18.809999465942383
2019-01-22,18.809999465942383
2018-12-21,18.81999969482422
2019-09-03,18.770000457763672
2018-11-19,18.760000228881836
2019-08-02,18.690000534057617
2020-01-28,18.65999984741211
2020-04-16,18.489999771118164
2019-11-13,18.520000457763672
2020-01-31,18.56999969482422
2018-12-04,18.610000610351562
2018-11-02,18.6200008392334
2019-07-16,18.6200008392334
2018-08-30,18.450000762939453
2018-10-01,18.34000015258789
2019-06-14,18.059999465942383
2019-05-13,17.84000015258789
2019-04-11,17.889999389648438
2019-02-06,17.75
2019-09-18,17.600000381469727
2020-02-03,17.829999923706055
2020-04-22,18.010000228881836
2019-11-19,17.920000076293945
2020-02-06,17.59000015258789
2019-11-22,17.579999923706055
2019-03-25,17.190000534057617
2019-02-21,16.969999313354492
2018-12-19,17.209999084472656
2018-07-12,16.8799991607666
2018-09-14,17.010000228881836
2018-08-13,17.209999084472656
2018-10-16,17.299999237060547
2019-07-31,17.079999923706055
2019-05-28,17.290000915527344
2019-04-26,17.219999313354492
2020-04-28,16.90999984741211
2019-11-25,16.6299991607666
2020-02-12,16.06999969482422
2020-05-01,16.270000457763672
2020-05-04,16.25
2019-06-12,16.280000686645508
2019-04-09,15.539999961853027
2019-03-08,16.030000686645508
2019-02-04,15.260000228881836
2018-07-27,15.5
2018-08-28,15.109999656677246
2019-01-03,15.329999923706055
2019-08-15,15.390000343322754
2018-10-31,15.649999618530273
2019-09-16,15.739999771118164
2020-02-18,15.65999984741211
2020-05-07,15.850000381469727
2018-08-17,15.760000228881836
2019-12-04,15.729999542236328
2020-02-21,15.829999923706055
2018-12-17,15.760000228881836
2019-08-30,15.850000381469727
2018-11-15,15.75
2019-07-29,15.6899995803833
2019-06-27,15.970000267028809
2019-04-24,15.579999923706055
2018-07-10,15.960000038146973
2018-09-12,16.1299991607666
2019-02-19,15.989999771118164
2019-01-18,15.869999885559082
2020-02-24,15.800000190734863
2020-05-13,16.020000457763672
2019-12-10,16.1200008392334
2020-02-27,16.079999923706055
2019-12-13,16.31999969482422
2020-05-19,16.360000610351562
2019-03-06,17.079999923706055
2018-11-30,17.100000381469727
2019-08-13,16.0
2019-07-12,16.299999237060547
2019-06-10,16.18000030517578
2019-05-09,15.970000267028809
2018-07-25,15.739999771118164
2018-09-27,15.850000381469727
2018-10-29,15.390000343322754
2019-10-16,15.199999809265137
2019-12-16,15.229999542236328
2020-03-04,15.1899995803833
2020-05-22,14.289999961853027
2019-10-01,14.34000015258789
2019-12-19,14.029999732971191
2018-09-10,13.890000343322754
2019-05-24,14.149999618530273
2018-08-09,14.289999961853027
2019-04-22,14.289999961853027
2019-03-21,14.3100004196167
2019-01-16,14.600000381469727
2019-08-28,14.760000228881836
2018-11-13,14.960000038146973
2018-10-12,15.199999809265137
2019-06-25,15.1899995803833
2020-03-10,15.300000190734863
2020-05-28,15.119999885559082
2019-10-07,15.119999885559082
2020-03-13,15.380000114440918
2019-10-10,15.630000114440918
2020-03-16,15.649999618530273
2020-06-03,16.40999984741211
2018-11-28,16.31999969482422
2018-09-25,16.40999984741211
2018-07-23,16.299999237060547
2018-08-24,16.530000686645508
2019-07-10,16.670000076293945
2019-05-07,16.780000686645508
2019-04-05,17.0
2019-03-04,16.520000457763672
2019-01-31,16.389999389648438
2019-09-12,16.559999465942383
2019-12-31,16.719999313354492
2020-03-19,16.6299991607666
2020-01-03,16.790000915527344
2020-06-09,16.899999618530273
2019-02-15,16.809999465942383
2019-01-14,17.100000381469727
2018-07-06,17.200000762939453
2018-08-07,16.940000534057617
2018-10-10,17.100000381469727
2018-12-13,17.309999465942383
2019-08-26,17.479999542236328
2019-07-25,17.670000076293945
2019-05-22,17.579999923706055
2019-03-19,17.829999923706055
2020-01-06,17.65999984741211
2020-03-25,17.579999923706055
2020-06-12,17.780000686645508
2019-10-22,17.8799991607666
2020-01-09,17.8700008392334
2020-06-15,17.709999084472656
2019-10-25,17.68000030517578
2020-03-31,17.31999969482422
2020-06-18,17.020000457763672
2019-04-03,17.209999084472656
2018-08-22,17.399999618530273
2018-10-25,17.389999389648438
2019-01-29,17.40999984741211
2018-12-28,17.3799991607666
2018-11-26,17.420000076293945
2019-08-09,17.649999618530273
2019-07-08,17.149999618530273
2019-06-06,16.469999313354492
2019-09-10,16.389999389648438
2020-01-15,15.899999618530273
2020-04-03,15.920000076293945
2019-10-31,16.260000228881836
2020-04-06,16.329999923706055
2020-06-24,16.68000030517578
2018-11-09,16.5
2019-07-23,16.729999542236328
2019-06-21,16.829999923706055
2019-05-20,16.670000076293945
2019-04-18,16.850000381469727
2018-09-06,16.90999984741211
2018-10-08,16.829999923706055
2019-02-13,16.709999084472656
2018-12-11,16.889999389648438
2019-09-25,17.0
2020-01-21,17.239999771118164
2020-04-09,17.010000228881836
2019-11-06,17.459999084472656
2020-01-24,17.329999923706055
2020-01-27,17.06999969482422
2020-04-15,16.670000076293945
2018-12-26,17.18000030517578
2019-08-07,17.18000030517578
2019-06-04,17.149999618530273
2018-09-21,17.280000686645508
2018-07-19,17.260000228881836
2018-08-20,17.31999969482422
2018-10-23,17.239999771118164
2019-05-03,17.489999771118164
2019-04-01,17.34000015258789
2019-02-28,17.469999313354492
2019-11-12,17.1200008392334
2020-01-30,16.93000030517578
2019-11-15,17.010000228881836
2020-04-21,16.90999984741211
2019-04-16,16.5
2019-03-15,16.43000030517578
2019-02-11,16.290000915527344
2019-01-10,16.139999389648438
2019-08-22,16.139999389648438
2018-11-07,16.389999389648438
2018-08-03,16.329999923706055
2018-09-04,16.110000610351562
2019-06-19,16.0
2019-09-23,16.030000686645508
2019-11-18,15.739999771118164
2020-02-05,15.850000381469727
2020-04-24,15.430000305175781
2019-03-29,15.380000114440918
2019-11-21,15.779999732971191
2020-04-27,16.079999923706055
2020-02-11,16.020000457763672
2020-04-30,16.040000915527344
2019-05-01,16.1200008392334
2019-02-26,16.190000534057617
2019-01-25,16.290000915527344
2018-12-24,16.239999771118164
2019-09-06,16.25
2018-07-17,16.3799991607666
2018-09-19,16.239999771118164
2019-08-05,16.6299991607666
2019-10-08,16.469999313354492
2019-12-11,16.3700008392334
2019-11-27,16.450000762939453
2020-02-14,16.360000610351562
2020-05-06,16.420000076293945
2019-01-08,16.5
2018-12-07,16.739999771118164
2019-08-20,16.959999084472656
2018-11-05,16.790000915527344
2019-07-19,16.59000015258789
2018-10-04,16.950000762939453
2019-06-17,16.889999389648438
2019-05-16,16.739999771118164
2018-08-01,16.809999465942383
2019-03-13,16.649999618530273
2019-12-03,16.799999237060547
2020-02-20,16.860000610351562
2019-12-06,16.389999389648438
2020-05-12,16.309999465942383
2019-12-09,16.299999237060547
2020-02-26,16.420000076293945
2020-05-15,16.299999237060547
2019-03-28,16.239999771118164
2018-09-17,16.290000915527344
2018-08-16,16.700000762939453
2018-10-19,16.56999969482422
2019-04-29,16.719999313354492
2019-01-23,16.440000534057617
2019-09-04,16.469999313354492
2018-11-20,16.350000381469727
2019-07-02,15.5600004196167
2019-05-31,15.180000305175781
2019-12-12,15.130000114440918
2020-05-18,14.890000343322754
2019-09-27,15.100000381469727
2020-03-03,15.220000267028809
2020-05-21,15.029999732971191
2019-05-14,14.720000267028809
2018-08-31,14.470000267028809
2018-07-30,14.470000267028809
2018-10-02,14.260000228881836
2019-04-12,14.8100004196167
2019-03-11,14.510000228881836
2019-02-07,14.520000457763672
2019-07-17,14.619999885559082
2019-09-19,14.529999732971191
2019-10-21,14.239999771118164
2019-12-18,14.220000267028809
2020-03-06,13.859999656677246
2019-10-03,14.239999771118164
2020-03-09,14.420000076293945
2020-05-27,14.270000457763672
2019-12-24,14.329999923706055
2020-03-12,14.979999542236328
2018-12-20,14.729999542236328
2019-08-01,14.869999885559082
2018-08-14,15.479999542236328
2018-07-13,15.710000038146973
2018-10-17,15.84000015258789
2019-05-29,16.270000457763672
2019-03-26,16.15999984741211
2019-02-22,16.200000762939453
2019-10-04,16.030000686645508
2019-11-05,16.239999771118164
2019-12-27,15.970000267028809
2020-06-02,15.770000457763672
2019-12-30,15.989999771118164
2020-03-18,15.6899995803833
2020-06-05,15.699999809265137
2019-07-15,15.859999656677246
