Dates,PBCT
2018-06-20,18.760000228881836
2018-06-21,18.829999923706055
2018-06-25,18.899999618530273
2018-06-22,18.56999969482422
2018-06-26,18.530000686645508
2018-06-27,18.420000076293945
2018-06-28,18.270000457763672
2018-06-29,18.3799991607666
2018-07-02,18.209999084472656
2018-07-03,18.329999923706055
2018-07-05,18.3799991607666
2018-07-16,18.309999465942383
2018-09-18,18.649999618530273
2019-01-24,18.739999771118164
2019-09-05,18.479999542236328
2018-11-21,18.5
2020-01-13,18.25
2020-04-01,18.31999969482422
2020-06-19,18.3700008392334
2019-10-29,18.3700008392334
2020-01-16,18.3799991607666
2020-06-22,18.360000610351562
2018-10-03,18.68000030517578
2018-07-31,18.739999771118164
2019-03-12,18.520000457763672
2019-02-08,18.59000015258789
2019-01-07,18.600000381469727
2018-12-06,18.610000610351562
2019-08-19,18.299999237060547
2019-07-18,18.510000228881836
2019-05-15,18.65999984741211
2019-09-20,18.729999542236328
2019-11-01,18.5
2020-04-07,18.56999969482422
2020-06-25,18.559999465942383
2020-06-16,18.65999984741211
2019-11-04,18.459999084472656
2020-01-22,18.479999542236328
2019-11-07,18.549999237060547
2020-04-13,18.520000457763672
2019-07-01,19.0
2019-05-30,18.760000228881836
2018-08-15,18.760000228881836
2018-10-18,18.950000762939453
2019-03-27,18.889999389648438
2019-01-22,18.8799991607666
2018-12-21,18.81999969482422
2019-09-03,18.860000610351562
2018-11-19,18.780000686645508
2019-08-02,18.739999771118164
2020-01-28,18.709999084472656
2020-04-16,18.520000457763672
2019-11-13,18.59000015258789
2020-01-31,18.700000762939453
2018-12-04,18.709999084472656
2018-11-02,18.670000076293945
2019-07-16,18.649999618530273
2018-08-30,18.540000915527344
2018-10-01,18.40999984741211
2019-06-14,18.110000610351562
2019-05-13,17.93000030517578
2019-04-11,17.90999984741211
2019-02-06,17.829999923706055
2019-09-18,17.81999969482422
2020-02-03,18.079999923706055
2020-04-22,18.110000610351562
2019-11-19,17.93000030517578
2020-02-06,17.65999984741211
2019-11-22,17.59000015258789
2019-03-25,17.399999618530273
2019-02-21,17.25
2018-12-19,17.239999771118164
2018-07-12,17.0
2018-09-14,17.239999771118164
2018-08-13,17.459999084472656
2018-10-16,17.420000076293945
2019-07-31,17.3799991607666
2019-05-28,17.350000381469727
2019-04-26,17.350000381469727
2020-04-28,16.969999313354492
2019-11-25,16.65999984741211
2020-02-12,16.270000457763672
2020-05-01,16.270000457763672
2020-05-04,16.520000457763672
2019-06-12,16.489999771118164
2019-04-09,16.31999969482422
2019-03-08,16.149999618530273
2019-02-04,15.649999618530273
2018-07-27,15.520000457763672
2018-08-28,15.569999694824219
2019-01-03,15.420000076293945
2019-08-15,15.770000457763672
2018-10-31,15.880000114440918
2019-09-16,15.949999809265137
2020-02-18,15.899999618530273
2020-05-07,15.90999984741211
2018-08-17,15.899999618530273
2019-12-04,15.9399995803833
2020-02-21,15.859999656677246
2018-12-17,15.949999809265137
2019-08-30,15.979999542236328
2018-11-15,15.859999656677246
2019-07-29,16.030000686645508
2019-06-27,16.030000686645508
2019-04-24,16.059999465942383
2018-07-10,16.170000076293945
2018-09-12,16.280000686645508
2019-02-19,16.110000610351562
2019-01-18,16.100000381469727
2020-02-24,16.040000915527344
2020-05-13,16.280000686645508
2019-12-10,16.149999618530273
2020-02-27,16.360000610351562
2019-12-13,16.469999313354492
2020-05-19,16.90999984741211
2019-03-06,17.1299991607666
2018-11-30,17.100000381469727
2019-08-13,16.290000915527344
2019-07-12,16.489999771118164
2019-06-10,16.18000030517578
2019-05-09,16.040000915527344
2018-07-25,15.989999771118164
2018-09-27,15.859999656677246
2018-10-29,15.609999656677246
2019-10-16,15.470000267028809
2019-12-16,15.350000381469727
2020-03-04,15.1899995803833
2020-05-22,14.5
2019-10-01,14.600000381469727
2019-12-19,14.130000114440918
2018-09-10,14.390000343322754
2019-05-24,14.25
2018-08-09,14.5
2019-04-22,14.430000305175781
2019-03-21,14.710000038146973
2019-01-16,14.859999656677246
2019-08-28,15.130000114440918
2018-11-13,15.319999694824219
2018-10-12,15.199999809265137
2019-06-25,15.289999961853027
2020-03-10,15.300000190734863
2020-05-28,15.239999771118164
2019-10-07,15.40999984741211
2020-03-13,15.539999961853027
2019-10-10,15.800000190734863
2020-03-16,16.030000686645508
2020-06-03,16.489999771118164
2018-11-28,16.469999313354492
2018-09-25,16.450000762939453
2018-07-23,16.5
2018-08-24,16.790000915527344
2019-07-10,16.84000015258789
2019-05-07,16.950000762939453
2019-04-05,17.0
2019-03-04,16.549999237060547
2019-01-31,16.600000381469727
2019-09-12,16.709999084472656
2019-12-31,16.739999771118164
2020-03-19,16.809999465942383
2020-01-03,17.059999465942383
2020-06-09,16.979999542236328
2019-02-15,16.989999771118164
2019-01-14,17.219999313354492
2018-07-06,17.219999313354492
2018-08-07,17.030000686645508
2018-10-10,17.350000381469727
2018-12-13,17.56999969482422
2019-08-26,17.719999313354492
2019-07-25,17.709999084472656
2019-05-22,17.719999313354492
2019-03-19,17.889999389648438
2020-01-06,17.760000228881836
2020-03-25,17.780000686645508
2020-06-12,17.850000381469727
2019-10-22,17.940000534057617
2020-01-09,18.030000686645508
2020-06-15,17.770000457763672
2019-10-25,17.739999771118164
2020-03-31,17.389999389648438
2020-06-18,17.200000762939453
2019-04-03,17.399999618530273
2018-08-22,17.469999313354492
2018-10-25,17.450000762939453
2019-01-29,17.489999771118164
2018-12-28,17.549999237060547
2018-11-26,17.6200008392334
2019-08-09,17.68000030517578
2019-07-08,17.200000762939453
2019-06-06,16.700000762939453
2019-09-10,16.40999984741211
2020-01-15,16.030000686645508
2020-04-03,16.309999465942383
2019-10-31,16.43000030517578
2020-04-06,16.59000015258789
2020-06-24,16.760000228881836
2018-11-09,16.75
2019-07-23,16.850000381469727
2019-06-21,16.93000030517578
2019-05-20,16.899999618530273
2019-04-18,17.030000686645508
2018-09-06,16.989999771118164
2018-10-08,16.93000030517578
2019-02-13,16.809999465942383
2018-12-11,17.0
2019-09-25,17.25
2020-01-21,17.25
2020-04-09,17.3799991607666
2019-11-06,17.459999084472656
2020-01-24,17.329999923706055
2020-01-27,17.079999923706055
2020-04-15,17.190000534057617
2018-12-26,17.270000457763672
2019-08-07,17.299999237060547
2019-06-04,17.309999465942383
2018-09-21,17.600000381469727
2018-07-19,17.469999313354492
2018-08-20,17.43000030517578
2018-10-23,17.440000534057617
2019-05-03,17.6200008392334
2019-04-01,17.65999984741211
2019-02-28,17.479999542236328
2019-11-12,17.200000762939453
2020-01-30,17.110000610351562
2019-11-15,17.18000030517578
2020-04-21,16.979999542236328
2019-04-16,16.670000076293945
2019-03-15,16.440000534057617
2019-02-11,16.43000030517578
2019-01-10,16.399999618530273
2019-08-22,16.360000610351562
2018-11-07,16.440000534057617
2018-08-03,16.389999389648438
2018-09-04,16.190000534057617
2019-06-19,16.09000015258789
2019-09-23,16.059999465942383
2019-11-18,15.890000343322754
2020-02-05,15.960000038146973
2020-04-24,15.479999542236328
2019-03-29,15.720000267028809
2019-11-21,16.09000015258789
2020-04-27,16.18000030517578
2020-02-11,16.170000076293945
2020-04-30,16.049999237060547
2019-05-01,16.229999542236328
2019-02-26,16.3700008392334
2019-01-25,16.3799991607666
2018-12-24,16.309999465942383
2019-09-06,16.3700008392334
2018-07-17,16.450000762939453
2018-09-19,16.559999465942383
2019-08-05,16.719999313354492
2019-10-08,16.520000457763672
2019-12-11,16.5
2019-11-27,16.540000915527344
2020-02-14,16.420000076293945
2020-05-06,16.540000915527344
2019-01-08,16.65999984741211
2018-12-07,16.90999984741211
2019-08-20,17.010000228881836
2018-11-05,16.860000610351562
2019-07-19,16.860000610351562
2018-10-04,17.100000381469727
2019-06-17,17.0
2019-05-16,16.860000610351562
2018-08-01,16.8700008392334
2019-03-13,16.790000915527344
2019-12-03,16.8700008392334
2020-02-20,16.860000610351562
2019-12-06,16.479999542236328
2020-05-12,16.329999923706055
2019-12-09,16.530000686645508
2020-02-26,16.559999465942383
2020-05-15,16.309999465942383
2019-03-28,16.34000015258789
2018-09-17,16.690000534057617
2018-08-16,16.81999969482422
2018-10-19,16.770000457763672
2019-04-29,16.84000015258789
2019-01-23,16.649999618530273
2019-09-04,16.549999237060547
2018-11-20,16.399999618530273
2019-07-02,15.609999656677246
2019-05-31,15.220000267028809
2019-12-12,15.210000038146973
2020-05-18,15.119999885559082
2019-09-27,15.34000015258789
2020-03-03,15.319999694824219
2020-05-21,15.09000015258789
2019-05-14,15.199999809265137
2018-08-31,14.640000343322754
2018-07-30,14.489999771118164
2018-10-02,14.520000457763672
2019-04-12,14.8100004196167
2019-03-11,14.59000015258789
2019-02-07,14.59000015258789
2019-07-17,14.6899995803833
2019-09-19,14.640000343322754
2019-10-21,14.729999542236328
2019-12-18,14.25
2020-03-06,14.210000038146973
2019-10-03,14.430000305175781
2020-03-09,14.569999694824219
2020-05-27,14.350000381469727
